用户名,会员,星级,评论,类型1,评论时间1,评论时间2,类型2,评论时间3,评论时间4
故***你,PLUS会员,"<div class=""comment-star star1""></div>",一星都不想给，快递是真心慢，到了也不通知，,美白黑炭面膜10片,2017-11-09 19:53,,,,
蔓***4,,"<div class=""comment-star star1""></div>",下次不会在京东上买面膜了，无语了,美白黑炭面膜,,,,,2019-03-16 16:18
****单,,"<div class=""comment-star star1""></div>",刚买了*说搞活动，就降价到*商家坑人。,美白黑炭面膜10片,2016-12-30 10:54,,,,
****7,,"<div class=""comment-star star1""></div>",垃圾头天买第二天就降价！这套路老用不好?,美白黑炭面膜10片,2018-06-05 16:35,,,,
1***p,PLUS会员,"<div class=""comment-star star1""></div>",这客服服务真@恶心，#,【焕白因子】美白保湿黑炭面膜,,,,,2019-11-08 14:47
****7,,"<div class=""comment-star star1""></div>",刚买一周就又降价了，没想到京东也这么坑啊,美白黑炭面膜,,,,,2019-06-18 15:54
二***斋,,"<div class=""comment-star star1""></div>",收到的包装真的太懒了，，连封口都没有，,,,,【焕白因子】美白保湿黑面膜,2020-02-24 13:56,
1***p,,"<div class=""comment-star star1""></div>",东西真的很垃圾很次，用了之后过敏,透亮黑炭面膜10片,2016-12-22 19:12,,,,
罗***寒,,"<div class=""comment-star star1""></div>",假货，包装都没有，太假啦,【补水提亮】美白保湿黑面膜,2020-07-04 00:31,,,,
****6,,"<div class=""comment-star star1""></div>",我刚买下，第二天就降价了，包装还特别烂！,美白黑炭面膜10片,2017-04-06 18:16,,,,
雪***呀,,"<div class=""comment-star star1""></div>",香精味特别重，跟我之前买的不一样,美白黑炭面膜10片,2018-09-19 01:03,,,,
摘***你,PLUS会员,"<div class=""comment-star star1""></div>",不好。像是假货。以后都不会买了。京东真是够了，,美白黑炭面膜,,,,,2019-04-17 00:36
****7,,"<div class=""comment-star star1""></div>",差评，买不到几天价*最不满的一次,美白黑炭面膜10片,2017-08-06 22:45,,,,
u***4,,"<div class=""comment-star star1""></div>",还没有就是包装真的太简陋了。对包装失望,透亮黑炭面膜10片,2016-12-14 19:03,,,,
可***6,,"<div class=""comment-star star1""></div>",不好一点效果都没有真心不好用,美白黑炭面膜10片,2018-03-20 01:26,,,,
l***W,,"<div class=""comment-star star1""></div>",没有用呀是假的吧大家最好别买,美白黑炭面膜,,,,,2019-02-15 10:58
****琼,,"<div class=""comment-star star1""></div>",包装坏的一塌糊涂怎么回事，差评,美白黑炭面膜10片,2016-12-31 13:15,,,,
****2,,"<div class=""comment-star star1""></div>",我的包裹明显被打开过，找客服，客服不搭理我,美白黑炭面膜,,,,,2019-07-05 20:48
u***m,PLUS会员,"<div class=""comment-star star1""></div>",少一片，用着也不怎么样。差评，太坑了,透亮黑炭面膜10片,2016-10-25 09:18,,,,
****1,,"<div class=""comment-star star1""></div>",差评用了脸痛不说还脱皮,,,2018-03-24 18:35,美白黑炭面膜10片,,
葱***头,,"<div class=""comment-star star1""></div>",刚买一周就降价还不给退差价呵呵太恶心了,美白黑炭面膜10片,2017-11-09 12:45,,,,
h***我,,"<div class=""comment-star star1""></div>",拿出来一看就是假的太小了吧,美白黑炭面膜10片,2017-08-28 13:06,,,,
u***o,,"<div class=""comment-star star1""></div>",敷完脸上过敏另一款就没有真是无语,美白黑炭面膜10片,2018-07-02 21:57,,,,
y***3,,"<div class=""comment-star star1""></div>",差评一直老顾客这次买的最差劲全部包装拆开的,美白黑炭面膜10片,2018-01-26 10:59,,,,
u***f,,"<div class=""comment-star star1""></div>",不好用，不会再买了，感觉很油,美白黑炭面膜10片,2017-07-23 16:14,,,,
u***e,,"<div class=""comment-star star1""></div>",我买了男士面膜，面膜太小。,,,2017-04-17 13:37,美白黑炭面膜10片,,
****e,,"<div class=""comment-star star1""></div>",包装不行，还不好用，严重怀疑是假货,美白黑炭面膜10片,2018-06-23 04:03,,,,
u***k,PLUS会员,"<div class=""comment-star star1""></div>",盒子开了，零零散散散了一袋子，购物体验最差的一次,美白黑炭面膜10片,2017-12-13 19:38,,,,
F***C,,"<div class=""comment-star star1""></div>",真的是假的！太失望。难怪这么便宜,,,,美白黑炭面膜10片,,
****L,,"<div class=""comment-star star1""></div>",假的，一点都不好用，不透气,美白黑炭面膜10片,2018-06-02 12:34,,,,
****p,,"<div class=""comment-star star1""></div>",价钱是什么鬼。一会买一百多。一会几十块。真的是无语,美白黑炭面膜10片,2017-07-13 21:17,,,,
N***u,,"<div class=""comment-star star1""></div>",到手面膜的盒子居然是被拆开的，差评,,,2018-05-08 20:21,美白黑炭面膜10片,,
****4,,"<div class=""comment-star star1""></div>",快递真的是超级超级超级慢，二十多天才送过来！,美白黑炭面膜,,,,,2019-07-06 03:23
饮***r,,"<div class=""comment-star star1""></div>",欺骗消费者，上了一次当不会再购买啦,【补水提亮】美白保湿黑面膜,2020-10-09 09:52,,,,
崔***4,,"<div class=""comment-star star1""></div>",完全没有密封，包装也很差，严重怀疑是否为正品,,,,美白黑炭面膜,2019-06-14 13:38,
L***U,PLUS会员,"<div class=""comment-star star1""></div>",京东实在靠不住～假货～包装就可以看出来～还是*好些,美白黑炭面膜10片,2017-04-06 13:32,,,,
有***女,,"<div class=""comment-star star1""></div>",一股很浓的化学味道假货真的太多了,美白黑炭面膜,,,,,2019-05-05 23:06
****I,,"<div class=""comment-star star1""></div>",包装是坏的已经拆过的！是已经拆过的！已经拆过的！！！！！！！！,美白黑炭面膜10片,2018-06-24 18:13,,,,
****2,,"<div class=""comment-star star1""></div>",效果很差，用完脸更干，假货！！！,透亮黑炭面膜10片,2016-11-05 13:11,,,,
O***_,PLUS会员,"<div class=""comment-star star1""></div>",京东自营的包装真的太垃圾了,,,,美白黑炭面膜,2019-04-14 17:52,
****o,,"<div class=""comment-star star1""></div>",不保湿。从袋拿出来很干。面膜还是要在商场买,美白黑炭面膜10片,2017-12-20 21:43,,,,
x***q,,"<div class=""comment-star star1""></div>",太小了，用了一次起痘痘就没敢再用了。。,美白黑炭面膜10片,2018-07-20 14:28,,,,
w***2,PLUS会员,"<div class=""comment-star star1""></div>",直接差评，快递都没收到就降价，客服太度很不满意,,,2018-05-18 12:50,美白黑炭面膜10片,,
y***5,,"<div class=""comment-star star1""></div>",不知道真假还没用，包装有问题速度很慢,美白黑炭面膜10片,2018-01-23 10:18,,,,
****6,,"<div class=""comment-star star1""></div>",真的太恶心买来竟然有很多水流出来,美白黑炭面膜10片,2018-03-29 19:54,,,,
a***q,,"<div class=""comment-star star1""></div>",失望的一次网购，劝大家别买了，没有效果。,美白黑炭面膜10片,2018-09-09 16:20,,,,
****6,,"<div class=""comment-star star1""></div>",这次买到歪的了、没有水份干的很、真气愤,美白黑炭面膜10片,2017-11-03 21:57,,,,
****m,,"<div class=""comment-star star1""></div>",以后不会再来光顾，一点水分没有，不像真的。,美白黑炭面膜10片,2017-11-14 20:58,,,,
3***姗,PLUS会员,"<div class=""comment-star star1""></div>",包装都是坏的！真不好想想东西是真的假的！,【补水提亮】美白保湿黑面膜,2020-11-07 19:56,,,,
****地,,"<div class=""comment-star star1""></div>",东西是假的，千万别买，我打开面膜就有折,美白黑炭面膜10片,2017-06-06 20:51,,,,
****c,,"<div class=""comment-star star1""></div>",垃圾，才买的就说做活动，买贵了40也不补差价,美白黑炭面膜10片,2018-07-19 12:24,,,,
****b,,"<div class=""comment-star star1""></div>",感觉买到假东西了不靠谱不靠谱以后不买了,美白黑炭面膜10片,2017-11-24 22:47,,,,
****x,,"<div class=""comment-star star1""></div>",我真的是第一次在京东上给差评，，，，这个包装真的是很醉人,美白黑炭面膜10片,2018-06-05 12:03,,,,
****s,,"<div class=""comment-star star1""></div>",用过最差的面膜、皮肤过敏的不行！,美白黑炭面膜10片,2017-06-19 19:23,,,,
****U,,"<div class=""comment-star star1""></div>",包装破损，封条也被拆过，真的很差劲，是不是促销商品都这样,,,,美白黑炭面膜,2019-05-31 17:09,
u***v,,"<div class=""comment-star star1""></div>",配件是真的慢，最重要的是包装盒都是坏的，真是醉了，差评.,美白黑炭面膜10片,2018-03-03 07:30,,,,
李***8,,"<div class=""comment-star star1""></div>",差评，面膜盒被拆开是怎么回事？假货吗？京东自营也不可信了！,美白黑炭面膜,,,,,2019-06-20 13:42
f***0,,"<div class=""comment-star star1""></div>",京东就这样搞活动建议零售价81.6怎么就变成128了晕，太黑了,,,2017-08-30 19:00,美白黑炭面膜10片,,
2***3,,"<div class=""comment-star star1""></div>",不多说！稀烂的包装，就像别人丢的垃圾！京东自营商品就这样？,,,2018-03-13 10:38,美白黑炭面膜10片,,
****4,,"<div class=""comment-star star1""></div>",不好，扫码说无编码信息，无语，包装也差的要死,,,2017-10-19 15:20,美白黑炭面膜10片,,
吸***鱼,,"<div class=""comment-star star1""></div>",这一次买的感觉有点像假货，精华液特别少。,美白黑炭面膜,,,,,2019-06-22 11:29
l***u,,"<div class=""comment-star star1""></div>",不好，东西贴了反而脸特别黑，真不知道真假。,美白黑炭面膜10片,2018-06-08 11:41,,,,
j***8,,"<div class=""comment-star star1""></div>",虚高价格然后做活动有点被欺骗的感觉,美白黑炭面膜10片,,,,,
****w,,"<div class=""comment-star star1""></div>",包装外盒很差看着就没有想用的欲望***,美白黑炭面膜10片,2017-09-12 22:23,,,,
h***0,,"<div class=""comment-star star1""></div>",性价比很低，动不动降价一半，说明价格水分很多,【焕白因子】美白保湿黑面膜,,,,,2020-04-14 21:46
雨***y,,"<div class=""comment-star star1""></div>",差评，京东自营的货这样，好失望！两盒都是这样，找客服也不理,,,,美白黑炭面膜,2019-07-01 20:39,
z***2,,"<div class=""comment-star star1""></div>","拍了两盒，只送了一盒，无语O__O""…了",美白黑炭面膜10片,2017-06-22 21:59,,,,
c***6,,"<div class=""comment-star star1""></div>",货来到盒就是打开的，质量很一般！,【美白提亮焕肤】美白保湿黑面膜,2021-02-01 10:29,,,,
****7,,"<div class=""comment-star star1""></div>",明显被人撕开过，表示失望，连个纸箱都没有了，,,,2017-08-31 15:04,美白黑炭面膜10片,,
****k,,"<div class=""comment-star star1""></div>",竟然包装拆开了，这是怎么回事，太让人生气了，绝对差评,,,2017-11-13 15:43,美白黑炭面膜10片,,
a***7,PLUS会员,"<div class=""comment-star star1""></div>",太差了，这次你们是直接把面膜放盒子里的嘛，是分装的，,,,,美白黑炭面膜,2019-06-23 05:06,
****h,,"<div class=""comment-star star1""></div>",前2天刚买，谁知道京东既然又便宜了！！网上买东西就是不靠谱！！,美白黑炭面膜10片,,,,,
u***t,PLUS会员,"<div class=""comment-star star1""></div>",很失望，感觉像假货，和以前用的完全不一天,美白黑炭面膜,,,,,2019-04-27 15:10
Y***0,PLUS会员,"<div class=""comment-star star1""></div>",面膜太小，鼻子出都不能完整贴到。,美白黑炭面膜10片,2017-09-07 10:09,,,,
只***情,,"<div class=""comment-star star1""></div>",男士用，太小了，感觉只覆盖了一半的脸，唉,【焕白因子】美白保湿黑面膜,,,,,2020-02-08 17:53
喵***林,PLUS会员,"<div class=""comment-star star1""></div>",产品是好东西，这一星是给包装的，包装你们能不能用点心,,,,美白黑炭面膜,2019-01-10 18:07,
****g,,"<div class=""comment-star star1""></div>",敷了脸上很痒感觉假的,透亮黑炭面膜10片,2016-12-14 02:48,,,,
****7,,"<div class=""comment-star star1""></div>",包装没保护，收到货就这样！心累，很怕被损坏,,,,美白黑炭面膜,2019-02-01 16:58,
****S,,"<div class=""comment-star star1""></div>",刚刚128买完就降价到55，还不能申请保价！欺骗消费者！！！差评,美白黑炭面膜10片,2017-07-13 13:55,,,,
b***i,,"<div class=""comment-star star1""></div>",包装真**小气，什么保护都没有就一个塑料袋，差评,美白黑炭面膜10片,2017-08-12 19:54,,,,
****7,,"<div class=""comment-star star1""></div>",这包装也太烂了吧看起来像放了很久一样,,,2017-10-12 16:22,美白黑炭面膜10片,,
追***宝,,"<div class=""comment-star star1""></div>",一星不想给，盒子包装坏的，用起来特别特别干,美白黑炭面膜10片,2018-03-01 22:00,,,,
陈***u,PLUS会员,"<div class=""comment-star star1""></div>",连生产日期都没有真是欺*顾客三无产品！一颗星都不想给,美白黑炭面膜10片,2017-06-17 16:49,,,,
刘***3,,"<div class=""comment-star star1""></div>",我觉得我买到假货了，点都不粘，保湿效果太差了,美白黑炭面膜10片,2017-09-16 21:07,,,,
****n,PLUS会员,"<div class=""comment-star star1""></div>",东西真的很差，一分价钱一分货，根本不值满减的钱，减后的也不值,【焕白因子】美白保湿黑面膜,,,,,2019-11-16 23:56
****8,,"<div class=""comment-star star1""></div>",买了3合已经用了10片一点效果都没有。太伤心了浪费钱浪费时间,,,2017-05-04 12:31,美白黑炭面膜10片,,
月***8,,"<div class=""comment-star star1""></div>",包装完全拆开的，太不正规了，像假的，垃圾东西,,,2018-06-04 17:33,美白黑炭面膜10片,,
不***D,,"<div class=""comment-star star1""></div>",京东的快递速度我是没法说的，但是东西成这样了，我也是无语了！,,,2018-01-29 21:17,美白黑炭面膜10片,,
****0,,"<div class=""comment-star star1""></div>",非常不满意，买回来的面膜都干干的了。十分差评,美白黑炭面膜10片,2017-11-15 13:40,,,,
w***g,,"<div class=""comment-star star1""></div>",双十一做活动买的，假面膜，太差了，无语了,【补水提亮】美白保湿黑面膜,2020-11-26 13:43,,,,
丽***9,,"<div class=""comment-star star1""></div>",假货用了脸上长痘皮肤越越来越差,美白黑炭面膜10片,2017-08-20 09:24,,,,
M***n,PLUS会员,"<div class=""comment-star star1""></div>",什么破玩意，被人打开过了吧！包装袋都是破的，盒子也是破的！,,,2017-08-23 18:37,美白黑炭面膜10片,,
****0,,"<div class=""comment-star star1""></div>",太假了，用了一次脸上大面积起水泡，后悔没有退,美白黑炭面膜10片,2018-04-17 06:54,,,,
只***_,,"<div class=""comment-star star1""></div>",收到的时候打开这个样子，真的，能不能下次包装好点，弄得人很烦心,,,,美白黑炭面膜,2019-07-11 16:03,
M***买,,"<div class=""comment-star star1""></div>",一盒开了包装，2盒没有塑封贴，太假了,【补水提亮】美白保湿黑面膜,2020-08-26 19:47,,,,
****n,,"<div class=""comment-star star1""></div>",这是最糟糕的一次购物包装都被拆了京东说好的信誉呢？,,,2018-06-17 14:25,美白黑炭面膜10片,,
****4,,"<div class=""comment-star star1""></div>",垃圾货，不知道哪来这么多好评。,【提亮焕肤】美白保湿黑面膜,2021-06-13 16:12,,,,
****d,,"<div class=""comment-star star1""></div>",这是我买的包装最差的一次，失望,,,,美白黑炭面膜10片,,
红***姐,PLUS会员,"<div class=""comment-star star1""></div>",一点都不好用考虑是假的和实体店买的不一样,美白黑炭面膜,,,,,2019-05-22 12:13
爱***g,,"<div class=""comment-star star1""></div>",一股洗洁精味，这次购买的真是叉极了，,【补水提亮】美白保湿黑面膜,2020-11-13 22:25,,,,
无***魂,,"<div class=""comment-star star1""></div>",包装破损成这个样子，商家竟然说不管，网购这么多年，第一次差评，太垃圾,,,2018-08-01 17:24,美白黑炭面膜10片,,
****c,,"<div class=""comment-star star1""></div>",包装真心不咋地，美白的给老妈敷了，不知道怎么样,美白黑炭面膜10片,2017-05-03 07:55,,,,
熬***6,,"<div class=""comment-star star1""></div>",差评，每次送过来都给我压得不成样了，第一次是，第二次也是！！！,美白黑炭面膜10片,2017-09-13 21:05,,,,
****e,,"<div class=""comment-star star1""></div>",别问问了就是我不配拥有一个盒子失望别买了,,,,【焕白因子】美白保湿黑面膜,2020-06-04 14:41,
P***o,,"<div class=""comment-star star1""></div>",一星都不想给，假货，买的时候99，第二天就79了，垃圾……………,美白黑炭面膜10片,2017-04-18 18:05,,,,
f***i,,"<div class=""comment-star star1""></div>",不要买了，是假的，包装都是开着的，大家不要被骗了,,,2020-08-01 19:59,【补水提亮】美白保湿黑面膜,,
贴***家,PLUS会员,"<div class=""comment-star star1""></div>",这个一星是给包装、我都不想说啥了、第一次给一星,,,2017-08-30 18:51,美白黑炭面膜10片,,
****g,PLUS会员,"<div class=""comment-star star1""></div>",产品一般，价格太贵，京东快递员和客服人员服务态度越来越差。,美白黑炭面膜10片,2017-07-09 12:59,,,,
d***o,,"<div class=""comment-star star1""></div>",东西寄过来都坏了！盒子这么大一个口子！严重怀疑被动过了！差评！,,,,【焕白因子】美白保湿黑面膜,2020-03-28 12:00,
****s,,"<div class=""comment-star star1""></div>",真的无语，这么烂的包装，是假的吧，一盒都烂了一盒完整包装,美白黑炭面膜10片,2018-06-11 16:34,,,,
U***L,,"<div class=""comment-star star1""></div>",真坑……条码扫描不出来，还128超市一大把。,美白黑炭面膜10片,2017-08-03 14:43,,,,
****L,,"<div class=""comment-star star1""></div>",不好用，精华很少，敷上十分钟都干了,透亮黑炭面膜10片,2016-10-29 09:25,,,,
****i,,"<div class=""comment-star star1""></div>",用了以后，脸部严重过敏，垃圾东西,美白黑炭面膜10片,2018-06-07 09:20,,,,
****5,PLUS会员,"<div class=""comment-star star1""></div>",很差，贴上很不舒服，油腻，不清爽,美白黑炭面膜10片,2017-08-20 02:24,,,,
****”,,"<div class=""comment-star star1""></div>",包装太简陋了不想说了真的不想说,,,,美白黑炭面膜,2019-04-25 21:16,
****0,,"<div class=""comment-star star1""></div>",我就奇怪了，第一次就包装被人打开了，第二次还这样。你这是假的吧……,,,2017-08-12 22:40,美白黑炭面膜10片,,
u***p,,"<div class=""comment-star star1""></div>",盒子为什么是破的？真的是感觉好无奈……,,,2018-07-19 18:20,美白黑炭面膜10片,,
u***r,,"<div class=""comment-star star1""></div>",完全没**，目测假货,美白黑炭面膜10片,,,,,
我***主,,"<div class=""comment-star star1""></div>",收到货，物品盒子是打开的，差评，不知是不是假货，跟商场的盒子不一样。,,,,【焕白因子】美白保湿黑面膜,2019-12-14 13:26,
****9,,"<div class=""comment-star star1""></div>",差评，包装都是拆开的,美白黑炭面膜10片,2017-12-26 20:49,,,,
不***伤,PLUS会员,"<div class=""comment-star star1""></div>",这包装也太不走心了。,美白黑炭面膜10片,2018-06-21 17:46,,,,
x***9,PLUS会员,"<div class=""comment-star star1""></div>",重来不给差评的这次是失望透了换了两次两次包都是打开过的密封条也是拆过的,美白黑炭面膜10片,2018-07-13 10:07,,,,
李***龙,PLUS会员,"<div class=""comment-star star1""></div>",京东服务越来越差了！,美白黑炭面膜,,,,,2019-10-23 18:27
梁***X,PLUS会员,"<div class=""comment-star star1""></div>",快递小哥很给力，昨天下单今天到，可这品质太差太差了吧，应该是次品啊,美白黑炭面膜10片,2018-01-30 21:59,,,,
O***y,,"<div class=""comment-star star1""></div>",太差，包装是打开的，里面还有一张用过的卫生纸,【美白提亮】美白保湿黑面膜,,,,,2020-06-07 18:11
硪***洋,,"<div class=""comment-star star1""></div>",这个很无奈，到了之后都不用拆盒儿的，包装盒都烂了！！！,美白黑炭面膜10片,2018-04-07 10:21,,,,
U***T,,"<div class=""comment-star star1""></div>",包装严重破损。面膜都被从包装内挤出，京东现在都卖这样的货吗，严重差评,,,,美白黑炭面膜,2019-08-01 18:13,
****s,,"<div class=""comment-star star1""></div>",刚刚买了价格就降价，联系客服，客服不管，态度极其,【补水提亮】美白保湿黑面膜,2020-11-10 06:50,,,,
大***人,,"<div class=""comment-star star1""></div>",在京东买东西，钱付了东西不送货，还不退款，你们很牛吗？,美白黑炭面膜10片,2017-08-03 15:13,,,,
****5,PLUS会员,"<div class=""comment-star star1""></div>",虐心的一次购物要我自己拿快递手机屏幕都摔爆屏了手拿着快递手机都直接摔地上爆屏了111,美白黑炭面膜10片,2017-06-18 10:24,,,,
妥***了,,"<div class=""comment-star star1""></div>",就这包装也太垃圾了，到货都扁了，不知道里面怎么样,美白黑炭面膜10片,,,,,
****a,,"<div class=""comment-star star1""></div>",实实在在的假货！是超级假的那种跟韩国买的完全不一样，包装倒是一样,美白黑炭面膜10片,2017-11-27 03:07,,,,
1***度,PLUS会员,"<div class=""comment-star star1""></div>",包装太差，非常差，全都压坏了，快递扔在代收点，居然连个信息都没有。,,,2018-04-30 15:31,美白黑炭面膜10片,,
冰***殤,PLUS会员,"<div class=""comment-star star1""></div>",面膜非常不合理，眼睛鼻子嘴漏出那么多，买的最差的这款,,,2017-06-12 21:29,美白黑炭面膜10片,,
****3,,"<div class=""comment-star star1""></div>",垃圾，评论还要审核，差评自动就成好评了，好评都是这么骗来的吧,,,,美白黑炭面膜,2019-06-16 11:30,
****y,,"<div class=""comment-star star1""></div>",差评！刚接到货、竟然有盒被打开过了、第一次在网上买，平常都在实体店里买。效果好不好待用完再评价。,美白黑炭面膜10片,2018-06-06 18:55,,,,
1***7,PLUS会员,"<div class=""comment-star star1""></div>",包装损坏严重，包装盒上还贴有合生元奶粉的小广告，差评，差评，差评。,,,,【焕白因子】美白保湿黑面膜,2020-02-02 21:10,
z***B,,"<div class=""comment-star star1""></div>",垃圾的要死，拿到手里包装全部坏掉了,【提亮焕肤】美白保湿黑面膜,2021-05-11 19:35,,,,
****v,,"<div class=""comment-star star1""></div>",用的时候很痒用完额头就起红点了，脸都炸了,,,2018-06-15 01:32,美白黑炭面膜10片,,
空***4,PLUS会员,"<div class=""comment-star star1""></div>",包装很烂，像是被人拆过的痕迹，最让人不爽的事，我前脚刚买后脚就直接降价50！,透亮黑炭面膜10片,2016-10-19 23:22,,,,
微***醉,,"<div class=""comment-star star1""></div>",差评，语音的时候总是哒哒哒的，真是醉了，还不如几十块钱买的呢！真是不知道这些好评哪里来的,美白黑炭面膜10片,2018-10-12 17:36,,,,
****p,,"<div class=""comment-star star1""></div>",一个破袋子装着三个开了口的破盒子~太不靠谱了以后不会再在这买面膜,,,2018-06-06 11:34,美白黑炭面膜10片,,
****阿,,"<div class=""comment-star star1""></div>",破高仿货，和在韩国买的差远了，包装上面字都迷糊，在京东购物四年最失败一次,美白黑炭面膜10片,2017-09-20 20:01,,,,
1***p,,"<div class=""comment-star star1""></div>",非常差，乳液都干了，和超市不能比，618贪便宜没好货！,【提亮焕肤】美白保湿黑面膜,2021-06-15 22:50,,,,
l***e,,"<div class=""comment-star star1""></div>",必须差评，竟然没有标签，盒子都是被打开的，严重怀疑不是正品。一星都不想给。,美白黑炭面膜,,,,,2019-06-20 13:33
时***a,,"<div class=""comment-star star1""></div>",平时不怎么评论但是这也太**kengdie了刚买的就**降价一半真不知道是该怀疑产品质量还是该怀疑这个平台,美白黑炭面膜10片,2017-07-13 23:12,,,,
刘***辉,,"<div class=""comment-star star1""></div>",什么鬼嘛送过来就一个塑料袋，塑料袋就算了还吧包装搞坏了一点都不喜,美白黑炭面膜10片,2018-01-29 09:04,,,,
p***9,PLUS会员,"<div class=""comment-star star1""></div>",态度只能给这个！！！！！！！！！！！！,美白黑炭面膜10片,2018-03-07 18:34,,,,
****z,,"<div class=""comment-star star1""></div>",这个什么鬼撒，包装盒都是开的。给你一颗星都是快递的,美白黑炭面膜10片,2018-05-08 07:10,,,,
喵***8,,"<div class=""comment-star star1""></div>",一收到就是这个鬼样子，像什么话，快递包装是越来越随意了，这么恶心怎么用,,,2018-04-13 10:14,美白黑炭面膜10片,,
****n,,"<div class=""comment-star star1""></div>",太贵。感觉没什么效果,美白黑炭面膜10片,2017-10-26 16:57,,,,
陈***圈,PLUS会员,"<div class=""comment-star star1""></div>",一拆开快递就是这样的，封条被撕了，盒子变形了，东西不贵懒得退了，但是很糟心,,,2018-07-18 22:10,美白黑炭面膜10片,,
****l,,"<div class=""comment-star star1""></div>",谨慎购买，严重过敏！,美白黑炭面膜10片,2018-01-27 14:51,,,,
永***Y,,"<div class=""comment-star star1""></div>",差评，假货还有香精,美白黑炭面膜,,,,,2019-08-24 07:05
罗***吉,PLUS会员,"<div class=""comment-star star1""></div>",一星都不想给，盒子破的和垃圾桶捡来的一样，怀疑假货,美白黑炭面膜10片,2018-07-09 03:06,,,,
康***-,,"<div class=""comment-star star1""></div>",我要的普通发票也不给，东西是假货，跟实体店买的差别太大了，?商家祝你全家健康,美白黑炭面膜10片,2017-12-12 21:44,,,,
s***a,,"<div class=""comment-star star1""></div>",快递挺快的，今天到货，包装太差，还没用不知效果如何，,美白黑炭面膜10片,2017-11-12 18:39,,,,
_***_,PLUS会员,"<div class=""comment-star star1""></div>",还没用，只看包装，差评,美白黑炭面膜10片,2017-09-10 13:07,,,,
袁***枚,,"<div class=""comment-star star1""></div>",好奇怪，除了额头和下巴其余都是干的，我买到假货了吧,美白黑炭面膜,,,,,2018-11-07 21:56
n***5,,"<div class=""comment-star star1""></div>",刚收到货就便宜了25元，价保还不行，客服的态度气个半死,【补水提亮】美白保湿黑面膜,2020-06-19 07:02,,,,
n***D,,"<div class=""comment-star star1""></div>",差评，包装太差了，一百多块钱的面膜就这包装外封膜没有，封口标签没有，真伪谁知道？？？,美白黑炭面膜,,,,,2019-06-29 19:33
****0,PLUS会员,"<div class=""comment-star star1""></div>",两件盒子送过来都是坏的，京东这次的快递真的很差，第一次买京东的东西这么差。,美白黑炭面膜,,,,,2018-10-30 17:56
****f,,"<div class=""comment-star star1""></div>",什么东西，面膜又小，洞又大，感觉受骗了,美白黑炭面膜,,,,,2019-04-10 20:31
m***6,PLUS会员,"<div class=""comment-star star1""></div>",用了后脸一直很痒，第二天了都还没恢复。是不是买到假的乙,美白黑炭面膜10片,2017-05-21 08:23,,,,
****t,,"<div class=""comment-star star1""></div>",无语了，就不能好好包装一下吧，装也装的像一点呀,,,2020-09-26 15:10,【补水提亮】美白保湿黑面膜,,
****w,,"<div class=""comment-star star1""></div>",一样还是差评多的不说了自己看吧，这样下去京东也不行了。,,,2016-11-12 10:26,透亮黑炭面膜10片,,
一***涯,,"<div class=""comment-star star1""></div>",用了皮肤过敏，不仅是一个人过敏，这就不是人的问题了，果断差评,美白黑炭面膜10片,2018-05-15 22:22,,,,
****v,PLUS会员,"<div class=""comment-star star1""></div>",有点骗人的节奏，明明是一百九十八买四件的结果给我发了一件。,【焕白因子】美白保湿黑炭面膜,,,,,2019-11-05 13:47
****6,PLUS会员,"<div class=""comment-star star1""></div>",128买的，过了12天竟然156可以买两件，真是坑消费者？一星都不想给。京东。绝对差评。,美白黑炭面膜,,,,,2019-02-27 23:11
****2,,"<div class=""comment-star star1""></div>",严重怀疑是假货。一点效果都没有。补水都没有。,美白黑炭面膜10片,2017-10-27 18:35,,,,
j***1,,"<div class=""comment-star star1""></div>",用了一个水份差很多，一半都干了，其它的之后再试试,透亮黑炭面膜10片,2016-11-16 10:37,,,,
****j,,"<div class=""comment-star star1""></div>",包装成这样子，在京东上第一次买到这么差劲?的东西，还敢相信京东吗？而且快递员态度非常差,,,,美白黑炭面膜,2019-04-03 23:13,
****k,,"<div class=""comment-star star1""></div>",包装坏的，怎么回事？不会是凑的吧？希望商家解释一下。差评,,,2018-07-29 10:52,美白黑炭面膜10片,,
闹***3,PLUS会员,"<div class=""comment-star star1""></div>",@的，不好用，和在~国买回来的差了很多，面膜很厚！,美白黑炭面膜10片,2018-09-24 20:30,,,,
u***u,,"<div class=""comment-star star1""></div>",买了3盒，包装得长简陋，深色外包装还摔坏了，蓝色那盒还被打开过，非常影响使用心情！！！,,,,美白黑炭面膜,2019-05-22 18:29,
****9,,"<div class=""comment-star star1""></div>",说和双十一的一样为什么比双十一的贵40多差评，还不保价,【补水提亮】美白保湿黑面膜,2020-11-11 16:29,,,,
u***m,PLUS会员,"<div class=""comment-star star1""></div>",差评，还没收到货就降价，京东客服骗我说可以理赔，结果后面一分钱没赔，早说我就拒收从新下单,美白黑炭面膜10片,,,,,
不***神,PLUS会员,"<div class=""comment-star star1""></div>",用了脸有点疼很难受,美白黑炭面膜10片,2017-11-01 18:53,,,,
P***J,,"<div class=""comment-star star1""></div>",已经买过多次了，没有一次像是这样拿到快递的，母情节送老妈的，这样子有点差劲吧,,,2018-05-09 18:49,美白黑炭面膜10片,,
