用户名,会员,星级,评论,类型1,评论时间1,评论时间2,类型2,评论时间3,评论时间4
享***情,,"<div class=""comment-star star1""></div>",早上7点下单，网站说当天下午到，结果第二天才到，对京东对服务越来越失望。网站说有发票，结果到货了发票也让京东吃了~~~面膜到货就用了一片，结果厚的很！！！跟朋友找人代购对不一样，不是正品~~~,,,2016-05-21 15:08,透亮嫩白维生素面膜25ml*10,,
h***治,PLUS会员,"<div class=""comment-star star1""></div>",特意官网买了一盒，塑封和防伪码都有；还用纸盒带气泡垫包装。反观京东的塑料袋装着，套装勿拆是人为撕的还是挤裂的？有没有零星差评。,,,2017-11-18 13:57,维生素面膜10片,,
不***道,PLUS会员,"<div class=""comment-star star1""></div>",1、快递包装超级差，到货包装盒全部开口。2、面膜盒封口全开，感觉就是拼装面膜，假的一皮。,【改善暗沉】维生素面膜,2020-11-02 22:09,,,,
****5,,"<div class=""comment-star star1""></div>",比产品严重影响心情，不知道商品是真假，包装已经被打开。问客服让我去质检部门查，人力物力财力怎么算。先不说没有时间，也不值当。行！！！！！算我倒霉,,,,维生素面膜,2018-11-12 17:27,
迷***神,PLUS会员,"<div class=""comment-star star1""></div>",产品质感：太差了跟纸一样，水分也没有，干巴巴，有史以来最差的面膜,,,2020-09-25 22:36,【改善暗沉】维生素面膜,,
不***m,PLUS会员,"<div class=""comment-star star1""></div>",本来一直宁愿贵一点也愿意信任京东的东西会是正品，质量会好一点，但是收到货之后让我大失所望，朋友们看了都说像假的，不是正品。附上照片，你们自己看吧，要不要买你们自己决定。,,,2018-06-21 14:42,维生素面膜10片,,
S***苏,,"<div class=""comment-star star1""></div>",进口面膜，没有封口，感觉很假，还没有，担心次品，明晚用用就知道,,,,维生素面膜,2019-07-29 22:52,
L***-,PLUS会员,"<div class=""comment-star star1""></div>",一点都不好用油乎乎的。精华液太多，并且完全不吸收。,维生素面膜10片,2018-05-11 21:52,,,,
****y,,"<div class=""comment-star star1""></div>",什么烂东西，还不如1毛钱一片的！里面都是清水！假货完全假货！好评都是托,【改善暗沉亮肤】维生素面膜,2021-03-08 21:01,,,,
相***f,PLUS会员,"<div class=""comment-star star1""></div>",先不说东西是不是真的，粘胶是撕开过的，低直接包装盒都死断了，垃圾，谁买谁上当,,,2020-06-13 19:26,【改善暗沉】维生素面膜,,
u****,,"<div class=""comment-star star1""></div>",很后悔买，面膜里面精华很少，敷完也是脸很干，建议大家不要购买,【改善暗沉】维生素面膜,,,,,2020-05-13 12:47
****t,,"<div class=""comment-star star1""></div>",其他特色：第一次评论，刚刚到家拿到货是这样的，盒子扁了，还有漏出来的，也烂了盒子，很无语,,,2020-06-23 20:03,【改善暗沉】维生素面膜,,
阿***丽,PLUS会员,"<div class=""comment-star star1""></div>",非常不满意这个面膜打开的时候封条都被打开了无法确定是不是正品了非常不满意的一次购物一直非常相信京东结果现在不知道京东什么意思是不是正品配送员服务很好态度也很好,,,2016-05-30 18:54,透亮嫩白维生素面膜25ml*10,,
土***郎,,"<div class=""comment-star star1""></div>",垃圾假货用了起了一对白色的疙瘩,【改善暗沉】维生素面膜,2021-11-29 22:14,,,,
李***轩,PLUS会员,"<div class=""comment-star star1""></div>",假货，，，，，，，，，不解释,维生素面膜10片,2017-08-27 03:53,,,,
X***4,PLUS会员,"<div class=""comment-star star1""></div>",这次买的面膜好像是假的，盒子都是开口的，纸张很硬，面膜也很干，一直在京东买的面膜、这次很失望,维生素面膜,,,,,2019-07-23 23:26
L***7,,"<div class=""comment-star star1""></div>",假货，面膜纸都没有湿润透，且面膜液非常少，非常不服贴,【改善暗沉亮肤】维生素面膜,2020-12-22 22:10,,,,
****n,,"<div class=""comment-star star1""></div>",可以一星都不给吗？可以说便宜没好货吗？非常差,【改善暗沉】维生素面膜,2022-04-21 20:14,,,,
周***子,,"<div class=""comment-star star1""></div>",假的太假了里面真假掺的要不是今年口袋紧张也不会在网上贪便宜买太亏了,【改善暗沉亮肤】维生素面膜,2021-01-03 00:57,,,,
丢***静,,"<div class=""comment-star star1""></div>",第一次在京东买到假货，真是心塞！这款面膜跟我之前在韩国买的完全不一样，用了对比才明白是劣质产品！强烈要求退货，买了三盒，还好只用了两片，太坑了！,【透亮美肌】维生素面膜,,,,,2019-11-24 22:14
****8,,"<div class=""comment-star star1""></div>",差评，面膜里面的精华液真的是少之又少，基本上就感觉只有那么一点点湿润。,维生素面膜,,,,,2019-06-13 23:55
****m,,"<div class=""comment-star star1""></div>",假的，别买了，面膜太粗糙了，水份还不够，贴脸上面膜都是干的。,【改善暗沉】维生素面膜,2020-06-15 22:11,,,,
****I,,"<div class=""comment-star star1""></div>",不知道是不是正品，反正包装像垃圾堆里翻出来的，客服永远找不到人，再一次不想在京东买东西了，无语了，花钱买心塞,,,2020-08-26 18:45,【改善暗沉】维生素面膜,,
****0,,"<div class=""comment-star star1""></div>",真心一般，效果不好，脸很皱巴，不清爽。绝不为了京豆欺骗大家！还是买其他品牌的吧。,维生素面膜,,,,,2019-04-04 23:31
糖***z,,"<div class=""comment-star star1""></div>",为什么产品介绍说明是贴上去的纸呢，是假的吗？严重怀疑产品质量问题,,,2022-02-12 00:25,【改善暗沉】维生素面膜,,
流***5,,"<div class=""comment-star star1""></div>",精华很少，膜纸质感差，没有以前买的好用，不知道是越升级越差，还是买到了假货，以后不会购买了,【改善暗沉】维生素面膜,,,,,2020-04-26 10:45
****6,PLUS会员,"<div class=""comment-star star1""></div>",不说真假，我很少过敏，用了几次几次过敏。脸痒的不行，泛红。我同事从韩国带回来的就不会。,,,,,,
****g,PLUS会员,"<div class=""comment-star star1""></div>",说好当天可以到也没有到，到了包装破损严重，连外面的包装袋都烂了，以前从来没有过,,,2021-05-25 19:00,【改善暗沉】维生素面膜,,
孟***o,,"<div class=""comment-star star1""></div>",京东不是以前的京东了，我一收到货我就想把它扔了，包装盒变形，贴了封口条，你在百货商店购买有见过美迪惠尔的产品贴了封口条的吗？肯定不是原装进口的。,维生素面膜10片,2018-01-21 17:13,,,,
菜***y,,"<div class=""comment-star star1""></div>",面膜太干了，里面没多少精华。后悔买了。,【改善暗沉】维生素面膜,2021-08-10 20:41,,,,
****P,,"<div class=""comment-star star1""></div>",超不爽买四盒面膜分两次寄领两次后面那盒都过几天才到面膜也不好用剪眼睛还有嘴巴的口超大额头都敷不到,维生素面膜,,,,,2019-06-30 09:13
蒹***止,PLUS会员,"<div class=""comment-star star1""></div>",精华液太少太少了，贴脸上就已经是干的了，不知道的还以为被晒干了,【透亮美肌】维生素面膜,,,,,2019-12-15 08:20
****d,,"<div class=""comment-star star1""></div>",之前用的用着感觉面膜很丝滑很服帖，这次的面膜感觉很垃圾不服帖而且很粗糙。严重怀疑是假货,维生素面膜,,,,,2019-06-15 21:33
星***8,,"<div class=""comment-star star1""></div>",买了这么多面膜头一次碰到这样的，这根本不是快递挤压的原因，很明显是二手货，连封口的胶带都是狗啃的参差不齐，脏兮兮的，大家都不傻，别拿二手货糊弄人，快递挤压变形和二手货是很明显的好吗？这样的东西谁还敢用？联系客服，客服说不归他管，*，真不知道京东自营的为什么会有这样的二手商品，这样的客服存在……,,,2017-08-11 20:18,维生素面膜10片,,
****落,PLUS会员,"<div class=""comment-star star1""></div>",面膜粗糙，精华不够以前的好用，用了补水没效果还是脱皮以后不会再买差评,维生素面膜,,,,,2019-07-08 11:11
****C,,"<div class=""comment-star star1""></div>",垃圾东西看别人评论还不信，盒子被开过，一看就是换了，然后用完爆痘说是皮肤问题！屁就是假货,维生素面膜,,,,,2019-08-28 21:09
H***哥,,"<div class=""comment-star star1""></div>",面膜质感粗糙，女朋友用了很不喜欢，差评,【改善暗沉】维生素面膜,2021-10-22 23:59,,,,
多***魚,PLUS会员,"<div class=""comment-star star1""></div>",试过几次了，一贴第二天就狂长痘痘，而且补水效果还特别差。买过最差的面膜没有之一。还@买了3盒我想吐。,【透亮美肌】维生素面膜,,,,,2019-11-05 09:40
S***6,,"<div class=""comment-star star1""></div>",不建议购买，包装没有封条，面膜敷起来很容易干。我是过敏性皮肤，敷完觉得有点痒。,维生素面膜,,,,,2019-07-04 00:47
****e,,"<div class=""comment-star star1""></div>",特别来气，赠品是随机赠送的，但是买商品的，都写着买几盒赠多少赠品，所以大家买的时候擦亮眼睛，别被文字游戏玩了。气死了?,【改善暗沉】维生素面膜,,,,,2020-04-28 17:18
****9,,"<div class=""comment-star star1""></div>",非常生气！箱子里面三盒面膜，这盒完全破损，第一次遇到！联系客服，居然跟我说“京东派送的商品都是全新无拆封的哦”。我不是发图了吗?还跟我说全新无拆封???还跟我说要次日12点前才能有人致电我?这个处理速度???,,,2020-12-24 18:40,【改善暗沉亮肤】维生素面膜,,
****3,,"<div class=""comment-star star1""></div>",不明白京东上买的面膜，不管是进口的，还是京东超市的，收货的时候，包装盒都像是特意打开开口的，这次收到的包装盒破烂不堪，看了好多差评，都是这个现象，面膜敷上去一会儿就发干，脸很紧绷，只得重新洗脸抹护肤品，真怀疑是不是真的,维生素面膜10片,2017-06-23 22:35,,,,
我***9,,"<div class=""comment-star star1""></div>",这是我买的另外一盒。一样的包装坏掉。面膜漏出来啦！找售后全是智能回复，没有人搭理！扫码扫不出来，因此应该是jia货！太气人啦！下次不再贪图便宜啦！我错了。京东卸载！,,,2018-05-22 08:20,维生素面膜10片,,
u***h,,"<div class=""comment-star star1""></div>",背面的字体很模糊，真心感觉不太靠谱，然后咨询了他们的客服，居然都不正面回答我的问题，反复只说一句话：这是真的。真实无语，这次网上购买面膜都是因为相信京东才买的，居然让人这么失望。,透亮嫩白维生素面膜25ml*10,2016-05-15 13:25,,,,
钰***京,PLUS会员,"<div class=""comment-star star1""></div>",各位大神们我都不知道那些好评哪来的，你们是没用过好的吗，精华那么少，里面的膜还很厚，请问好评哪来的，,【改善暗沉】维生素面膜,2020-11-09 14:31,,,,
D***K,PLUS会员,"<div class=""comment-star star1""></div>",我就不说别的了首先我买的时候是两件八折结果没过两个小时就成了满199减80了比我买时候优惠了其次面膜vc哪个是我敷过面膜纸最小的精华也特别少太失望了对真假有质疑,维生素面膜10片,2017-08-07 19:46,,,,
x***8,PLUS会员,"<div class=""comment-star star1""></div>",**公司买了四盒少发一盒客服不承认踢皮球让我找京东官方垃圾,【改善暗沉】维生素面膜,2022-03-28 12:41,,,,
u***v,,"<div class=""comment-star star1""></div>",打开纸箱，里面包装两盒是开的，两盒是好的，第一次见这么差的物品，以前没有习惯去看差评，刚去看了居然一万多的差评都是包装问题，这么多年也没有见改善，明显是假的，就当花钱买教训，京东物品价格波动太快，越来越对京东失望了！,【改善暗沉】维生素面膜,2020-08-23 23:46,,,,
m***0,,"<div class=""comment-star star1""></div>",我直接一颗星都不想给，面膜直接干的一点水分都没有的，我不知道评论里面说精华多的用不完是怎么回事，用京东这么多年，第一次差评，差评！差评！,维生素面膜,,,,,2019-07-08 21:47
不***扰,,"<div class=""comment-star star1""></div>",一点用都没得，这么多成交量我不知道是怎么刷起来的，果断被坑。,【改善暗沉亮肤】维生素面膜,2021-02-13 18:47,,,,
****k,,"<div class=""comment-star star1""></div>",第一次用京东想不到包装这么简便拿来包装都开了盒子都变形了还京东自营最最主要的是不支持退货这怪自己都没看毕竟第一次用我一下子买了3盒现到了2盒如今只有期待产品好用???,,,2017-11-13 11:47,维生素面膜10片,,
1***p,,"<div class=""comment-star star1""></div>",上次买的三盒有一盒是被拆开的，我没和他们计较，这次就更过分了，2018年的货拿到双11充库存，屯了2年没卖出去的货拿来卖，真的是秀的我，头皮发麻，我买东西一般都不会差评，不过这家店是真的垃圾lj呀，爽～,,,2020-11-14 02:37,【改善暗沉】维生素面膜,,
心***警,,"<div class=""comment-star star1""></div>",拿到的时候东西都是拆开的。感觉跟被人用过了一样不是新的寄给我。感觉特别不好。很不好的一次购买体验。反正我是接受不了。同样的价格为什么给我的却是拆卸过的。包装盒里连泡沫什么都没有直接外面一个盒子。这包装我也是服了,,,,维生素面膜,2019-09-04 12:24,
s***e,,"<div class=""comment-star star1""></div>",我和我妈各用了一片，结果第二天我的脸上长了好多颗颗，我妈说脸上很痒，这面膜要是能打负分就对了。,透亮嫩白维生素面膜25ml*10,2016-06-21 13:53,,,,
****2,,"<div class=""comment-star star1""></div>",使用感受：同等价位使用过最差的东西，面膜里面精华太少太少没设么用，用的着急扔了,【改善暗沉】维生素面膜,2020-11-13 16:53,,,,
九***鱼,,"<div class=""comment-star star1""></div>",商业**，124一盒，149三盒这样设置合理？？？？？点进去就不清不楚，误导消费,,,2021-07-28 19:50,【改善暗沉】维生素面膜,,
****m,PLUS会员,"<div class=""comment-star star1""></div>",收到的盒子封口处居然没有封标了，什么鬼？难道别人拆封过的再卖别人吗？再说补水效果一般，不会回购。,【改善暗沉】维生素面膜,2020-08-05 08:17,,,,
****1,,"<div class=""comment-star star1""></div>",使用感受：真的一点都不好用，怀疑买到假货了，刚贴上几分钟面膜就干巴巴的一点精华都没有,【改善暗沉】维生素面膜,2020-08-24 18:53,,,,
鸡***半,PLUS会员,"<div class=""comment-star star1""></div>",差评，像是买到了假货，敷在脸上不仅感觉干巴巴，还紧巴巴的，没想到在自营店还买到了这种东西，一点也没有室友在其他平台上买的那么滋润,【改善暗沉】维生素面膜,,,,,2020-05-14 15:54
恋***心,PLUS会员,"<div class=""comment-star star1""></div>",垃圾。和之前买的不一样…还不如之前买的好用,【改善暗沉】维生素面膜,2021-08-06 14:21,,,,
****n,,"<div class=""comment-star star1""></div>",面膜水的要死，绝对是假货，两个眼睛留的洞恨不的比脸还要大，这样的面膜能干嘛，下次绝对不会再买了,维生素面膜,,,,,2019-06-27 21:26
Z***咩,,"<div class=""comment-star star1""></div>",为什么都破了，还发给我，无语了，有时候我觉得京东发过来的东西都是被拆开过的,,,2021-11-01 14:52,【改善暗沉】维生素面膜,,
u***b,,"<div class=""comment-star star1""></div>",使用了两次，都有过敏反应，一次嘴角周围，一次在额头，询问客服，客服推来推去，感觉卖了东西就不管了，问多了客服就给你发个微笑表情，无语,维生素面膜,,,,,2019-06-28 13:10
5***m,,"<div class=""comment-star star1""></div>",差评，包装打开的，难道你们装的时候不看吗，还是别人推来的旧货呢，京东平台买了很多次东西，第一次碰到,【改善暗沉】维生素面膜,2020-06-29 18:27,,,,
****v,PLUS会员,"<div class=""comment-star star1""></div>",产品质感：液体非常少，10分钟就干了，跟以前的没法比，降成本降的已经完全不顾及品质了，标注的27ml液体，不知道都去哪里了，反正袋子里的肯定不够。,【透亮美肌】维生素面膜,,,,,2019-11-02 00:59
小***哈,PLUS会员,"<div class=""comment-star star1""></div>",面膜精华特别少，拿出来一块块都是干的，并且摸起来很粗糙，很劣质的感觉……建议不要购买,维生素面膜,,,,,2019-04-01 20:57
****气,PLUS会员,"<div class=""comment-star star1""></div>",严重怀疑是假货四盒三盒被打开的看评论解释说是看有没有那么多你的意思是进口过来还会少还是说海关那边都全部一盒一盒打开看了的看回复别人都很牵强,维生素面膜,,,,,2019-06-27 18:19
d***p,PLUS会员,"<div class=""comment-star star1""></div>",感觉不像真的，和在香港买的蓝色装差异很大。面膜纸很软，而且与正常脸型相差很大，额头部分短下巴长，眼睛部分大，鼻子部分小。,维生素面膜10片,2017-11-28 22:40,,,,
****e,,"<div class=""comment-star star1""></div>",买了美白和这一款，这款不敢用了，美白的敷了十分钟立刻长五个红点！！！很痒！！！！！呵呵找客服没有用的，你买了就是亏！我健康肌都长红点，敏感肌的妹子们慎用吧！爱美但一定不能随便买！！找了客服就只会给我自动回复！产品质感：不敢用使用感受：不敢用适合肤质：真不敢用了,【透亮美肌】维生素面膜,,,,,2019-11-07 19:06
兔***丫,,"<div class=""comment-star star1""></div>",看看这包装，像不像垃圾堆淘的，口都没封，现做现卖的吧,,,2021-11-17 12:03,【改善暗沉】维生素面膜,,
l***8,,"<div class=""comment-star star1""></div>",不是很推荐这款，保湿效果真的不好，精华很少，贴一会就干了，买了几盒，瞬时后悔了,【改善暗沉亮肤】维生素面膜,2021-01-01 21:20,,,,
****7,,"<div class=""comment-star star1""></div>",肯定是假的，和以前用的完全不一样里面的精华液少的要死一张面膜摊开部分是干的再也不会买了差评！！！！！,维生素面膜,,,,,2019-03-14 16:37
韩***珍,,"<div class=""comment-star star1""></div>",快递还挺快的，包裹包的比较随意，拿到手面膜包装盒都挤变形，歪扭七八的，面膜包装盒上面那个密封胶带也被打开过，上面很脏被揭开过。打开面膜面膜纸还有一块没有精华都干了，不知道被退货的，还是过期的，还好是面膜本身就有问题，反正以后不会再买了，差评吧,维生素面膜,,,,,2019-06-08 14:16
u***h,,"<div class=""comment-star star1""></div>",一颗星也不想给面膜纸很厚不贴合，精华也很少。上脸没几分钟就干巴了，假货无疑了,【改善暗沉】维生素面膜,2020-11-23 21:19,,,,
****e,,"<div class=""comment-star star1""></div>",不是正品不是正品不是正品和实体店买的差着十万八万里面膜特别次敷在脸上一点都不舒服，面膜敷在脸上还能感觉到渣脸。体验最差的一次,维生素面膜,,,,,2019-10-13 23:20
爱***5,,"<div class=""comment-star star1""></div>",居然用塑料袋装的，也不写不能挤压的字样，结果我收到的时候外包装盒都破了，面膜都直接可以看见，图片是后来我自己用透明胶粘起来的，因为不好拿破口了容易掉出来，真心很无语，万一面膜压破了，算谁的？,,,2018-07-06 15:34,维生素面膜10片,,
范***韧,,"<div class=""comment-star star1""></div>",补水效果：水太少了，几乎没有汁，太差了，这不是第一次买这个品牌的产品了，只有这次的体验感太差了，从打开到浮在脸上，水就干了的感觉,【透亮美肌】维生素面膜,,,,,2020-02-27 21:35
优***差,PLUS会员,"<div class=""comment-star star1""></div>",骗人的，大促时候购买的，反而比平时要贵很多，无良商家，玩的都是价格游戏。比其他地方购买也贵很多，不要相信,透亮嫩白维生素面膜25ml*10,2016-06-23 11:14,,,,
B***Y,,"<div class=""comment-star star1""></div>",我还没使用不知道使用感。只知道我拿到面膜的体验感很差，包装盒是开着的，四盒全变形了，面膜的口也开着，是打开的，这还是旗舰店，要不是旗舰店我都怀疑我买的是假货，好搞笑。也算个品牌了，就那样发货吗，找个塑料快递袋子直接发货。,【改善暗沉亮肤】维生素面膜,2021-01-25 12:40,,,,
花***6,,"<div class=""comment-star star1""></div>",这个面膜是我用过最差的一次了，取出来好多地方都是白色的，液体特别少，贴在脸上，都贴不住，干到没法用,,,,【透亮美肌】维生素面膜,2020-02-16 10:24,
m***7,PLUS会员,"<div class=""comment-star star1""></div>",感觉是假的，跟我在店里买的不一样，面膜厚度浮在脸上的感觉都不一样，最关键效果不一样，以前的敷完第二天脸又透又亮，这个没有一点变化，不会再买了。,【透亮美肌】维生素面膜,,,,,2019-12-31 15:47
****i,,"<div class=""comment-star star1""></div>",今晚用了一张这个维生素面膜，和以往买的完全不一样，这个精华少的可怜，并且面膜纸比以往的也要小很多，我的脸都很小，这个面膜纸都小，可想而知，这次我买的这个绝对不是正品,维生素面膜,,,,,2019-07-12 00:08
m***H,,"<div class=""comment-star star1""></div>",这次我真不知道该说什么了，包装太烂，面膜盒都摔坏了，面膜也晒得很烫，我拿回来散热，半小时都没有散热，可能会变质，气死了，买了好几盒，纸箱也不至于这么热嘛,,,2016-08-25 18:01,维生素面膜10片,,
小***糖,,"<div class=""comment-star star1""></div>",这个给差评，压扁了，怎么装的货……还用的不是京东的盒子装来，用的别的什么护肤品的盒子，明显不够大，把货压啊呀的发过来给我了，压成这样……卫生巾也压变形了，故意的吧，明知道这么多东西是放不下的，还要故意的压着放进去……就不能拿个大盒子，装吗？？？？差评！！！！,维生素面膜,,,,,2019-06-17 21:28
x***a,,"<div class=""comment-star star1""></div>",补水效果：面膜很干，用了一次就扔了，用在脸上干巴巴的，真的不好用使用感受：敷了一张之后完全没有效果，之前我也买过这个牌子的，用的还挺好，这次为什么是这样，是假的吗？？？？,【透亮美肌】维生素面膜,,,,,2020-04-05 20:08
****5,,"<div class=""comment-star star1""></div>",包装简陋的不能再简陋，就一塑料包着？京东真假混卖？这是堕落了？面膜材质和上次不一样可以说版本不同，同样是升级版，为什么这次和上次差这么多？厚纸膜，不挂精华，敷上后三分钟就干，我肌肤不干啊，这么快就干？精华跟水似的……效果跟上次差了太多，再也不相信京东了！,,,,维生素面膜,2019-02-14 22:47,
****U,,"<div class=""comment-star star1""></div>",东西怎么样我不知道但是客服垃圾，答非所问，购物有史以来最垃圾的客服没有之一，我在怀疑这家客服是不是九块九雇来的，非常不满意一星也不想,【改善暗沉】维生素面膜,2022-01-05 21:04,,,,
****d,,"<div class=""comment-star star1""></div>",挂羊头，卖狗肉，质量就更不用说了，还不如二三十块钱一盒的面膜，124快一盒面膜也算领教了，京东也就这样了，还晒什么图，有病吧！说好的都是托吧！,【改善暗沉亮肤】维生素面膜,2021-01-06 18:06,,,,
u***q,PLUS会员,"<div class=""comment-star star1""></div>",糟糕透了，买个东西破损了跟我说能正常使用，我怎么知道你有没有偷偷换了呢，快递箱子是好的，面膜盒子破疯了?京东怎么越来越垃圾了,【改善暗沉】维生素面膜,2021-06-19 10:20,,,,
c***鱼,,"<div class=""comment-star star1""></div>",189买4件，确实优惠，但质量有所质疑，真假也质疑，面膜尺寸非常不合理！额头很窄，鼻梁很短，眼睛超大，上面盖不到，下面不够长，整个儿是压缩的扁扁形状！！！使用感受：差劲，不好！,【透亮美肌】维生素面膜,,,,,2019-11-07 11:05
****U,,"<div class=""comment-star star1""></div>",差评，寄过来的时候包装盒是烂的，说不定被人换过，敷上去的时候已经感觉到不对劲了。使用过后就过敏了。面膜厚度和我之前买的明显不一样。我的脸不算大的了，可是面膜的大小对我来说小了点。,维生素面膜10片,2016-11-10 19:00,,,,
****C,,"<div class=""comment-star star1""></div>",双十二活动拍下，刚收到货，13号看比双十二活动力度还大，还不补差价，有点欺骗消费者的感觉，再也不相信节日活动时便宜，再买的需谨慎,【改善暗沉】维生素面膜,2021-12-13 22:30,,,,
珊***i,,"<div class=""comment-star star1""></div>",用了这款面膜，我的脸基本说是毁容了，我就醉了，京东也能有假货！第一天使用脸痒痒，竟然没有去想是过敏了，连续使用了三天，因为买了三种不同的面膜，都是他家的，用了就一直痒，现在脸部大面积红肿脱皮，干的都快爆皮了，怎么维权，也不知道，我就醉了，谁来给我赔偿！,维生素面膜,,,,,2019-05-07 11:54
2***7,,"<div class=""comment-star star1""></div>",假货，假货！屈层氏实体店买过，这次好便宜就网购了，打开后明显感觉面膜纸不对，那无纺布像加了顺滑济一样很顺。精华液很稀很稀，都可以滴下水来！！，实体店买的粘稠！贴上之后没效果，脸也没有变顺滑，还是老样子！！！这就是贪便宜的后果！！！,维生素面膜10片,2017-11-21 15:22,,,,
u***d,,"<div class=""comment-star star1""></div>",和第一次买的完全不一样，上次的面膜比较厚，料也比较足，面膜布也和上次的不一样，上次的大小正好，这次面膜布很薄，料也不足而且布很大，没有一处能贴平整的。这次感觉是假货。慎购！！！,维生素面膜,,,,,2019-03-17 19:44
安***-,PLUS会员,"<div class=""comment-star star1""></div>",第一次给一星差评，几块钱的东西始终是几块钱的东西，但是起码你这个裁剪用点心好不？还不如一块钱的裁剪精华基本没有，真的是醉了，,【改善暗沉】维生素面膜,2021-07-21 13:25,,,,
B***3,PLUS会员,"<div class=""comment-star star1""></div>",很辣鸡，面膜都快干了，拿出来没多少水分，袋子里面也没有液，亏我还一次购买了3盒。只能用辣鸡来形容。,【改善暗沉】维生素面膜,2022-03-08 18:12,,,,
****U,,"<div class=""comment-star star1""></div>",寄过来的时候包装就是坏的想着敷着看看没想到用了以后脸颊两边又烫又红差评不敢再用了生怕烂脸,【改善暗沉】维生素面膜,2022-03-24 21:02,,,,
z***美,,"<div class=""comment-star star1""></div>",精华太少了，连续用了三次，没有一点效果，感觉是假的，现在京东也不敢相信了，很失望。,【改善暗沉】维生素面膜,2021-10-03 21:17,,,,
****H,,"<div class=""comment-star star1""></div>",感觉像是假货以前的美迪惠尔厚厚的精华液超多的这次的贼薄像一张纸干干的,【改善暗沉】维生素面膜,2021-12-31 20:32,,,,
****d,,"<div class=""comment-star star1""></div>",贴合效果：贴合极差，不要说什么不会敷，之前用了这么多面膜，到你家的了，就不会敷了？打开面膜，一张布上面精华少的可怜，大部分都留在袋子里，别人都是建议敷15-20分钟，你们这10-20分钟，估计时间久了都干了吧，很不满意的面膜，我就奇了怪了，这销量好评哪来的,【透亮美肌】维生素面膜,,,,,2019-11-14 21:33
****d,,"<div class=""comment-star star1""></div>",先说一下，本人京东自营老客户了，京东自营基本都是真货，但这款面膜我个人认为是假的，我买了绿色的那款和这个，两者有明显区别，绿色的那款开口很好撕开，这款很难撕，一开始我以为是个别或者我没撕好，试了几片都是一样，而且这款面膜非常干，缺乏水分，而且是我用过最难摊开的一款，折腾好久才能上脸，效果还差，一点也不贴合，相对而言绿色那款各方面都好很多，所以我怀疑运气不好吧这次，并不是说这款自营假，可能个别假吧有了这次以后绝对不会买这款了，大家可以在网上搜搜正版的撕口都设计得很好的，自己去区别吧，虽然这次失望了不过相对其他店自营还是可信些的。,维生素面膜,,,,,2019-03-22 18:57
****z,,"<div class=""comment-star star1""></div>",双十一买的四盒不同功效的面膜其中一种是我一直用的那种挺好另外三种没用过昨天打开的一盒贴了一张脸上脖子上全部过敏了找售后客服我说可不可以给我换一种还说叫我自己解决什么什么的发信息一直给我回的屁话说什么已经过了时间我想说的是面膜不是天天贴我要一盒用完了才会拆另一盒七天时间难道要我把四盒都用完？不换算了就当买了个垃圾,,,2021-12-17 14:31,【改善暗沉】维生素面膜,,
****H,,"<div class=""comment-star star1""></div>",无语至极，昨天到的货，结果今天便宜了20，还不在保价范围内，那要那保价干什么的？？也没法退了，拆开了一个，附近没有退货点，要是退货还得再加九块钱的费用，客服屁用没有，问一句敷衍一句。再说产品，可能带着厌恶的滤镜看他了，反正个人感觉使用感受不太好，有些粘稠，除了基础版本蓝的补水的那个以外，其他真的就别买了。反正这面膜买的真是闹心！！！,【改善暗沉亮肤】维生素面膜,2021-03-08 00:22,,,,
****o,,"<div class=""comment-star star1""></div>",好难用，现在已经铥垃圾桶了，不会再买这个牌子的任何一款东西，水润安瓶面膜，用过的最难用的一款面膜，其他款的也好不到哪去，别相信那些好评,【改善暗沉】维生素面膜,2021-07-15 22:44,,,,
I***d,,"<div class=""comment-star star1""></div>",产品质感：和一般的面膜没什么区别贴合效果：不容易服帖。补水效果：差反正你们买这个面膜慎重，我就是看买的人多又正好双十二才买的，没想到这么差，包装真的是简易的不能再简易了，封口就一个塑料贴，盒都没封，还有面膜的精华液没有一点粘稠感，要不是有一点香味我都以为是水呢！就说这么多，别的也不想多说了，你们买*****吧！,【改善暗沉亮肤】维生素面膜,2020-12-13 19:23,,,,
是***噢,PLUS会员,"<div class=""comment-star star1""></div>",和在韩国买的不一样，特别明显的不一样，韩国买得膜布比较软，京东的膜布比较硬，膜布上有logo，精华没有在韩国买的多，这个系列的味道也不同，不知道是假的还是版本不同，如果是版本不同区别就有点大了，特意把韩国买的和京东买的拿出来比较了，以前没觉得在自营店买的东西是假的，在自营店买了很多护肤品，以前没比较，可能不明显没觉得，因为这个面膜，突然开始怀疑自营店的质量了，在韩国买的贴了后脸摸着是软的，这个贴了后基本没多大感觉，包装也有区别，有点后悔买多了,,,,维生素面膜,2019-06-18 23:15,
h***7,PLUS会员,"<div class=""comment-star star1""></div>",这个效果可不好，精华也不多，感觉整个面膜贴上干干的，做完的效果也不好，脸上的保湿效果太差啦，本来***皮，用完脸上部分有点热热红红的感觉，不知道是不是过敏啦,,,2021-01-22 09:19,【改善暗沉亮肤】维生素面膜,,
