用户名,会员,星级,评论,类型1,评论时间1,评论时间2,类型2,评论时间3,评论时间4
徐***3,,"<div class=""comment-star star1""></div>",你们说正品的是没用过真货吗？！打开就刺鼻的味道，敷在脸上还不吸收，说难听了还不能评论！,,,,,,
小***i,PLUS会员,"<div class=""comment-star star1""></div>",不知道是不是真假混卖，但确实很差劲，明明写着勿拆，结果寄过来两次都是开的，而且中间换了一次，第二次整个盒子都是散的，真是懒得折腾，还有换货明明写的取货位置与送货位置不同，结果直接到送货位置要求以旧换新，那我特意把东西拿到学校去干什么？搞笑呢！？非常不满意的一次购物，差点买了plus会员，幸亏没买！,茶树面膜10片,2018-03-02 12:42,,,,
诸***马,,"<div class=""comment-star star1""></div>",差评！包装是开的！盒子已经打开了，虽然之前看了差评，还是选择相信京东，但是我错了！京东会因此失去大批客户！！请不要给我回复什么暴力搬运等原因，消费者不是**，搬运导致的破坏和人工撕开的根本不一样好吧，别给了假货还侮辱我们智商！强烈要求给个有说服力的说法！否则再不买京东货！！！,控油战痘茶树面膜25ml*10,2016-05-30 16:51,,,,
y***宁,,"<div class=""comment-star star1""></div>",服务态度不好，包装太差了，连塑料薄膜密封都没有，也不能更换商品，哎……,【水油平衡】茶树面膜,2021-07-01 21:06,,,,
u***f,,"<div class=""comment-star star1""></div>",打开之后全是这样的，绝对没有一点点人为的，我一拿出来面膜全掉出来了，客服只要我谅解，搞笑，京东快递居然让我等了五天的快递，收到是这样，还让我谅解,茶树面膜10片,2016-11-15 13:05,,,,
****t,PLUS会员,"<div class=""comment-star star1""></div>",产品质感：粗糙，像水一样使用感受：味道难闻贴合效果：一般，不服帖其他特色：要么假货，要么垃圾货，真的不好！,【镇定祛痘】茶树面膜,,,,,2020-06-04 17:27
u***4,,"<div class=""comment-star star1""></div>",差评非常不满意盒子是开的客服总是繁忙根本跟不了合理的解释京东要想最的比别人好就要面面俱到但这是什么啊还没用不知道有没有被人掉过包真是服了,控油战痘茶树面膜25ml*10,2016-06-20 19:36,,,,
****9,,"<div class=""comment-star star1""></div>",不是很补水，买的绿茶水乳套装，抹脸上也很干，脸一直都是紧绷紧绷的，不知道为什么,【镇定肌肤】茶树面膜,2020-09-12 13:24,,,,
****_,PLUS会员,"<div class=""comment-star star1""></div>",产品质感：太干了，补水呢你自己没有水使用感受：体验很差其他特色：打开一张面膜竟然有一根头发，一根头发，一根头发,,,,【镇定祛痘】茶树面膜,2020-05-20 22:21,
****4,PLUS会员,"<div class=""comment-star star1""></div>",从没给过差评，这是京东的第一个差评，虽然已经给退换，还是很生气。这个差评不是给产品的，而是给工作人员的。打开包装其他几盒都还好，只有这盒是开着的，明显不是运输过程中的问题，里面的面膜放的乱乱的，在出库时应该已经这样了。你们还给顾客，想什么呢？这种态度让人生气，所以我也只能差评！差评差评！,,,2018-04-15 11:02,茶树面膜10片,,
R***陈,,"<div class=""comment-star star1""></div>",这么多年一直是京东的忠实粉，生活可以买的东西都会在京东买，因为信任，靠谱，快，这是我买过的第一个假货，拆箱两个单据都没有，面膜厚的跟毛巾一样，液体也少，面膜很干，有点稀，酒精味略重，跟我之前买的正品真是天然之别，打破了我在京东的0差评，很失望！,,,2016-10-14 00:48,茶树面膜10片,,
****n,PLUS会员,"<div class=""comment-star star1""></div>",一次买了三盒不同效果的，效果太失望。拿到的时候也是包装都坏了，本来以为是快递员的责任，因为跟京东快递员特别熟所以也没在意，结果看了评论才发现包装坏的不只我一个。再想想京东快递收了这么多真是从来没有过损坏的，大概就是发出来就是坏了的了，所以才搞特价。而且精华超级少，连面膜纸都没办法浸透，更别提补水效果了想着救急用结果还不如平时两块多的面膜效果好,【缓解痘痘】茶树面膜,,,,,2020-02-10 22:13
u***6,,"<div class=""comment-star star1""></div>",贴合效果：不佳产品质感：粗糙补水效果：不佳使用感受：差，不知道是买到假货还是什么，没有以前的水润了，而且面膜很粗糙，精华稀薄,【缓解痘痘】茶树面膜,,,,,2019-11-02 16:15
x***0,PLUS会员,"<div class=""comment-star star1""></div>",包装居然是拆开的？？除了经典蓝色没什么问题，剩下两盒都是拆开的，要么是底部给扣开，要么就是上面直接拆开，貌似拆开之后还忘记封口了，那个封口贴没贴上，也是无语了…,,,2020-10-01 22:03,【镇定肌肤】茶树面膜,,
明***日,PLUS会员,"<div class=""comment-star star1""></div>",第二次购物，和之前相比差太多，面膜面积变小不说，连水分都变小了，显然是商家有意压缩成本制造出来的，现在行业竞争这么激烈，凭良心吧！下次不会再买的三次了！！！,茶树面膜10片,2018-05-12 09:03,,,,
u***2,,"<div class=""comment-star star1""></div>",差评，@货，真正的是液体粘稠，不会掉水，没有任何香味，而这个液体清，掉水，还味道很大，不好闻，建议消费者不要受@了。还是去实体店买吧。,茶树面膜10片,2018-09-24 08:57,,,,
h***凤,,"<div class=""comment-star star1""></div>",一点也不服帖，这好评都是刷出来的，买了会后悔的，我都无语了，面膜质感那么差，太垃圾了，干巴巴的，精华都没几滴，从来没用过这么垃圾的产品，,,,2021-03-24 21:24,【水油平衡】茶树面膜,,
茂***a,PLUS会员,"<div class=""comment-star star1""></div>",用了一次皮肤屏障直接受损了而且好的非常慢以前用任何东西都没出现过痛的要死,,,2020-12-19 08:45,【调理水油平衡】茶树面膜,,
u***h,,"<div class=""comment-star star1""></div>",严重怀疑绿色的款没有里面钢印而且大小都不一样客服各种搪塞的话“有本事你去检测啊”没人为了几片面膜去检测你们就算中了这点吧而且一个上海一个广州仔细看的都看的出来一个简单一个具体这就是对比同一家买的,,,,茶树面膜,2019-06-07 09:34,
u***8,,"<div class=""comment-star star1""></div>",差评拿出来都干巴了再也不相信京东自营的化妆品了之前买的绿药丸也是巨难用用完了长痘明明是修复祛痘的功效真是太让人失望了撕开了3片都是干巴的老库底子拿出来卖丧良心简直！！！！！！,【镇定肌肤】茶树面膜,2020-07-06 19:50,,,,
演***情,PLUS会员,"<div class=""comment-star star1""></div>",买了三盒，就这个买来就是开的，昨天才用，材质很差，垃圾的让你怀疑人生，特别松垮，根本就没法贴，和蓝盒的简直没法比，现在才用已经超过了售后期，找客服根本不管，差评差评差评，严重差评，给一星只是给快递员的,,,,【镇定祛痘】茶树面膜,2020-05-30 10:08,
张***8,,"<div class=""comment-star star1""></div>",产品质感：差，而且有一股霉味，和之前买的不一样，纸很厚，不像之前买的纸很软很薄，绝对是假货。贴合效果：不贴脸使用感受：没作用,【镇定肌肤】茶树面膜,2020-10-15 23:07,,,,
可***子,,"<div class=""comment-star star1""></div>",产品质感：不说产品质感，就说面膜纸，一撕开，眼睛处竟然有被撑大，撕烂的情况，我很怀疑这个是假的，大家可以仔细看一下其他特色：还有收到快递的时候，里面面膜盒子竟然是被拆开的，我不知道怎么说了,,,,【镇定祛痘】茶树面膜,2020-05-28 11:39,
****z,,"<div class=""comment-star star1""></div>",说真的，我也买过很多次这个牌子的面膜，但不是这家的，第一次买到这么差的面膜，面膜厚，精华液少到可怜，客服就说是面膜升级厚了才感觉精华液少，这面膜敷十分钟面膜就发白干了，我还是第一次遇到这种情况，客服就总是说面膜升级变厚了精华液才会少，有这种说法吗，面膜打开拿出来就干干的，很少精华，真是生气,【缓解痘痘】茶树面膜,,,,,2020-01-13 20:18
****a,,"<div class=""comment-star star1""></div>",刚上脸一会儿都很干了，贴了一会儿就像旱在脸上了一样，很不水润,,,2021-10-15 19:47,【水油平衡】茶树面膜,,
u***d,,"<div class=""comment-star star1""></div>",和第一次买的完全不一样，上次的面膜比较厚，料也比较足，面膜布也和上次的不一样，上次的大小正好，这次面膜布很薄，料也不足而且布很大，没有一处能贴平整的。这次感觉是假货。慎购！！！,茶树面膜,,,,,2019-03-17 19:45
****3,PLUS会员,"<div class=""comment-star star1""></div>",没有任何国外产品是使用国内包装纸和国内印刷机的。刚看到包装我就感觉像广州深圳的南方小作坊印的，结果一看代理商还真是那边的。面膜用了两贴，没效果，更加佐证其假货！我基本没评论过在京东买的任何东西！！！京东自营！！！算了吧！！前两天我还买了块**的手表！现在我也开始怀疑了！！！不要买！！图便宜也不要买！,,,2017-09-14 08:53,茶树面膜10片,,
****b,,"<div class=""comment-star star1""></div>",大家千万别买，面膜干的要死，本来打算送给闺蜜的，这都不好意思送出手，垃圾面膜，比御泥坊面膜还干，御泥坊都够干的了，它更差！气死我了！,【水油平衡】茶树面膜,2021-05-31 14:07,,,,
****e,,"<div class=""comment-star star1""></div>",我感觉像是买了假货！说说我是什么感觉，前两天看到活动不错就买了四盒，今天到货，配送取货，其中面膜分了三个快递包装，绿色茶树面膜两盒其他各一盒，我打开那两个分别包装的面膜盒子完好，这些都还好，打开茶树面膜两个盒子是开着的，没有包好？！晚上和男朋友试了一下，茶树面膜撕开包装很费劲不是平整！面膜纸很薄，精华不是很多，敷了面膜15分钟左右我取掉面膜纸的时候发现面膜纸纤维粘在脸上了！什么鬼！和我男朋友从韩国给我带回来的完全不一样的感觉！垃圾！要不要给我个解释?,【缓解痘痘】茶树面膜,,,,,2020-02-09 23:04
r***3,,"<div class=""comment-star star1""></div>",双十一买的，6种面膜1种买了一盒，但很失望………因为打开纸箱一看，茶树和胶原蛋白两种的面膜盒子根本没有封上，里面的面膜片散在快递纸箱里，仔细看了面膜盒子封口的地方，根本没有封过口的痕迹，如果不是在京东买的，我都怀疑买到假货，太失望了,,,2020-11-04 16:14,【镇定肌肤】茶树面膜,,
慕***i,PLUS会员,"<div class=""comment-star star1""></div>",这次买的比较便宜，才129选四盒，算下来才三块钱一贴.但是拿到东西之后有点后悔了，看图片，包装已经开过口了，而且一盒贴的封印已经没有了，另一盒的是直接贴在盖子上，没有和外盒贴上，不知道是不是谁用的被退了，还是零散的拼的，很不满意,,,,【缓解痘痘】茶树面膜,2020-03-25 12:34,
年***天,PLUS会员,"<div class=""comment-star star1""></div>",不好，和我之前在顺丰买的感觉不一样，特别干，还特别厚，我真怀疑那些好评是不是托，最重要的，快递服务态度特差，下大雨让我跑那么远的路去拿也就算了，还跟大爷似的，坐在车里面按喇叭让我过马路那边去，国道非常不安全不知道吗？一直很相信京东的，这次真的叫人心烦，本来想继续买宝宝尿裤的，到家直接把订单取消了，再也不来了?,控油战痘茶树面膜25ml*10,2016-05-26 12:58,,,,
****H,,"<div class=""comment-star star1""></div>",无语，使用感较差，有些粘稠，除了蓝色的补水的以外其他的都不用买了，不好使。昨天到的货今天降价了二十块钱，结果说不在保价范围内，真不明白那保价保的什么？？,【调理水油平衡】茶树面膜,2021-03-08 00:25,,,,
维****,PLUS会员,"<div class=""comment-star star1""></div>",差评，原因。厂家偷工减料。跟以前产品差远了。面膜材质换成差的了。太差！太差！太差！而且敷上紧绷感觉强烈。敷完脸上紧绷感觉不好。而且敷完，脸上很干。跟老款面膜差太远了！这个面膜我用了几年。没想到如今月来越差！材质太差了！以后不会用这面膜了。跟以前老款差100倍远。太劣质！就这样吧！把粉丝无情的抛弃了。我还买那么多。丢了吧！,,,,【缓解痘痘】茶树面膜,2019-11-07 21:57,
雪***1,PLUS会员,"<div class=""comment-star star1""></div>",这次对京东很失望，本来看着有活动，一次囤了五盒，跟之前在香港买的完全不一样，精华液少的可怜，并且还不均匀，面膜的有些部位***的，把袋子里精华液全部挤出贴在脸上，还是很干，感觉是上当了，下次再也不敢这样买了,【缓解痘痘】茶树面膜,,,,,2020-03-13 08:01
秘***芦,PLUS会员,"<div class=""comment-star star1""></div>",不说别的就功效而言，不是真货，已经用了半盒完全没效果，而且精华和面膜是分开的，袋子剩下很多但是和水一样，面膜上脸几分钟就开始紧绷，只能不停的补精华，不存在脸干的问题，用了半盒每张都这样，再干的脸也不能这么快就吸收了吧。而且其他的也是各种差，尤其是蓝色款，别欺负我没用过可莱丝，这么厚不服帖精华像水，上脸感觉就像油一样的面膜，国产的也不会做得这么明目张胆的差吧。买了4款，居然还只有这个绿色的面膜是不厚的，然后是粉黑色，接下来是浅蓝，最后最差的就是畅销蓝，京东自营的产品居然伪劣到让人害怕,茶树面膜10片,2018-05-07 09:05,,,,
****6,,"<div class=""comment-star star1""></div>",京东快递速度yyds但是这个面膜真low首先面膜纸还有印字（多此一举）面膜质量不咋地第二这个面膜确定是根据人脸来设计的吗？该敷的地方敷不到（眼部）第三精华这么少，是怕我吃掉嘛。总而言之，不再回购???贴合效果：没有贴合效果使用感受：一般般,【水油平衡】茶树面膜,2021-07-08 22:20,,,,
姜***爷,,"<div class=""comment-star star1""></div>",这面膜还行，不过也没见什么效果，但是洗面奶问题很大！出来不是均匀的，半透明，里面还有条状乳白色膏体，加水都很难消磨，更难出泡沫，搓揉半天出来的泡沫还没有肥皂多！洗完很滑！最烦这种洗面奶！像沐浴露一样滑！还没沐浴露泡沫多！用两天起两个痘！浪费我金牌买家100多元人民币！法克！还不如曼秀雷敦好用！悦诗风吟完爆！！,茶树面膜10片,2017-11-08 09:31,,,,
甜***子,,"<div class=""comment-star star1""></div>",售后不给力啊面膜胀气有问题都不能换，一个订单分两个包裹寄出没有任何保护措施，能保证运输途中太阳暴晒不变质胀气的可能吗？不拆盒子根本就不知道胀气呀客服说拆盒不退换什么逻辑？？,【水油平衡】茶树面膜,2021-07-23 20:31,,,,
****m,,"<div class=""comment-star star1""></div>",以前用过的面膜里面很多精华，面膜上面很多，袋子里还遗留很多，这个面膜感觉不是很好，拿出来没有多少精华，上脸都感觉像没水分一样，而且买完两三天就降价了，感觉被坑了,【水油平衡】茶树面膜,2021-10-17 19:56,,,,
****x,,"<div class=""comment-star star1""></div>",我在8月27日和11月2日分别在自营和全球购上买了这个茶树面膜，同时也在美迪惠尔官网买了两次。首先如图一图二，两次在京东上买的都是这个面膜纸和这个包装，图三图四是第二次在官网上买的。第一:京东两次买的包装一样，但两次买的都和官网上不一样。而且纸质不同，京东上的有点像纱布。不要说什么更新换代快，如果真的快为何时隔一个多月京东上的两盒是一样的？而美迪惠尔官方的两盒反而后包装上的细微差别。还是京东很久以前一次进了一百万盒，一直没卖完?第二:气味不一样，京东上的明显有股酒精味，而官网上的则没有。并且成分表上也没有酒精或者乙醇字样。我问过官网客服，别人说成分不含酒精。第三点:授权信息无法查询。除了他自己画的一张图，没有任何渠道能找到授权信息，我给美迪惠尔官方发邮件询问，结果别人的回答是:面膜市场假货不断，如需购买请认准美迪惠尔唯一官网。我也是醉了。第四:京东的用了，不洗的话有时候会痒，起疙瘩，但是很快会消退。但是官网的没有这个现象。第五:我把这个写作购买咨询提问，但是没有处理也没有显示出来，那就写在评论里吧！不要在说你们渠道正规保证正品了，这些东西不是你说就是的!,茶树面膜10片,2016-11-18 01:07,,,,
u***s,,"<div class=""comment-star star1""></div>",我不理解，为什么这么垃圾的东西，销售量那么高，这是我用过最差劲的面膜，根本没有精华，根本没有，一点都没有，我实在不知道，它的补水效果在哪里，一点精华都没有，何来的补水，真的非常后悔，精华实在太少了，贴合效果还是可以，敷上也感觉冰冰的，但是精华实在太少，跟没有差不多,【镇定舒缓】茶树面膜,2021-11-21 19:22,,,,
h***k,PLUS会员,"<div class=""comment-star star1""></div>",韩国棒子的，给个差评吧?,茶树面膜10片,,,,,
****e,,"<div class=""comment-star star1""></div>",真真假假混着卖...你们懂得..,茶树面膜10片,2017-08-25 18:34,,,,
****e,,"<div class=""comment-star star1""></div>",真真假假混着卖...你们懂得..,茶树面膜10片,2017-08-25 18:33,,,,
****j,,"<div class=""comment-star star1""></div>",#？太小了？下次不买了？,茶树面膜,,,,,2019-04-10 21:52
****p,,"<div class=""comment-star star1""></div>",使用感受：黏糊糊的，~，4盒100,【缓解痘痘】茶树面膜,,,,,2020-03-07 21:39
随***走,,"<div class=""comment-star star1""></div>",背后的商品条码都扫出来，而且今天竟然超市专柜卖二百多，SO，各位明白,茶树面膜10片,2018-06-01 09:21,,,,
轻***o,PLUS会员,"<div class=""comment-star star1""></div>",东西还没用，先给自营差评…,【水油平衡】茶树面膜,2021-04-25 17:53,,,,
****1,,"<div class=""comment-star star1""></div>",假货，用完脸上就过敏了，一个月还没好，吓死人了，从来没这样子过,【缓解痘痘】茶树面膜,,,,,2020-03-13 04:01
x***5,PLUS会员,"<div class=""comment-star star1""></div>",条形码搜不到商品，怀疑真假,茶树面膜10片,2018-06-19 16:50,,,,
****y,PLUS会员,"<div class=""comment-star star1""></div>",不好，跟以前买的真是天壤之别,,,2018-10-12 20:11,茶树面膜10片,,
****f,,"<div class=""comment-star star1""></div>",我敷茶树面膜过敏了???????不是说敏感肌可用吗？我昨晚敷了面膜今早起来脸上全过敏了?,茶树面膜10片,2018-07-30 06:42,,,,
r***t,,"<div class=""comment-star star1""></div>",我判定是假货，是国产仿品，有谁能说明不是假货？,茶树面膜10片,2017-07-18 09:58,,,,
****2,,"<div class=""comment-star star1""></div>",产品质感：差使用感受：差贴合效果：非常非常非常非常非常差,【镇定肌肤】茶树面膜,2020-11-10 20:59,,,,
8***芳,,"<div class=""comment-star star1""></div>",太@，8号买成179元9号就降成147元，我觉得京东有时候还是太@了,【镇定肌肤】茶树面膜,2020-11-09 20:59,,,,
1***w,,"<div class=""comment-star star1""></div>",扫出来的价格比卖的便宜三十，坑,茶树面膜10片,2017-06-04 22:46,,,,
****q,,"<div class=""comment-star star1""></div>",都是拆开过的，不建议买,,,2016-05-26 17:19,控油战痘茶树面膜25ml*10,,
L***X,PLUS会员,"<div class=""comment-star star1""></div>",去你MB的爱回收，别#把京东名声搞错了。京东那个领导坏了还是咋的，弄这么个@的玩意。预估120，评测2块。,【缓解痘痘】茶树面膜,,,,,2020-03-07 18:15
****w,,"<div class=""comment-star star1""></div>",假的，大家都不要买，垃圾的要死，假货，好评全是刷出来的,【调理水油平衡】茶树面膜,2021-01-28 21:55,,,,
****t,,"<div class=""comment-star star1""></div>",无力吐槽京东了，发的#,茶树面膜,,,,,2019-05-21 08:10
c***1,,"<div class=""comment-star star1""></div>",严重怀疑是赝品,,,2016-08-29 23:08,茶树面膜10片,,
u***1,,"<div class=""comment-star star1""></div>",盒子都开了，差评,茶树面膜10片,,,,,
u***j,,"<div class=""comment-star star1""></div>",感觉有杂质在里面,茶树面膜10片,2017-06-21 00:06,,,,
某***甲,PLUS会员,"<div class=""comment-star star1""></div>",酒精味N大估计是假货！！！！酒精味N大估计是假货！！！！酒精味N大估计是假货！！！！,茶树面膜10片,2016-08-29 01:02,,,,
k***a,PLUS会员,"<div class=""comment-star star1""></div>",特别不好用，刺激,茶树面膜10片,2017-10-27 14:08,,,,
u***k,,"<div class=""comment-star star1""></div>",寄回来盒子都压扁了,,,2018-01-30 09:52,茶树面膜10片,,
u***z,,"<div class=""comment-star star1""></div>",真如评论说合子破了,茶树面膜10片,2018-03-09 14:16,,,,
****v,,"<div class=""comment-star star1""></div>",包装，太烂，不满意,茶树面膜10片,2018-05-01 22:51,,,,
z***a,PLUS会员,"<div class=""comment-star star1""></div>",包装烂，感觉拆过的,茶树面膜10片,2018-07-01 23:21,,,,
****9,,"<div class=""comment-star star1""></div>",差评，包装都烂的,茶树面膜10片,2018-07-10 20:52,,,,
****a,,"<div class=""comment-star star1""></div>",这次好像买假了,茶树面膜10片,2018-07-29 02:14,,,,
****m,,"<div class=""comment-star star1""></div>",这次真的买到假货了,茶树面膜,,,,,2018-11-02 17:19
A***i,,"<div class=""comment-star star1""></div>",用完以后痘痘又多了,茶树面膜,,,,,2019-04-09 19:50
宍***t,PLUS会员,"<div class=""comment-star star1""></div>",客服全是粘贴回复问的问题回复区别是屁话,茶树面膜10片,2018-10-18 22:05,,,,
****4,PLUS会员,"<div class=""comment-star star1""></div>",差评，东西包装全湿了。态度还那么查,【镇定祛痘】茶树面膜,,,,,2020-06-04 04:44
风***歌,,"<div class=""comment-star star1""></div>",刚打开包装袋就这样了，里面东西开过封的,控油战痘茶树面膜25ml*10,2016-05-24 13:26,,,,
黄***d,PLUS会员,"<div class=""comment-star star1""></div>",垃圾客服，#,【缓解痘痘】茶树面膜,,,,,2019-12-29 19:02
****q,,"<div class=""comment-star star1""></div>",快递员态度极其恶劣,【缓解痘痘】茶树面膜,,,,,2020-02-07 11:00
宛***心,,"<div class=""comment-star star1""></div>",买完不久就涨价了,【缓解痘痘】茶树面膜,,,,,2020-03-14 16:07
一***步,,"<div class=""comment-star star1""></div>",价格一天一个变化,【缓解痘痘】茶树面膜,,,,,2020-04-19 00:28
宇***瑜,,"<div class=""comment-star star1""></div>",无语了，用了过敏,【镇定肌肤】茶树面膜,2020-06-10 21:20,,,,
****i,PLUS会员,"<div class=""comment-star star1""></div>",真不好，干的要死,【镇定肌肤】茶树面膜,2020-06-10 17:49,,,,
胖***_,,"<div class=""comment-star star1""></div>",仓库打包也太随便了吧？,,,2021-08-21 22:18,【水油平衡】茶树面膜,,
****3,,"<div class=""comment-star star1""></div>",我用了不舒服，我觉得就是水货,茶树面膜10片,2017-06-14 15:07,,,,
****7,,"<div class=""comment-star star1""></div>",不像是真的有点后悔,控油战痘茶树面膜25ml*10,2016-06-24 16:34,,,,
玉***藏,,"<div class=""comment-star star1""></div>",假货，跟图片不同,茶树面膜10片,2016-08-29 17:10,,,,
****i,PLUS会员,"<div class=""comment-star star1""></div>",酒精味还能在重点？,茶树面膜10片,2016-09-29 21:23,,,,
抗***鼻,,"<div class=""comment-star star1""></div>",用了过敏了草率了,【镇定肌肤】茶树面膜,2020-10-01 16:12,,,,
j***s,,"<div class=""comment-star star1""></div>",贴合效果：包装不严实,【镇定肌肤】茶树面膜,2020-11-15 20:48,,,,
****3,PLUS会员,"<div class=""comment-star star1""></div>",买完隔两天打四折，#！退不了差价！,【调理水油平衡】茶树面膜,2021-03-03 21:06,,,,
u***c,,"<div class=""comment-star star1""></div>",不好用，简直劣质,【调理水油平衡】茶树面膜,2021-01-01 14:06,,,,
郭***草,,"<div class=""comment-star star1""></div>",京东买到假货了,【调理水油平衡】茶树面膜,2021-01-09 14:14,,,,
****6,,"<div class=""comment-star star1""></div>",一个好的包装都没有，而且还是被拆开的。不开心,茶树面膜10片,2017-12-13 20:22,,,,
好***趣,PLUS会员,"<div class=""comment-star star1""></div>",感觉买到假货了,【水油平衡】茶树面膜,2021-06-17 22:55,,,,
l***9,,"<div class=""comment-star star1""></div>",为什么还邮寄假的？,茶树面膜10片,2016-12-02 10:42,,,,
大***山,,"<div class=""comment-star star1""></div>",首先面膜敷刚撕开味道异常刺鼻，面膜也厚得很，敷在脸上脸火辣辣的疼，眼被熏的红通通，我不好说货的真假，个人感受。,,,2016-11-13 23:16,茶树面膜10片,,
u***n,,"<div class=""comment-star star1""></div>",包装垃圾，还是坏的！第一次遇到！以后不在这家买了,,,,茶树面膜,2018-12-08 21:23,
****2,PLUS会员,"<div class=""comment-star star1""></div>",我就想知道什么进口的牌子货给得起关税给不起封口钱。,【镇定肌肤】茶树面膜,2020-10-19 17:09,,,,
M***u,PLUS会员,"<div class=""comment-star star1""></div>",东西还行，价格#，买三盒才是原价，单买翻倍，何必呢,茶树面膜10片,2018-04-19 06:07,,,,
吹***吧,,"<div class=""comment-star star1""></div>",话不多说了，直接上图，扫了就知道是什么了，掺水货,茶树面膜10片,2018-03-21 22:00,,,,
趣***5,PLUS会员,"<div class=""comment-star star1""></div>",包装都挤碎了。,,,2016-05-30 19:55,控油战痘茶树面膜25ml*10,,
总***啊,PLUS会员,"<div class=""comment-star star1""></div>",感觉太假,控油战痘茶树面膜25ml*10,2016-07-06 18:55,,,,
****6,,"<div class=""comment-star star1""></div>",全是酒精味,控油战痘茶树面膜25ml*10,2016-07-07 14:16,,,,
c***e,PLUS会员,"<div class=""comment-star star1""></div>",没有一点效果,茶树面膜10片,2016-08-24 08:31,,,,
****c,,"<div class=""comment-star star1""></div>",不好?,茶树面膜10片,2016-10-18 18:14,,,,
u***w,,"<div class=""comment-star star1""></div>",一,茶树面膜10片,2016-11-08 10:16,,,,
哦***等,,"<div class=""comment-star star1""></div>",艾诺过咯空,茶树面膜10片,2016-12-21 14:43,,,,
c***5,,"<div class=""comment-star star1""></div>",一点都不补水,茶树面膜10片,,,,,
草***东,,"<div class=""comment-star star1""></div>",。,茶树面膜10片,,,,,
我***y,,"<div class=""comment-star star1""></div>",没效果，面膜厚,茶树面膜10片,,,,,
****w,,"<div class=""comment-star star1""></div>",效果一般而已,茶树面膜10片,2017-04-30 14:50,,,,
吴***森,,"<div class=""comment-star star1""></div>",太差太差！,茶树面膜10片,2017-06-27 14:48,,,,
l***4,,"<div class=""comment-star star1""></div>",扫码扫不出，,茶树面膜10片,2017-08-10 02:30,,,,
D***呲,PLUS会员,"<div class=""comment-star star1""></div>",差评,茶树面膜10片,2017-10-13 23:52,,,,
****b,,"<div class=""comment-star star1""></div>",不补水,茶树面膜10片,2017-10-21 21:16,,,,
u***w,,"<div class=""comment-star star1""></div>",过期的,茶树面膜10片,2017-10-26 06:22,,,,
忆***p,PLUS会员,"<div class=""comment-star star1""></div>",不好,茶树面膜10片,2017-11-15 14:03,,,,
****2,,"<div class=""comment-star star1""></div>",没有什么用,茶树面膜10片,2017-12-02 11:39,,,,
u***f,,"<div class=""comment-star star1""></div>",坏成这样？,,,2017-12-07 18:19,茶树面膜10片,,
x***w,,"<div class=""comment-star star1""></div>",垃圾,茶树面膜10片,2017-12-15 17:35,,,,
铁***儿,,"<div class=""comment-star star1""></div>",盒子都是破的,茶树面膜10片,2018-02-21 02:34,,,,
****l,,"<div class=""comment-star star1""></div>",破包装，垃圾！,茶树面膜10片,2018-03-10 18:56,,,,
無***情,,"<div class=""comment-star star1""></div>",不是正品,茶树面膜10片,2018-04-11 20:43,,,,
****7,PLUS会员,"<div class=""comment-star star1""></div>",扫码不到产品？？,,,2018-06-09 17:05,茶树面膜10片,,
k***7,,"<div class=""comment-star star1""></div>",跟代购不一样,茶树面膜10片,2018-07-08 13:16,,,,
g***6,PLUS会员,"<div class=""comment-star star1""></div>",假！,茶树面膜10片,2018-08-07 17:54,,,,
L***-,PLUS会员,"<div class=""comment-star star1""></div>",包装超烂,,,2018-08-10 22:09,茶树面膜10片,,
哇***咯,PLUS会员,"<div class=""comment-star star1""></div>",此用户未及时填写评价内容,茶树面膜10片,2018-08-13 10:36,,,,
傻***璐,,"<div class=""comment-star star1""></div>",没用,茶树面膜10片,2018-09-17 15:16,,,,
****年,,"<div class=""comment-star star1""></div>",不咋地,茶树面膜10片,2018-10-12 15:31,,,,
u***5,PLUS会员,"<div class=""comment-star star1""></div>",一般般吧。,茶树面膜10片,2018-10-23 10:48,,,,
可***麻,PLUS会员,"<div class=""comment-star star1""></div>",包装太差劲,,,,茶树面膜,2018-11-16 19:03,
E***t,,"<div class=""comment-star star1""></div>",精华太少了,【缓解痘痘】茶树面膜,,,,,2019-11-14 19:36
****b,PLUS会员,"<div class=""comment-star star1""></div>",味道太大了,【缓解痘痘】茶树面膜,,,,,2019-11-27 19:22
****z,PLUS会员,"<div class=""comment-star star1""></div>",第一次京东买这个面膜，不敢用，描述25mL.，来货是24mL，查了官网也是25mL的包装，,茶树面膜10片,2018-05-25 16:55,,,,
小***4,PLUS会员,"<div class=""comment-star star1""></div>",面膜不好用,【缓解痘痘】茶树面膜,,,,,2019-12-18 23:56
****?,,"<div class=""comment-star star1""></div>",一点效果都没,【缓解痘痘】茶树面膜,,,,,2020-01-18 22:29
Y***Y,,"<div class=""comment-star star1""></div>",。。。。。。。。。。。。。。。。。。。。。。。。。,【缓解痘痘】茶树面膜,,,,,2020-02-03 22:26
****z,,"<div class=""comment-star star1""></div>",假的,【缓解痘痘】茶树面膜,,,,,2020-02-17 23:15
小***8,PLUS会员,"<div class=""comment-star star1""></div>",包装盒打开的,【缓解痘痘】茶树面膜,,,,,2020-03-04 20:43
m***磊,,"<div class=""comment-star star1""></div>",包装都是破的,,,,【缓解痘痘】茶树面膜,2020-03-09 21:31,
