用户名,会员,星级,评论,类型1,评论时间1,评论时间2,类型2,评论时间3,评论时间4
H***Y,PLUS会员,"<div class=""comment-star star1""></div>",越来越恶心了，就用个袋子装，面膜盒子全爆了，京东要不要这么恶心,毛孔紧致黑炭面膜10片,2018-03-08 12:19,,,,
真***灵,PLUS会员,"<div class=""comment-star star1""></div>",垃圾面膜买了三盒两盒都有封条另一个没有客服说正常？？？真是可笑,毛孔紧致黑炭面膜,,,,,2019-06-15 12:40
****c,,"<div class=""comment-star star1""></div>",包装被拆过了本来觉得没什么，用了之后真的无语了脸都过敏了,毛孔紧致黑炭面膜10片,2016-08-29 00:33,,,,
1***p,,"<div class=""comment-star star1""></div>",差评！差评！差评！盒子都是打开的，盒子没有封口！专门检查了以前买的，都是封口的。,【紧致肌肤】毛孔紧致黑面膜,2020-11-12 19:54,,,,
****u,PLUS会员,"<div class=""comment-star star1""></div>",使用感受：过敏商家不负责，用了第一片脸上密密麻麻起了痘痘就像脂肪粒一样特别恶心，商家不负责，千万别买了,【紧致细腻】毛孔紧致黑面膜,,,,,2019-12-23 08:57
****5,,"<div class=""comment-star star1""></div>",用了过敏，一点都不好,【紧致肌肤】毛孔紧致黑面膜,2020-12-05 20:30,,,,
****t,,"<div class=""comment-star star1""></div>",和之前的不一样，真的是。越来越差了，越买越失望，第二次买到这样的了,毛孔紧致黑炭面膜,,,,,2019-08-17 14:26
****x,,"<div class=""comment-star star1""></div>",实在忍不住给个差评、打开里面看、面膜是拆开过的、我想问一下店家，你是拆开做安检吗,,,,毛孔紧致黑炭面膜,2019-07-02 11:44,
繁***宝,PLUS会员,"<div class=""comment-star star1""></div>",绝对的假货，我和同事在实体店买的对比了下真的我这京东买的超级假，也不便宜京东让我测底失望了,毛孔紧致黑炭面膜10片,2018-02-06 01:05,,,,
****r,,"<div class=""comment-star star1""></div>",填写号码是错的，签收人也填错了要不是我打个电话问一下估计快递都能丢太差了太差了,【紧致肌肤】毛孔紧致黑面膜,2020-07-14 17:35,,,,
s***4,PLUS会员,"<div class=""comment-star star1""></div>",京东经常自己打脸，标着保价的东西然后跟你说什么有赠品就不能保价，然后又说价格低的是因为没有赠品，那不就是在跟顾客玩文字游戏，qipian消费者，差劲??,毛孔紧致黑炭面膜10片,2017-06-05 14:24,,,,
一***S,PLUS会员,"<div class=""comment-star star1""></div>",舍不得拿盒子做包装，收到的东西就像遭遇了劫难，像假货。京东真的越来越不行了！,,,,毛孔紧致黑炭面膜,2019-04-20 14:08,
****2,,"<div class=""comment-star star1""></div>",东西还没有用，一共买的2件一共8盒，商家只发了两盒，而且配送很不到位，直接放快递柜，不是很愉快的购物，期待得到解决,【紧致细腻】毛孔紧致黑面膜,,,,,2019-11-12 18:57
****v,,"<div class=""comment-star star1""></div>",一星都不想给，还没到货，箱子就已经被拆开了。客服还不管，就让我找售后，以为我的时间那么多吗，直接差评，再也不在京东买东西了！,,,,毛孔紧致黑炭面膜,2019-07-24 17:23,
何***贝,,"<div class=""comment-star star1""></div>",非常非常差包装太差里面的盒子也是太差跟没有盒子一样都露出来打开的状态绝对差评,【紧致肌肤】毛孔紧致黑面膜,2020-11-30 12:08,,,,
花***花,,"<div class=""comment-star star1""></div>",打开快递袋子就这样，像是别人退掉的商品，商家搞活动也不用这么敷衍吧，这样的包装让人很难相信是正品,,,2018-07-26 10:31,毛孔紧致黑炭面膜10片,,
u***x,,"<div class=""comment-star star1""></div>",第一次给京东差评，这款面膜是假的，用完脸上过敏起红痘和红斑，谁买谁上当！,毛孔紧致黑炭面膜10片,,,,,
z***0,,"<div class=""comment-star star1""></div>",物流超快送货小哥哥也很负责送到楼上。可是这货包装看了真是不敢用！完全是被拆过。退货我也嫌麻烦脚上敷敷算了。,,,2018-08-27 13:49,毛孔紧致黑炭面膜10片,,
C***V,,"<div class=""comment-star star1""></div>",产品一点都不好，打开就是一股难闻的刺鼻味道，售后也不管，差差差,毛孔紧致黑炭面膜,,,,,2019-08-18 23:51
u***w,PLUS会员,"<div class=""comment-star star1""></div>",收到后包装就破成这样了，其他啥不说，就这样的服务态度是很有问题的。,,,2018-07-21 23:12,毛孔紧致黑炭面膜10片,,
h***T,,"<div class=""comment-star star1""></div>",对京东自营店极其失望，面膜本身的条形码和外包装盒上条形码完全不同，更恶劣的是京东竟然自己打印一个条形码掩盖外包装盒上的条形码？你们这样造假也太不专业了。,,,,毛孔紧致黑炭面膜,2019-07-30 17:17,
k***g,PLUS会员,"<div class=""comment-star star1""></div>",早上收到的没有时间拆开，晚上拆开外面的包装里面的面膜盒子就这样了，一直在京东买东西从来没这样而这次我感觉是在京东上买的最差的一件东西。,,,2018-07-16 23:38,毛孔紧致黑炭面膜10片,,
袁***5,,"<div class=""comment-star star1""></div>",包装太差劲啦，还不送货上门，对京东快递服务差评，以前一直都觉得京东服务很好，结果这次太让人失望了！！,毛孔紧致黑炭面膜10片,2017-06-06 14:56,,,,
A***虾,,"<div class=""comment-star star1""></div>",虽然物流挺快的，但是给我来的些打开过的面膜是什么鬼？第一次差评，我都不敢用。,,,,毛孔紧致黑炭面膜,2019-06-14 08:07,
天***S,PLUS会员,"<div class=""comment-star star1""></div>",还有什么补充？你们改吗？换过还是这样，差，客服什么事情都怪快递，自己都没做好。,,,2018-08-27 19:29,毛孔紧致黑炭面膜10片,,
u***1,,"<div class=""comment-star star1""></div>",明知道盒子很脆弱还不用袋子装，跟客服说第一反应不是道歉而是推卸责任，谁东西买回来还没用盒子全坏了心情会好。,,,2017-10-19 12:18,毛孔紧致黑炭面膜10片,,
n***4,PLUS会员,"<div class=""comment-star star1""></div>",京东第三方管理太差！有问题不闻不问推皮球！比T宝儿差远了！实事求是的说！！！,毛孔紧致黑炭面膜10片,2016-11-28 22:31,,,,
****y,PLUS会员,"<div class=""comment-star star1""></div>",我很少给评论这次真的想说，打开包装，面膜都散出来了，感觉买到了次货,,,2018-09-05 22:46,毛孔紧致黑炭面膜10片,,
创***靈,,"<div class=""comment-star star1""></div>",现在的京东快递越来越差了，态度差。还不愿意收现金，说影响他工作，要求先付款，方便他直接把货物放蜂巢，就不用送货上门浪费他时间了。,毛孔紧致黑炭面膜,,,,,2019-09-10 09:33
****6,,"<div class=""comment-star star1""></div>",收到的快递就是这样的吗，这是被人拆开的的吗，京东都这么不负责任吗，差评，里面外面都像是被拆过的,,,,毛孔紧致黑炭面膜,2019-09-04 22:43,
Y***羊,,"<div class=""comment-star star1""></div>",买了好几个东西，京东环保箱装的东西就没有任何挤压，买的面膜就连盒子都开了，不知道到底是不是正品，但是真的很失望,毛孔紧致黑炭面膜10片,2018-08-28 10:04,,,,
****m,,"<div class=""comment-star star1""></div>",两盒明显都是拆封过的，京东也不调查弄清楚？这对客户太不负责任了！很生气！,,,,【紧致细腻】毛孔紧致黑面膜,2020-01-31 11:29,
凉***g,,"<div class=""comment-star star1""></div>",居然是打开的？？？？？？醉了，这是用过的还是什么意思,,,2021-05-05 21:42,【收缩毛孔】毛孔紧致黑面膜,,
****g,,"<div class=""comment-star star1""></div>",差评，包装都拆过，还是破的,【收缩毛孔】毛孔紧致黑面膜,2022-01-11 09:48,,,,
w***g,,"<div class=""comment-star star1""></div>",双十一做活动买的，简直就是坑啊！之前一直听说网上卖假面膜，我还不相信，这次是真信了，这面膜也太假了吧，谁买谁上当受骗，真心差，,【紧致肌肤】毛孔紧致黑面膜,2020-11-26 13:41,,,,
1***1,,"<div class=""comment-star star1""></div>",送到外包装盒子都是破的，严重怀疑是不是换了东西，很少差评，但这次京东让我超级失望,毛孔紧致黑炭面膜10片,2017-11-14 09:43,,,,
w***O,,"<div class=""comment-star star1""></div>",收到打开纸箱就是这样这个包装可以说是非常不满意都不知道商品是不是正品差评送货速度京东没的说但是损坏太严重了,,,,毛孔紧致黑炭面膜,2019-07-26 19:19,
****w,,"<div class=""comment-star star1""></div>",这个产品包装好差！连一个防伪黏纸都没有！包装盒可随意打开！到了还有一盒是破的,,,2020-07-13 15:47,【紧致肌肤】毛孔紧致黑面膜,,
B***9,,"<div class=""comment-star star1""></div>",包装都破了里面面膜能从后面拿出来你们都遇到这个情况了吗第一次一星,,,,毛孔紧致黑炭面膜10片,,
安***吉,,"<div class=""comment-star star1""></div>",有图有真相，买了四盒，三盒成这样，直接拿个京东塑料袋装就了事，面膜都从盒子漏出来了。面膜还不知是真是假。京东什么时候变成这样了？？？失望，不会再回购。,毛孔紧致黑炭面膜10片,2018-02-27 14:00,,,,
Y***学,PLUS会员,"<div class=""comment-star star1""></div>",这个店家真的很**，包装很垃圾完全像是残次品，还说是快递运输弄的。上次一共买的两盒，那一盒和评论晒单图直接就审核不过。以后再也不会关注你这店，也不会买韩国的玩意了！,毛孔紧致黑炭面膜10片,2017-04-02 09:35,,,,
M***G,,"<div class=""comment-star star1""></div>",地摊货都不如，感觉是假货，垃圾场里捡回来的，拆开快递包装里面惨不忍睹。墙裂退款,,,2018-07-12 19:59,毛孔紧致黑炭面膜10片,,
拉***粑,,"<div class=""comment-star star1""></div>",还说进口货这也太假了吧，还不如国产*的面膜，哎，好评刷的太厉害了，谁买谁知道,,,2017-04-10 22:57,毛孔紧致黑炭面膜10片,,
****e,,"<div class=""comment-star star1""></div>",随机打开一张精华好稀，就像水一样，面膜拿掉还有很多。,,,,毛孔紧致黑炭面膜,2019-08-30 22:09,
别***j,,"<div class=""comment-star star1""></div>",包装都是破的，面膜盒子没塑封就算了，盒子也是又松又破，没想到京东自营也能这么差劲了,【紧致肌肤】毛孔紧致黑面膜,2020-07-04 20:22,,,,
****U,,"<div class=""comment-star star1""></div>",包装破损严重，严重怀疑是假货，还被封条还被拆过，有的还没封条，差劲差劲真差劲,,,,毛孔紧致黑炭面膜,2019-05-31 17:12,
t***雪,,"<div class=""comment-star star1""></div>",经常在京东买护肤品，但这次非常失望，到手时包装盒的封条已拆过，且包装盒非常残旧，或者是心理作用，觉得不是正品，真心希望京东能提高出库管理,毛孔紧致黑炭面膜10片,2018-07-31 23:33,,,,
Q***v,,"<div class=""comment-star star1""></div>",假货，肯定是假货，我一直用这个牌子，这次买的是假货，很一般，不值这个价钱。,毛孔紧致黑炭面膜10片,2016-08-28 09:08,,,,
蒙***3,,"<div class=""comment-star star1""></div>",明显被拆过的，不好用，京东自营店也这么假了，找找投诉商家去。,,,2018-08-27 19:04,毛孔紧致黑炭面膜10片,,
安***夏,,"<div class=""comment-star star1""></div>",这次买的面膜什么鬼啊？用完过敏？毁脸啊！！！还不能售后！！！,毛孔紧致黑炭面膜,,,,,2019-04-16 19:32
物***5,,"<div class=""comment-star star1""></div>",不得不说，美迪惠尔的面膜真的超级厚而且根本不补水，一次买了三十张，已经全部扔了,毛孔紧致黑炭面膜,,,,,2019-10-22 20:37
****L,,"<div class=""comment-star star1""></div>",差评，买的东西不对，从刚收货反馈死拖过7天了也没给个合适的解决办法。推来推去的，再也不想买第二次了,毛孔紧致黑炭面膜,,,,,2019-06-26 12:36
****念,,"<div class=""comment-star star1""></div>",买了4盒其中3个盒子居然是打开的，真不知道是什么意思，京东自营商品难道就是这种感觉，给人一种廉价感，非常失望,,,2020-07-07 10:39,【紧致肌肤】毛孔紧致黑面膜,,
L***M,,"<div class=""comment-star star1""></div>",京东现在让我很失望啊，先不说产品质量，这包装太过分了，简单一个袋子，打开一看，面膜盒子都开了！！！！！散着的！！！！太差劲了！！！！,,,2018-08-08 17:04,毛孔紧致黑炭面膜10片,,
宝***大,PLUS会员,"<div class=""comment-star star1""></div>",假货，顽强贴不住脸，面膜纸和韩国买的不一样，气死了,毛孔紧致黑炭面膜10片,2016-11-19 19:21,,,,
n***7,,"<div class=""comment-star star1""></div>",包装太差了，买了面膜，怎么是装袋子就包装了呢，每次都是纸盒包装，面膜盒全坏了。,,,2017-12-11 13:01,毛孔紧致黑炭面膜10片,,
1***p,,"<div class=""comment-star star1""></div>",用了一片，脸就开始过敏了，原来京东是不支持七天无理由退货的，算了吧以后不用京东了，正常来说我用了一片其它两盒可以退的吧,,,2018-03-31 22:43,毛孔紧致黑炭面膜10片,,
M***啊,,"<div class=""comment-star star1""></div>",这面膜是真的是垃圾越贴越黑还没用清水洗洗好使用感受：太差劲了一点都不值,【紧致细腻】毛孔紧致黑面膜,,,,,2020-05-21 11:32
****0,,"<div class=""comment-star star1""></div>",买了这么多次了，第一次差评，盒子破了，面膜都洒出来了，京东也真够穷的，一个纸盒都舍不得,,,2018-04-30 18:46,毛孔紧致黑炭面膜10片,,
****哈,,"<div class=""comment-star star1""></div>",不知道真假，用着一点也不水润，用几分钟就干了，不会再买了。,毛孔紧致黑炭面膜10片,2018-02-28 14:21,,,,
****6,,"<div class=""comment-star star1""></div>",假货，我用完第二天脸上起了一片红痘痘，一点没感觉好用,毛孔紧致黑炭面膜10片,2017-10-31 22:51,,,,
****n,PLUS会员,"<div class=""comment-star star1""></div>",效果不是太好，敷完脸红胀！不会是假的吧！包装都坏了！太操心了！,毛孔紧致黑炭面膜10片,2016-12-13 10:39,,,,
****e,,"<div class=""comment-star star1""></div>",感觉没有以前那么多精华了，这次的是假货给我发过来了吧，不一样了，挺失望的买了那么多,毛孔紧致黑炭面膜10片,2017-12-16 20:57,,,,
****m,PLUS会员,"<div class=""comment-star star1""></div>",产品质感：用了不行太难受了，使用感受：要过敏的，又会长痘痘,【紧致细腻】毛孔紧致黑面膜,,,,,2020-04-22 22:51
****9,,"<div class=""comment-star star1""></div>",无力吐槽包装，两盒面膜直接塑料袋装也就算了，面膜盒全是打开着的，简直了。。。嫌退货麻烦,,,,毛孔紧致黑炭面膜,2019-07-07 23:14,
****i,,"<div class=""comment-star star1""></div>",真的很不想给差评但是京东包装能不能上点心？？？？？？？？就在外面包个袋子就完事儿了？？？？不知道易损？？上点心ok?,,,2018-07-17 12:29,毛孔紧致黑炭面膜10片,,
晚***丿,,"<div class=""comment-star star1""></div>",我第一次买这款面膜。我不知道这条纹码是怎么回事，面膜包装盒上面的扫描显示未找到相关物品信息。然后扫贴在条纹码上的一个条纹码就扫的出来这个品牌。而且包装还连个二维码都没有的，我买的另一款有二维码而且条纹码不是贴的。真的很差劲。,,,,【紧致细腻】毛孔紧致黑面膜,2019-11-15 08:33,
****0,,"<div class=""comment-star star1""></div>",差评，京东物流越来越不行了。包装没有，保护没有，就是一个塑料口袋装着，看看都摔烂成什么样了。,,,2018-09-18 22:12,毛孔紧致黑炭面膜10片,,
s***z,,"<div class=""comment-star star1""></div>",看到快递包装整个人都不好了。就没见过比这更差的包装。感觉整个购买体验都很差了。拿到手就这样的，花那么多钱，也不是要多高级的包装，一个纸盒子都没有吗。真是……,,,,【紧致细腻】毛孔紧致黑面膜,2020-03-16 15:35,
w***6,,"<div class=""comment-star star1""></div>",很差的包装盒，很差的面膜，用了没效果，还起坨，好评都是刷出来的吧,毛孔紧致黑炭面膜10片,2017-08-24 08:26,,,,
涂***义,PLUS会员,"<div class=""comment-star star1""></div>",。一点水分也没。贴脸上干干的。袋子里一点水也没。买过最差的面膜。,毛孔紧致黑炭面膜10片,2017-07-07 05:27,,,,
****a,,"<div class=""comment-star star1""></div>",这都是什么东西啊，面膜竟然用塑料袋包装！！！！送过来全部都压坏了！！！这怎么送人啊！！！！找客服也不处理，只会一个推一个，千万不要买！！！！！包装垃圾，客服也垃圾,毛孔紧致黑炭面膜,,,,,2019-06-21 13:05
u***w,PLUS会员,"<div class=""comment-star star1""></div>",用了几次就不敢用了，之前还好一点，用了以后死黄死黄的???,毛孔紧致黑炭面膜,,,,,2019-04-10 20:32
M***莎,,"<div class=""comment-star star1""></div>",收到货就拿手机扫了一下、结果扫了几次都扫不出商品、查不到任何信息！联系客服之后，客服支支吾吾的说是正品、如果是正品为什么扫不出来！东西包装的也很差、一直都在京东上买东西、这次真的是最差的购物体验！,,,,【紧致细腻】毛孔紧致黑炭面膜,2019-10-26 11:47,
****z,,"<div class=""comment-star star1""></div>",这就是所谓的京东包装差劲就一个袋子*和**虽然假货多但是最起码包装还是可以的我的面膜不知道怎么都拆开了是后端拆开的肯定是人为的也有可能是人家不要的我数了一下数量还是不少的真不真是一说包装太垃圾京东是不是要倒闭了连个盒子都没有,,,2018-08-21 18:37,毛孔紧致黑炭面膜10片,,
Y***3,,"<div class=""comment-star star1""></div>",平时都是在屈臣氏买的，昨天特意用了，效果不一祥，这个感觉是假的，盒子都感觉特别廉价,【紧致细腻】毛孔紧致黑面膜,,,,,2020-04-20 12:36
1***d,PLUS会员,"<div class=""comment-star star1""></div>",破损，买来全是打开的，我买东西最好你包装应该是好的吧，包装不好，最起码你别是打开的啊，越来越差,,,2020-12-14 19:20,【清洁收缩毛孔】毛孔紧致黑面膜,,
裙***摆,PLUS会员,"<div class=""comment-star star1""></div>",包装全部损坏，紧致款还写了“套装勿拆”，不仅拆盒，封口还散着在，差评,,,2017-11-01 18:41,毛孔紧致黑炭面膜10片,,
1***7,PLUS会员,"<div class=""comment-star star1""></div>",快递?包装小箱子都压烂掉了，还有就是包装上面有贴小广告，合生元奶粉广告，差评，差评，差评。,,,,【紧致细腻】毛孔紧致黑面膜,2020-02-02 21:08,
****v,,"<div class=""comment-star star1""></div>",非常糟糕，其他平台看京东这款面膜只要60元，这边说128以为是几盒，结果拿到手10片，双倍多的价格,【清洁收缩毛孔】毛孔紧致黑面膜,2021-03-13 17:18,,,,
****c,,"<div class=""comment-star star1""></div>",必须给差评，这应该是别人退的吧，买了三盒没有一盒是完整的，盒子都是开的，有被打开的痕迹，盒子都被撕烂了????,,,,毛孔紧致黑炭面膜,2019-07-03 22:01,
诸***陈,,"<div class=""comment-star star1""></div>",这款面膜一点都不好用干巴巴的效果很差不好使,【紧致肌肤】毛孔紧致黑面膜,2020-11-07 10:38,,,,
u***a,,"<div class=""comment-star star1""></div>",使用感受：刚收到就是这种，面膜都是掉出来的，好的品质产品绝对不会包装那么low肯定是假货非常不满意,,,,【紧致细腻】毛孔紧致黑面膜,2020-03-14 15:19,
****w,,"<div class=""comment-star star1""></div>",收到后打开就是这个样子了，感觉像是垃圾堆里捡起来了一样，无语！,,,2016-08-26 23:04,毛孔紧致黑炭面膜10片,,
z***2,,"<div class=""comment-star star1""></div>",绝对差评，用完脸上就出红小块，还别干，绝对假货，坑货京东,毛孔紧致黑炭面膜10片,2016-12-01 11:18,,,,
m***6,,"<div class=""comment-star star1""></div>",一点都不好用，又贵，水份都没有，一点都不补水?,【紧致细腻】毛孔紧致黑面膜,,,,,2020-03-20 23:17
****n,,"<div class=""comment-star star1""></div>",这次买的面膜特别干。一点水分没有。跟我之前买的一点都不一样。而且太假了。大家小心购买。以免上当。质量太次。,【紧致肌肤】毛孔紧致面膜,,,,,2020-06-06 08:10
****u,PLUS会员,"<div class=""comment-star star1""></div>",没有效果，只会使你脸越来越粗糙，黑头越来越多。,【紧致肌肤】毛孔紧致黑面膜,2020-08-04 00:09,,,,
东***1,,"<div class=""comment-star star1""></div>",之前买过一次我给了五星这次的物流是快，隔天就到但是盒子都被挤压的变形了而且盒子底部也被打开了怕不是别人退货的卖给了我吗我也是醉了就事论事差评,毛孔紧致黑炭面膜10片,2018-08-07 20:42,,,,
l***5,,"<div class=""comment-star star1""></div>",差评，敷了之后脸干干的，还起皮。,【收缩毛孔】毛孔紧致黑面膜,2021-12-13 23:16,,,,
没***y,,"<div class=""comment-star star1""></div>",东西被打开，你自己意会一下，差评1万多条，被打开是换货了还是其他原因就不得而知了，,【紧致肌肤】毛孔紧致黑面膜,2020-08-21 18:47,,,,
Z***l,,"<div class=""comment-star star1""></div>",用了以后严重过敏，大家买的时候注意！！,,,2022-01-05 12:27,【收缩毛孔】毛孔紧致黑面膜,,
u***d,,"<div class=""comment-star star1""></div>",不太好，包装盒破损，降价活动太随便，你都不知道啥时候买最便宜，最便宜的时候能打五折，也就五十左右。我买的一百二十四。面膜纸偏厚。,毛孔紧致黑炭面膜,,,,,2018-11-29 00:05
****c,,"<div class=""comment-star star1""></div>",真的很无语快递刚拆开包装盒是的再看看外壳都是坏的里面的面膜也破损了找客服几天都没有回复,,,,【紧致细腻】毛孔紧致黑面膜,2020-03-15 10:30,
不***道,PLUS会员,"<div class=""comment-star star1""></div>",1、快递包装超级差，到货包装盒全部开口。2、面膜盒封口全开，感觉就是拼装面膜，假的一皮。,,,2020-11-02 22:07,【紧致肌肤】毛孔紧致黑面膜,,
u***u,PLUS会员,"<div class=""comment-star star1""></div>",京东快递现在也这么垃圾了吗？四盒面膜放不下非要挤到一个包装盒里，里面的面膜盒都挤破了，靠,,,2021-03-08 18:59,【清洁收缩毛孔】毛孔紧致黑面膜,,
不***k,PLUS会员,"<div class=""comment-star star1""></div>",不知道怎么评价了，包装？啥，这能叫有包装？而且不知道为什么把条形码给遮盖了，先给手上用吧，这东西毕竟直接接触皮肤。。。失望，以后不会在京东买这一类的东西吧。,,,2017-07-16 12:34,毛孔紧致黑炭面膜10片,,
****y,,"<div class=""comment-star star1""></div>",就这样给寄过来的吗？连个盒子都没有，你看这压成什么样了？本来心情还挺好，这下搞得。真不知道说什么好！京东的物流要再这样，感觉以后没必要从京东上买东西了！购物体验真差,,,,【紧致细腻】毛孔紧致黑炭面膜,2019-11-05 14:14,
u***i,,"<div class=""comment-star star1""></div>",面膜纸都裁剪歪了，而且精华特别少，跟平时用的不太一样，囤了好多都不敢用,【紧致细腻】毛孔紧致黑面膜,,,,,2019-12-03 21:11
s***m,,"<div class=""comment-star star1""></div>",假的，大家谨慎购买，买的一叶子都能扫到码，这个根本都扫不到，不要上当受骗了，盒子就跟被撕的一样，换货了还是坏的，差评！！！,,,,毛孔紧致黑炭面膜,2019-06-12 21:56,
大***灬,,"<div class=""comment-star star1""></div>",我都觉得是假的面膜精华特别少面膜质量也差,【收缩毛孔】毛孔紧致黑面膜,2021-11-16 20:03,,,,
u***f,,"<div class=""comment-star star1""></div>",谁买谁后悔用了就起痘爆痘后悔！！其他特色：起痘起痘起痘！！,毛孔紧致黑炭面膜,,,,,2019-10-17 16:25
****2,,"<div class=""comment-star star1""></div>",差评！差评，贴了一片又是粉刺又是闭口，还把我的毛孔给堵了，全是黑东西。,,,2021-03-19 13:27,【收缩毛孔】毛孔紧致黑面膜,,
****0,,"<div class=""comment-star star1""></div>",很差劲，昨晚用了，精华液很少，少的可怜，不怎么补水！,【紧致细腻】毛孔紧致黑面膜,,,,,2020-03-18 08:16
郑***女,,"<div class=""comment-star star1""></div>",喜滋滋的打开快递结果太让我失望了为什么它还是打开的还没有粘封住第一次买这一款结果太让我失望了,,,2020-11-10 22:23,【紧致肌肤】毛孔紧致黑面膜,,
****Y,PLUS会员,"<div class=""comment-star star1""></div>",很少网上买面膜，假的吧？贴过两张过敏了，一脸的红疙瘩，拿回来的时候盒子直接扔掉，也没办法退了,毛孔紧致黑炭面膜,,,,,2019-09-19 22:21
董***6,PLUS会员,"<div class=""comment-star star1""></div>",家门口的仓库竟然塑料袋打包，第一次遇到纸盒的用塑料袋打包。东西都被压成一堆啦叽了。自己用，小哥还挺热情，东西开口了，就用了。差评是给定了，就是给仓库打包的，别的仓库几块钱的刷子都能认真对待，这个仓库一堆东西用塑料袋打包太不负责。,,,2017-11-03 10:42,毛孔紧致黑炭面膜10片,,
****u,PLUS会员,"<div class=""comment-star star1""></div>",一个破塑料袋送到，快递员放到地上就走了。内包装全部被挤压变形破破烂烂的，体验感极差,,,,毛孔紧致黑炭面膜,2019-06-12 12:24,
w***7,PLUS会员,"<div class=""comment-star star1""></div>",不知道是快递包装原因还是怎么回事，买三盒，二盒全部开的。感觉像是手撕开的。撕开很平整。,,,,毛孔紧致黑炭面膜,2019-04-27 15:27,
L***6,,"<div class=""comment-star star1""></div>",收到商品的时候有严重的拆开迹象，周围也破损了，完全不敢相信是京东自营产品，更不敢相信是正品，太不严谨了。这样的产品也发货，真是服了！,,,,【紧致细腻】毛孔紧致黑面膜,2020-01-16 10:26,
l***3,PLUS会员,"<div class=""comment-star star1""></div>",这样的包装我也不晓得是真是假了，而且封口也已经被撕裂开了，以前也遇到不好的包装，但是这次确实让人有点无语，搞活动买的也不能这样对待撒，希望下次发货的时候能好好检查货品,毛孔紧致黑炭面膜10片,2017-11-04 00:01,,,,
w***4,,"<div class=""comment-star star1""></div>",建议大家真的不要图活动便宜就买了，包装全是拆过的，看着就很破，真假就不说了，不明白为什么这么多差评说包装拆过了还不改善，说明他们操作过程中就是有必要拆掉包装的，至于为什么拆就不得而知了，总之收到这样的破的真的特别不爽，男生买东西不会看差评什么的，要是我自己买看到这些评价绝对不会再买，大家谨慎吧，第一次给京东差评，自营的也这样，失望?,毛孔紧致黑炭面膜10片,2018-05-15 19:08,,,,
****d,,"<div class=""comment-star star1""></div>",可能是我在网上买东西包装最简陋的一次吧，对象去拿的，回来的时候我都面膜就躺在塑料袋里！这是我花几百块钱买的面膜么？比我九块九包邮的纸包装还差，我怀疑我的纸也可以做面膜用了！这个面膜到了盒子都烂了谨慎购买！,毛孔紧致黑炭面膜,,,,,2019-08-06 22:59
****z,,"<div class=""comment-star star1""></div>",送过来盒子都是烂的，商品也有拆封痕迹，差评，不建议买，刚买的就还有一年就要过期，真是要差评。,【紧致肌肤】毛孔紧致黑面膜,2020-06-30 15:09,,,,
饮***r,,"<div class=""comment-star star1""></div>",买的时候看见是149元3件，因为和别的商品一起购买的，付钱没有注意看，今天才发现根本就不是买的149元3件，欺骗消费者,【紧致肌肤】毛孔紧致黑面膜,2020-10-09 09:51,,,,
D***T,,"<div class=""comment-star star1""></div>",网购以来第一次评价，真心极致差评！产品包装盒直接白条封口封住就算了！封口居然还烂了！今天用了一张，和之前买的真真不是一个级别的吖！百分之一万是假货！棉质都不一样！之前买的也是在京东买的，怎么差别就那么大呢？看来全世界都在卖假货的多啊！京东也走下坡路咯！,毛孔紧致黑炭面膜10片,2018-07-15 23:14,,,,
y***3,,"<div class=""comment-star star1""></div>",垃圾，无缘无故自动取消订单，买三件只完成送两件，京东快递不知道怎么搞的，差评,毛孔紧致黑炭面膜,,,,,2019-03-24 18:19
****7,,"<div class=""comment-star star1""></div>",原本在日本和代购买的这个牌子都没事，这次618活动期间在京东的买的这几盒，用没几片整个脸就过敏了！！！严重怀疑是假货！可惜错过了申请售后时间，没办法联系到客服退款。,毛孔紧致黑炭面膜10片,2018-07-02 21:41,,,,
v***j,,"<div class=""comment-star star1""></div>",太差了，颜色也很淡，里面的里子也是皱一堆，想退货又嫌麻烦，算了，就算几十块白费了,毛孔紧致黑炭面膜10片,2017-12-13 11:47,,,,
s***2,,"<div class=""comment-star star1""></div>",之前有用过这个面膜，但这次在这里买的绝对是假的，真的想退货。压根就是水，什么精华都没有。,毛孔紧致黑炭面膜,,,,,2019-09-08 21:07
****2,,"<div class=""comment-star star1""></div>",本来超信任京东，这个面膜跟水一样清，里面水也不多，少的可怜，箱子也是烂的,【紧致细腻】毛孔紧致黑面膜,,,,,2020-03-19 00:05
半***哩,PLUS会员,"<div class=""comment-star star1""></div>",用了三片，两片都是破的。之前是在全球购买的，这个很明显比上次买的薄，还破，效果也一般，不会回购,毛孔紧致黑炭面膜,,,,,2019-08-31 22:48
y***7,,"<div class=""comment-star star1""></div>",发货到是很快，昨天半夜定了，今天下午就到货了，结果拆开包装失望，面膜包装居然在底部是撕开的，明显是可以调包的架势，拆开把液体在手背上测试果真泛红起疙瘩，京东有些伤心了，还不如我在其他app上买的放心,毛孔紧致黑炭面膜10片,2017-11-03 19:47,,,,
冰***冰,,"<div class=""comment-star star1""></div>",垃圾，打开以后包装都被人拆开了！申请售后太麻烦，以后不会再来光顾了,【紧致肌肤】毛孔紧致黑面膜,2020-08-18 15:20,,,,
