用户名,会员,星级,评论,类型1,评论时间1,评论时间2,类型2,评论时间3,评论时间4
b***i,PLUS会员,"<div class=""comment-star star1""></div>",东西不错！但是第二天就便宜了20元买了不划算了！,【光滑弹嫩】胶原蛋白面膜,2021/9/4 10:09,,,,
s***丝,PLUS会员,"<div class=""comment-star star1""></div>",刚拿到手拆开发现有拆过的痕迹?影响心情不想用了以后不在网上买了,,,2017/11/13 15:22,胶原蛋白面膜10片,,
j***7,,"<div class=""comment-star star1""></div>",不知道是不是正品头一次见到这种包装，封口的透明圆形胶带压根没有封住包装口,,,2021/3/9 22:15,【盈润光滑弹嫩】胶原蛋白面膜,,
****E,,"<div class=""comment-star star1""></div>",第一次用这个胶原蛋白粉隔天就长了几个痘痘...补水效果：没效果,【弹力紧致】胶原蛋白面膜,,,,,2020/1/11 12:43
****l,,"<div class=""comment-star star1""></div>",还是说什么，打开包装都是烂的，外壳比图片更旧。。。。。造假也要像样点吧,,,2018/4/3 22:39,胶原蛋白面膜10片,,
****r,,"<div class=""comment-star star1""></div>",应该不会是真的，因为价格比在韩国当地买的要便宜很多很多，人家说只有买错的没有卖错的，以后不会再相信京东了！,胶原蛋白面膜10片,2016/7/20 15:23,,,,
欢***l,PLUS会员,"<div class=""comment-star star1""></div>",。。。写着套装勿拆，结果收到就是被拆开的，！如果是货物挤压造成的，难道你们就不能把封口弄牢固些？卖这种拆开的给消费者，谁知道是怎么造成的？,,,2017/12/10 11:45,胶原蛋白面膜10片,,
长***念,,"<div class=""comment-star star1""></div>",相信我说句实话用了以后脸越来越干并且当时用完脸直接特别红了,胶原蛋白面膜10片,2018/9/20 0:39,,,,
****m,,"<div class=""comment-star star1""></div>",用了一次，脸过敏，没敢在用。,【光滑弹嫩】胶原蛋白面膜,2021/11/29 1:06,,,,
****u,PLUS会员,"<div class=""comment-star star1""></div>",黄盒的有密封贴，白盒的没有密封贴，一拿出来全散掉了，都不知道是不是正品！,,,,胶原蛋白面膜,2019/8/29 16:16,
妞***8,,"<div class=""comment-star star1""></div>",感觉买到了假货，以前的精华很多，这次买的很干，贴在脸上就干了,【莹润肌肤】胶原蛋白面膜,,,,,2020/5/11 17:13
****a,,"<div class=""comment-star star1""></div>",晚上用完后，第二天起来脸上冒红点，泛红，吓我跳，难看死了,胶原蛋白面膜,,,,,2018/11/10 9:36
u***3,,"<div class=""comment-star star1""></div>",物流是挺快的，但是不好用，面膜一打开贴上去越来越大，果然便宜没好货,【弹力紧致】胶原蛋白面膜,,,,,2019/11/24 22:15
u***i,,"<div class=""comment-star star1""></div>",用了几天，没有之前买的水多，而且面膜纸也没有之前买的好，应该啊是正品,胶原蛋白面膜,,,,,2019/3/17 18:53
****k,,"<div class=""comment-star star1""></div>",我的脸以前没过敏过，用了这个第二天脸就发痒长痘，都一个星期也没好，好恐怖！,胶原蛋白面膜10片,2018/1/24 22:41,,,,
-***-,,"<div class=""comment-star star1""></div>",质量变差了，面膜纸变厚了，精华液少了，光顾了几年的老顾客只能说声拜拜了,胶原蛋白面膜,,,,,2019/6/9 21:59
恋***_,,"<div class=""comment-star star1""></div>",没什么**，而且用完皮肤会比原来时暗沉。送货速度挺快，一颗星是给快递的。,,,,胶原蛋白面膜10片,,
****r,,"<div class=""comment-star star1""></div>",没效果，亲自实践，不管美白还是补水,【光滑弹嫩】胶原蛋白面膜,2021/9/18 21:01,,,,
z***1,PLUS会员,"<div class=""comment-star star1""></div>",包装上明明写着整套勿拆可拿到手一看已经是拆开的了，不知道是什么情况，是不是被调包了,,,2017/11/5 18:43,胶原蛋白面膜10片,,
****I,,"<div class=""comment-star star1""></div>",包装盒是烂的，开封的贴纸没有了，一开张直接全部倒出来，第一次在京东买到这样的。,,,2020/8/27 19:04,【提亮紧致】胶原蛋白面膜,,
****w,,"<div class=""comment-star star1""></div>",这次收到的面膜和之前使用的包装不一样，而且精华含量也不一样，精华少，感觉是假货,,,,胶原蛋白面膜,2019/3/16 22:34,
青***浩,,"<div class=""comment-star star1""></div>",不好用的，没有乳液一样，干巴巴的！,,,2022/4/3 16:19,【光滑弹嫩】胶原蛋白面膜,,
左***飞,,"<div class=""comment-star star1""></div>",面膜怎么每片拿出来总有一块地方是干的？不知道这算正常吗，但是不愉快，懒得拍图,【弹力紧致】胶原蛋白面膜,,,,,2019/12/8 10:10
****c,,"<div class=""comment-star star1""></div>",一般般，没什么性价比。精华液很少。,【光滑弹嫩】胶原蛋白面膜,2021/8/31 22:03,,,,
****a,,"<div class=""comment-star star1""></div>",没见过这么不走心的，包装用袋子不说，面膜明显已经被开过了,,,2017/11/14 14:29,胶原蛋白面膜10片,,
****3,,"<div class=""comment-star star1""></div>",里面面膜完全就没什么精华面膜都贴不上去,【光滑弹嫩】胶原蛋白面膜,2021/12/21 19:51,,,,
1***p,PLUS会员,"<div class=""comment-star star1""></div>",还没有用，不知道效果怎么样？但是外包装就让我不抱太大希望了，外面都漏了，以后包装能不能好点，不过快递倒是挺快的，这颗心是给快递的,胶原蛋白面膜10片,2017/9/24 21:40,,,,
****5,,"<div class=""comment-star star1""></div>",感觉像**货，以前经常用这个牌子的，和在屈臣氏买的不一样。用完后脸发红又痒！**货，不再相信京东了,胶原蛋白面膜10片,2017/6/21 22:32,,,,
****c,,"<div class=""comment-star star1""></div>",使用感受：别买、双十一活动感觉挺便宜了囤了好几盒最近天气比较干就用了一片过敏了，敏感肌肤千万不能用会过敏,【提亮紧致】胶原蛋白面膜,2020/12/5 14:06,,,,
我***喔,,"<div class=""comment-star star1""></div>",使用感受：这款面膜精华太少，不联系购买，比超市的差远了，物流快递都挺快的,【弹力紧致】胶原蛋白面膜,,,,,2020/1/18 19:55
珀***啦,PLUS会员,"<div class=""comment-star star1""></div>",跟以前买的不一样，那个布硬一些，不服帖，硬，里面的精华不粘稠,【盈润光滑弹嫩】胶原蛋白面膜,2020/12/12 13:06,,,,
大***8,PLUS会员,"<div class=""comment-star star1""></div>",服务越来越差…,胶原蛋白面膜,,,,,2018/11/21 15:10
****r,PLUS会员,"<div class=""comment-star star1""></div>",总共十个，用的第二个打开发现有一根长头发，我醉了，不过打开了就说不清了没有意义,胶原蛋白面膜10片,2017/11/16 10:02,,,,
****3,,"<div class=""comment-star star1""></div>",刚收到就降价，盒子很薄，和天猫旗舰店的感觉有差异。主要是刚收到活动又变了，还不给补差价……,【提亮紧致】胶原蛋白面膜,2020/8/23 18:41,,,,
****0,,"<div class=""comment-star star1""></div>",面膜真的不怎么样，不知道好评如何来的，基本没有什么水,胶原蛋白面膜10片,2018/3/29 22:57,,,,
宋***1,,"<div class=""comment-star star1""></div>",两个眼睛的窟窿眼不一样大，拆啦没办法，千万不要买,【盈润光滑弹嫩】胶原蛋白面膜,2021/1/5 22:19,,,,
****d,,"<div class=""comment-star star1""></div>",和实体店里边一样，然后贴在脸上，贴不住,【光滑弹嫩】胶原蛋白面膜,2021/11/21 23:23,,,,
J***宪,PLUS会员,"<div class=""comment-star star1""></div>",第一次用买了五盒不知道效果如何价格倒是不便宜包装也压坏了有发票！,,,2016/11/22 15:59,胶原蛋白面膜10片,,
****v,,"<div class=""comment-star star1""></div>",本想着活动便宜105两盒平常109一盒好吧一分价钱一分货效果差很大很大瞬间不相信京东了,胶原蛋白面膜10片,2017/8/21 21:41,,,,
****7,,"<div class=""comment-star star1""></div>",不好用啊官网差很多…天天用。从不爆皮到三处爆皮…洗洗睡吧。不敢用了,胶原蛋白面膜10片,,,,,
****x,,"<div class=""comment-star star1""></div>",以前还可以，现在越来越不好了，面膜原液太少，十分钟不到就干了,胶原蛋白面膜,,,,,2019/7/15 19:19
G***1,,"<div class=""comment-star star1""></div>",为什么和我用的其它可莱丝面膜不一样？干了以后闻起来有一点臭臭的木耳味??,胶原蛋白面膜10片,2017/12/6 19:33,,,,
w***7,,"<div class=""comment-star star1""></div>",不怎么样，有味道，应该是假货，跟以前代购味道都不一样，不能图便宜,胶原蛋白面膜10片,2017/10/10 9:48,,,,
小***h,,"<div class=""comment-star star1""></div>",这次和之前的不一样了用几盒了这次膜布也差还没效果就像没用这是怎么回事？？？？希望京东不要有假货,胶原蛋白面膜,,,,,2019/3/21 10:49
花***9,PLUS会员,"<div class=""comment-star star1""></div>",用了两张了，感觉都没什么水，干干的,【光滑弹嫩】胶原蛋白面膜,2021/6/22 23:43,,,,
滴***溜,,"<div class=""comment-star star1""></div>",换配方了说是升级但是没有以前的好一股甘油味道肤感也不一样了。,【盈润光滑弹嫩】胶原蛋白面膜,2020/12/26 13:59,,,,
****H,,"<div class=""comment-star star1""></div>",面膜没有想象的那么好，一点水份都没有。还不如我平时买的几块钱的面膜好，在也不买这款面膜了,【弹力紧致】胶原蛋白面膜,,,,,2020/3/10 10:38
兰***5,,"<div class=""comment-star star1""></div>",冲着这个销量来的，跟了风，但效果真的不咋样，还比不上一些一般的品牌,【提亮紧致】胶原蛋白面膜,2020/11/5 10:19,,,,
是***啊,PLUS会员,"<div class=""comment-star star1""></div>",面膜叠的乱七八糟的都没办法往脸上贴,【光滑弹嫩】胶原蛋白面膜,2022/3/19 19:39,,,,
a***9,,"<div class=""comment-star star1""></div>",还没来用，用了另外一款，和朋友在香港买的是不一样的，包装字体，用后感觉，面膜纸，都不一样,胶原蛋白面膜10片,2016/8/25 0:05,,,,
钱***生,,"<div class=""comment-star star1""></div>",确定这是用钱买的？我怎么感觉跟大街上捡来的一样么，这包装还进口呐？,,,2016/6/29 11:16,胶原蛋白紧致面膜25ml*10,,
g***d,,"<div class=""comment-star star1""></div>",精华液好少，贴上去干巴巴的，下次不买了,【光滑弹嫩】胶原蛋白面膜,2021/8/22 11:09,,,,
北***貝,,"<div class=""comment-star star1""></div>",这包装也是，就是塑料袋子，外包装完全变形。我买一袋辣椒，人家还用纸盒包装！！！辣椒才*！面膜两袋两百了。,,,2017/9/21 8:46,胶原蛋白面膜10片,,
幸***人,PLUS会员,"<div class=""comment-star star1""></div>",包装是这样的，套装勿拆是这样的，开口我就不说了，另外怎么还粘着胶带呢，不明白。,,,2017/12/13 16:47,胶原蛋白面膜10片,,
南***西,PLUS会员,"<div class=""comment-star star1""></div>",很一般呀，用完没什么变化，还不如美即适合我。不知道为什么那么多人说好用。,【弹力紧致】胶原蛋白面膜,,,,,2019/11/17 10:47
o***e,,"<div class=""comment-star star1""></div>",应该不是正品，原本皮肤还好的，用完这个面膜，额头脱皮脱的一塌糊涂，吓死人了,胶原蛋白面膜10片,2018/3/11 21:24,,,,
龙***8,PLUS会员,"<div class=""comment-star star1""></div>",包装一开就是坏的？？？,,,2021/7/3 10:30,【光滑弹嫩】胶原蛋白面膜,,
z***0,,"<div class=""comment-star star1""></div>",撕开面膜有好几块地方都是干的，敷这么多年面膜头一次碰到这种情况。。感觉面膜纸在吸我脸上的水。。我还一口气买了六盒。。,胶原蛋白面膜,,,,,2019/5/13 23:15
****x,,"<div class=""comment-star star1""></div>",包装不精美，就是一个袋子套着，上面写着套装勿拆，但是已经被拆开了，有调包和假货的感觉。退来退去也觉得麻烦，不靠谱。,,,2017/12/22 17:18,胶原蛋白面膜10片,,
****3,,"<div class=""comment-star star1""></div>",到货都这样了辣鸡阿,,,2021/11/14 23:10,【光滑弹嫩】胶原蛋白面膜,,
_***-,,"<div class=""comment-star star1""></div>",这个包装给大家感受一下，新世界的大门，挺无语的反正,,,2021/9/10 23:14,【光滑弹嫩】胶原蛋白面膜,,
啦***0,,"<div class=""comment-star star1""></div>",不知道什么原因，一敷这个面膜，脸上狂冒痘痘，原本一点痘痘都没有的脸,胶原蛋白面膜10片,2017/9/28 8:24,,,,
雅***4,,"<div class=""comment-star star1""></div>",一直用这个牌子，也经常在京东买，这次发现有一盒是假货，面膜质感不同香味也不用，面膜也没那么贴合脸部。,胶原蛋白面膜,,,,,2018/10/31 16:20
y***辉,,"<div class=""comment-star star1""></div>",这次买的跟之前完全不一样，面膜没有之前那么贴合，大小也不一样，也没有之前的水润,胶原蛋白面膜,,,,,2019/6/9 21:35
u***i,,"<div class=""comment-star star1""></div>",没以前的好用精华少了还有面膜变厚了不知道是还厂家了怎么的有点怕买到假货了,,,2018/8/15 23:47,胶原蛋白面膜10片,,
y***n,PLUS会员,"<div class=""comment-star star1""></div>",虽然不是当前产品，但也是美迪惠尔一家的面膜。之前买的美迪惠尔(Mediheal)茶树面膜10片，今天第一次打开，第一片就是空的，只有面膜液却不见面膜！面膜去哪了？,,,,胶原蛋白面膜,2019/9/5 9:55,
****f,PLUS会员,"<div class=""comment-star star1""></div>",面膜贴超大，尤其眼睛那块，一直用这个牌子，比之前买的精华液少了很多，不知道是不是正品，,【弹力紧致】胶原蛋白面膜,,,,,2019/12/9 8:29
t***7,,"<div class=""comment-star star1""></div>",精华液不多，贴在脸上一会儿就干了，那么多好评难道是刷出来的?,【莹润肌肤】胶原蛋白面膜,,,,,2020/5/22 19:13
z***2,,"<div class=""comment-star star1""></div>",很失望，收到的货写着“套装勿拆”，但是两盒面膜全都拆开了。面膜盒底部粘胶地方是开的，怀疑面膜被换过。快递盒子完好，但是里面的面膜盒子是坏的，说明寄出的时候明知盒子坏的还是寄出了，使用了一片，没发现什么效果,,,,,,
****r,,"<div class=""comment-star star1""></div>",为啥和我以前买的不一样，这次精华好少，面膜纸也很硬，上面还印了字母，以前买的没有印字母,胶原蛋白面膜,,,,,2019/7/28 21:57
m***V,,"<div class=""comment-star star1""></div>",我不知道有没有人跟我一样的疑惑，第一次买的时候还可以扫描出来、第二次买压根儿没反应，扫描直接就显示没有此产品，用完之后也没有以前的效果！买了好几盒，心里都别扭是不是假的,胶原蛋白面膜10片,2017/8/25 8:19,,,,
u***1,,"<div class=""comment-star star1""></div>",黄色的用完以后居然过敏，我的皮肤从来不过敏的，这是我二十多年来用了以后唯一会过敏的护肤品,,,2017/7/5 18:19,胶原蛋白面膜10片,,
古***哒,PLUS会员,"<div class=""comment-star star1""></div>",买了几百块钱后才发现，和实体店买的包装是一样，@却大不一样，买的不是进口正品货，而且国产代理加工的，早知道就不买了，而且包装不好，就拿个快递袋装着，都把盒子压扁了……,胶原蛋白面膜,,,,,2018/10/31 13:30
****h,,"<div class=""comment-star star1""></div>",买来好几天了今天刚用里边精华非常少面膜纸都干了不知道剩下的几贴怎么样下次再用再追评吧,胶原蛋白面膜,,,,,2019/4/30 22:31
u***r,,"<div class=""comment-star star1""></div>",这盒面膜尽然没有贴密封贴，之前买的还有，并且一起买的另一个也有密封贴，这个没有严重怀疑是凑数的,胶原蛋白面膜,,,,,2019/7/2 20:51
****e,,"<div class=""comment-star star1""></div>",个人觉得面膜不咋地敷过感觉像中毒了一样,【光滑弹嫩】胶原蛋白面膜,2022/1/29 15:19,,,,
l***5,,"<div class=""comment-star star1""></div>",不好用，一点都不补水，用完之后还是干干的,【光滑弹嫩】胶原蛋白面膜,2021/12/9 22:18,,,,
角***站,PLUS会员,"<div class=""comment-star star1""></div>",这款超市没有，没有对比但是背后的条码也是被贴掉了，新的码查不出来，显示错误码，不知道这款是真是假了,,,,胶原蛋白面膜,2018/10/13 11:15,
满***儿,PLUS会员,"<div class=""comment-star star1""></div>",4盒面膜，虽然是活动时买的，但是不能因为活动价买的就发这种被拆过包装的货品吧？,,,,,,
u***3,,"<div class=""comment-star star1""></div>",不建议买，跟之前朋友跟我在香港带的不一样，好差，面膜是那种粗粗的，里面的精华也不是很多,胶原蛋白面膜,,,,,2018/10/17 23:27
****e,,"<div class=""comment-star star1""></div>",这款不建议大家买，面膜纸皱乱不堪，敷脸上时间一到都能敷出印子，或许不是热门款，一点也不重视,【弹力紧致】胶原蛋白面膜,,,,,2019/12/28 23:16
u***u,,"<div class=""comment-star star1""></div>",我只能说，我和之前从韩国买的不一样，刚用完，不然我会发图让大家对比一下了,【光滑弹嫩】胶原蛋白面膜,2022/3/26 22:01,,,,
叶***-,PLUS会员,"<div class=""comment-star star1""></div>",没精华，干干的，假的吧跟之前我用的不一样,【光滑弹嫩】胶原蛋白面膜,2021/11/20 22:54,,,,
七***气,PLUS会员[试用],"<div class=""comment-star star1""></div>",不是正品，和屈臣氏和韩国带回来的包装不一样，里面东西也不对。屈臣氏的用了脸上皮肤光滑不起痘，这个用了脸上长痘。,胶原蛋白面膜10片,2017/5/22 22:13,,,,
a***r,PLUS会员,"<div class=""comment-star star1""></div>",全是拆开?！！！！！,,,2016/5/27 17:44,胶原蛋白紧致面膜25ml*10,,
****v,,"<div class=""comment-star star1""></div>",京东的东西难道也开始不靠谱了？？以前很相信京东的，但是今天收到东西打开后发现，明明写着套装勿拆，为什么是打开的？？蓝色的还好，无破损,,,2018/3/2 19:46,胶原蛋白面膜10片,,
j***n,,"<div class=""comment-star star1""></div>",买了三盒，京东纸盒完好无损，茶树面膜盒包装破损且压根没有胶条封口，这盒封口胶条翘起没粘住，看着一言难尽我只好手动粘了一下……品牌炒起来了，但包装如此不走心商品本身怕是也不会用心到哪里去。,,,,【莹润肌肤】胶原蛋白面膜,2020/5/18 23:28,
x***1,PLUS会员,"<div class=""comment-star star1""></div>",618活动力度是挺大，但和平日购买的使用的感觉不一样，这个没什么效果，含液量太少，而且不光滑,胶原蛋白面膜,,,,,2019/7/8 12:40
u***x,,"<div class=""comment-star star1""></div>",跟以前不一样，精华好少，看到做活动一次性买了6盒，然后敷10分钟就干了，撕开里面的面膜有的地方还是干的！！！,【弹力紧致】胶原蛋白面膜,,,,,2020/4/17 21:20
嘟***a,PLUS会员,"<div class=""comment-star star1""></div>",买了几天每盒就降了十块钱，联系客服无应答，另外，贴了脸上起痘痘，也有可能个人肤质的问题，但是不排除别的原因，收到东西的时候盒子是扁的,胶原蛋白面膜10片,2018/1/16 12:52,,,,
u***p,,"<div class=""comment-star star1""></div>",这次真的感觉是假的，用着没有之前的保湿，这里的液体就和水似的不粘稠，而且上几天腾讯爆出几款批次有问题的面膜就有美迪惠尔。真是醉了,胶原蛋白面膜10片,2018/6/16 19:30,,,,
****a,,"<div class=""comment-star star1""></div>",我媳妇一直用这个牌子的，一直都挺好，我京东买寄给她，用了几天，脸上起红痘痘，过敏了，她一直在实体店买的，呵呵网上假的不是一般的多，喝，她平时买的不一样，劝大家不要图方便，到时后悔莫及,胶原蛋白面膜,,,,,2019/4/21 13:59
****2,,"<div class=""comment-star star1""></div>",不好用，贴在脸上不顺滑，没有别的牌子好，不知道好评怎么来的，像是假的。,【盈润光滑弹嫩】胶原蛋白面膜,2021/2/27 22:37,,,,
昊***雯,,"<div class=""comment-star star1""></div>",乳液太少…,【盈润光滑弹嫩】胶原蛋白面膜,2021/1/14 17:35,,,,
伊***尘,,"<div class=""comment-star star1""></div>",快递连个盒子都没有就算了，包装连个塑料薄膜都没有？能穷到这个地步？,,,2021/7/9 18:11,【光滑弹嫩】胶原蛋白面膜,,
****f,,"<div class=""comment-star star1""></div>",很喜欢用这款面膜，多次购买，但每次这个黄色的面膜的包装盒都是开口的，而且还会有些被挤压变形等状况，蓝色的那款就不会且还是封口的，因为喜欢所以一直买，总是认为不封口只是偶尔的状况，其实不是，每次如此，所以现在不太敢买了。,【提亮紧致】胶原蛋白面膜,2020/12/8 13:13,,,,
秀***秀,,"<div class=""comment-star star1""></div>",面膜不知道放了多久，里面都干了，没有多少精华液，连着开了三袋都是一样，为什么不发新品，发的都是老库存,【提亮紧致】胶原蛋白面膜,2020/11/13 13:01,,,,
S***8,,"<div class=""comment-star star1""></div>",好久没来买了，之前觉得挺好用的，刚刚发现面膜纸变粗糙了很多，精华也变得稀薄，好吧，感觉面膜可能是假货，以后应该不会回购了,胶原蛋白面膜,,,,,2019/5/22 22:51
J***0,PLUS会员,"<div class=""comment-star star1""></div>",头一次用到两片一起的面膜这是正品会出现的情况吗？关键是两片分开来一看完全没有什么水分请问能敷吗搞不好把我脸上的水吸干了,胶原蛋白面膜10片,2017/7/6 10:56,,,,
****之,,"<div class=""comment-star star1""></div>",打开的时候面膜纸有的地方还是干的，袋子里的精华液都挤出来也不足以让整片面膜水润，干巴巴的敷上了，都怕倒吸,胶原蛋白面膜,,,,,2019/6/17 23:07
****H,,"<div class=""comment-star star1""></div>",问题有两个。一，刚从快递站拿出来的，其他的包装都完好无损，但是贵店的包装让我实在不敢恭维。二，请问这个正品验证怎么用？,,,2022/3/9 17:28,【光滑弹嫩】胶原蛋白面膜,,
j***x,,"<div class=""comment-star star1""></div>",我很认真的说，这次买到的百分之百是假的，之前我买过好多次，面膜的感觉是粘粘的，很舒服，这次买的面膜颜色也不一样，就是一泡水,胶原蛋白面膜,,,,,2019/9/15 9:04
u***j,,"<div class=""comment-star star1""></div>",我觉得不是正品。我以前一直让朋友从韩国买的。面膜纸比这个薄也比这个大。这个面膜纸居然遮不完脸。然后按摩的时候面膜纸居然起棉球。京东物流是厉害的。我想是京东自营所以应该没问题。搞活动买的。所有都拆开了。也不退了。但是真的不是正品,胶原蛋白面膜10片,2018/4/17 18:04,,,,
****c,,"<div class=""comment-star star1""></div>",产品质感：水份少，偏干使用感受：无滋润感适合肤质：无补水效果：不好贴合效果：就像一张纸其他特色：无,【提亮紧致】胶原蛋白面膜,2020/10/24 23:22,,,,
夜***仔,PLUS会员,"<div class=""comment-star star1""></div>",包装都坏了，有一个里面盒子都开了，里面的独立包装尽然没有塑料皮包裹。第一次在京东买东西内外包装都破了，要不是不贵，还以为假货调包了呢,【光滑弹嫩】胶原蛋白面膜,2021/11/16 20:53,,,,
赛***c,PLUS会员,"<div class=""comment-star star1""></div>",怎么说呢，感觉像是不良品，孔位裁剪不到位，偏差很大，以前买了那么多面膜都好着呢，唯独这个用着。。孔位不正的不良品咱就不要拿出来卖了好吗？,【光滑弹嫩】胶原蛋白面膜,2022/3/13 21:08,,,,
十***5,,"<div class=""comment-star star1""></div>",面膜没有水分和精华，都干了，不知道是不是时间长了。,【光滑弹嫩】胶原蛋白面膜,2021/8/1 15:11,,,,
T***下,,"<div class=""comment-star star1""></div>",今早用了一贴，感觉不想正品，面膜都盖不住脸，我的脸属于瘦小型，并找人验了，不是正品，而且到货打开后发现包装盒已经拆封了。,,,2018/1/7 19:32,胶原蛋白面膜10片,,
妍***J,PLUS会员,"<div class=""comment-star star1""></div>",昨天下单的，今天收到了，这是第一次购买，拆开后发现盒子上原有的条码被新条码覆盖，不明白商家为何如此操作，明明有条码为什么要重新贴一个条码上去遮住原有的？？？让我有所顾虑，，毕竟是贴在脸上的东西，担心是假货，对皮肤造成伤害。,,,,胶原蛋白面膜,2019/3/6 14:40,
a***7,,"<div class=""comment-star star1""></div>",感觉一般般吧，买了两种不同的，但是打开闻起来的味道是一样的，是不是假货不知道，但是用起来效果不太好，一般般,胶原蛋白面膜10片,2016/9/6 14:46,,,,
秋***0,PLUS会员,"<div class=""comment-star star1""></div>",用过后有点痒，不是正品。首先，面膜的大小和我在韩国买的不一样，其次，味道也有点不一样，最后用过后，脸不太舒服。我的脸是不过敏肤质的,胶原蛋白面膜10片,2017/7/27 9:43,,,,
x***a,,"<div class=""comment-star star1""></div>",产品质感：面膜很干，一点水分都没有，贴在脸上几分钟，真的就几分钟，就干了！现在扔掉了，我只是分享我的使用效果，真的很不满意！使用感受：其实这个牌子我之前用过，效果还挺好，不知道这次买的为什么是这样，我看评论挺好的，还是就我买的踩雷了，,【弹力紧致】胶原蛋白面膜,,,,,2020/4/5 20:22
最***桥,,"<div class=""comment-star star1""></div>",一收到货发现包装都是坏的是不是假货呀？而且面膜打开之后，鼻子这里是干的。产品有问题。不要买。,,,2021/6/25 20:21,【光滑弹嫩】胶原蛋白面膜,,
****d,,"<div class=""comment-star star1""></div>",用了一片效果不错，用完脸滑滑的，之所以给两星因为他是韩国产的，为什么咱们国家就不能生产这么好用的呢，xx期间还买韩国面膜，真心自责中，这次是凑单买的，下次不买了。谁知道好用的面膜推荐下。靠还有敏感话语啊，改一星了,,,2017/6/4 10:09,胶原蛋白面膜10片,,
c***3,PLUS会员,"<div class=""comment-star star1""></div>",不知道是真是假，买了黑色和黄色包装款，但是产品的外包装日期的生产格式差别比较大，一个分2行字排版，一个是一行字排版完。问店铺为什么格式不一样，店家说，人还长不一样。。。感觉没get到点上。一直在说人长不一样，还有美丑区别。回答不令人信服。商品是同一类型的，虽然款式不一样，生产日期排版也那么随意吗？给的解释不满意。懒得扯皮退货之类了。不过如果有懂的买家也可以帮忙回答^_^,,,2017/12/24 13:23,胶原蛋白面膜10片,,
u***q,,"<div class=""comment-star star1""></div>",第一，面膜纸硬，不贴肤第二，精华少第三，由于以上两点导致面膜贴脸上还有很多空气泡泡冒起的看着销量买的，结果大失所望，价位确实便宜，不过用自己脸上，哎。。。。。。感觉对不起自己皮肤了,,,2020/12/9 21:51,【盈润光滑弹嫩】胶原蛋白面膜,,
银***韵,,"<div class=""comment-star star1""></div>",用了多年的面膜，第一次用到会掉毛的，买了两盒，另外一盒已试用，掉毛！包装随意我个人到不是很在意，就希望东西好就行，可掉毛出来好像没有买伴们说起，敷好后没法按摩，越按越搓出一些渣，觉得不舒服！虽说客户已经给了解释但心里还是疑惑，毕竟卖到十多块一片的面膜，应该不会有这些让人不舒服的感觉！,,,,胶原蛋白面膜,2018/11/15 11:01,
美***妈,,"<div class=""comment-star star1""></div>",要买的慎买；完全不贴合；客户还告诉我是是面膜不是眼膜眼睛周围完全敷不到；额头只能敷到三分之二不到；本人脸不是大脸；用了这么多面膜从来没有这种情况；因为我收到货就把盒子扔了；要不然会果断退货；,【光滑弹嫩】胶原蛋白面膜,2021/9/4 22:25,,,,
杨***n,,"<div class=""comment-star star1""></div>",补胶原蛋白的面膜整张面膜拿出来就好像要干巴了一样到脸上就别提敷到脸上的感觉了！这是京东旗舰店上买的！补水效果：几乎为零使用感受：面膜贴到脸上我不知道会不会掉下来,【盈润光滑弹嫩】胶原蛋白面膜,2020/12/18 10:06,,,,
蓝***4,,"<div class=""comment-star star1""></div>",促销的时候买的，跟朋友带的包装不一样，使用感也差，细看能看出来。怎么京东自营店也卖这种啊,,,2017/5/31 11:36,胶原蛋白面膜10片,,
水***6,,"<div class=""comment-star star1""></div>",京东有活动，看着销量也不错，四款就各买了十贴，收到货就用了一贴，太难用了。这款黄色的面膜偏干，精华非常少，用后脸上没有水润的感觉。不知道其他款怎么样。建议别买这款黄色的。京东速度还是不错的，次日达，很满意！,,,2021/3/7 11:11,【盈润光滑弹嫩】胶原蛋白面膜,,
x***3,,"<div class=""comment-star star1""></div>",黄色没有蓝色的水多，其实我之前买了40片，现在已经用的差不多了，效果呢，不瞒大家，没啥效果，皮肤还是干。为啥还买呢，因为我确实不知道其他还啥牌子能好用！觉得用了总比不用强，100元2盒，等发现更好的面膜了，果断就会放弃了补水效果：没感觉产品质感：薄，不好敷贴合效果：一般使用感受：没效果,【弹力紧致】胶原蛋白面膜,,,,,2020/2/6 12:51
未***3,,"<div class=""comment-star star1""></div>",价格便宜，但是不好用，一点点大，精华太少，面膜比较干，贴上去几分钟就像一张白纸贴在脸上一样干的硬邦邦的，哎，这样能补进去水吗，吸脸上的水还差不多啊,【光滑弹嫩】胶原蛋白面膜,2021/3/30 11:35,,,,
****q,,"<div class=""comment-star star1""></div>",精华液太少了，贴上没一会就干巴巴的，面膜也是厚的，贴着不舒服，没有滋润的感觉,【光滑弹嫩】胶原蛋白面膜,2021/7/1 20:19,,,,
****A,,"<div class=""comment-star star1""></div>",敷了这款面膜晚上睡觉马上起“蚊子包”………配方不是激素超标就是化学物品反应厉害导致.这款品牌我在台湾，香港，澳门都买过，从来没出现这种情况.,【弹力嫩滑】胶原蛋白面膜,2022/4/15 12:44,,,,
