用户名,会员,星级,评论,采集时间,类型1,类型2,评论时间1,评论时间2,评论时间3
玲***3,,"<div class=""comment-star star2""></div>",不?知?道?为?什?么?我?和?我?朋?友?买?的?一?样?的?面?膜?，用?法?也?一?样?，可?我?敷?完?拍?干?吸?收?之?后?脸?上?总?是?油?腻?腻?的?，不?喜?欢?,56:34.8,毛孔紧致黑炭面膜10片,,2016/12/4 21:58,,
****z,PLUS会员,"<div class=""comment-star star3""></div>",感觉没有补水的那个好，敷完脸有一点点红，不知道是不是过敏了,56:34.9,【紧致肌肤】毛孔紧致黑面膜,,2020/7/5 16:11,,
T***h,PLUS会员,"<div class=""comment-star star3""></div>",其他特色：包装太差劲，影响心情，刚开还没用，但这个包装开口感觉估计不会太好，虽然期待效果，但包装成这样实在影响对产品的映像，口都摔开了，有点担心,56:35.0,【紧致细腻】毛孔紧致黑面膜,,,,2020/5/22 20:48
****e,,"<div class=""comment-star star3""></div>",怎么说呢京东自营和全球购的用起来不一样味道也不一样的大小也不一样不知道该怎么说,56:35.5,毛孔紧致黑炭面膜10片,,2018/3/2 9:45,,
u***9,PLUS会员,"<div class=""comment-star star3""></div>",面膜很好用……点的当天送，晚上七点多就到站点了，等着敷，硬是等到晚上十点半都不给我送过来，电话打不通……第二天才给我送过来……小哥人很好……,56:35.5,毛孔紧致黑炭面膜10片,,2017/6/11 20:07,,
5***y,PLUS会员,"<div class=""comment-star star3""></div>",优惠时购买，用了两贴，脸有些过敏，新买的化妆品太多，也不知道是不是面膜引起，没有再用过,56:35.6,毛孔紧致黑炭面膜10片,,2016/11/15 17:26,,
c***5,,"<div class=""comment-star star3""></div>",第二次购买，感觉效果没以前那么好了，效果一般般,56:35.7,,【收缩毛孔】毛孔紧致黑面膜,,2021/7/19 20:01,
L***L,,"<div class=""comment-star star2""></div>",之前的快递都很好，包括白色的补水胶原蛋白面膜都很好，包装外有塑料膜，但是这次的紧致黑面膜拆开快递盒子，发现包装是拆开的，不太满意，快递盒子都是完好无损的，应该是装货的时候包装盒子就是开的，希望商家给合理的解释或者补偿。,56:35.7,,毛孔紧致黑炭面膜,,,
u***u,,"<div class=""comment-star star2""></div>",跟实体店买的还是不一样，虽然包装一样，但里面的面膜纸有点不同，里面的液也淡淡的，没有实体店买的粘稠,56:35.8,毛孔紧致黑炭面膜10片,,2018/6/18 9:58,,
-***-,,"<div class=""comment-star star2""></div>",以前是无限回购的一款面膜但这次用完准备换了。面膜精华比以前少之又少。膜布也是很粗糙的叠在一起,56:35.8,【紧致肌肤】毛孔紧致黑面膜,,2020/8/25 23:59,,
开***-,,"<div class=""comment-star star2""></div>",包装盒居然没有封口贴了，不知道是不是正品或者被人开过。我买其它补水款的都有封口贴。第一次买这种先试试看吧,56:35.9,【紧致肌肤】毛孔紧致黑面膜,,2020/11/4 19:55,,
麦***兜,PLUS会员,"<div class=""comment-star star3""></div>",此款面膜上没有美迪惠尔的印字，效果一般吧，感觉还是基础补水的好用,56:36.0,【紧致肌肤】毛孔紧致黑面膜,,2020/9/5 22:33,,
u***x,,"<div class=""comment-star star2""></div>",不好用，完全不是正品，跟之前买的不一样，味道不一样，敷完感觉不一样，就是简单的补水面膜,56:36.1,毛孔紧致黑炭面膜10片,,2018/8/10 22:23,,
****e,,"<div class=""comment-star star3""></div>",买了四盒，三盒外包装颜色一样，另一盒外包装粉色较重，也不知道到底哪个是正品，,56:36.5,,【收缩毛孔】毛孔紧致黑面膜,,2021/11/10 11:19,
k***n,,"<div class=""comment-star star2""></div>",我买的是六盒紧致肌肤补水的，只发了两盒是紧致肌肤补水的四盒是其他的。,56:36.6,,【收缩毛孔】毛孔紧致黑面膜,,2021/6/2 12:29,
****s,,"<div class=""comment-star star3""></div>",不咋地，一般般，不好用,56:36.6,【深层清洁】毛孔紧致黑面膜,,2022/4/21 17:41,,
u***x,,"<div class=""comment-star star2""></div>",面膜一般，敷完面膜之后没有亮肤的效果！感觉就没什么效果，没有之前我用的那个葵儿面膜效果好,56:36.7,毛孔紧致黑炭面膜10片,,2018/4/24 15:44,,
9***9,,"<div class=""comment-star star2""></div>",面膜好厚，不贴脸，才刚刚用不知道效果怎么样，贴到脸上挺舒服的，就是不知道效果怎么样,56:36.7,毛孔紧致黑炭面膜10片,,2017/7/6 22:09,,
****2,,"<div class=""comment-star star3""></div>",韩国朋友带回来的和这个比较，看包装截止生产日期钢印这个不清晰，里面的面膜，那个厚度明显高于这个，撕不断这个确薄的容易撕开，京东的化妆品我还是慎购好了。,56:36.8,毛孔紧致黑炭面膜10片,,2017/5/21 16:04,,
C***y,,"<div class=""comment-star star3""></div>",面膜很丝滑，上脸的感觉不错，但是吸收效果不好，补水一般，收缩毛孔好像也没有多大效果，太太太贵了。,56:36.9,,毛孔紧致黑炭面膜10片,,2017/5/21 20:37,
S***6,,"<div class=""comment-star star2""></div>",物流很快，只是这封箱胶封那么多层，还封不好，一点都不专业，让我怀疑是不是被拆过了。面膜敷过一次，收毛孔还看不出什么效果，敷完之后脸滑滑的，还行吧！不过这价格降得快，买时说搞活动128，买完了109，呵呵鄙视,56:37.0,,毛孔紧致黑炭面膜,,,
莱***语,,"<div class=""comment-star star3""></div>",这个面膜的打孔像**个魔教山炮，你家人是不是眼睛都长嘴边？没鼻子没脑门？效果一般。主要是气,56:37.0,【紧致细腻】毛孔紧致黑面膜,,,,2020/3/17 22:55
u***s,,"<div class=""comment-star star3""></div>",实话实说，活动时候价格便宜了三分之一到四分之一。但是质感和效果，和平时的没法比。让我怀疑是假货。有点不靠谱。粗糙一些，效果感觉也不一样。还是平时买吧。,56:37.1,毛孔紧致黑炭面膜,,,,2018/12/19 17:30
桃***哟,PLUS会员,"<div class=""comment-star star2""></div>",买了三盒，感觉只有蓝色的那盒包装看着像真的，绿色的那盒包扎已经破了，像是被拆过，没有在店里买的包装严实，以后化妆品还是在实体店买吧！,56:37.5,,【收缩毛孔】毛孔紧致黑面膜,,2021/7/8 22:15,
杨***姐,PLUS会员,"<div class=""comment-star star2""></div>",我是油性肌肤，我觉得不好用，粘粘的，用后不舒服，一点都不清爽，膜也不够大，没觉得能吸皮肤的脏东西。,56:37.6,毛孔紧致黑炭面膜10片,,2017/8/7 23:58,,
u***z,PLUS会员,"<div class=""comment-star star3""></div>",买了三盒，拿到快递粉色盒就是打开的，也不像其他两个有透明贴口，蓝色盒圆形贴口像是拆开重贴过，绿色没问题，应该是正品吧，还没有使用，但是扫了一下有美迪惠尔的页面弹出，物流很快，总体来说收到货的心情不太愉快，只能给中评了,56:37.7,,【紧致细腻】毛孔紧致黑面膜,,,
M***U,PLUS会员,"<div class=""comment-star star3""></div>",用了两次，觉得这个贴上不是很顺滑，还是喜欢那种比较软点的面膜。补水效果：觉得一般吧。没想象中好,56:37.7,,【紧致细腻】毛孔紧致黑面膜,,,
暴***S,PLUS会员,"<div class=""comment-star star3""></div>",寄到来的包装盒是打开，无封口的。对是否为正品提出疑问??另打开包装拿出面膜，精华液较在香港购买的稀，味道挺难闻的。,56:37.8,,【紧致肌肤】毛孔紧致黑面膜,,2020/8/26 23:29,
C***e,PLUS会员,"<div class=""comment-star star3""></div>",一次买了很多盒，已经用了一盒多，一盒里面会有两三片里面是没有什么精华的，前几天还用过一片里面有两片面膜纸也是没什么精华的，总体来说感觉不怎么好，像是参了假一样的面膜,56:37.9,【紧致细腻】毛孔紧致黑面膜,,,,2020/4/1 14:32
b***r,PLUS会员,"<div class=""comment-star star3""></div>",不好用，以后不会再买这个品牌，精华液跟少，面膜也小，不能覆盖脸部全部，脸也不算大,56:37.9,【紧致肌肤】毛孔紧致黑面膜,,2020/7/29 20:59,,
****L,,"<div class=""comment-star star3""></div>",用了快一个月了没有多补水还是爆皮而且不是很薄的质感而且收缩毛孔那款有过敏现象听朋友说京东百分之20的掺着假货卖不会分辨不知道是不是正品,56:38.0,毛孔紧致黑炭面膜10片,,2018/5/9 10:53,,
****8,,"<div class=""comment-star star3""></div>",面膜贴到脸上后，把包装里的液体倒在手背上，感觉像水一样，一点黏稠的感觉都没有，今天发现毛孔粗大，跟之前用的面膜感觉不一样，不知道是面膜问题还是什么原因，总之我本人觉得这款商品很一般！,56:38.1,毛孔紧致黑炭面膜10片,,2017/11/14 12:25,,
****f,,"<div class=""comment-star star3""></div>",感觉没啥效果，补水效果也没有，一星期差不多用了三四次，没啥效果，之前贴AHC第二天早上脸上都滑滑的，这个用了之后半个小时后脸上就干干的,56:38.1,【紧致细腻】毛孔紧致黑面膜,,,,2020/2/11 21:26
u***k,,"<div class=""comment-star star2""></div>",之前韩国朋友买的5盒用完，每一片都轻易撕开，这次京东买的4盒用了两片都撕不开，还要找剪刀。因该是高仿，除了卖的好的那款，其他包装纸盒质量明显差些。香味一样，用起来精华质感有点不一样，水库那款补水效果还行。其他还没尝试怕过敏。,56:38.6,毛孔紧致黑炭面膜10片,,2016/11/10 21:04,,
宇***同,,"<div class=""comment-star star3""></div>",面膜纸比较厚，效果因人而异吧，包装比较简单，蓝色补水哪盒，就一个包装贴贴住的，收到包裹打开发现向开过的，没有细数，用了一片，小孩拿出来玩，我就数了一下，剩下8片，已经买了那么久，也不好找商家理论，也没有理论依据，所以买到的，发现包装贴纸不对劲就一定要数数，,56:38.6,,毛孔紧致黑炭面膜,,,
****s,PLUS会员,"<div class=""comment-star star3""></div>",效果不知，不过用了蛮多这个牌子的。就是包装有点诡异，有的盒子外没有封口有的有封口，感觉很随意。然后，有的颜色的里面液体很少，并不是面膜大小的缘故，是少很多。,56:38.7,【紧致细腻】毛孔紧致黑面膜,,,,2019/12/14 17:20
a***m,,"<div class=""comment-star star3""></div>",京东速度的确是快，只是这货这是积压太久还是快递太暴力，盒子都变形还开口了，虽然编码88开头，可跟从代购那买的完全不同，面膜袋子颜色略有差异，精华没有代购那买的多，而且此面膜香精味过重，还比较粘，不知道这是区别不同是批次问题还是根本的仿货，不会在回购,56:38.8,,,,,
心***笑,,"<div class=""comment-star star3""></div>",包装来了都压扁了，面膜从盒子里全掉出来了，同款蓝色的就有封口的商标，怎么粉色的没有？感觉粉色的像是临时塞进去的一样。没道理升级版还不如普通版的。,56:38.9,【紧致细腻】毛孔紧致黑面膜,,,,2020/2/10 20:51
****e,,"<div class=""comment-star star3""></div>",快递刚收到，快递直接送到门口，因为吃饭时间没有去领，还没有用，不知道效果有没有预想的好，但愿吧，买了两款的面膜，外包装箱子完好的，但是打开有一个面膜盒子是开着的，有点担心。。。一种在拆封出都有透明logo胶带封着，那个可好，没有胶布就算了，还是开着的。。。。。,56:38.9,,【紧致细腻】毛孔紧致黑面膜,,,
****2,PLUS会员,"<div class=""comment-star star3""></div>",真的一般，可能是不适合我吧，我用起来没什么效果，还不如一般面膜补水效果好，早上起床脸上干巴巴,56:39.0,【收缩毛孔】毛孔紧致黑面膜,,2021/9/26 14:35,,
****m,,"<div class=""comment-star star2""></div>",一开始用了大概3-4片，保湿效果好，不粘腻可是脸上2边眼角开始痒，然后红肿，出水，流黄色液体后来买药膏和芦荟胶都不管用，越来越严重。索性去医院，医生开了硼酸溶液配纱布湿敷，敷了三天，症状减轻了。好了，我又开始敷，敷了2片，这下好了，症状又复发了.....这个时候我才意识到是面膜的问题。不清楚是我皮肤不坚强还是面膜，反正还剩下20多片呢……损失不止一点点,56:39.1,毛孔紧致黑炭面膜,,,,2019/7/3 10:40
****5,PLUS会员,"<div class=""comment-star star3""></div>",怎么说呢东西收到了就开始用了目前用了三片了，不同款的感觉不像是正品，我的皮肤不算是敏感肌肤但是用下来感觉有刺痛感，不知道是不是错觉，我第一次用这个品牌，不知道是不是品质问题，之前用的几款面膜都很舒服没有啥不适感，牌子就不说了不然有打广告的嫌疑，其他的我多用几次再来追评,56:39.1,【收缩毛孔】毛孔紧致黑面膜,,2021/11/14 23:01,,
茜***3,,"<div class=""comment-star star3""></div>",包装太差，与实体店不一样,56:39.2,毛孔紧致黑炭面膜10片,,2017/10/30 19:27,,
慧***咋,,"<div class=""comment-star star2""></div>",包装特别不好，都烂了，贵,56:39.7,毛孔紧致黑炭面膜10片,,2018/6/26 7:07,,
董***2,,"<div class=""comment-star star2""></div>",内包装纸盒都坏了，很失望,56:39.7,,毛孔紧致黑炭面膜,,,
****鱼,,"<div class=""comment-star star2""></div>",很不开心，外包装被拆开过。,56:39.8,毛孔紧致黑炭面膜,,,,2018/12/1 11:38
创***靈,,"<div class=""comment-star star3""></div>",包装很一般，感觉像假货,56:39.9,毛孔紧致黑炭面膜10片,,2018/4/26 14:32,,
****的,,"<div class=""comment-star star3""></div>",真想给一颗星，包装开了烂了,56:39.9,,毛孔紧致黑炭面膜10片,,2018/8/24 8:45,
****5,,"<div class=""comment-star star2""></div>",真忽悠人，一看就不是正品吧,56:40.0,,毛孔紧致黑炭面膜10片,,2018/8/18 20:16,
p***d,,"<div class=""comment-star star2""></div>",刚刚买完就降价了，太垃圾的。,56:40.0,毛孔紧致黑炭面膜10片,,2016/11/16 21:58,,
J***0,PLUS会员,"<div class=""comment-star star2""></div>",这个包装让人真是无语，差评！,56:40.1,,毛孔紧致黑炭面膜10片,,2018/5/11 12:37,
****b,,"<div class=""comment-star star2""></div>",买贵了，别的商城便宜很多。,56:40.1,毛孔紧致黑炭面膜10片,,,,
u***l,,"<div class=""comment-star star3""></div>",套装误差竟然全是拆开的，失望,56:40.2,,毛孔紧致黑炭面膜10片,,2017/11/15 10:25,
****e,,"<div class=""comment-star star3""></div>",盒子都破了，包装太不完善了?,56:40.6,,毛孔紧致黑炭面膜10片,,2017/12/17 7:58,
****q,PLUS会员,"<div class=""comment-star star3""></div>",包装太差了，而且外包装也坏了,56:40.7,,毛孔紧致黑炭面膜10片,,2018/7/18 15:33,
u***x,,"<div class=""comment-star star2""></div>",这次的包装很简陋盒子是破的,56:40.8,毛孔紧致黑炭面膜10片,,2018/9/24 1:09,,
m***爱,,"<div class=""comment-star star2""></div>",不太满意一点都不好用,56:40.9,毛孔紧致黑炭面膜10片,,2017/12/6 11:22,,
海***g,PLUS会员,"<div class=""comment-star star3""></div>",这包装我也是无语了，送人怎么办？,56:41.0,,毛孔紧致黑炭面膜10片,,2016/8/26 9:53,
****m,PLUS会员,"<div class=""comment-star star2""></div>",物流是很快啦，但包装破损，很失望,56:41.0,毛孔紧致黑炭面膜10片,,2018/5/3 20:29,,
终***虫,,"<div class=""comment-star star2""></div>",包装盒特别破，不像新东西,56:41.2,,毛孔紧致黑炭面膜,,,
喵***5,,"<div class=""comment-star star2""></div>",很失望在京东第一次收到这样的快递,56:41.2,,毛孔紧致黑炭面膜10片,,2017/9/5 19:06,
冰***i,,"<div class=""comment-star star2""></div>",无语，包装。肯定是已经拆过的,56:41.3,毛孔紧致黑炭面膜10片,,2018/6/18 11:23,,
z***3,PLUS会员,"<div class=""comment-star star2""></div>",买错了，不影响二次销售，还不给换货，差评,56:41.4,毛孔紧致黑炭面膜10片,,2018/3/27 8:55,,
分***源,PLUS会员,"<div class=""comment-star star3""></div>",就这样吧，没感觉啥特别效果,56:42.0,毛孔紧致黑炭面膜,,,,2019/5/22 8:27
百***锋,,"<div class=""comment-star star3""></div>",用起来感觉非常一般不像真的,56:42.1,毛孔紧致黑炭面膜10片,,2017/1/12 15:51,,
u***m,,"<div class=""comment-star star2""></div>",商品包装都烂了，让人很难相信是正品,56:42.2,毛孔紧致黑炭面膜10片,,2018/5/20 14:01,,
孙***猫,,"<div class=""comment-star star3""></div>",盒子很旧，感觉放了好久，还有灰。,56:42.2,毛孔紧致黑炭面膜10片,,2018/4/18 22:16,,
X***D,,"<div class=""comment-star star2""></div>",不知道是真货还是假货。包装盒低部被拆过，,56:42.3,毛孔紧致黑炭面膜10片,,2018/6/5 20:59,,
a***1,,"<div class=""comment-star star3""></div>",盒子很破，有打开的迹象，无语,56:42.3,毛孔紧致黑炭面膜10片,,2017/8/12 13:39,,
u***x,PLUS会员,"<div class=""comment-star star3""></div>",效果真心一般般，没有改善。是不是假货,56:42.4,毛孔紧致黑炭面膜10片,,2017/12/6 20:40,,
u***1,,"<div class=""comment-star star3""></div>",太不保湿了，而且还油，不理想,56:42.4,毛孔紧致黑炭面膜10片,,2016/9/16 23:37,,
a***i,,"<div class=""comment-star star2""></div>",刚到发现活动降了30左右，无语,56:42.5,,【紧致肌肤】毛孔紧致黑面膜,,2020/11/8 20:42,
1***沫,,"<div class=""comment-star star2""></div>",货到了包装全部压坏完了，这物流也太差了,56:42.6,【紧致细腻】毛孔紧致黑面膜,,,,2020/6/2 16:03
j***7,,"<div class=""comment-star star2""></div>",包装盒没有封口，买了很多次，第一次遇到，很失望,56:43.0,,毛孔紧致黑炭面膜,,,
u***b,,"<div class=""comment-star star2""></div>",鼻子部位的敷不到，太省材减料了吧。,56:43.1,【紧致细腻】毛孔紧致黑面膜,,,,2020/2/19 11:26
檬***豆,PLUS会员,"<div class=""comment-star star3""></div>",快递员不送货上门！还没看到东西就显示已签收！差评！！！,56:43.2,毛孔紧致黑炭面膜10片,,2018/1/19 14:04,,
l***e,PLUS会员,"<div class=""comment-star star3""></div>",压扁了都我也不想说什么包装太差,56:43.2,毛孔紧致黑炭面膜10片,,2017/11/27 12:01,,
2***年,PLUS会员,"<div class=""comment-star star3""></div>",买来用了两片，效果很一般，价格可不便宜！,56:43.3,毛孔紧致黑炭面膜10片,,,,
****8,,"<div class=""comment-star star2""></div>",感觉没什么用，额头的范围太短了,56:43.3,毛孔紧致黑炭面膜,,,,2019/8/3 1:25
****e,,"<div class=""comment-star star3""></div>",这次精华液太少，看样子真的是真假一起卖的,56:43.4,,毛孔紧致黑炭面膜10片,,2017/4/30 20:40,
u***5,,"<div class=""comment-star star3""></div>",盒子完全压烂了，变形了，里面包装没事，包装太差了,56:43.4,毛孔紧致黑炭面膜10片,,2018/7/1 17:39,,
y***0,,"<div class=""comment-star star3""></div>",打开盒子都被刀划了这么大口子，最上面面膜也破了,56:43.5,,【紧致肌肤】毛孔紧致黑面膜,,2020/6/10 17:21,
w***a,PLUS会员,"<div class=""comment-star star2""></div>",没封口，真假不知，感觉很不靠谱,56:43.6,【紧致细腻】毛孔紧致黑面膜,,,,2020/1/31 16:18
芯***蝶,,"<div class=""comment-star star3""></div>",开箱就看到面膜打开来的，反正心理很不舒服,56:44.2,,毛孔紧致黑炭面膜,,,
****d,,"<div class=""comment-star star2""></div>",盒子挤压变形，包装简陋，给人一种非正品的感觉,56:44.2,【紧致肌肤】毛孔紧致黑面膜,,2020/6/13 20:09,,
s***7,,"<div class=""comment-star star2""></div>",盒子拆过的，盒子拆过的，什么鬼，严重怀疑会不会是@货,56:44.3,,毛孔紧致黑炭面膜10片,,2018/9/13 12:58,
****x,,"<div class=""comment-star star2""></div>",不知道是不是正品，包装真心不好！！！！看图吧，,56:44.4,,毛孔紧致黑炭面膜,,,
老***咂,,"<div class=""comment-star star2""></div>",我上午刚买的下午就降价了，真是太不要脸京东就爱半这种事了,56:44.4,毛孔紧致黑炭面膜10片,,2017/9/2 16:10,,
熊***4,,"<div class=""comment-star star2""></div>",拆开盒都是烂得，难道是因为打折？买的最差的一次,56:44.5,,【紧致肌肤】毛孔紧致黑面膜,,2020/7/27 14:43,
****d,,"<div class=""comment-star star3""></div>",盒子变形了。真假不知道。用着效果也不太明显,56:44.6,,毛孔紧致黑炭面膜,,,
u***w,PLUS会员,"<div class=""comment-star star2""></div>",包装太简陋了，本来购买送人的。结果盒子压的稀烂。很是无语,56:44.7,,毛孔紧致黑炭面膜,,,
****5,,"<div class=""comment-star star2""></div>",精华太少了，感觉没什么效果,56:44.7,【紧致肌肤】毛孔紧致黑面膜,,2020/9/14 12:35,,
****0,,"<div class=""comment-star star3""></div>",面膜的精华很少，是黑色膜布,56:44.8,【紧致肌肤】毛孔紧致黑面膜,,2020/11/1 16:20,,
****r,PLUS会员,"<div class=""comment-star star3""></div>",敷过之后觉得脸上很痒，也许有些过敏？,56:45.2,毛孔紧致黑炭面膜10片,,2017/8/22 0:42,,
****y,PLUS会员,"<div class=""comment-star star3""></div>",补水效果一般般。没让我感受特别好。,56:45.3,【紧致细腻】毛孔紧致黑面膜,,,,2020/1/5 19:04
h***何,PLUS会员,"<div class=""comment-star star2""></div>",真心没什么效果！！！毛孔依然在，皮肤依然差,56:45.4,毛孔紧致黑炭面膜10片,,2017/9/28 10:04,,
u***z,,"<div class=""comment-star star2""></div>",快递打开盒子都没有密封，感觉很不放心的样子,56:45.5,【紧致细腻】毛孔紧致黑面膜,,,,2020/3/15 18:14
w***n,PLUS会员,"<div class=""comment-star star3""></div>",是我脸太大了，还是膜太小了。效果也一般,56:45.5,毛孔紧致黑炭面膜10片,,2018/6/8 17:01,,
小***生,PLUS会员,"<div class=""comment-star star3""></div>",买了四盒不同功效的但唯独这款包装不同而且条码还是贴的，真的很失望,56:45.6,【紧致细腻】毛孔紧致黑面膜,,,,2019/11/13 10:50
v***v,PLUS会员,"<div class=""comment-star star3""></div>",很难用的一款面膜，敷了等于没敷…,56:45.7,毛孔紧致黑炭面膜10片,,2017/4/27 13:27,,
妍***玲,,"<div class=""comment-star star3""></div>",网上评论都有说真假的，我也不清楚，用了在评,56:45.7,毛孔紧致黑炭面膜10片,,2017/11/14 14:33,,
R***d,,"<div class=""comment-star star3""></div>",不知道真假，发票也不知道真假，没看见水印，都有点后悔买了,56:45.8,毛孔紧致黑炭面膜10片,,2016/11/15 11:24,,
W***任,,"<div class=""comment-star star3""></div>",为什么面膜这么厚跟上次买的就不一样呢很厚,56:45.9,毛孔紧致黑炭面膜10片,,2017/5/4 20:56,,
z***5,PLUS会员,"<div class=""comment-star star3""></div>",京东买东西这么多年，一般来说，只要东西还过得去，都会给好评！价格波动太大！,56:46.6,毛孔紧致黑炭面膜,,,,2018/11/22 15:11
z***n,,"<div class=""comment-star star3""></div>",拆开快递袋子面膜就是这样，谁能告诉我路上经历了什么？是否正品有待确认。,56:46.7,,毛孔紧致黑炭面膜10片,,2018/3/10 18:54,
最***贝,PLUS会员,"<div class=""comment-star star2""></div>",已经买过好多次了第一次给差评打开外面包装袋后里面是撒开的,56:46.8,,毛孔紧致黑炭面膜,,,
x***4,,"<div class=""comment-star star2""></div>",买了两盒，打开快递盒子是坏的，让我的心里很不舒服。,56:46.8,,毛孔紧致黑炭面膜10片,,2018/3/8 8:07,
s***l,,"<div class=""comment-star star3""></div>",价格偏高了，大家看好了再买，在京东再找找别的一模一样的东西对比一下再买吧,56:46.9,毛孔紧致黑炭面膜10片,,,,
****t,,"<div class=""comment-star star3""></div>",我这个人很少评价的，但是今天的这个面膜我是真的很生气，包装真的太差劲了,56:47.0,,毛孔紧致黑炭面膜,,,
n***芳,,"<div class=""comment-star star2""></div>",感觉不是正品，没精华液，直接水也很干,56:47.1,【紧致肌肤】毛孔紧致黑面膜,,2020/7/24 12:46,,
崔***宇,,"<div class=""comment-star star3""></div>",连着用了三天……早上化妆脸还是特别特别干，不上妆,56:47.1,毛孔紧致黑炭面膜10片,,2018/3/11 8:48,,
****8,,"<div class=""comment-star star3""></div>",精华液也太少了，一般！,56:47.2,毛孔紧致黑炭面膜,,,,2019/4/11 12:53
1***p,,"<div class=""comment-star star2""></div>",包装外层塑料纸没有，防伪码没有，给人拆过？你们是真货？,56:47.3,,【紧致细腻】毛孔紧致黑面膜,,,
u***6,PLUS会员,"<div class=""comment-star star3""></div>",很是晕，128买二半价，我记得下了2件单，可收到的是一件，也许是我记错了吧。可商家也没有提醒，也没有发给我两件！**逊可不是这样！,56:47.7,毛孔紧致黑炭面膜10片,,2018/2/21 14:08,,
事***啊,PLUS会员,"<div class=""comment-star star3""></div>",是很好用，然后刚买就降价，还因为使用了优惠券不给价保无语,56:47.8,,毛孔紧致黑炭面膜10片,,2017/4/4 20:01,
朔***1,,"<div class=""comment-star star2""></div>",产品刚收到货，到手全是这个样子，也不知道真假了，以前买的都会给装在个箱子里面，这次无语了！,56:47.8,,毛孔紧致黑炭面膜,,,
u***p,,"<div class=""comment-star star3""></div>",保护措施太差，收到时面膜包装盒已被挤开。,56:47.9,【收缩毛孔】毛孔紧致黑面膜,,2021/4/26 15:41,,
****7,,"<div class=""comment-star star2""></div>",三天一直给客服发消息，客服一句话没说，产品不说，就这个服务态度，差评(怒｀Д´怒),56:48.0,【紧致细腻】毛孔紧致黑面膜,,,,2020/3/11 13:16
w***6,,"<div class=""comment-star star3""></div>",囤货的。第一次收到京东货后是这样的！包装就用一个袋子，。太简陋了吧？打开看到烂盒子，毁三观！,56:48.0,,毛孔紧致黑炭面膜10片,,2018/3/3 8:33,
****g,,"<div class=""comment-star star3""></div>",现在感觉京东有点坑，刚买完没多久就降价了！无语,56:48.1,毛孔紧致黑炭面膜,,,,2019/7/18 0:17
****j,,"<div class=""comment-star star2""></div>",盒子是真的，产品不知道，买了两盒发过来后面盒子都是拆过的，无语了,56:48.2,,毛孔紧致黑炭面膜10片,,2016/10/14 16:11,
****r,PLUS会员,"<div class=""comment-star star2""></div>",好失望，箱子也舍不得用，面膜直接用个快递袋子装着，被压得烂烂的，,56:48.3,毛孔紧致黑炭面膜10片,,2017/6/24 19:26,,
u***7,,"<div class=""comment-star star2""></div>",很差哦，特别是包装，就一个塑料袋，面膜都被压坏了,56:48.3,毛孔紧致黑炭面膜,,,,2018/12/14 12:01
小***啊,PLUS会员,"<div class=""comment-star star3""></div>",还没开始用，不过外包装让人很不爽。打开散一地，盒子居然被打开过。,56:48.9,,毛孔紧致黑炭面膜10片,,2017/11/5 9:54,
****g,PLUS会员,"<div class=""comment-star star3""></div>",液体太少了，太@了,56:49.0,【紧致肌肤】毛孔紧致黑面膜,,2020/11/5 22:48,,
m***z,,"<div class=""comment-star star2""></div>",效果一般，精华太少，面膜太扁不适合我的脸型,56:49.0,毛孔紧致黑炭面膜,,,,2018/12/2 19:50
****b,,"<div class=""comment-star star2""></div>",真假不说，看这包装，你什么感受？退货还要联系不知道什么的其他客服，体感太差。,56:49.1,,【紧致肌肤】毛孔紧致黑面膜,,2020/8/14 16:37,
天***女,,"<div class=""comment-star star3""></div>",京东包装真的是太粗糙了，东西直接放盒子里面1就完事儿了！都没有保护措施！是不是正品还不能保证！,56:49.2,毛孔紧致黑炭面膜10片,,2016/9/11 12:39,,
****a,PLUS会员,"<div class=""comment-star star3""></div>",包装特别简陋，到的时候都散了，面膜掉出来，一点也没有好产品的样子，差评,56:49.2,毛孔紧致黑炭面膜,,,,2018/11/6 12:33
爱***儿,,"<div class=""comment-star star3""></div>",包装真的很差劲，就一个破袋子，里面面膜盒子都被挤扁了，这么多年买东西，第一次感觉包装磕碜人,56:49.3,毛孔紧致黑炭面膜10片,,2018/9/18 12:01,,
u***z,,"<div class=""comment-star star3""></div>",一直买这家的，这次的货居然是开封的，并且看胶水应该开封了很久。,56:49.4,毛孔紧致黑炭面膜10片,,2018/1/15 18:02,,
u***f,PLUS会员,"<div class=""comment-star star3""></div>",不知道真假，还没开始用，不过包装盒的封胶有拆过重粘的痕迹，有点不太敢用了,56:49.4,,毛孔紧致黑炭面膜10片,,2017/8/15 12:02,
u***z,,"<div class=""comment-star star3""></div>",包装打开过的痕迹很明显拍了图片本来不想要的嫌退货麻烦,56:49.5,,【紧致肌肤】毛孔紧致黑面膜,,2020/7/19 15:44,
y***-,,"<div class=""comment-star star3""></div>",盒子是这样的，真心让人喜欢不起来，而且日期是后贴上的，真正的日期谁知道呢,56:50.0,毛孔紧致黑炭面膜10片,,2016/8/10 17:52,,
u***3,,"<div class=""comment-star star2""></div>",东西收到了，商家包装的时候能不能用点心啊，包装太简陋，盒子都压扁了，还没有使用，用完后再追加评价,56:50.1,,毛孔紧致黑炭面膜10片,,2017/10/17 22:15,
