用户名,会员,星级,评论,采集时间,类型1,类型2,评论时间1,评论时间2,评论时间3
****2,,"<div class=""comment-star star2""></div>",不好用补水效果不好,2022-04-23 20:42:13.554,美白黑炭面膜10片,,2018-05-18 15:42,,
I***w,,"<div class=""comment-star star2""></div>",没什么感觉，不怎么好,2022-04-23 20:42:14.123,美白黑炭面膜10片,,2018-07-02 19:52,,
****f,,"<div class=""comment-star star3""></div>",用着没之前的效果好，而且里边的乳液没之前的稠,2022-04-23 20:42:14.232,美白黑炭面膜10片,,2017-11-12 18:18,,
圣***9,,"<div class=""comment-star star3""></div>",包装之前用的盒子，这次直接一个袋，两盒底部都有拆开的痕迹，不知道是运输途中开开的还是人为的？,2022-04-23 20:42:14.327,美白黑炭面膜,,,,2019-03-03 13:21
u***Y,,"<div class=""comment-star star3""></div>",感觉以前的好这次不一样的。面膜料没以前的舒服,2022-04-23 20:42:14.425,美白黑炭面膜10片,,2018-07-04 00:47,,
B***I,,"<div class=""comment-star star2""></div>","离谱这包装,两盒都烂了",2022-04-23 20:42:14.529,【提亮焕肤】美白保湿黑面膜,,2021-10-07 22:00,,
墨***丶,PLUS会员,"<div class=""comment-star star3""></div>",包装都压碎了，里面的东西都出来了，感觉二手的,2022-04-23 20:42:14.660,美白黑炭面膜10片,,2018-08-06 12:55,,
u***5,,"<div class=""comment-star star2""></div>",面膜巾没有弹性，覆盖不住我的脸???,2022-04-23 20:42:14.772,【补水提亮】美白保湿黑面膜,,2020-09-09 12:44,,
小***悦,PLUS会员,"<div class=""comment-star star2""></div>",感觉还不错吧最喜欢的就是京东的物流今天买明天就到了而且还送货上门的挺好的应该还会再次购买希望京东越走越好,2022-04-23 20:42:14.877,美白黑炭面膜10片,,2017-11-04 23:35,,
诠***i,,"<div class=""comment-star star3""></div>",这一次买的面膜不怎么好用试试别的在不行就换品牌了。。。,2022-04-23 20:42:14.979,美白黑炭面膜10片,,2018-03-22 22:39,,
****9,,"<div class=""comment-star star2""></div>",包装被拆开过，不满意,2022-04-23 20:42:15.119,【补水提亮】美白保湿黑面膜,,2020-09-21 08:23,,
周***锋,PLUS会员,"<div class=""comment-star star2""></div>",怎么说呢，第一次用，冲着活动价格优势买的，结果价格和产品不是那么尽如人意，就这样，谢谢,2022-04-23 20:42:15.642,美白黑炭面膜10片,,2018-05-29 09:16,,
****f,,"<div class=""comment-star star2""></div>",我的脸已经过敏了，呀。眼皮痒的很，真不能相信优惠,2022-04-23 20:42:15.794,美白黑炭面膜,,,,2019-08-26 15:18
G***n,,"<div class=""comment-star star3""></div>",面膜连个塑封包装都没有，盒子也显得很旧，感觉不如之前买的,2022-04-23 20:42:15.910,美白黑炭面膜10片,,2017-07-25 13:31,,
u***l,PLUS会员,"<div class=""comment-star star3""></div>",我想知道这个是正品吗为什么保湿的能扫到这个扫码扫不到,2022-04-23 20:42:16.022,美白黑炭面膜,,,,2019-02-28 19:32
S***4,,"<div class=""comment-star star2""></div>",使用感受：不怎么样感觉买了打折的优惠后的东西都不一样不知道是不是假货,2022-04-23 20:42:16.143,【焕白因子】美白保湿黑面膜,,,,2019-11-14 14:05
李***圆,,"<div class=""comment-star star2""></div>",打开快递，面膜盒子竟然不是封着的，被打开过。难过。,2022-04-23 20:42:16.253,【补水提亮】美白保湿黑面膜,,2020-06-30 08:23,,
u***p,,"<div class=""comment-star star3""></div>",外包装都已经摔变形了，发货的时候就没想着用小纸箱包装吗？只是用个薄薄的购物袋一装,2022-04-23 20:42:16.369,,美白黑炭面膜10片,,2018-08-11 23:42,
d***2,,"<div class=""comment-star star3""></div>",快递都没收到丢了，没签收被关闭订单还自己赔偿，我能说什么,2022-04-23 20:42:16.484,美白黑炭面膜,,,,2018-11-14 21:28
****p,,"<div class=""comment-star star3""></div>",拆开就是这样子的，感觉里面的面膜被掉包了外面的包装膜都没有的,2022-04-23 20:42:16.603,,【补水提亮】美白保湿黑面膜,,2020-06-21 16:37,
王***念,,"<div class=""comment-star star3""></div>",点的精准达，送达时间太慢了。主要就是快递这块，次日中午才送达，精准达白点。不能准确送达就不要收费呀。,2022-04-23 20:42:16.756,美白黑炭面膜,,,,2019-02-22 11:13
l***7,PLUS会员,"<div class=""comment-star star2""></div>",效果没感觉出来，弄的身上起了好多红点，过敏了??,2022-04-23 20:42:17.338,美白黑炭面膜,,,,2019-06-17 21:47
****u,,"<div class=""comment-star star3""></div>",用过了吗可能不是很合适用这个吧，效果不是很明显,2022-04-23 20:42:17.443,【焕白因子】美白保湿黑面膜,,,,2019-11-16 19:44
宝***1,,"<div class=""comment-star star2""></div>",不怎么好，感觉被骗了,2022-04-23 20:42:17.556,【焕白因子】美白保湿黑面膜,,,,2020-01-05 16:15
****i,PLUS会员,"<div class=""comment-star star2""></div>",虽然是双十二买的，是不是正品我不知道，但是这是我第一次遇到买护肤品这么敷衍的包装～全压坏～,2022-04-23 20:42:17.671,美白黑炭面膜10片,,2017-12-13 21:54,,
****q,PLUS会员,"<div class=""comment-star star3""></div>",用了几天，看不出啥效果,2022-04-23 20:42:17.783,【提亮焕肤】美白保湿黑面膜,,2021-09-07 21:45,,
齐***子,PLUS会员,"<div class=""comment-star star2""></div>",收到就这样了，不知道别人拿到过，还是路上被压的。。。。,2022-04-23 20:42:17.875,美白黑炭面膜10片,,2017-11-10 13:08,,
****2,,"<div class=""comment-star star3""></div>",用了两片，水水的不怎么样，没有买的叶子好用,2022-04-23 20:42:18.019,【美白提亮焕肤】美白保湿黑面膜,,2020-12-28 14:07,,
自***鹏,,"<div class=""comment-star star3""></div>",刚用觉得面膜大同小异，一般吧。补水效果不是很好,2022-04-23 20:42:18.127,【美白提亮】美白保湿黑面膜,,,,2020-06-07 13:15
****b,,"<div class=""comment-star star3""></div>",第一次买这个牌子舍友先用的说有点不舒服我没敢用过段时间再用吧,2022-04-23 20:42:18.234,美白黑炭面膜10片,,2018-03-08 15:31,,
u***p,,"<div class=""comment-star star2""></div>",大家还是买正品吧，别花冤枉钱了，啥效果问没有。,2022-04-23 20:42:18.358,【补水提亮】美白保湿黑面膜,,2020-06-13 16:48,,
随***笑,PLUS会员,"<div class=""comment-star star3""></div>",一般般，没觉出好用来，但买了很多，用完没感觉就不来了,2022-04-23 20:42:18.887,美白黑炭面膜10片,,2018-04-05 19:03,,
****r,,"<div class=""comment-star star2""></div>",挺好用的，就是，买的时候本来买俩件减的，结果不知道怎么回事就买了一件，伤心,2022-04-23 20:42:19.000,美白黑炭面膜10片,,2017-08-02 18:12,,
****f,,"<div class=""comment-star star3""></div>",就一个塑料袋子，完全没有任何保护措施，东西到的时候已经压变形了,2022-04-23 20:42:19.133,美白黑炭面膜10片,,2018-06-22 12:35,,
****1,,"<div class=""comment-star star3""></div>",不好，面膜纸有些地方很干！不知道是不是受到挤压的原因流失水分了…总之不满意…,2022-04-23 20:42:19.265,透亮黑炭面膜10片,,2016-11-22 09:45,,
****6,,"<div class=""comment-star star2""></div>",刚买的115块钱，立马降了16块钱，水分是有多大呀,2022-04-23 20:42:19.383,【提亮焕肤】美白保湿黑面膜,,2021-06-02 22:22,,
u***z,,"<div class=""comment-star star2""></div>",感觉用了没效果，十分怀疑是不好的。十分不好。,2022-04-23 20:42:19.499,【补水提亮】美白保湿黑面膜,,2020-08-07 15:21,,
y***8,PLUS会员,"<div class=""comment-star star3""></div>",精华少，能贴鼻子就贴不到额头面颊也贴不完,2022-04-23 20:42:19.630,【补水提亮】美白保湿黑面膜,,2020-10-09 20:32,,
****e,PLUS会员,"<div class=""comment-star star3""></div>",生产日期找不到，防伪码不变色，不知真假,2022-04-23 20:42:19.757,【提亮焕肤】美白保湿黑面膜,,2021-06-30 10:09,,
郭***8,,"<div class=""comment-star star3""></div>",我能怎么说，太尴尬了，昨晚撕开一袋居然是空的，里面只有半袋液体，说不上是不是真货了,2022-04-23 20:42:19.878,美白黑炭面膜10片,,2017-12-04 07:57,,
n***0,PLUS会员,"<div class=""comment-star star2""></div>",外包装全部破了，底部都裂开了，里面产品虽然没受影响，但是还是不喜欢,2022-04-23 20:42:20.022,美白黑炭面膜10片,,2018-05-28 21:59,,
就***哼,PLUS会员,"<div class=""comment-star star2""></div>",用了一片脸就发红，也不知是我过敏，还是它的问题，已停用,2022-04-23 20:42:20.577,美白黑炭面膜10片,,2017-06-05 14:27,,
F***8,,"<div class=""comment-star star3""></div>",晚了好几天，盒子还坏了，面膜一般，没有想象中的好。。。。。。,2022-04-23 20:42:20.699,美白黑炭面膜,,,,2019-07-30 21:47
h***o,,"<div class=""comment-star star2""></div>",不怎么样，感觉是假货。用了脸发色发暗，都不敢用,2022-04-23 20:42:20.808,美白黑炭面膜10片,,2018-07-04 07:31,,
行***7,PLUS会员,"<div class=""comment-star star2""></div>",跟之前的版本不一样。用完了感觉有异味。我觉得有待观察。,2022-04-23 20:42:20.915,美白黑炭面膜,,,,2019-07-21 09:54
q***S,,"<div class=""comment-star star2""></div>",保湿的时间倒是挺久的，就是这个味道，怎么闻着想吐，肥皂味。,2022-04-23 20:42:21.018,美白黑炭面膜,,,,2019-09-06 00:29
y***z,,"<div class=""comment-star star3""></div>",来的时候里边的盒子都开口了，而且压扁了，三盒都没有封口贴，感觉像假货。,2022-04-23 20:42:21.126,【焕白因子】美白保湿黑面膜,,,,2020-03-30 07:35
e***7,PLUS会员,"<div class=""comment-star star2""></div>",有一股味道，有效期不够清晰，感觉有点过期了。,2022-04-23 20:42:21.232,【补水提亮】美白保湿黑面膜,,2020-07-21 19:23,,
-***-,PLUS会员,"<div class=""comment-star star3""></div>",面膜一般般，刚买两天又降价,2022-04-23 20:42:21.345,【提亮焕肤】美白保湿黑面膜,,2021-12-12 21:47,,
c***8,PLUS会员,"<div class=""comment-star star3""></div>",是不是假货呀？包装盒封口都没有的！感觉像地摊货！有一盒一斤开了，都掉出来了,2022-04-23 20:42:21.448,,美白黑炭面膜,,,
j***u,PLUS会员,"<div class=""comment-star star3""></div>",一般吧一般一般一般一般一般一般一般一般，精华液太多20分钟肯定吸收不完，浪费。。,2022-04-23 20:42:21.574,美白黑炭面膜10片,,2017-12-10 01:10,,
****b,,"<div class=""comment-star star3""></div>",没有想象中那么好，精华液不多，而且还有条纹，,2022-04-23 20:42:22.119,【焕白因子】美白保湿黑面膜,,,,2019-11-14 23:48
****6,,"<div class=""comment-star star2""></div>",感觉没那么好用也会堵塞毛孔哟不水润有点难受用完了以后,2022-04-23 20:42:22.252,美白黑炭面膜10片,,2018-05-13 00:40,,
t***7,,"<div class=""comment-star star3""></div>",没有想像的好，一般般吸收不好，敷完脸上油腻腻的。,2022-04-23 20:42:22.374,美白黑炭面膜,,,,2019-08-26 23:43
u***4,,"<div class=""comment-star star2""></div>",还好吧，无功亦无过吧……,2022-04-23 20:42:22.489,美白黑炭面膜10片,,2018-07-06 18:35,,
****1,,"<div class=""comment-star star2""></div>",还没用过第一次用这款，就是被寄过来的包装震惊到，盒子摔成这样子不说，还感觉包装有被拆过迹象??我都要怀疑我买的是假货了,2022-04-23 20:42:22.615,美白黑炭面膜10片,,2018-05-16 19:30,,
****n,PLUS会员,"<div class=""comment-star star3""></div>",有点刺激，敷脸上有点辣，敷完脸没变白，就是起红疙瘩,2022-04-23 20:42:22.742,美白黑炭面膜10片,,2018-05-10 17:26,,
Q***R,,"<div class=""comment-star star2""></div>",打折的时候买的，用买脸上长痘痘，怀疑是假的，和以前原价买的面膜包装也不一样,2022-04-23 20:42:22.862,美白黑炭面膜10片,,2017-08-19 18:31,,
手***年,PLUS会员,"<div class=""comment-star star3""></div>",没有想象中的好，包装都破了，用起来感觉一般，不值这个价，,2022-04-23 20:42:22.982,透亮黑炭面膜10片,,2016-08-30 18:46,,
u***x,,"<div class=""comment-star star2""></div>",试了一张，保湿效果一般；最近每天都有做面膜；好好护肤；效果持续使用中，不过特价确实很实惠....,2022-04-23 20:42:23.102,美白黑炭面膜10片,,,,
小***b,,"<div class=""comment-star star3""></div>",京东快递是快但是我拿到手外面包装盒是坏的，感觉有点不安心。目前用了一张没什么问题。,2022-04-23 20:42:23.241,美白黑炭面膜10片,,2017-09-10 12:48,,
****2,,"<div class=""comment-star star3""></div>",感觉现在这个都没有什么效果了,2022-04-23 20:42:23.818,【提亮焕肤】美白保湿黑面膜,,2021-11-20 12:00,,
****6,,"<div class=""comment-star star3""></div>",隔天就收到了，但是两盒下面都有拆的痕迹！以前也有这现象，都没提过，是不是包装就这样？,2022-04-23 20:42:23.944,美白黑炭面膜10片,,2018-07-14 19:00,,
u***5,,"<div class=""comment-star star3""></div>",感觉一般般，用了之后感觉不到效果，还会使皮肤泛油。,2022-04-23 20:42:24.101,美白黑炭面膜10片,,2017-07-12 12:53,,
u***4,,"<div class=""comment-star star2""></div>",收到的货有一盒是被打开过的，盒子也是烂的，感觉是七零八凑凑来的，希望不是假的,2022-04-23 20:42:24.215,,美白黑炭面膜,,,
潍***皮,,"<div class=""comment-star star3""></div>",使用感受：有点干，水分不足，比去韩国旅游带回来的差多了，感觉像假的。,2022-04-23 20:42:24.315,【焕白因子】美白保湿黑面膜,,,,2019-12-08 19:55
兰***0,PLUS会员,"<div class=""comment-star star3""></div>",郊果不怎么明显，可以是自己太黑，用一下，比不用好吧,2022-04-23 20:42:24.421,美白黑炭面膜10片,,2018-04-15 08:35,,
小***8,,"<div class=""comment-star star3""></div>",感觉不是正品，面膜纸很小，不能贴整张脸，跟以前用过的不一样,2022-04-23 20:42:24.531,美白黑炭面膜10片,,2017-06-09 12:39,,
o***k,,"<div class=""comment-star star3""></div>",黑色只是个噱头没有它家明星面膜产品好用有一点太粘了,2022-04-23 20:42:24.647,美白黑炭面膜,,,,2019-09-06 07:33
z***A,,"<div class=""comment-star star2""></div>",拿到快递盒子都压变形了，口也开了，三盒只有一盒封口的，面膜还没用不知道效果怎么样,2022-04-23 20:42:24.784,,美白黑炭面膜,,,
哈***哈,,"<div class=""comment-star star2""></div>",有一盒是打开的！发货速度慢，比预计晚一天到的。,2022-04-23 20:42:24.904,,【提亮焕肤】美白保湿黑面膜,,2021-11-14 10:46,
****k,,"<div class=""comment-star star2""></div>",不吸收。面膜上的液体太少了。基本都在袋子里。跟在韩国买的有差距,2022-04-23 20:42:25.536,美白黑炭面膜10片,,2017-04-13 22:11,,
Z***-,PLUS会员,"<div class=""comment-star star2""></div>",用着还可以吧。效果不怎么样，面膜最大功能也就补补水,2022-04-23 20:42:25.662,美白黑炭面膜,,,,2018-12-12 20:15
s***e,,"<div class=""comment-star star2""></div>",包装盒被完全压坏，感觉是很久之前的货了，因为包装盒不仅是坏的，而且包装又脏又旧,2022-04-23 20:42:25.797,,美白黑炭面膜10片,,2017-12-24 21:25,
巨***人,,"<div class=""comment-star star3""></div>",使用感受：不太好，过敏了。和我在三亚免税店买的不一样。一用就起了好多痘痘,2022-04-23 20:42:25.908,【补水提亮】美白保湿黑面膜,,2020-07-12 21:48,,
****X,,"<div class=""comment-star star3""></div>",用了好几片，一点效果没有,2022-04-23 20:42:26.025,【提亮焕肤】美白保湿黑面膜,,2021-11-19 12:42,,
M***1,,"<div class=""comment-star star3""></div>",一般般，收到包装都拆了，店家告诉我不影响正常使用就行了。使用后效果也一般，一分钱一分货吧！,2022-04-23 20:42:26.164,美白黑炭面膜10片,,2017-11-17 14:56,,
e***t,,"<div class=""comment-star star3""></div>",收到的是这样子的，像被打开过一样，而且两个面膜外面都没有那个塑胶模封。但是快递的速度吧，确实是快。等用过之后再来评价这个商品吧。,2022-04-23 20:42:26.278,,【焕白因子】美白保湿黑面膜,,,
Z***n,,"<div class=""comment-star star2""></div>",收到货后发现跟图片不一样，图片是升级版，收到的货不是的，不知道用后跟实体店的效果会不会一样呢,2022-04-23 20:42:26.401,美白黑炭面膜,,,,2019-03-03 23:33
****w,PLUS会员,"<div class=""comment-star star3""></div>",奇怪了，面膜那么小，韩国人脸这么小小小，有点疑惑。,2022-04-23 20:42:26.517,美白黑炭面膜10片,,2018-06-04 08:53,,
u***g,,"<div class=""comment-star star3""></div>",618买的，倒是便宜不少，跟原装进口的有差异，不妄言真*，昨天用了一片皮肤倒是没有异样！还好吧,2022-04-23 20:42:26.680,,美白黑炭面膜10片,,2017-06-21 21:55,
****d,,"<div class=""comment-star star2""></div>",敷的脸火辣辣疼，不适合我用。都给人了,2022-04-23 20:42:27.272,【提亮焕肤】美白保湿黑面膜,,2021-12-01 23:09,,
****k,,"<div class=""comment-star star3""></div>",同在自营店，两次买的，对比一下，一个标签显示进口商，一个标签显示制造商，难道说一个是国产，一个是韩国产的？地址也不一样。疑惑自营商品也有假，求答案,2022-04-23 20:42:27.394,,美白黑炭面膜,,,
y***e,PLUS会员,"<div class=""comment-star star3""></div>",感觉没有直接在韩国买的好，味道有点刺鼻，不知道是不是真的。,2022-04-23 20:42:27.528,美白黑炭面膜10片,,2017-06-24 07:16,,
吼***H,PLUS会员,"<div class=""comment-star star3""></div>",东西不怎么样，效果也不明显。精华液不多，包装是真的差都烂了,2022-04-23 20:42:27.651,美白黑炭面膜10片,,2018-07-21 17:28,,
J***n,,"<div class=""comment-star star3""></div>",包装很粗糙感觉不像京东的东西，不知道会不会不是正品，用了不知道会不会有什么不良反应！,2022-04-23 20:42:27.765,,美白黑炭面膜10片,,2018-02-07 20:51,
简***仔,PLUS会员,"<div class=""comment-star star3""></div>",包装跟我在sasa买的有点区别，但材质味道什么的都一样。也不知道是不是正品。做活动买的，价格实惠,2022-04-23 20:42:27.866,美白黑炭面膜10片,,2017-11-27 13:47,,
欣***听,,"<div class=""comment-star star3""></div>",包装真的很一般感觉不应该包装已经打开了这个价位真的不应该但愿是真的还没有上次御泥坊包装的好,2022-04-23 20:42:27.966,,美白黑炭面膜10片,,2017-07-13 21:16,
j***e,,"<div class=""comment-star star3""></div>",貌似用完之后皮肤好像是会水润一点，但过后好像小疙瘩也变多了,2022-04-23 20:42:28.078,透亮黑炭面膜10片,,2016-11-02 07:50,,
c***萌,,"<div class=""comment-star star2""></div>",很油……超级无敌的油,2022-04-23 20:42:28.190,透亮黑炭面膜10片,,2016-10-19 08:50,,
A***4,,"<div class=""comment-star star3""></div>",持续使用中，暂时没有明显的变化,2022-04-23 20:42:28.335,【提亮焕肤】美白保湿黑面膜,,2021-06-24 23:48,,
****i,,"<div class=""comment-star star2""></div>",东西嘛，好像并没什么用……,2022-04-23 20:42:28.946,【提亮焕肤】美白保湿黑面膜,,2021-06-26 08:22,,
****4,PLUS会员,"<div class=""comment-star star2""></div>",感觉与香港买的不同，没有那么保湿，贴后一会就没水分了,2022-04-23 20:42:29.061,美白黑炭面膜10片,,2017-10-07 11:13,,
****V,,"<div class=""comment-star star3""></div>",用过了感觉不怎么好用，敷完第二天依旧油油的，怀疑到底是不是正品,2022-04-23 20:42:29.178,美白黑炭面膜10片,,2017-09-05 06:57,,
妖***6,PLUS会员,"<div class=""comment-star star3""></div>",看着不太好，我只是买过好几次，总感觉包装有点不太一样，用用才知道。,2022-04-23 20:42:29.329,美白黑炭面膜10片,,2018-05-03 12:47,,
方***丶,PLUS会员,"<div class=""comment-star star3""></div>",不知道是不是正品，昨天用了一张，感觉一般般，袋子里面的精华液就一点点。,2022-04-23 20:42:29.437,美白黑炭面膜10片,,2018-09-10 22:21,,
东***仔,PLUS会员,"<div class=""comment-star star2""></div>",感觉这款面膜不怎么好用，效果也不好，用起来不舒服,2022-04-23 20:42:29.561,【补水提亮】美白保湿黑面膜,,2020-06-26 13:48,,
****d,,"<div class=""comment-star star2""></div>",面膜效果不是特别理想，不是特别保湿，美白效果也不明显，,2022-04-23 20:42:29.701,美白黑炭面膜10片,,2017-07-26 17:38,,
砖***1,,"<div class=""comment-star star2""></div>",价格实在摸不透，一会贵一会便宜。买了还没拆，就便宜了二十多块，也不知道能不能保价。,2022-04-23 20:42:29.832,【提亮焕肤】美白保湿黑面膜,,2021-06-13 22:06,,
****d,PLUS会员,"<div class=""comment-star star2""></div>",气味跟之前买的不一样敷在脸上还有点痒不知道是不是遇到假货了,2022-04-23 20:42:29.951,美白黑炭面膜,,,,2019-07-13 02:18
****l,,"<div class=""comment-star star2""></div>",520当天174买的三盒，522凌晨看居然降了几块钱，太坑了！！！物流快，用着不错。,2022-04-23 20:42:30.085,【焕白因子】美白保湿黑面膜,,,,2020-05-22 00:07
逛***嘛,PLUS会员,"<div class=""comment-star star3""></div>",这款面膜不怎么贴合脸，比较粗糙一点，用着还算补水,2022-04-23 20:42:30.655,【补水提亮】美白保湿黑面膜,,2020-11-20 10:22,,
****9,PLUS会员,"<div class=""comment-star star2""></div>",使用感受：面膜较厚，精华不多，刚贴上就干了，总的来说还行吧,2022-04-23 20:42:30.781,【补水提亮】美白保湿黑面膜,,2020-11-11 09:46,,
****0,,"<div class=""comment-star star2""></div>",精华比较少，效果还需要使用一下才能知道，没有那么明显,2022-04-23 20:42:30.876,美白黑炭面膜10片,,2018-03-06 13:32,,
****4,,"<div class=""comment-star star3""></div>","还行吧就是这个味道有点像洗洁精,不是很好闻!水份挺多的",2022-04-23 20:42:30.983,透亮黑炭面膜10片,,2016-12-20 18:19,,
楚***阳,,"<div class=""comment-star star3""></div>",收到就是这样坏的，都出来了，也不是我打开的，还没用。不知道是不是正品,2022-04-23 20:42:31.092,,【焕白因子】美白保湿黑面膜,,,
小***y,PLUS会员,"<div class=""comment-star star2""></div>",就不说啥了，那小的，根本盖不住脸，我脸不大哈，这个脑门就一半,2022-04-23 20:42:31.199,美白黑炭面膜,,,,2019-06-05 20:05
B***g,,"<div class=""comment-star star2""></div>",这个面膜，用了感觉没啥感觉，没感觉到啥子清洁或者补水效果,2022-04-23 20:42:31.309,【焕白因子】美白保湿黑炭面膜,,,,2019-11-06 07:23
纪***7,,"<div class=""comment-star star3""></div>",东西收到几天了，用过后才来评价的，感觉和一般的面膜没多大区别，只能将就用了！,2022-04-23 20:42:31.409,美白黑炭面膜10片,,2017-04-05 11:03,,
w***g,,"<div class=""comment-star star3""></div>",这款比起细致毛孔和水润保湿那两款精华液少很多，而且面部有点不舒服。,2022-04-23 20:42:31.512,美白黑炭面膜10片,,2017-12-06 22:45,,
恩***达,PLUS会员,"<div class=""comment-star star3""></div>",贴了没什么效果，不吸收水分，有点厚，贴合倒是挺贴合脸的,2022-04-23 20:42:31.646,美白黑炭面膜10片,,2017-07-25 22:18,,
u***6,PLUS会员,"<div class=""comment-star star3""></div>",外边包装就一个软的快递袋，里边三个盒子面膜，一个盒子压畸形了，另外两个盒子胶条开了。挺好的面膜真不知道为什么要这么糊弄的寄来？,2022-04-23 20:42:32.284,美白黑炭面膜,,,,2019-04-16 08:15
S***3,PLUS会员,"<div class=""comment-star star3""></div>",使用感受：感觉没有想像中好，补水效果一般，效果也没有感觉有用。,2022-04-23 20:42:32.399,,【焕白因子】美白保湿黑面膜,,,
****v,,"<div class=""comment-star star3""></div>",还可以，挺补水，买了两盒，有一盒包装是烂的，怀疑是别人退货的然后又给我，看了评论，评论很多都说包装是烂的，下单前和客服说，包装送好的给我，到手就有一盒是坏的，看了心情就不美丽！,2022-04-23 20:42:32.548,美白黑炭面膜10片,,2018-05-25 10:20,,
素***楦,,"<div class=""comment-star star3""></div>",质量不怎么样，对比了一下和正品有差距，生产日期包装就差很多，京东正品现在有点让人担忧了，上次买的兰芝也是，得亏买的少，还是要对比一下的，请机构验证又麻烦，哎,2022-04-23 20:42:32.678,,美白黑炭面膜10片,,2018-07-29 09:29,
年***声,,"<div class=""comment-star star2""></div>",不想说什么，用了后，第三天长痘痘了，还长俩，我脸上基本没长过痘痘,2022-04-23 20:42:32.802,美白黑炭面膜10片,,2018-05-07 01:12,,
u***p,PLUS会员,"<div class=""comment-star star2""></div>",这难道是中国版的可莱丝吗？左边京东买的，右边韩国买的。包装不一样，味道和里面的精华香味粘稠度都不一样，难道这是传说中的新旧包装？求解释。,2022-04-23 20:42:32.912,,美白黑炭面膜10片,,2017-06-17 23:48,
杨***c,PLUS会员,"<div class=""comment-star star3""></div>",总共买了三盒，只有一盒有包装盒，另外两盒就只是用塑料袋装的，其中有一包里面的面膜破口了，漏了一袋子的面膜精华液，我就是想知道为啥没有包装盒？？？,2022-04-23 20:42:33.041,,美白黑炭面膜10片,,2017-11-17 16:50,
****b,,"<div class=""comment-star star2""></div>",和我在商场买的有区别，商场买的包装上有韩国原装进口的字样，并且包装彩色部分更亮更深，京东买的是黑灰色，今天用了京东买的，里面的原液明显比商场买的少，懒得上图了，第一次买，也是最后一次，以后还是趁商场有活动直接买吧，,2022-04-23 20:42:33.193,美白黑炭面膜10片,,2017-06-15 20:35,,
y***杨,,"<div class=""comment-star star3""></div>",666，买完就降价。,2022-04-23 20:42:33.314,美白黑炭面膜10片,,2018-08-16 21:24,,
u***6,PLUS会员,"<div class=""comment-star star2""></div>",满怀期待拿回家的快递，一打开心塞的很，包装盒拆成这样的，还发出来,2022-04-23 20:42:33.459,,美白黑炭面膜10片,,2017-11-15 20:26,
1***p,,"<div class=""comment-star star2""></div>",味道有点怪怪的，和我以前买的味道不一样。不晓得用起来咋样,2022-04-23 20:42:34.159,美白黑炭面膜10片,,2017-08-12 22:19,,
姬***沙,PLUS会员,"<div class=""comment-star star3""></div>",一直都在用，这次在京东买了一盒感觉个别袋子里的面贴质量不一样，有的面膜纸厚，有的薄质量不好…………,2022-04-23 20:42:34.275,透亮黑炭面膜10片,,2016-10-19 21:05,,
****团,,"<div class=""comment-star star3""></div>",这个面膜身边有人用说不错但是我用脸过敏了也不能确定是面膜的问题，总之也不敢再用了,2022-04-23 20:42:34.378,美白黑炭面膜10片,,2018-06-04 13:53,,
禹***9,PLUS会员,"<div class=""comment-star star2""></div>",商品是挺便宜，但是面膜内精华液太少，二十分钟面膜就干了，感觉效果差那么一点。,2022-04-23 20:42:34.478,美白黑炭面膜10片,,2017-10-19 11:05,,
h***0,,"<div class=""comment-star star2""></div>",脸上起红疹了！郁闷，不知道为什么会这样，我皮肤不属于敏感型的啊！,2022-04-23 20:42:34.619,美白黑炭面膜10片,,,,
****b,PLUS会员,"<div class=""comment-star star3""></div>",这次买的感觉没有之前好用了，精华也不是很多，感觉假,2022-04-23 20:42:34.715,,【补水提亮】美白保湿黑面膜,,2020-11-16 18:04,
****h,PLUS会员,"<div class=""comment-star star3""></div>",正品不正品不知道，不过这个面膜太厚了，效果一般，敷在脸上也不舒服,2022-04-23 20:42:34.825,美白黑炭面膜10片,,2018-02-24 19:20,,
****羙,,"<div class=""comment-star star2""></div>",不好用，用完出油明显，第二天换别的牌子效果就很好，证明不是我的皮肤问题,2022-04-23 20:42:34.999,美白黑炭面膜,,,,2018-11-19 15:23
A***g,PLUS会员,"<div class=""comment-star star3""></div>",这次买的特别不好，还没用，但是包装像被拆过。旧旧的，没上次买的好！不明白为啥和上次买的感觉不一样！！！,2022-04-23 20:42:35.107,,美白黑炭面膜,,,
冬***比,,"<div class=""comment-star star2""></div>",沒用這面膜之膜，从來就不長豆豆，用了兩次之后就長了三顆豆豆，我想知道爲什麼！？~~包裝一星，就一個膠袋……?,2022-04-23 20:42:35.241,美白黑炭面膜10片,,2018-06-30 10:57,,
秋***了,PLUS会员,"<div class=""comment-star star2""></div>",没有变白…,2022-04-23 20:42:35.958,美白黑炭面膜10片,,2017-10-07 10:46,,
c***5,,"<div class=""comment-star star3""></div>",面膜盒子都无封口贴，到货都掉出来了，感觉有点差，原装正品会这样吗？,2022-04-23 20:42:36.106,【补水提亮】美白保湿黑面膜,,2020-08-01 20:45,,
****1,,"<div class=""comment-star star2""></div>",一直用的是韩国买的，很好用，在京东买的用过之后发现很不好用，一直很信赖京东，希望不要有假货出现,2022-04-23 20:42:36.220,美白黑炭面膜10片,,2018-03-16 20:38,,
