用户名,会员,星级,评论,采集时间,类型1,类型2,评论时间1,评论时间2,评论时间3
v***5,PLUS会员,"<div class=""comment-star star3""></div>",这个包装坏的有点醉啊，希望下次可以改进。还买了一个胶原蛋白的，满减优惠，刚用一次，两个人一起用的，都感觉有点sa，而且用完以后也没评价里说的那种超级滋润补水那种感觉。个人感觉还没有前几天买的那个便宜点的好用。,2022-04-23 21:28:04.442,维生素面膜10片,,2018-02-11 22:31,,
_***-,PLUS会员,"<div class=""comment-star star2""></div>",买面膜没要求什么，补水就够～在这买了好几次了吧，是不是因为销量大？所以很敷衍？有的开出来精华液挺多，有的好干？为什么？干每次直接就扔掉！包装问题也不得不说下！箱子明明是完好的，为什么打开以后，有的盒子完好，有的盒子是坏的？,2022-04-23 21:28:05.057,维生素面膜,,,,2019-06-21 17:40
****0,PLUS会员,"<div class=""comment-star star2""></div>",今天刚买，效果不知道，这个面膜形状对我不是很友好啊，贴脸上，鼻子怎么都服帖不了，好忧伤,2022-04-23 21:28:05.123,,【改善暗沉】维生素面膜,,,
那***啊,PLUS会员,"<div class=""comment-star star3""></div>",这款一般般吧，水分精华没有蓝色袋子的奈个多，建议精华多放点，贴到脸上感觉没2分钟就干了,2022-04-23 21:28:05.185,【改善暗沉】维生素面膜,,2021-04-06 23:42,,
****n,PLUS会员,"<div class=""comment-star star3""></div>",使用感受：一般，有点干，精华液不是很多产品质感：面膜的棉质有点厚，不太舒服补水效果：补水效果一般，第二天早上洗完脸，脸还是干干的,2022-04-23 21:28:05.248,【透亮美肌】维生素面膜,,,,2020-02-07 14:02
明***君,,"<div class=""comment-star star3""></div>",效果一般！！！！！！！,2022-04-23 21:28:05.307,【改善暗沉】维生素面膜,,2022-02-05 23:29,,
1***5,,"<div class=""comment-star star2""></div>",产品质感：质感还行，就是精华太太太太太太太太少了吧。。。。。敷一会就觉得很干。。贴合效果：还行，一般般用着感觉有点过敏，而且自己也不属于敏感肌，用完脸发热发烫，红红的，还有一点点小疹子,2022-04-23 21:28:05.369,【透亮美肌】维生素面膜,,,,2020-03-08 01:28
****2,PLUS会员,"<div class=""comment-star star2""></div>",面膜的设计完全不按照脸型来的，敷其他牌子的面膜都没有像这个一样，怎么鼻子两边怎么拉过来都是空的，敷不了，差,2022-04-23 21:28:05.425,【改善暗沉】维生素面膜,,2021-09-03 23:11,,
甜***1,,"<div class=""comment-star star3""></div>",产品质感：里面的精华液不多以至于展开的时候就发现贴在眼周的部位有点干想再补充一点却发现袋里面的精华少的可怜适合肤质：我不是特别敏感的皮肤但是有时候对有的化妆品会过敏这个总体来说还可以并没有什么不良反应,2022-04-23 21:28:05.487,,【透亮美肌】维生素面膜,,,
楠****,,"<div class=""comment-star star3""></div>",有点气，不扫条形码都感觉不是正品的。首先，我之前敷的美迪惠尔面膜纸有一定的厚度，我不知道是不是改版了。其次，印象中的美迪惠尔精华是很粘稠的，根本倒不出来，但是这次却轻而易举就流出来了，太稀了。然后，味道有点刺鼻，之前用的味道相对来说好一点。最后，残存在脸颊上的美迪惠尔面膜精华变干后，脸颊会感觉黏黏的，但是我敷完干得挺快，而且完全不粘。有点失望,2022-04-23 21:28:05.559,,维生素面膜10片,,2017-11-08 20:59,
E***7,PLUS会员,"<div class=""comment-star star3""></div>",不太适合我，用了起皮，已经送人，不太适合我，刺激性较大，不是太温和，，个人体质受不了，已经放弃，**送人，支持京东，新的一年，加油,2022-04-23 21:28:05.624,,【改善暗沉】维生素面膜,,2022-01-01 12:16,
平***z,,"<div class=""comment-star star3""></div>",产品质感：面膜的材料的话并不怎么好。感觉那张纸嗯用着很不舒服。精华液很少，比较干。使用感受：这款面膜我感觉他的保湿效果不怎么好。用完之后感觉脸上也没有多么的滋润，然后精华液是非常的少，面膜上的精华液也是很少的。适合肤质：应该是适合任何肤质的话，但是如果皮肤过于敏感的话，还是建议不要使用了。补水效果感觉个人认为补水效果很差，还没有其他的面膜，感觉比较好。贴合效果：对皮肤也不是那么的贴和个人不建议购买。,2022-04-23 21:28:06.146,【改善暗沉】维生素面膜,,2020-06-14 12:47,,
Y***M,,"<div class=""comment-star star2""></div>",包装太差了，不满意不满意,2022-04-23 21:28:06.199,维生素面膜,,,,2019-07-24 08:05
向***3,,"<div class=""comment-star star3""></div>",面膜的盒子破了，旧旧的，破损严重,2022-04-23 21:28:06.254,维生素面膜10片,,,,
u***h,PLUS会员,"<div class=""comment-star star2""></div>",包装烂，都是烂开封的，让人很无语,2022-04-23 21:28:06.301,维生素面膜10片,,2017-11-08 12:54,,
入***您,,"<div class=""comment-star star2""></div>",包装太破了就一个盒子外面一个袋子。,2022-04-23 21:28:06.349,维生素面膜10片,,2018-07-30 09:49,,
G***r,,"<div class=""comment-star star3""></div>",包装太破，回来面膜的包装盒都坏了！,2022-04-23 21:28:06.398,维生素面膜10片,,,,
****k,,"<div class=""comment-star star3""></div>",一般般。精华很少很小的面膜,2022-04-23 21:28:06.450,维生素面膜10片,,2018-02-25 21:45,,
g***n,PLUS会员,"<div class=""comment-star star3""></div>",太小了，男生用显得太小了~~,2022-04-23 21:28:06.500,维生素面膜10片,,2017-04-12 21:39,,
韩***冰,,"<div class=""comment-star star3""></div>",用着不是很舒服，不会再买了,2022-04-23 21:28:06.547,透亮嫩白维生素面膜25ml*10,,2016-06-25 19:41,,
E***n,PLUS会员,"<div class=""comment-star star3""></div>",包装太简单，都是散开的，不认真不负责任呀,2022-04-23 21:28:06.597,维生素面膜10片,,,,
x***8,,"<div class=""comment-star star3""></div>",面膜的包装盒破了，打开物流包装很失望,2022-04-23 21:28:07.213,维生素面膜10片,,2018-06-07 15:36,,
****w,,"<div class=""comment-star star2""></div>",感觉买假了，精华液很少很少,2022-04-23 21:28:07.257,【透亮美肌】维生素面膜,,,,2020-02-11 21:26
断***6,PLUS会员,"<div class=""comment-star star3""></div>",产品质感：盒子都烂了，一点都不好,2022-04-23 21:28:07.317,,【改善暗沉】维生素面膜,,2020-11-21 22:12,
我***姐,,"<div class=""comment-star star3""></div>",比在屈臣氏买便宜了一半，质量不知道真的假的,2022-04-23 21:28:07.371,维生素面膜10片,,2018-03-02 11:39,,
w***a,PLUS会员,"<div class=""comment-star star2""></div>",没封口，真假不知，让人感觉不靠谱,2022-04-23 21:28:07.445,【透亮美肌】维生素面膜,,,,2020-01-31 16:19
小***6,PLUS会员,"<div class=""comment-star star3""></div>",包装太差，要的一盒，为什么是打开的,2022-04-23 21:28:07.499,,【改善暗沉】维生素面膜,,2020-08-06 13:26,
便***村,,"<div class=""comment-star star2""></div>",产品质感：这次买回来的液体特少，有些失望,2022-04-23 21:28:07.568,【透亮美肌】维生素面膜,,,,2019-11-02 23:08
q***h,,"<div class=""comment-star star2""></div>",第一次京东给差评。这简陋的不能再简陋的包装。醉了,2022-04-23 21:28:07.628,,维生素面膜10片,,2018-05-01 11:18,
****k,PLUS会员,"<div class=""comment-star star2""></div>",包装真心不怎么样，而且面膜叠的还很烂,2022-04-23 21:28:07.685,维生素面膜10片,,2016-08-22 15:48,,
毒***怼,,"<div class=""comment-star star2""></div>",精华液特别少，膜布比较粗糙,2022-04-23 21:28:07.753,【透亮美肌】维生素面膜,,,,2020-03-03 19:29
****f,,"<div class=""comment-star star2""></div>",面膜的营养液非常少，少得可怜，不建议买,2022-04-23 21:28:08.266,【改善暗沉】维生素面膜,,,,2020-05-19 09:04
****x,,"<div class=""comment-star star2""></div>",精华太少了，只能挤出一点点精华……,2022-04-23 21:28:08.314,维生素面膜,,,,2019-06-03 01:17
K***6,PLUS会员,"<div class=""comment-star star2""></div>",没有封口，像是零卖的面膜，自己打包，第一印象很差,2022-04-23 21:28:08.362,,维生素面膜,,,
u***t,,"<div class=""comment-star star3""></div>",包装太不好了，就一个袋子装的，面膜都坏了，哎,2022-04-23 21:28:08.414,维生素面膜10片,,2016-11-09 09:45,,
l***y,PLUS会员,"<div class=""comment-star star3""></div>",也许买到假货了，精华少得可怜，下次不会再买,2022-04-23 21:28:08.493,维生素面膜,,,,2019-09-12 11:16
丫***u,PLUS会员,"<div class=""comment-star star2""></div>",产品质感：不好用，水很少，不喜欢，差评,2022-04-23 21:28:08.538,【改善暗沉】维生素面膜,,2020-12-07 10:23,,
****s,,"<div class=""comment-star star2""></div>",补水效果：效果不太好产品质感：面膜太硬太厚了,2022-04-23 21:28:08.580,【透亮美肌】维生素面膜,,,,2019-11-12 17:54
有***4,PLUS会员,"<div class=""comment-star star2""></div>",一天敷一次，绝对过敏！我过敏了一周没付，还稍微好点,2022-04-23 21:28:08.627,【透亮美肌】维生素面膜,,,,2019-11-02 17:09
A***9,PLUS会员,"<div class=""comment-star star3""></div>",产品还没用，先不说好不好。**，无赠品！我买三件！,2022-04-23 21:28:08.666,维生素面膜,,,,2019-02-22 14:45
****2,,"<div class=""comment-star star3""></div>",感觉不怎么样，精华液很少，也很厚,2022-04-23 21:28:08.717,维生素面膜,,,,2018-12-26 20:02
****4,,"<div class=""comment-star star3""></div>",快递很暴力。。。。。让我一瞬间心情有辣么点不好了,2022-04-23 21:28:09.271,,【改善暗沉】维生素面膜,,2021-04-01 12:53,
****i,,"<div class=""comment-star star3""></div>",包装很差，应该是正品，包装盒都压坏了，用后有点油,2022-04-23 21:28:09.318,维生素面膜10片,,,,
莲***i,,"<div class=""comment-star star3""></div>",不好用，水很少，6.7分钟就干了感觉,2022-04-23 21:28:09.368,【改善暗沉】维生素面膜,,,,2020-05-07 00:51
z***5,PLUS会员,"<div class=""comment-star star3""></div>",京东买东西这么多年，一般来说，只要东西还过得去，都会给好评！价格波动太大！,2022-04-23 21:28:09.438,维生素面膜,,,,2018-11-22 15:11
****e,PLUS会员,"<div class=""comment-star star2""></div>",差评，以前在韩国的买过比这个好多了，高仿吧？？？,2022-04-23 21:28:09.507,【改善暗沉】维生素面膜,,2020-08-21 23:42,,
****2,,"<div class=""comment-star star3""></div>",刚买完就降价了，真坑,2022-04-23 21:28:09.557,【透亮美肌】维生素面膜,,,,2020-02-22 14:08
宝***儿,,"<div class=""comment-star star3""></div>",包装太差了，面膜自己都跑出来了，担心质量问题,2022-04-23 21:28:09.611,【改善暗沉】维生素面膜,,2020-08-26 14:41,,
南***归,PLUS会员,"<div class=""comment-star star2""></div>",这个是凑单买的，包装依然破损严重……运输途中实在是不小心，非常影响体验,2022-04-23 21:28:09.664,,维生素面膜10片,,2017-10-13 12:58,
糖***咪,PLUS会员,"<div class=""comment-star star2""></div>",精油少，别的也不想多说了，日期也快到了，无语?,2022-04-23 21:28:09.725,【透亮美肌】维生素面膜,,,,2019-12-16 09:43
y***1,,"<div class=""comment-star star3""></div>",水分不足，效果很一般,2022-04-23 21:28:09.781,【透亮美肌】维生素面膜,,,,2019-11-14 06:53
z***0,,"<div class=""comment-star star3""></div>",我只能说对包装很不满意，连个塑料袋外包装都没有，快递送来已经把纸盒包装压坏了,2022-04-23 21:28:10.406,维生素面膜10片,,,,
高***董,PLUS会员,"<div class=""comment-star star3""></div>",扣分是因为包装差劲！可以说是京东购物包装最差的一次，没有之一！,2022-04-23 21:28:10.463,,维生素面膜10片,,2018-03-06 20:32,
****b,,"<div class=""comment-star star3""></div>",一共买了4盒，有2盒的封口贴纸是撕开过的，让人失望。,2022-04-23 21:28:10.506,,【改善暗沉】维生素面膜,,2020-06-23 20:51,
z***i,PLUS会员,"<div class=""comment-star star3""></div>",快递一打开，各种包装炸开口，里面商品没有什么大问题。勉强接受，京东包装真的是烂,2022-04-23 21:28:10.566,,维生素面膜10片,,2018-04-21 14:34,
****5,PLUS会员,"<div class=""comment-star star2""></div>",包装太差了，面膜盒都被压坏了,2022-04-23 21:28:10.609,,【改善暗沉】维生素面膜,,2021-07-19 19:24,
幸***晓,,"<div class=""comment-star star2""></div>",还没用过，打开后每个包装盒都是开的？？？？是里面的东西被换过，还是别人退的又发给我了？？,2022-04-23 21:28:10.664,【改善暗沉】维生素面膜,,2020-06-29 12:56,,
****o,,"<div class=""comment-star star3""></div>",这款很小啊，额头上面还有一截空白的，怎么这么小呢,2022-04-23 21:28:10.710,,维生素面膜10片,,2018-10-23 15:48,
伍***政,,"<div class=""comment-star star3""></div>",怎么说，没有想像中的好，面膜质量很不好........,2022-04-23 21:28:10.761,维生素面膜10片,,2017-04-12 17:48,,
正***9,,"<div class=""comment-star star3""></div>",使用感受很一般，终于知道为什么蓝色的卖的最好,2022-04-23 21:28:10.806,【改善暗沉亮肤】维生素面膜,,2021-02-07 09:32,,
招***哦,,"<div class=""comment-star star2""></div>",差评，用着一点都不好，贴上干巴巴的，水太水了,2022-04-23 21:28:10.862,【透亮美肌】维生素面膜,,,,2019-11-05 16:16
K***-,,"<div class=""comment-star star2""></div>",有一盒面膜有打开的痕迹差评另一个是好的很失望而且扫码只能扫出来韩国两个字。,2022-04-23 21:28:11.469,维生素面膜10片,,2017-09-11 08:05,,
油***5,,"<div class=""comment-star star3""></div>",一般般啦，精华很少，面膜也很厚，只有一层，不好贴,2022-04-23 21:28:11.512,【透亮美肌】维生素面膜,,,,2020-01-01 13:21
****d,,"<div class=""comment-star star2""></div>",盒子都被压坏了，没有再用纸盒子装一遍，买的洗面奶就那样装在袋子里，袋子也划了一个口子，觉得京东的包装太差了,2022-04-23 21:28:11.579,维生素面膜10片,,2018-08-23 21:01,,
****c,,"<div class=""comment-star star2""></div>",感觉买到了假冒伪劣产品，又厚，精华液又少，不敷贴,2022-04-23 21:28:11.637,维生素面膜,,,,2019-09-26 19:27
十***机,PLUS会员,"<div class=""comment-star star3""></div>",一般基本的保湿效果都没有用完皮肤很干,2022-04-23 21:28:11.695,【改善暗沉亮肤】维生素面膜,,2021-01-02 21:08,,
E***y,,"<div class=""comment-star star3""></div>",这盒收到的时候盒子上连塑封都没有，从京东买东西这么多次头一次出现这种情况，非常失望。,2022-04-23 21:28:11.746,【改善暗沉】维生素面膜,,2020-08-24 12:23,,
****1,PLUS会员,"<div class=""comment-star star3""></div>",产品好坏暂时不作评价，但商家对商品的包装保护做得很差！面膜的包装盒都烂了，难得商家就没想过客人是有可能买来送人的吗？！,2022-04-23 21:28:11.799,维生素面膜10片,,2018-06-22 13:07,,
V***0,PLUS会员,"<div class=""comment-star star2""></div>",网上很多人说包装盒被人打开了，我感觉买这么多次了没遇到过，今天真遇到了，但没用过产品不能评价，只是现在对包装有不满而已，希望产品不要让我失望。,2022-04-23 21:28:11.862,维生素面膜10片,,2018-08-26 14:25,,
****7,,"<div class=""comment-star star3""></div>",没办法查，真伪，很失望,2022-04-23 21:28:11.916,【改善暗沉亮肤】维生素面膜,,2021-02-26 17:17,,
孞***潮,,"<div class=""comment-star star3""></div>",用着个牌子好几年了，这次双十一拍了5盒分了三次发，回来的包装都烂了连个纸箱都不用，差评,2022-04-23 21:28:11.986,【改善暗沉】维生素面膜,,2020-11-13 20:35,,
y***3,,"<div class=""comment-star star2""></div>",跟上次朋友给买的不太一样，同样的东西怎么差那么多，我觉得京东商城应该不会卖假货吧！但是质量确实差的很多，为什么呢？,2022-04-23 21:28:12.608,维生素面膜10片,,2017-05-03 17:24,,
小***扭,,"<div class=""comment-star star3""></div>",面膜太小了，我半个脑门都在外面是啥情况啊？？？鼻子也贴不住？,2022-04-23 21:28:12.674,维生素面膜10片,,2017-10-24 21:35,,
****9,PLUS会员,"<div class=""comment-star star3""></div>",一般吧，精华特别少，，。,2022-04-23 21:28:12.736,【改善暗沉】维生素面膜,,2021-05-28 11:17,,
P***U,,"<div class=""comment-star star2""></div>",只能说不是正品，良心评价，用这款面膜很久了第一次在她家买很明显感觉不一样！！！,2022-04-23 21:28:12.778,维生素面膜,,,,2019-04-14 22:00
****u,PLUS会员,"<div class=""comment-star star2""></div>",这次我要给个差评，收到快递连个包装盒都没有。有一盒面膜开口处都是开的。差评。包装盒都邹巴巴的。,2022-04-23 21:28:12.825,,维生素面膜10片,,2018-01-29 19:33,
心***流,,"<div class=""comment-star star2""></div>",说实话精华液太少了，除了面纸上的，根本没得多,2022-04-23 21:28:12.861,【改善暗沉亮肤】维生素面膜,,2021-03-10 05:56,,
晓***郎,PLUS会员,"<div class=""comment-star star2""></div>",第一次给差评，因为里面打开，没有什么精华，贴在脸上都感觉干了，上当受骗,2022-04-23 21:28:12.912,,【透亮美肌】维生素面膜,,,
果***栗,PLUS会员,"<div class=""comment-star star2""></div>",拿到手盒子就是打开的，上面连密封的胶条都没有，我真的怀疑是不是被人打开真假掺着卖,2022-04-23 21:28:12.959,,【改善暗沉】维生素面膜,,2020-08-17 10:29,
n***4,PLUS会员,"<div class=""comment-star star3""></div>",京东应该抓好第三方的管理工作，不应该出了问题不闻不问的！太不合理了！既然提供平台就应该做好服务而不是卖家卖什么说什么就是什么！,2022-04-23 21:28:13.011,维生素面膜10片,,2016-12-02 09:09,,
y***h,PLUS会员,"<div class=""comment-star star2""></div>",收到外包装都是拆封过的，不知道是不是退货心里很不爽！一直很相信京东的，这次让我很失望！两颗心是给快递小哥的。,2022-04-23 21:28:13.058,,维生素面膜10片,,2017-11-18 20:54,
T***o,,"<div class=""comment-star star3""></div>",包装破损。条码贴住撕开后扫码是另一家店的东西。用起来气味和在实体店的不一样。感觉像非正品。买前没仔细看评价，后悔。,2022-04-23 21:28:13.580,维生素面膜,,,,2018-11-13 20:06
M***1,,"<div class=""comment-star star3""></div>",一般般，收到包装都拆了，店家告诉我不影响正常使用就行了。使用后效果也一般，一分钱一分货吧！这次京东购物没有惊喜，感觉只是把价格提高了，再做活动！今天无意间在我们这看到零售价就那价格，京东形象全毁！,2022-04-23 21:28:13.629,维生素面膜10片,,2017-11-17 14:59,,
j***a,PLUS会员,"<div class=""comment-star star2""></div>",收到快递箱完好无损，这货却都散在箱子里，肯定不是快递的原因。三盒面膜，两盒无封口，只有蓝色包装的有封口，怎么回事？怀疑买到假货不敢用。产品质感：包装无封口，慎买！,2022-04-23 21:28:13.689,【改善暗沉】维生素面膜,,2020-08-10 13:03,,
Z***彭,PLUS会员,"<div class=""comment-star star3""></div>",没有过这么不好用的面膜，勉强给个三星。一点都不水润，也不好吸收。,2022-04-23 21:28:13.746,维生素面膜10片,,2017-11-23 14:15,,
****的,PLUS会员,"<div class=""comment-star star2""></div>",199-100买的包装超级不好而且开口感觉现在京东也不是很靠谱,2022-04-23 21:28:13.804,,透亮嫩白维生素面膜25ml*10,,2016-05-28 22:19,
Y***豬,,"<div class=""comment-star star2""></div>",快递很给力，但是包装破损严重，填充物都没有，就直接一个袋子装着，太简陋了吧！两百块钱的面膜难道就不配有个盒子吗？,2022-04-23 21:28:13.864,,【透亮美肌】维生素面膜,,,
****n,,"<div class=""comment-star star2""></div>",这款使用感太差了，一点精华都没有，一敷上脸***的，,2022-04-23 21:28:13.925,【改善暗沉】维生素面膜,,2020-06-21 13:47,,
8***c,,"<div class=""comment-star star2""></div>",好差呀！不知道哪来的这么多好评感觉是假货都后悔买了，跟以前买的都不一样包装质量太差劲了，里面的码都扫不了,2022-04-23 21:28:13.988,【改善暗沉】维生素面膜,,2020-08-28 08:48,,
B***g,,"<div class=""comment-star star2""></div>",严重缩水，面膜改版，@非常的少，贴在脸上没到十分钟就干了，以购买很失望！,2022-04-23 21:28:14.042,维生素面膜,,,,2019-05-26 07:24
u***h,,"<div class=""comment-star star2""></div>",不好用，一点都不补水，精华也少得可怜。怀疑假货。,2022-04-23 21:28:14.107,【改善暗沉】维生素面膜,,2021-04-18 22:05,,
朱***啦,PLUS会员,"<div class=""comment-star star3""></div>",经常在京东上买东西，从来不评价，发现浪费了好多京东豆，以后都这样复制粘贴的评价了。。。。。给我妈买的，说不太好用，有点小,2022-04-23 21:28:14.649,维生素面膜10片,,2018-05-18 09:22,,
說***你,,"<div class=""comment-star star3""></div>",买贵了，一分钱一分货，质量一般，价格比现在还便宜了，太@了,2022-04-23 21:28:14.698,【改善暗沉】维生素面膜,,2021-11-13 19:11,,
****x,,"<div class=""comment-star star2""></div>",我怀疑是不是假的，精华液特别少，而之前买的补水的精华液特别多，而且为什么这个不支持7天退货，我看别的就支持,2022-04-23 21:28:14.747,维生素面膜10片,,2018-01-11 22:38,,
M***张,PLUS会员,"<div class=""comment-star star2""></div>",跟我在全球购免税店买的根本不一样好吗，感觉是假的，这个面膜很厚，而且很小，我脸不大，都贴不到，跟我在店里买的完全不一样，不建议大家购买，怪不得比免税店便宜将近一半,2022-04-23 21:28:14.788,维生素面膜10片,,2017-06-13 18:18,,
-***-,PLUS会员,"<div class=""comment-star star3""></div>",感觉一般般，用完油得很，洗一下才舒服,2022-04-23 21:28:14.838,【改善暗沉】维生素面膜,,2021-12-10 11:15,,
u***n,,"<div class=""comment-star star3""></div>",买了三盒，有盒被拆开了。感觉很不好，这样不能保证面膜有没有被换过。第一次在京东买东西遇到这样的事。好失望！买了三盒，有盒被拆开了。感觉很不好，这样不能保证面膜有没有被换过。第一次在京东买东西遇到这样的事。好失望！买了三盒，有盒被拆开了。感觉很不好，这样不能保证面膜有没有被换过。第一次在京东买东西遇到这样的事。好失望！,2022-04-23 21:28:14.879,透亮嫩白维生素面膜25ml*10,,2016-06-17 22:25,,
****6,PLUS会员,"<div class=""comment-star star3""></div>",一般，有的面膜拿出来都是干的，精华也很少，敷在脸上觉得很干,2022-04-23 21:28:14.935,【改善暗沉亮肤】维生素面膜,,2020-12-23 20:45,,
C***6,,"<div class=""comment-star star3""></div>",很一般，精华液太少了，拿出来一点点润，打开里面外包装都是开的,2022-04-23 21:28:14.987,【改善暗沉】维生素面膜,,2020-07-09 08:47,,
****Q,,"<div class=""comment-star star3""></div>",怀疑是假的。非常容易撕扯，眼眶这里大的恨不得拉到太阳穴。并且客服说了，不支持防伪查询,2022-04-23 21:28:15.027,【改善暗沉】维生素面膜,,2020-08-30 23:18,,
****l,,"<div class=""comment-star star3""></div>",产品质感：第一次用，真的感觉一般使用感受：就这样！没特别好也没特别差适合肤质：任何肤质贴合效果：一般补水效果：一般,2022-04-23 21:28:15.085,【改善暗沉】维生素面膜,,2020-08-07 09:01,,
****y,,"<div class=""comment-star star3""></div>",非常不满意，6.18拍了四盒，到现在还没收齐，催一下就给发一盒，不催就不发，之前说货品紧缺，5-7天安排发货，现在6.28号了还有一盒没收到，太气人了！！！忽悠客户，非常气愤！,2022-04-23 21:28:15.844,维生素面膜,,,,2019-06-29 14:35
****c,PLUS会员,"<div class=""comment-star star3""></div>",还是拆过的，无语?,2022-04-23 21:28:15.899,,【改善暗沉】维生素面膜,,2021-07-08 14:48,
****嬈,PLUS会员,"<div class=""comment-star star3""></div>",一般吧…感觉效果不大…水分也不是很足…第一次买这个牌子的。也不知道真品不是真品，因为自己用了也没过敏。就是敷了比没敷好那么一丢丢???,2022-04-23 21:28:15.961,维生素面膜,,,,2019-07-31 23:41
汪***3,,"<div class=""comment-star star2""></div>",昨天下单，今天就到了。但是面膜包装真的太水了，吓得不敢用。打开就是这样的开口的，面膜盒都没有封口。说正品都不敢相信！,2022-04-23 21:28:16.027,,,,,
c***5,,"<div class=""comment-star star3""></div>",里面的营养液太少了，面膜拿出来感觉很干，盒子连简单的封口贴都没，到货直接都掉出来了，让人感觉非正品，哎,2022-04-23 21:28:16.092,【改善暗沉】维生素面膜,,2020-08-01 20:43,,
林***9,,"<div class=""comment-star star3""></div>",补水效果：水很少，补水就更一般了，其他特色：太香了，打喷嚏，贴个面膜，三分钟就干了。不推荐。,2022-04-23 21:28:16.167,,【改善暗沉】维生素面膜,,2020-07-17 22:38,
9***孩,,"<div class=""comment-star star2""></div>",使用感受：用完脸油油的，真心的不好用。产品质感：打开包装面膜还没敷脸上就扯的不成样了贴合效果：质感差,2022-04-23 21:28:16.227,【改善暗沉】维生素面膜,,2020-09-20 21:07,,
雪***露,,"<div class=""comment-star star3""></div>",第一次用的时候，感觉用过之后确实白了，所以买了一盒。到这次购买的几款效果感觉普遍没有上次好，或者说这次买的三盒用过之后都没觉得有什么效果呢。两次都是京东超市，而且这次的产品破损严重。就像是别人不要退货后又给我发来了。虽然我不介意包装问题，但还是很介意效果的啊,2022-04-23 21:28:16.284,维生素面膜10片,,2018-06-05 05:58,,
****y,PLUS会员,"<div class=""comment-star star2""></div>",产品质感：面膜纸很粗糙，使用感受：精华很少补水效果：一般贴合效果：一个半脸的大小，一点儿也不服帖,2022-04-23 21:28:16.341,【透亮美肌】维生素面膜,,,,2020-04-14 23:04
****4,PLUS会员,"<div class=""comment-star star2""></div>",和之前买的感觉很不一样，既不服帖，也没啥营养液,2022-04-23 21:28:16.421,【改善暗沉】维生素面膜,,2021-07-08 16:14,,
****p,,"<div class=""comment-star star2""></div>",京东的物流，第一次收到如此暴力的物流，而且连里面的面膜盒都压成这样，箱子明显是被人抠了一个洞，够垃圾了,2022-04-23 21:28:17.049,,【改善暗沉】维生素面膜,,2021-06-05 17:20,
w***4,,"<div class=""comment-star star2""></div>",第一次购买，里面的水太少了，敷到脸上不到10分钟就干了,2022-04-23 21:28:17.100,【改善暗沉】维生素面膜,,2021-10-30 06:52,,
u***z,PLUS会员,"<div class=""comment-star star2""></div>",在京东买东西最失望的一次！？！写着套装勿拆，底下却拆了，还贴的有透明胶带？？让人怀疑，看着好难受啊！还有这个祛痘面膜，打开后里面竟然有一张放的和别的张是反方向，真有这种操作吗？？！,2022-04-23 21:28:17.151,,维生素面膜10片,,2018-02-09 20:29,
****a,,"<div class=""comment-star star2""></div>",很垃圾，不知道那些说光滑的是什么鬼。面膜摸着很粗糙。。不怎么好。这是我买回来使用过后的体验，用了一张面膜其他的扔了。,2022-04-23 21:28:17.206,【透亮美肌】维生素面膜,,,,2020-03-29 22:12
****p,PLUS会员,"<div class=""comment-star star3""></div>",里面面膜没有隔层敷的时候很费劲，我这种急性子脾气都要爆炸了，设计的人**吧使用感受：同上贴合效果：不好敷,2022-04-23 21:28:17.268,【透亮美肌】维生素面膜,,,,2019-12-29 00:37
f***g,PLUS会员,"<div class=""comment-star star3""></div>",使用感受：一般，精华太少了，比较干产品质感：一般，精华太少了，比较干，好失望?补水效果：一般贴合效果：眼镜部位剪切的太大了，脸颊两边都有空出来贴不到,2022-04-23 21:28:17.311,【改善暗沉】维生素面膜,,,,2020-05-08 22:01
孟***o,,"<div class=""comment-star star3""></div>",产品质感：不好使用感受：一般般补水效果：很差，没有之前买的好了。真实感受很干，净化不多,2022-04-23 21:28:17.390,【改善暗沉亮肤】维生素面膜,,2021-01-10 08:15,,
这***鼠,,"<div class=""comment-star star2""></div>",精华液太少，贴在脸上不到十分钟就干了，别的品牌还没遇到过这种情况，,2022-04-23 21:28:17.445,,【改善暗沉】维生素面膜,,2021-08-10 13:42,
H***7,,"<div class=""comment-star star3""></div>",使用感受：怎么说这款面膜我一直有用但是精华太少太少了像有些面膜精华多我一般会敷20分钟这款精华这么少的我就只敢敷15分钟最多因为精华太少怕越敷越干脸,2022-04-23 21:28:17.507,【改善暗沉】维生素面膜,,2020-10-18 16:09,,
浣***酱,,"<div class=""comment-star star3""></div>",在国外韩妆店买过vita的，面膜质地很像蚕丝，贴在脸上很透明，面膜空隙也是几乎看不出来的。然而我买了5盒，开了一个镇静的，面膜孔隙很大，摸起来和国外买的那个不太一样。撕开倒是很均匀呈直线，下面的时间钢印也很清晰，这些特点倒是正品有的。总之不知道是不是真的，看到街上那么多*一盒的都让我觉得好方。都不敢回国买东西了。,2022-04-23 21:28:17.553,维生素面膜10片,,,,
****1,,"<div class=""comment-star star2""></div>",并没有说的那么好，估计好评都是刷出来的敷在脸上干干的，包装很简陋估计不是正品，面膜里一点精华跟其他面膜比起来这个肯定是假的，一点都不像正品包装太简陋了，别的面膜敷在脸上能感受到在补水，这个面膜敷在脸上完全就是觉得贴了一张纸希望大家注意不要太相信了,2022-04-23 21:28:18.064,【改善暗沉】维生素面膜,,2020-07-20 15:19,,
