用户名,会员,星级,评论,采集时间,类型1,类型2,评论时间1,评论时间2,评论时间3
****x,,"<div class=""comment-star star3""></div>",不知道真假的，面膜的盒子没有封条，在实体店买的都是有的～～水少了点，其他还可以吧,2022-04-23 20:11:08.806,【弹力紧致】胶原蛋白面膜,,,,2020-02-24 23:37
****9,,"<div class=""comment-star star2""></div>",使用感受：感觉效果一般，没那么滋润，用完皮肤改善不大,2022-04-23 20:11:08.898,【提亮紧致】胶原蛋白面膜,,2020-06-17 12:07,,
你***的,,"<div class=""comment-star star2""></div>",没有什么精华，比较干。,2022-04-23 20:11:08.989,【提亮紧致】胶原蛋白面膜,,2020-09-09 13:31,,
悦***丫,PLUS会员,"<div class=""comment-star star3""></div>",价格虚高，不值这个价,2022-04-23 20:11:09.128,【光滑弹嫩】胶原蛋白面膜,,2021-06-09 15:57,,
****9,PLUS会员,"<div class=""comment-star star3""></div>",不好用，干干的不滋润。,2022-04-23 20:11:09.221,【提亮紧致】胶原蛋白面膜,,2020-11-24 21:31,,
丸***y,,"<div class=""comment-star star3""></div>",适合肤质：和之前买到的包装和面膜纸不太一样，还在使用中看效果,2022-04-23 20:11:09.325,【提亮紧致】胶原蛋白面膜,,2020-07-19 10:39,,
默***1,PLUS会员,"<div class=""comment-star star2""></div>",不知道真假，滋润是挺滋润，但为啥比脸还小？我又不是超级大脸,2022-04-23 20:11:09.411,胶原蛋白面膜10片,,2017-08-31 14:47,,
我***m,,"<div class=""comment-star star3""></div>",用过之后感觉效果一般，精华不是很多，面膜纸也很厚,2022-04-23 20:11:09.505,胶原蛋白面膜,,,,2019-09-08 20:54
l***8,PLUS会员,"<div class=""comment-star star3""></div>",感觉不太好用，面膜纸有点硬和厚，贴合度没有薄款好,2022-04-23 20:11:09.594,【弹力紧致】胶原蛋白面膜,,,,2019-12-16 08:21
****4,,"<div class=""comment-star star3""></div>",我以为面膜是胶原蛋白的那种材质，结果是纺布的，就是里面的精华液好像是胶原蛋白的,2022-04-23 20:11:09.698,【弹力紧致】胶原蛋白面膜,,,,2019-11-12 15:51
****d,PLUS会员,"<div class=""comment-star star3""></div>",面膜太厚了，不好，用着一般,2022-04-23 20:11:10.104,【光滑弹嫩】胶原蛋白面膜,,2021-06-24 09:14,,
重***近,PLUS会员,"<div class=""comment-star star3""></div>",产品凑合，有活动，仅剩便宜。快递包装不错，产品包装一般，没有外包装的塑料，可想而知。,2022-04-23 20:11:10.214,,胶原蛋白面膜,,,
菡***欢,,"<div class=""comment-star star3""></div>","这么便宜,估计也不是正品，跟在柜台买的不一样，不过也没有导致面膜，就这样吧，",2022-04-23 20:11:10.325,胶原蛋白面膜10片,,2017-07-01 22:29,,
H***E,,"<div class=""comment-star star3""></div>",一般吸收不是很好，虽然打的是促销，其实只是值这个价,2022-04-23 20:11:10.431,【光滑弹嫩】胶原蛋白面膜,,2021-05-12 14:57,,
****u,PLUS会员,"<div class=""comment-star star3""></div>",收到货了，应该是发货的时候没有包装好，收到货后盒子被挤压变形了，看起来像拆过的。,2022-04-23 20:11:10.545,胶原蛋白面膜10片,,2018-06-19 11:07,,
****h,,"<div class=""comment-star star3""></div>",一盒是直接拆开敞着的，一盒没有封条，另两盒都是塑封好的，不晓得什么情况,2022-04-23 20:11:10.656,【提亮紧致】胶原蛋白面膜,,2020-11-02 16:31,,
只***食,,"<div class=""comment-star star2""></div>",包装破损，包装无封条贴、看着有点旧、想二次销售的一样,2022-04-23 20:11:10.774,【光滑弹嫩】胶原蛋白面膜,,2021-04-16 20:03,,
潍***皮,,"<div class=""comment-star star2""></div>",使用感受：有点干，水分不足，比去韩国旅游带回来的差多了，感觉像假的。,2022-04-23 20:11:10.891,【弹力紧致】胶原蛋白面膜,,,,2019-12-08 19:56
****u,PLUS会员,"<div class=""comment-star star3""></div>",买了很多盒，不刺激，但是脸有些脱皮了！不知道为啥。,2022-04-23 20:11:11.009,,胶原蛋白面膜10片,,2018-05-05 12:35,
2***L,,"<div class=""comment-star star3""></div>",膜布有点粗糙，贴着不舒服,2022-04-23 20:11:11.143,【光滑弹嫩】胶原蛋白面膜,,2022-02-14 11:40,,
忘***春,,"<div class=""comment-star star2""></div>",面膜就用一个袋子包装，有一盒完全就散掉了，有待提高。,2022-04-23 20:11:11.591,,【莹润肌肤】胶原蛋白面膜,,,
凌***0,,"<div class=""comment-star star3""></div>",感觉没什么特别的效果，跟平时的面膜差不多。买了后看到京东秒杀便宜好多，难道双十一买贵了？,2022-04-23 20:11:11.689,胶原蛋白面膜10片,,2017-11-15 15:19,,
s***2,PLUS会员,"<div class=""comment-star star2""></div>",应该不是正品，里面的精华液都没有了，生产日期还是新的，跟之前店里买的不一样,2022-04-23 20:11:11.785,【弹力紧致】胶原蛋白面膜,,,,2020-02-21 21:54
****9,PLUS会员,"<div class=""comment-star star2""></div>",货已收到，但是面膜外边的包装盒没有封口，还有些破损，不确定到底是不是真的，我有合理理由认为这是假货，只是塞到了一个真的盒子里，让我没办法给到满星，希望卖家注意，也希望卖家能给我个解释,2022-04-23 20:11:11.869,,胶原蛋白面膜,,,
5***g,,"<div class=""comment-star star2""></div>",这次买的味道跟之前也一样，精华也没那么多了，用得不是很安心！,2022-04-23 20:11:11.958,胶原蛋白面膜10片,,2018-09-22 11:02,,
M***T,,"<div class=""comment-star star3""></div>",水分不够多感觉.....,2022-04-23 20:11:12.059,【盈润光滑弹嫩】胶原蛋白面膜,,2021-01-21 15:40,,
落***晴,,"<div class=""comment-star star3""></div>",这个包装我也是醉了！！！瞬间怀疑是不是正品呢,2022-04-23 20:11:12.156,,【光滑弹嫩】胶原蛋白面膜,,2021-06-23 15:17,
u***r,,"<div class=""comment-star star2""></div>",里面的精华很少，面膜还有点干，贴起都不舒服,2022-04-23 20:11:12.244,【提亮紧致】胶原蛋白面膜,,2020-11-11 09:25,,
R***_,,"<div class=""comment-star star3""></div>",盒子有些破损，我一般都是给好评的但是这个盒子破损的我只给3星。不管好不好用单从盒子看只能给这么多。,2022-04-23 20:11:12.350,胶原蛋白面膜10片,,2017-12-05 11:37,,
深***天,,"<div class=""comment-star star3""></div>",感觉面膜不是很水润啊，拿出来感觉干干的……,2022-04-23 20:11:12.461,【提亮紧致】胶原蛋白面膜,,2020-08-27 21:57,,
-***音,,"<div class=""comment-star star3""></div>",感觉和以前用的不一样，用完有点痒，不知道是不是正品,2022-04-23 20:11:12.926,【提亮紧致】胶原蛋白面膜,,2020-10-13 22:59,,
杨***姐,PLUS会员,"<div class=""comment-star star3""></div>",我是油性肌肤，我觉得一般般，用后皮肤有点粘，也没觉得有多大变化。,2022-04-23 20:11:13.025,胶原蛋白面膜10片,,2017-08-25 02:02,,
星***然,PLUS会员,"<div class=""comment-star star3""></div>",营养液越来越少以后怎么爱你都不够,2022-04-23 20:11:13.148,【光滑弹嫩】胶原蛋白面膜,,2021-12-30 08:36,,
姗***_,,"<div class=""comment-star star3""></div>",不知道怎么样，还没用，只是打开包装就开了？不是很满意,2022-04-23 20:11:13.262,,胶原蛋白面膜10片,,2017-06-20 10:20,
M***U,PLUS会员,"<div class=""comment-star star3""></div>",用了一次，觉得一般吧。不是特别好。贴合效果：贴合效果一般。,2022-04-23 20:11:13.375,,【莹润肌肤】胶原蛋白面膜,,,
****N,PLUS会员,"<div class=""comment-star star3""></div>",精华不是很多，敷一会就干了,2022-04-23 20:11:13.486,【光滑弹嫩】胶原蛋白面膜,,2022-04-11 07:55,,
****u,PLUS会员,"<div class=""comment-star star3""></div>",不怎么好用，精华很少，也不知道是不是正品，反正就是做活动买的159三件,2022-04-23 20:11:13.600,【弹力紧致】胶原蛋白面膜,,,,2019-10-26 10:28
源***园,,"<div class=""comment-star star2""></div>",产品包装盒没有贴上封口，以前买的都有贴封口的，能告诉我这到底是咋回事？京东自营买的产品到底还能让人放心吗？,2022-04-23 20:11:13.709,,胶原蛋白面膜,,,
w***D,,"<div class=""comment-star star2""></div>",京东买的109元，但是扫码怎么会出现99元？！昨天订单今天到货就降价了？还有我没有评论，怎么就自动评论了？什么情况？,2022-04-23 20:11:13.828,,胶原蛋白面膜,,,
白***爷,,"<div class=""comment-star star3""></div>",包装整体还可以，有点疑虑的封口胶游动过的感受，但有看不出来那种直觉。,2022-04-23 20:11:13.985,,胶原蛋白面膜10片,,2016-12-14 11:20,
祖***员,PLUS会员,"<div class=""comment-star star3""></div>",一般般好像不能吸收。精华液偏少。这香味有点不自然怪怪的,2022-04-23 20:11:14.403,,【弹力紧致】胶原蛋白面膜,,,
****z,,"<div class=""comment-star star3""></div>",没什么水，还没敷面膜就有点干,2022-04-23 20:11:14.504,【光滑弹嫩】胶原蛋白面膜,,2021-12-12 21:31,,
****3,,"<div class=""comment-star star2""></div>",使用感受：真的跟评价一样，好干的面膜啊，哪有精华啊，幸亏买的少，下次再也不回来了,2022-04-23 20:11:14.596,【弹力紧致】胶原蛋白面膜,,,,2020-02-09 22:51
****w,PLUS会员,"<div class=""comment-star star3""></div>",有点假吧？面膜纸都快干了，虽然没用过这个，但是这不是n.m.f的姐妹么？差太多了,2022-04-23 20:11:14.681,胶原蛋白面膜,,,,2019-03-01 21:03
拒***T,,"<div class=""comment-star star3""></div>",用过了一般补水效果不怎么样,2022-04-23 20:11:14.821,【光滑弹嫩】胶原蛋白面膜,,2022-01-22 16:26,,
****v,,"<div class=""comment-star star2""></div>",不知道为什么新包装出来这么长时间了，还会用老包装发货，感觉不如在实体店里买的用着效果好,2022-04-23 20:11:14.915,胶原蛋白面膜,,,,2018-11-24 20:53
****u,,"<div class=""comment-star star3""></div>",面膜里面的美容液有点少，感觉有点干，不是很滋润,2022-04-23 20:11:15.024,【提亮紧致】胶原蛋白面膜,,2020-10-22 20:30,,
默***萱,,"<div class=""comment-star star3""></div>",没用过凑单活动买来试试，但是这一盒包装不太好，而且下面贴了一个标签，撕开盒子好像有破损，不知道怎么回事。,2022-04-23 20:11:15.115,,胶原蛋白面膜10片,,2018-08-25 12:59,
翠***可,,"<div class=""comment-star star2""></div>",一般般，精华少，唯一好处就是敏感皮肤没有过敏,2022-04-23 20:11:15.211,【盈润光滑弹嫩】胶原蛋白面膜,,2021-02-24 17:24,,
晓***Y,PLUS会员,"<div class=""comment-star star3""></div>",面膜大小有点。。。不太好贴。效果还不知道。,2022-04-23 20:11:15.332,【盈润光滑弹嫩】胶原蛋白面膜,,2021-02-16 15:00,,
9***L,,"<div class=""comment-star star3""></div>",这个面膜有点干，精华液不多；搞活动，很便宜149买了3盒,2022-04-23 20:11:15.737,【提亮紧致】胶原蛋白面膜,,2020-10-24 10:01,,
u***m,,"<div class=""comment-star star2""></div>",面膜沒有保水层，就一张面膜片，拿出来很多处都是干的。,2022-04-23 20:11:15.848,【提亮紧致】胶原蛋白面膜,,2020-11-16 12:19,,
h***8,,"<div class=""comment-star star3""></div>",不够保湿和贴合皮肤，干皮换个吧,2022-04-23 20:11:15.969,【光滑弹嫩】胶原蛋白面膜,,2021-10-12 19:57,,
w***1,,"<div class=""comment-star star2""></div>",套装和盒装里的同一款面膜包装一个有生产日期一个没有，不知道是不是我不懂……总之感觉这次购物挺不好的，包装还被拆过了，简直呵呵了,2022-04-23 20:11:16.088,,胶原蛋白面膜10片,,2017-11-13 09:19,
****2,PLUS会员,"<div class=""comment-star star2""></div>",用过了，不知道是不是正品，，用完之后脸上都是红一片红一片的，，还有点疼，，，,2022-04-23 20:11:16.195,胶原蛋白面膜10片,,2018-02-04 22:16,,
酷***瑟,,"<div class=""comment-star star2""></div>",面膜不太好用补水还好有些刺激皮肤建议大家确认再买,2022-04-23 20:11:16.316,胶原蛋白面膜,,,,2019-10-24 23:19
S***7,PLUS会员,"<div class=""comment-star star2""></div>",商品符合我的要求，也理解双十一运货多速度较慢，但是打开盒子已经破了里面有就有9个，缺一个！这是信誉问题，多加改善！,2022-04-23 20:11:16.435,,胶原蛋白面膜,,,
****n,PLUS会员,"<div class=""comment-star star3""></div>",没有以前买的好，有部分面膜都是干的，以后不会再买这款了，,2022-04-23 20:11:16.555,【提亮紧致】胶原蛋白面膜,,2020-10-04 09:37,,
u***d,,"<div class=""comment-star star3""></div>",大概半个月前买的，这次发过来的面膜外包装盒没有（这就不说了），但是两张面膜外包装袋居然有破口，今天刚拿出来用因为先囤货，收货时也没注意。就是想说能不能走点心呀?,2022-04-23 20:11:16.672,,胶原蛋白面膜10片,,2017-11-13 20:20,
默***l,,"<div class=""comment-star star3""></div>",效果一般，还是比较喜欢补水那款，没有介绍的那么有效果,2022-04-23 20:11:16.818,【弹力紧致】胶原蛋白面膜,,,,2020-01-20 23:08
q***s,,"<div class=""comment-star star3""></div>",面膜厚，精华少，不保湿！,2022-04-23 20:11:17.234,【提亮紧致】胶原蛋白面膜,,2020-12-05 11:07,,
我***了,,"<div class=""comment-star star2""></div>",不好用。特别干，没有什么精华。,2022-04-23 20:11:17.330,【光滑弹嫩】胶原蛋白面膜,,2021-08-26 20:29,,
小***3,,"<div class=""comment-star star2""></div>",现在这款面膜没有以前好了，不太服帖，而且里面的精华很少,2022-04-23 20:11:17.429,胶原蛋白面膜,,,,2019-04-13 20:56
****b,PLUS会员,"<div class=""comment-star star2""></div>",这次买的不好用，没有之前的好用，滋润，不会再买这一款,2022-04-23 20:11:17.519,,【提亮紧致】胶原蛋白面膜,,2020-08-30 15:08,
H***N,,"<div class=""comment-star star2""></div>",怎么感觉像假货，双十一买的。感觉好软，整块面膜不成形。不太好用,2022-04-23 20:11:17.612,,胶原蛋白面膜10片,,2017-11-26 21:23,
u***k,,"<div class=""comment-star star3""></div>",刚收到货包装盒口是开着的，感觉不满意，不知道是不是正品，感觉以后不会在买了,2022-04-23 20:11:17.705,胶原蛋白面膜10片,,2018-01-09 15:17,,
l***i,,"<div class=""comment-star star3""></div>",这次和上次买的感觉不一样！精华液少很多，面膜纸质地也不太一样,2022-04-23 20:11:17.796,【弹力紧致】胶原蛋白面膜,,,,2020-01-19 12:24
****广,,"<div class=""comment-star star2""></div>",非常好用，多次购买，上午买的下午就降价了。,2022-04-23 20:11:17.892,,【光滑弹嫩】胶原蛋白面膜,,2021-10-03 23:40,
w***9,PLUS会员,"<div class=""comment-star star3""></div>",一直用保湿的，换了这个试用后皮肤有点刺痛感，不知道什原因，再看看吧。,2022-04-23 20:11:17.996,胶原蛋白面膜10片,,2018-03-06 10:12,,
S***c,,"<div class=""comment-star star3""></div>",不知道是不是要冷藏，打开黏黏的，感觉没那个黑色的有效果,2022-04-23 20:11:18.112,胶原蛋白面膜10片,,2017-08-20 11:02,,
****8,PLUS会员,"<div class=""comment-star star3""></div>",已经是第二次购买了，快递速度挺快的，但这次的包装有点怪怪的，而且生产日期居然是去年九月份的，严重怀疑买了假货了！！！,2022-04-23 20:11:18.504,胶原蛋白面膜10片,,2018-01-28 01:05,,
M***s,,"<div class=""comment-star star2""></div>",精华比较少，一般吧，用着不是很好，补水效果差,2022-04-23 20:11:18.605,【光滑弹嫩】胶原蛋白面膜,,2021-04-19 17:26,,
g***3,,"<div class=""comment-star star3""></div>",这是正品嘛，感觉不太像，包装破损了，而且里面的面膜布质量感觉不太好,2022-04-23 20:11:18.719,胶原蛋白面膜10片,,2017-08-24 22:08,,
l***7,PLUS会员,"<div class=""comment-star star3""></div>",多次购买了，但这次的面膜布好像比以前厚了，水没以前多了，经比较，不太一样,2022-04-23 20:11:18.842,胶原蛋白面膜,,,,2019-03-09 15:52
w***7,,"<div class=""comment-star star3""></div>",还没用，上面的条码扫不出来，显示无此条码，不确定是不是正品,2022-04-23 20:11:18.959,胶原蛋白面膜10片,,2018-08-14 12:13,,
子***Y,PLUS会员,"<div class=""comment-star star3""></div>",精华有点儿少，敷十分钟就开始干了,2022-04-23 20:11:19.067,【光滑弹嫩】胶原蛋白面膜,,2021-12-02 17:50,,
g***f,,"<div class=""comment-star star2""></div>",这个面膜精华液好少，裁剪也不标准,2022-04-23 20:11:19.184,【光滑弹嫩】胶原蛋白面膜,,2022-01-07 18:47,,
u***6,PLUS会员,"<div class=""comment-star star3""></div>",这次买的面膜，用一次皮肤起一次痘痘，不知道是个人肤质的问题还是面膜的问题。。。,2022-04-23 20:11:19.297,胶原蛋白面膜10片,,2018-02-06 12:48,,
c***e,,"<div class=""comment-star star3""></div>",与预想有差距，面膜有破损，精华也不是很足，难道是一分钱一分货？,2022-04-23 20:11:19.416,胶原蛋白面膜,,,,2019-10-15 11:28
****x,,"<div class=""comment-star star2""></div>",买了开始没用、最近连着用了俩天，脸上就有些红，过敏了，不是敏感肌肤、让朋友原来从韩国带回来的都没有过敏过，所以这个真假有待考察,2022-04-23 20:11:19.545,,胶原蛋白面膜10片,,2017-04-22 09:16,
i***7,PLUS会员,"<div class=""comment-star star3""></div>",这批次有点干，买了八盒退了三盒使用感受：不够滋润补水效果：一般,2022-04-23 20:11:20.066,【提亮紧致】胶原蛋白面膜,,2020-11-15 19:24,,
天***1,,"<div class=""comment-star star3""></div>",使用感受：个人感觉跟我在屈臣氏实体店买的不一样，精华液也比较少,2022-04-23 20:11:20.163,【提亮紧致】胶原蛋白面膜,,2020-11-11 22:51,,
1***3,PLUS会员,"<div class=""comment-star star3""></div>",用这个牌子的面膜好久了，这个型号的第一次买，体验没有蓝袋的好。有点寡寡的感觉。原来用的蓝袋的。,2022-04-23 20:11:20.249,胶原蛋白面膜,,,,2019-07-13 19:42
蓝***1,PLUS会员,"<div class=""comment-star star3""></div>",感觉一般，敷在脸上感觉水分不多，刚用一贴还没看出效果。,2022-04-23 20:11:20.333,【提亮紧致】胶原蛋白面膜,,2020-06-29 08:32,,
六***竹,,"<div class=""comment-star star2""></div>",面膜挺实惠，使用时感觉精华液不多，面膜纸都有点干，没有黑色款好用,2022-04-23 20:11:20.470,,胶原蛋白面膜,,,
A***g,PLUS会员,"<div class=""comment-star star2""></div>",这次买的特别不好，还没用，但是包装像被拆过。旧旧的，没上次买的好！不明白为啥和上次买的感觉不一样！！！,2022-04-23 20:11:20.559,,胶原蛋白面膜,,,
****5,,"<div class=""comment-star star3""></div>",不知是快递暴力，还是打包时就是破的，收到货包装都是破的,2022-04-23 20:11:20.648,,【光滑弹嫩】胶原蛋白面膜,,2021-06-28 18:39,
芳***4,,"<div class=""comment-star star2""></div>",拆开包装已坏……,2022-04-23 20:11:20.745,,胶原蛋白面膜10片,,2018-06-12 23:49,
o***0,PLUS会员,"<div class=""comment-star star3""></div>",昨天用了，发现补水效果一般，比我以前买的蓝色的面膜差很多。当时想着试试新的，后悔了。,2022-04-23 20:11:20.849,,【弹力紧致】胶原蛋白面膜,,,
w***7,,"<div class=""comment-star star2""></div>",面膜不怎么好用，跟期待的差了好远，而且用完之后脸很油腻，吸收的不是很好！,2022-04-23 20:11:20.952,,,,,
****e,,"<div class=""comment-star star3""></div>",产品质感：不太好，眼睛跟嘴巴开口好大，完全撑不起来，我都怀疑是我的脸小了,2022-04-23 20:11:21.360,【弹力紧致】胶原蛋白面膜,,,,2019-12-16 16:56
u***h,PLUS会员,"<div class=""comment-star star3""></div>",包装盒是开口的，封条已经被撕开，被盒子被弄的不成样子，明显是个二手货，里面东西倒没少，就不计较了，退还麻烦,2022-04-23 20:11:21.462,胶原蛋白紧致面膜25ml*10,,2016-06-01 17:45,,
庄***檀,PLUS会员,"<div class=""comment-star star3""></div>",感觉没有别人说的那么好用啊，效果一般般吧。用的时间久了会有一点痒。,2022-04-23 20:11:21.566,胶原蛋白面膜10片,,2018-04-17 23:36,,
f***1,,"<div class=""comment-star star3""></div>",我怀疑是假的。因为跟实体店买的不一样。里面的包装扫码不成功。有点后悔但又拆了,2022-04-23 20:11:21.674,【盈润光滑弹嫩】胶原蛋白面膜,,2021-02-15 19:05,,
h***8,PLUS会员,"<div class=""comment-star star3""></div>",效果还行，就是太难用，不好使用，很容易黏在一起，导致报废。,2022-04-23 20:11:21.794,胶原蛋白面膜,,,,2019-08-13 18:49
l***9,,"<div class=""comment-star star3""></div>",首先，面膜纸型不好，其次，面膜纸质一般，再次，精华少，效果一般，还有买完就降价了,2022-04-23 20:11:21.910,,【弹力紧致】胶原蛋白面膜,,,
1***9,PLUS会员,"<div class=""comment-star star3""></div>",这次买的感觉和以前买的不一样精华有点少，而且面膜厚，不怎么服帖，,2022-04-23 20:11:22.018,【弹力紧致】胶原蛋白面膜,,,,2020-04-11 10:39
与***林,PLUS会员,"<div class=""comment-star star2""></div>",不会再用了，，，，，，，，，，,2022-04-23 20:11:22.133,胶原蛋白面膜10片,,2017-08-26 09:32,,
****G,,"<div class=""comment-star star3""></div>",收到时封条是被拆过的，总共买了五盒，有三盒有封条，两盒没有封条，有盒有封条都是拆过的?觉得不靠谱,2022-04-23 20:11:22.251,,胶原蛋白面膜10片,,2017-11-14 13:45,
甜****,PLUS会员,"<div class=""comment-star star3""></div>",这款面膜补水效果感觉还是可以，后面两款在唯上面买的，有二维码，感觉更正规，不过京东的优惠活动感觉太假了…先抬高价，再来满减…刚买了完了就降价，不爽,2022-04-23 20:11:22.381,,胶原蛋白面膜10片,,2018-03-12 11:42,
****8,PLUS会员,"<div class=""comment-star star3""></div>",买的同一款，但这次到货的缺和之前的不一样有点小失望。看包装盒上说是升级版，但没有原来的精华多，且面膜纸也不如以前的舒服！,2022-04-23 20:11:22.874,胶原蛋白面膜,,,,2019-02-14 13:37
****7,,"<div class=""comment-star star2""></div>",升级版感觉没有以前好用了，味道也不一样了，有股香味，不知道是不是正品,2022-04-23 20:11:22.979,胶原蛋白面膜,,,,2019-02-14 17:15
1***p,,"<div class=""comment-star star2""></div>",产品质感：寄来的面膜竟然是拆过盒的，有半片面膜露出来，感觉像是一个用过的盒子里塞了十片面膜,2022-04-23 20:11:23.073,【弹力紧致】胶原蛋白面膜,,,,2020-01-07 23:36
****z,,"<div class=""comment-star star3""></div>",一般般，没有感觉有多补水，买过价格差不多的几款其它牌子的面膜，感觉还没有其他牌子的补水！做活动的时候再买比较划算！,2022-04-23 20:11:23.160,胶原蛋白面膜,,,,2019-07-01 12:59
欣***彤,,"<div class=""comment-star star3""></div>",这次买的没有第一次好，打开后面膜纸粗糙，而且液体也比较少，还皱皱巴巴的，京东不该有这样的货品吧。包装都不是密封的,2022-04-23 20:11:23.246,,胶原蛋白面膜,,,
z***8,PLUS会员,"<div class=""comment-star star2""></div>",不怎么样，精华液一般般，而且面膜没有贴纸，撤半天才能扯平,2022-04-23 20:11:23.336,【提亮紧致】胶原蛋白面膜,,2020-08-20 20:12,,
琉***暁,,"<div class=""comment-star star3""></div>",这个没有什么用，虽然水分很多，但是对皮肤改善，什么的一点效果都没有,2022-04-23 20:11:23.432,胶原蛋白面膜10片,,2017-07-27 22:25,,
F***7,,"<div class=""comment-star star2""></div>",盒子没有塑封，感觉是打开过的，不是新的，圆形的开口塑封也没有,2022-04-23 20:11:23.523,【提亮紧致】胶原蛋白面膜,,2020-08-06 12:41,,
****u,PLUS会员,"<div class=""comment-star star3""></div>",受用感受一般，补水效果一般，很不错的是我敷这两款面膜不会过敏，味道也不刺激,2022-04-23 20:11:23.645,【弹力紧致】胶原蛋白面膜,,,,2019-11-15 08:03
爱***我,,"<div class=""comment-star star3""></div>",一般，没得说的那么好,2022-04-23 20:11:23.766,【光滑弹嫩】胶原蛋白面膜,,2021-10-06 14:40,,
****k,,"<div class=""comment-star star3""></div>",第二次买了，用了一张，感觉比之前薄了点，不知道是不是假的，不过精华液还是很多，一般吧,2022-04-23 20:11:24.167,胶原蛋白面膜10片,,2017-10-05 21:06,,
****u,,"<div class=""comment-star star2""></div>",无法理解这么多好评，水少，面膜也小，不太合适，不值这个价格。,2022-04-23 20:11:24.266,胶原蛋白面膜,,,,2018-12-22 21:41
y***雪,PLUS会员,"<div class=""comment-star star3""></div>",面膜很一般，不推荐。,2022-04-23 20:11:24.381,【光滑弹嫩】胶原蛋白面膜,,2022-01-04 11:18,,
k***u,,"<div class=""comment-star star2""></div>",面膜纸换了材质，没有以前服帖，精华液也少了。不好用，再不买了。,2022-04-23 20:11:24.486,【弹力紧致】胶原蛋白面膜,,,,2020-03-19 15:02
u***6,PLUS会员,"<div class=""comment-star star2""></div>",之前买过这次到货后一看居然是被拆开过的不知道为什么要拆呀都写着套装勿拆不知道是怎么回事希望商家在出货时好好检查一下,2022-04-23 20:11:24.597,胶原蛋白面膜10片,,2018-01-16 13:28,,
c***i,PLUS会员,"<div class=""comment-star star3""></div>",面膜已经半干，也不知道是不是精华，少的可怜,2022-04-23 20:11:24.716,【光滑弹嫩】胶原蛋白面膜,,2021-08-24 16:28,,
是***啊,,"<div class=""comment-star star2""></div>",物流挺快递，当天买的下午就到了，可是包装居然用塑料袋就发货过来了，盒子也破了，表示有点伤心，面膜还没用，不知道效果怎么样，还会来追评的，以前一直用这个牌子的面膜，希望不要失望,2022-04-23 20:11:24.832,,胶原蛋白面膜10片,,2018-05-31 13:24,
l***7,,"<div class=""comment-star star2""></div>",面纸比较薄，水量不大，最主要的是敷完面膜脸色很黄，倒是没有不良反应！,2022-04-23 20:11:24.946,,胶原蛋白面膜10片,,2018-04-14 16:33,
有***s,,"<div class=""comment-star star3""></div>",感觉就那样把，敷了以后水水的，第二天就没感觉了，也不知道是不天天敷没效果,2022-04-23 20:11:25.072,,胶原蛋白面膜10片,,2018-09-27 20:00,
****g,,"<div class=""comment-star star2""></div>",用了面膜，脸上起了好多痘痘，不敢用了,2022-04-23 20:11:25.199,【光滑弹嫩】胶原蛋白面膜,,2021-09-23 20:55,,
****7,,"<div class=""comment-star star3""></div>",感觉不怎么好用，敷上去几分钟就感觉比较干，哪个棉布也比较厚，反正这个价格买这个面膜感觉就是被坑了，,2022-04-23 20:11:25.627,胶原蛋白面膜,,,,2019-05-13 15:23
w***0,PLUS会员,"<div class=""comment-star star3""></div>",效果不明显还有点轻微过敏敏感皮肤建议用蓝色那款镇定与补水的效果都不错,2022-04-23 20:11:25.732,胶原蛋白面膜10片,,2017-10-14 00:47,,
花***子,,"<div class=""comment-star star3""></div>",买了两盒胶原蛋白面膜，现在还没用，功效应该也差不多，但是包装虽然经济环保用的塑料袋子装的，没有纸质包装盒好，里面的两盒面膜，一拿出来就破损得不行，两个“套装勿拆”的封条已经都开了，盒子也有皱痕，被压匾了，反正快递包装到我手里成这样，我心情很不好！希望这个面膜效果好点吧。希望快递小哥哥们爱心的对待我们的包裹，塑料袋的尤其注意♥,2022-04-23 20:11:25.819,,胶原蛋白面膜10片,,2017-11-14 13:59,
****b,,"<div class=""comment-star star2""></div>",一点也不好，面膜纸都是干的，而且和以前用过的不一样，感觉像假货,2022-04-23 20:11:25.903,【提亮紧致】胶原蛋白面膜,,2020-07-20 16:09,,
悄***米,,"<div class=""comment-star star3""></div>",精华不是很多……,2022-04-23 20:11:25.993,胶原蛋白面膜,,,,2019-10-15 15:36
****G,PLUS会员,"<div class=""comment-star star2""></div>",本该6月2号该到的货在6月3号晚上至才到，6月4号晚七点到菜鸟驿站取货，6月5号拆开快递，有一盒已拆开，问口店铺客服说没有塑封这个是塑封的原因吗,2022-04-23 20:11:26.087,,【光滑弹嫩】胶原蛋白面膜,,2021-06-05 12:07,
七***灿,,"<div class=""comment-star star3""></div>",还没用不知道怎么样用了睡眠的那种有点刺鼻的味道不知道是不是正品,2022-04-23 20:11:26.228,胶原蛋白面膜10片,,2018-08-20 08:30,,
w***n,,"<div class=""comment-star star3""></div>",不知道是改了面膜的材质还是假货。本来想给一星的。用了几年了给个面子。今天拆开敷上明显感觉材质不同。大小不同。含水量不同。希望给个说法,2022-04-23 20:11:26.317,胶原蛋白面膜,,,,2019-03-26 23:23
