用户名,会员,星级,评论,类型1,评论时间1,类型2,评论时间2,采集时间,评论时间3
u***v,,"<div class=""comment-star star5""></div>",补水效果：补水效果非常不错贴合效果：非常贴合皮肤产品质感：面膜纸是厚厚的一层，但是摸着挺舒服的,,,,,11:22.9,
鱼***渊,,"<div class=""comment-star star5""></div>",哇，炒鸡喜欢，好多精华液，敷完之后皮肤特别好，毛孔细致了许多，打折的力度很不错，中间出了点小插曲，但是解决了，下次还会购买。,,,美白黑炭面膜10片,2017/11/7 19:53,11:22.9,
小***q,PLUS会员,"<div class=""comment-star star5""></div>",一次买了六十多片，之前用的蓝色的，觉得很好用，所以很好用活动的时候又买的，敷起来很舒服，一次买了六十多片，希望皮肤会变好～好评，物流很快。,,,美白黑炭面膜,,11:23.0,
f***3,,"<div class=""comment-star star5""></div>","真的很好，基本没有认真评论过,不知道浪费了多少积分,这个福利真的很不错,妥妥每次都写100多字,这是第N次在网上买东西了,棒棒棒,好厉害好厉害,东西便宜质量好,物美价廉,买的放心,用的放心,开心,感觉都买上瘾了买买买根本停不下来,东西多而且又全,划算,方便,实惠,包装也好,没有任何损坏,会一直支持下去的。足不出户就可以买到所有日常生活需要的食物、日用品及生鲜水果,简直是太合适了来基本没有认真评论过,不知道浪费了多少积分,这个福利真的很不错,值得购买,特意分享给大家。",,,美白黑炭面膜10片,2018/7/4 21:51,11:23.0,
鈕***涓,PLUS会员,"<div class=""comment-star star5""></div>",挺好的一直用美迪惠尔便宜又好用很满意京东活动多物美价廉以后还会再来是正品老公也用这个也说不错真的很划算两个人天天用也不觉得浪费,,,【提亮焕肤】美白保湿黑面膜,2021/4/8 17:54,11:23.1,
u***z,,"<div class=""comment-star star5""></div>",面膜很服帖，裁剪很合适，淡淡的香味，贴着很舒服，精华比较多，但是敷脸上精华也不会往下滴，补水效果很好,,,美白黑炭面膜,,11:23.1,
****i,,"<div class=""comment-star star5""></div>",再一次购买了两盒，必须长期使用才能感受到皮肤的改善。是一款非常不错的护肤品，对皮肤又不是很刺激，吸收很好，减少了皮肤不少的黑头。尤其是从海岛旅游回来之后，坚持使用一个月，明显感觉的皮肤得到改善。减少皮肤的衰老,,,美白黑炭面膜,,11:23.1,
大***板,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：摸着不错?使用感受：清清凉凉的冬天的时候适合用热水烫一下适合肤质：任何肤质?补水效果：补水效果一般。需要长期使用。贴合效果：大小刚好贴起来很紧贴。敷完要洗脸。,,,【焕白因子】美白保湿黑面膜,,11:23.2,
w***6,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔的面膜经常用，但是这款是第一次买???用了几贴了，个人感觉还可以。非常水润，保湿效果不错，剩下的都用完再看效果！???,,,【提亮焕肤】美白保湿黑面膜,2021/12/26 15:29,11:23.4,
****o,,"<div class=""comment-star star5""></div>",第一次用这个品牌的面膜，但是感觉这个品牌卖的还挺畅销，用了一片感觉水润润的，水分很大，补水效果很好，就是不知道可有美白的效果，用的好会继续购买。,,,美白黑炭面膜10片,2018/8/9 21:55,11:23.5,
t***n,PLUS会员,"<div class=""comment-star star5""></div>",第一次买这个品牌的面膜，看销量才买的。京东自营商品的速度相当快速，京东小哥的服务态度很好。讲一下产品的使用情况，因为第一次用，个人觉得把效果可以告诉要买的人：面膜精华液挺多的，但是不是附在面膜上，感觉面膜和精华液融合度不够。敷了面膜后，要把精华液挤出来，再敷面膜上。,,,【焕白因子】美白保湿黑面膜,,11:23.5,
幽***2,PLUS会员,"<div class=""comment-star star5""></div>",用起来真的很舒服，我是片干性的皮肤，用上之后特别滋润，但是不是那种很油腻的感觉，清清爽爽的，很舒服，凑单三盒159和五块三一片，价位不贵，京东买的，头天晚上买的，第二天就到货，很准时，还保真，真的很满意，喜欢,,,【焕白因子】美白保湿黑面膜,,11:23.6,
六***妈,PLUS会员,"<div class=""comment-star star5""></div>",面膜收到了，第一次用该牌子的面膜，很好用，连着用了两天，感觉皮肤就不干了，面膜的裁剪也很科学，敷上正好。,,,美白黑炭面膜,,11:23.6,
****l,,"<div class=""comment-star star5""></div>",这款面膜几年一直用的它没换过，很补水。晚上贴了早上起床脸滑滑，化彩妆一点也不卡粉哦，,,,【焕白因子】美白保湿黑面膜,,11:23.7,
小***菜,PLUS会员,"<div class=""comment-star star5""></div>",贴合效果特别好美白保湿太棒了好喜欢活动囤了好多太便宜了入手了很多次了面膜很服帖面膜纸也不厚上脸特服帖喜欢赶紧下手,,,【提亮焕肤】美白保湿黑面膜,2021/11/14 12:21,11:23.7,
u***9,,"<div class=""comment-star star5""></div>",很补水，敷上很服帖，精华特别多，每袋有27ml，双十一买的优惠多多！一下下买了四盒，两盒保湿补水，两盒美白保湿都特别好用，比外面实体店便宜好多，还是正品，京东自营的东西质量也有保障，卖家发货快，双十一物流也很给力哦两天就收到货了！,,,【焕白因子】美白保湿黑面膜,,11:23.8,
****i,PLUS会员,"<div class=""comment-star star5""></div>",用了一下保湿效果非常好，用完水嫩嫩的，非常喜欢，干皮肤的可以放心入手,,,【焕白因子】美白保湿黑炭面膜,,11:23.9,
n***h,PLUS会员,"<div class=""comment-star star5""></div>",已经用了两年了，本人干性皮肤，用了保湿效果很好，细纹减少了很多，还会坚持使用。,,,【美白提亮焕肤】美白保湿黑面膜,2020/12/23 22:20,11:23.9,
m***o,PLUS会员,"<div class=""comment-star star5""></div>",发货特别快，美迪惠尔的用的很舒服，补水效果好，不容易过敏屯了好多,,,美白黑炭面膜10片,2018/8/15 22:39,11:24.1,
有***8,,"<div class=""comment-star star5""></div>",到货头天晚上迫不及待的打开敷了一张，不但味道好闻。而且水分够足。敷完之后脸上滑溜溜的特别的舒服。。想买的亲赶快入手吧。活动物优价廉很实惠。,,,美白黑炭面膜10片,2017/7/14 6:46,11:24.2,
三***待,PLUS会员,"<div class=""comment-star star5""></div>",很喜欢，买了好多次了，每一款都很有效果，还在持续使用中！,,,【提亮焕肤】美白保湿黑面膜,2021/11/17 20:48,11:24.2,
M***阳,,"<div class=""comment-star star5""></div>",这个牌子的面膜我一直再用，用了很久了，非常的好用，会一直用下去，这次双11搞活动买了两盒，挺划算的！产品质感：很好使用感受：补水适合肤质：干燥肌肤补水效果：很不错贴合效果：很好,,,【焕白因子】美白保湿黑炭面膜,,11:24.3,
u***5,,"<div class=""comment-star star5""></div>",一直用的牌子。很好用补水效果很好。买了四种。换着敷。冬天了皮肤干燥需要补水,,,【补水提亮】美白保湿黑面膜,2020/11/4 10:58,11:24.3,
g***n,PLUS会员,"<div class=""comment-star star5""></div>",贴合效果：剪裁很棒很贴合产品质感：感觉精华不太多吧。。面膜拿出来总是干干的使用感受：不过用后感觉皮肤有大改善,,,美白黑炭面膜,,11:24.4,
****U,,"<div class=""comment-star star5""></div>",一如既往的好用，性价比超高，无意中发现赠送的面膜非常赞，立刻就想再入手一套水乳，可惜下手慢，没货了。好产品带来的回头客。,,,,,11:24.4,
韭***股,PLUS会员,"<div class=""comment-star star5""></div>",产品质量不错，效果不错?，适合所有肤质使用。补水效果非常不错，贴合脸部肌肤,,,【焕白因子】美白保湿黑面膜,,11:24.4,
t***6,PLUS会员,"<div class=""comment-star star5""></div>",几个品种的用下来就觉得黑面膜不仅仅保湿，对细致毛孔很有效果，清爽不油腻，皮肤用了以后光泽度很好，现在是几个品种交替使用，除了迪尔其他用了都不太适合我，所以每次有活动都会把每个品种囤好多，主要是效果比较好,,,【焕白因子】美白保湿黑面膜,,11:24.5,
****c,PLUS会员,"<div class=""comment-star star5""></div>",收到之后马上用，觉得补水效果很好啊！！！哈哈哈！！！！第一次用黑色的面膜，哈哈哈！！！。。。用完之后觉得皮肤嫩嫩的。。。。要坚持用啊，相信没有丑女人，只有懒女人。。。。。。。。。。。。。。。???,,,【补水提亮】美白保湿黑面膜,2020/9/8 23:03,11:24.5,
啊***噢,,"<div class=""comment-star star5""></div>",第二次买了，真好用，补水效果太给力了，最近长痘痘可以淡化痘印爱了爱了，下次会再光顾的,,,,,11:24.7,
w***1,,"<div class=""comment-star star5""></div>",产品质感：很细腻很滋润适合肤质：混油皮肤用着不错，下午会补一下妆使用感受：很自然很透亮，遮暇效果比之前买的那款镂空白盒的好多了?,,,【补水提亮】美白保湿黑面膜,2020/9/22 6:54,11:24.8,
****i,PLUS会员,"<div class=""comment-star star5""></div>",已经是不知道什么时候n次回购了，大小很合适，也不粘腻，用起来很舒服,,,【补水提亮】美白保湿黑面膜,2020/6/30 6:45,11:24.8,
李***7,PLUS会员,"<div class=""comment-star star5""></div>",我自己算是美迪惠尔水针剂面膜的忠实粉丝了，一直很喜欢，特别是蓝色盒子那一款，补水觉得很好，最近感觉被晒黑了，所以也买了这款黑色的美白保湿~用了，个人感觉还可以，最希望就是一盒用完可以白回来，哈哈哈哈哈~蓝色那盒，补水非常有信心，还买了一盒黄色的，好像是胶原蛋白的，之前用过，也还不错,,,美白黑炭面膜,,11:24.9,
r***N,,"<div class=""comment-star star5""></div>",独有的包装磨砂质感，摸着非常的有档次，单片面膜的手感十分棒，整个面膜做的很新颖，识别度很高，价格可以接受，还比较实惠，谢谢京东快递小哥，送货很快,,,【提亮焕肤】美白保湿黑面膜,2021/11/23 13:07,11:24.9,
****y,,"<div class=""comment-star star5""></div>",使用感受：这个包装超级难撕。贴合效果：还可以。补水效果：可以。精华不多。其他特色：美迪惠尔的标签在面膜纸上。,,,【补水提亮】美白保湿黑面膜,2020/11/8 18:53,11:25.0,
****h,PLUS会员,"<div class=""comment-star star5""></div>",一直在京东买面膜，趁着现在面膜的活动力度大，又可以多囤点面膜了，这款美迪惠尔美白保湿黑面膜也是经常用的，在使用过程中，面膜大小合适，特别服帖，而且它的精华水多，使用感受感受非常好，现在下单也是超值优惠。,,,【焕白因子】美白保湿黑面膜,,11:25.0,
****x,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：收到货后还是很开心的。打开包装，感觉蛮不错的，方便取用。使用感受：敷上后感觉凉凉的，一周敷两三次。感觉还不错。补水效果：个人感觉补水效果还可以，作为一个男孩子，我也不是太懂。但这个款用起来感觉很好用。,,,【焕白因子】美白保湿黑面膜,,11:25.1,
****5,PLUS会员,"<div class=""comment-star star5""></div>",京东商城618活动囤的是正品包邮促销优惠活动太划算了。和着才4元不到一片，可见平时的利润肯定会很高啊。感谢京东小哥疫情期间的鼎力相助，每天都主动自觉的放在管井道里，现在不能放了只能夸复活了,,,【补水提亮】美白保湿黑面膜,2020/6/20 16:14,11:25.2,
高***尚,,"<div class=""comment-star star5""></div>",之前我有一片，用了很贴合，舒服，补水，用完感觉脸真白了。所以我才又买了两盒。,,,【焕白因子】美白保湿黑面膜,,11:25.2,
****4,,"<div class=""comment-star star5""></div>",使用感受：非常棒的补水效果：贴完以后皮肤，弹弹的感觉味道也非常喜欢很不错,,,【焕白因子】美白保湿黑面膜,,11:25.5,
鄂***力,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜是经过别人详细介绍感觉不错，买来测试了一下感觉补水效果非常好，皮肤比较水润，过节多买了几盒坚持使用，相信效果会非常不错。,【提亮焕肤】美白保湿黑面膜,2021/10/7 20:37,,,11:25.5,
W***3,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：非常好，美迪惠尔的口碑还是值得信赖的使用感受：以前用的时候就挺不错，这次趁着搞活动多买了几盒适合肤质：干燥有点黑的肤质补水效果：补水效果特别赞，特别是面膜敷完之后的精华液贴合效果：我的脸比较大，没想到这款面膜的大小刚刚好，贴合得很合适,,,【焕白因子】美白保湿黑面膜,,11:25.5,
明***镜,,"<div class=""comment-star star5""></div>",我前几天买的第二天就到了，好多盒可莱丝面膜，昨天早上用了一片，今天早上看觉得皮肤很滑溜~！！！今天早上又继续用了一片，觉得皮肤好很多，明天要继续坚持用！！！！哦耶！！！！！看到皮肤变好很开心~~我皮肤是比较干的那种，也是敏感肌，真的挺补水的，不错~强推！我,,,【焕白因子】美白保湿黑面膜,,11:25.6,
****王,,"<div class=""comment-star star5""></div>",一直都很信赖，用了三年了主要是面膜纸很舒适，很水润，用之后和用之前区别很大，黑面膜比别的效果更水嫩一些。,,,美白黑炭面膜,,11:25.6,
B***n,,"<div class=""comment-star star5""></div>",他家面膜是我回购最多的一款面膜了，无限回购～买了好几款，精华也多，敷在脸上可舒服了，还会回购的，推荐购买,,,【美白提亮焕肤】美白保湿黑面膜,2021/1/1 19:31,11:25.7,
****m,,"<div class=""comment-star star5""></div>",面膜今天邮到了，一直很信赖京东，面膜补水效果不错，模纸比较薄，精华液不是特别多,,,【补水提亮】美白保湿黑面膜,2020/11/2 22:30,11:25.7,
****a,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：很好看的包装使用感受：用后皮肤很滋润适合肤质：我的肤质不太挑补水效果：非常好,,,【焕白因子】美白保湿黑面膜,,11:25.8,
辣***x,,"<div class=""comment-star star5""></div>",大小正好，里面的面膜水拿出来会往下滴，袋里剩不多，已经足够了，面膜很软，贴着舒服,,,【焕白因子】美白保湿黑面膜,,11:25.8,
m***1,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：面膜纸棉质感很棒，比较薄，很软适合肤质：任何肤质，抗皱紧致贴合效果：非常的贴合使用感受：清适、不粘腻其他特色：可爱、超级可爱很喜欢的一款面膜，不单是有可爱的外表，还有内在的东西，使用效果可以的，这个可能会因人而异，个人效果可以的，经常购买的,,,,,11:25.9,
超***米,PLUS会员,"<div class=""comment-star star5""></div>",一次买了很多面膜，屯着慢慢用，很水润，我的敏感肌也不过敏，性价比高，用着不心疼,,,,,11:26.1,
范***全,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔是我比较喜欢的牌子，已经用了很多年了，最开始实在实体店买的，后面基本都在京东上买，个人比较喜欢他的蓝色补水和这次买的美白补水款，不管是男是女都非常适合，用完之后感觉水水的而且不会觉得油腻，美白的效果也是不错的，建议有需求的可以试一下……,,,【提亮焕肤】美白保湿黑面膜,2021/10/8 21:47,11:26.1,
慕***0,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：产品满意，买过两次了。使用感受：感觉保湿的爽滑，美白的也很舒服。适合肤质：中性肤质没有不良反应，很满意补水效果：效果很好，偶尔搭配贴黄瓜。贴合效果：贴合很好。其他特色：快递满意，主要是看重服务。,,,【焕白因子】美白保湿黑面膜,,11:26.2,
y***9,PLUS会员,"<div class=""comment-star star5""></div>",补水效果非常好，晚上用完第二天早上起来皮肤水水的，一下子买了四盒呢，这个冬天不怕皮肤干啦。,,,【焕白因子】美白保湿黑炭面膜,,11:26.2,
沧***粟,,"<div class=""comment-star star5""></div>",我的皮肤暗沉，用了这款面膜，补水效果好，面膜很好闻，有股淡淡的香味，面膜纸很薄，容易吸收，贴和效果也很不错，使用感受很不错。,,,【美白提亮焕肤】美白保湿黑面膜,2020/12/21 21:12,11:26.3,
****5,PLUS会员,"<div class=""comment-star star5""></div>",适合肤质：我是混合型皮肤，产品质感：包装看起来更很好，贴合效果：很服帖补水效果：挺好的使用感受：冬天用热水泡一下，贴起来特别舒服其他特色：之前几天买过这个牌子的面膜，夏天放冰箱冷藏后用，冬天用热水泡一下后使用，都很舒服。,,,【焕白因子】美白保湿黑面膜,,11:26.4,
****c,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：看着挺好的，还没开始用，发货速度很快，下单第二天就收到了，用后会回来追加评论的其他特色：有活动的时候买的，挺划算的，就多买了几盒用。,,,【提亮焕肤】美白保湿黑面膜,2021/11/11 22:14,11:26.4,
莹***虫,,"<div class=""comment-star star5""></div>",补水效果：补水效果一级棒，放冰箱后使用太绝了。精华液很多。使用感受：第二次购买了，618活动买的，超级划算，比之前买还划算，哈哈哈哈哈哈哈。,,,【提亮焕肤】美白保湿黑面膜,2021/6/20 10:06,11:26.5,
****d,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：轻薄使用感受：很好适合肤质：任何肤质补水效果：补水美白贴合效果：很服贴已经使用过了，很容易吸收，清爽不油腻，补水加美白，黑色的面膜布，布料也很薄，很喜欢，有需要会继续回购,,,【补水提亮】美白保湿黑面膜,2020/11/12 7:56,11:26.5,
苏***i,PLUS会员,"<div class=""comment-star star5""></div>",适合肤质：我是干敏皮可以用补水效果：挺好的贴合效果：比较适合我趁着双十一囤的，物流和产品都不错，性价比高，赞赞赞???大品牌，用起来很放心，质量非常好，赶上活动购买非常的划算,,,【补水提亮】美白保湿黑面膜,2020/11/4 18:05,11:26.6,
****7,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：很不错，保湿性强使用感受：皮肤嫩嫩的，滑滑的，超棒补水效果：补水效果好,,,【焕白因子】美白保湿黑面膜,,11:26.8,
j***5,PLUS会员,"<div class=""comment-star star5""></div>",读书的适合就喜欢用可莱丝的面膜这款黑面膜用完感觉皮肤白净了很多现在回购希望效果和以前一样买了两盒138感觉有点贵了不过着急用这个价格也算可以下次搞活动多屯一点韩国的面膜用来用去就感觉可莱丝和药丸面膜最好用药丸面膜大概十块钱一片快用完了莱丝黑面膜相对便宜一点京东多搞活动吧真爱粉在这里,,,【焕白因子】美白保湿黑面膜,,11:26.9,
****猫,PLUS会员,"<div class=""comment-star star5""></div>",贴合效果：贴的很好，精华很足，份量很足，我妈妈也要和我一起用了，估计还得再买，搞活动的时候买???,,,美白黑炭面膜,,11:26.9,
u***c,,"<div class=""comment-star star5""></div>",用完之后很保湿，感觉毛细孔小了，这款黑膜精华多，易吸收，做完之后皮肤很透亮，推荐亲们购买,,,美白黑炭面膜10片,2017/6/16 21:36,11:27.0,
b***_,PLUS会员,"<div class=""comment-star star5""></div>",一直用的美迪惠尔的牌子用了好多年趁着优惠时多买几盒划算可以用好久京东物流很快面膜薄薄的水分很多的,,,【提亮焕肤】美白保湿黑面膜,2021/11/27 18:26,11:27.0,
****5,PLUS会员,"<div class=""comment-star star5""></div>",一直都在京东购买日常用品，物流没得说炒鸡快，质量也有保证，日期都是很新的，解决了不少麻烦，可以不用出门就买到很多东西，赞?！买了三种用着都不错还会再回购,,,美白黑炭面膜,,11:27.1,
蔷***恋,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：看上去高端大气上档次使用感受：非常水润保湿，精华液很多适合肤质：我是混合型皮肤，干性大油皮都同样好使补水效果：用完脸上很水嫩贴合效果：完美无缝对接，不大不小其他特色：暂无,,,【焕白因子】美白保湿黑面膜,,11:27.1,
葫***-,,"<div class=""comment-star star5""></div>",超级好用，很补水，精华很足。味道香香的很好闻，第二次回购了,,,,,11:27.1,
奶***猴,,"<div class=""comment-star star5""></div>",补水效果：面膜水分很足，感觉保湿效果还可以，美白暂时看不出来，才敷第一次。送货很快，头天晚上定的，第二天早上送到。,,,【补水提亮】美白保湿黑面膜,2020/8/22 17:50,11:27.2,
****n,,"<div class=""comment-star star5""></div>",质量很过关，品质有保障，相当不错的选择，好多朋友看我用都想买，我都推荐了，双十一搞活动一下子买了8盒，慢慢用，好用，值得！,,,【补水提亮】美白保湿黑面膜,2020/11/28 21:00,11:27.2,
****h,PLUS会员,"<div class=""comment-star star5""></div>",精华挺多的，大小正合适，贴上去感觉很贴合软软糯糯的，不错。,,,【焕白因子】美白保湿黑面膜,,11:27.5,
可***n,,"<div class=""comment-star star5""></div>",在活动期间买的，奔着这个牌子去的，之前姐姐有推荐过，之前也买过同牌子的其他款但都没这个效果好用，这款确实果然没让我失望，用起来感觉很滋润，保湿效果也很好，真的很好用，活动期间也比较划算，还会继续回购的。,,,【焕白因子】美白保湿黑面膜,,11:27.5,
****j,PLUS会员,"<div class=""comment-star star5""></div>",首先我们来说说京东的快递吧！那是相当快的速度，上午下单，下午就送到。这是我第N次购买了，非常不错用的。没用过的可以试试。,,,【美白提亮焕肤】美白保湿黑面膜,2021/3/11 21:12,11:27.6,
丛***王,PLUS会员,"<div class=""comment-star star5""></div>",这款矿物的，美白保湿的面膜，感觉也非常舒服，一点都不会过敏，而且很滋润，很保湿，价格也很实惠，被无限回购的，谢谢。,,,美白黑炭面膜10片,2017/8/13 15:34,11:27.6,
w***6,PLUS会员,"<div class=""comment-star star5""></div>",这个面膜之前在香港买过，特别好用！补水效果也好。这次618活动一下买了10盒面膜，超级划算！算起来比以前在香港买还便宜很多！发货速度也很快，昨天下单今天就收到了。京东的铁粉，现在买东西基本就是京东，主要是质量有保障，发货速度又很快！,,,【补水提亮】美白保湿黑面膜,2020/6/21 12:11,11:27.7,
_***森,PLUS会员,"<div class=""comment-star star5""></div>",补水效果：与其他品牌相比明显好很多使用感受：舒适感很好适合肤质：大众贴合效果：大小规格刚合适,,,【焕白因子】美白保湿黑面膜,,11:27.7,
_***酱,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜一直是家里冰箱的常备款，绝对不会踩雷的一款面膜，只要网上有活动必须囤，基本上每天晚上洗完澡都会来上一片，非常贴合脸部，补水效果也非常好，这次是在疫情期间买的，送货还是非常快，唯一有一点尴尬的事就是，三盒面膜分了两波送过来，哈哈哈哈哈，出门拿快递太冒险了。,,,【焕白因子】美白保湿黑面膜,,11:27.8,
****n,,"<div class=""comment-star star5""></div>",第二次购买了。真的很好用，补水效果超好，面膜质感很好?。这次物流超快给个赞哦,,,,,11:27.8,
B***贝,PLUS会员,"<div class=""comment-star star5""></div>",一直用这款补水效果很好敷完面膜脸水水嫩嫩活动价格很合适用完会回购,,,【补水提亮】美白保湿黑面膜,2020/12/5 9:36,11:27.9,
杭***城,PLUS会员,"<div class=""comment-star star5""></div>",好用，味道比较香，很喜欢这个味道和面膜纸。眼睛再大点就更好了。用很久的牌子了哦,,,美白黑炭面膜,,11:27.9,
u***d,,"<div class=""comment-star star5""></div>",很好，巨补水，每次用完之后，脸蛋嫩嫩的，用完之后，还会再继续买的，不错,,,美白黑炭面膜,,11:28.2,
7***o,PLUS会员,"<div class=""comment-star star5""></div>",比较信赖京东全球购，相信应该是正品。比起粉色那款，这款要黏腻一点，但贴合度很高，用起来很不错。,,,美白黑炭面膜,,11:28.3,
w***h,PLUS会员,"<div class=""comment-star star5""></div>",产品质感很好，使用感受不错，补水效果好，面积如果大一点就更好了。,,,【提亮焕肤】美白保湿黑面膜,2022/2/23 16:14,11:28.3,
****8,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：我觉得面膜纸很厚使用感受：很补水,,,【提亮焕肤】美白保湿黑面膜,2021/10/12 21:50,11:28.4,
胆***事,PLUS会员,"<div class=""comment-star star5""></div>",嗯嗯！俺觉得这个面膜可好了，用了感觉很舒服，韩国货，全球购，俺也没有去过韩国，也不知道韩国买的是啥样，反正俺觉得这个可好呢。,,,美白黑炭面膜,,11:28.4,
m***1,,"<div class=""comment-star star5""></div>",活动一次买了几盒，朋友介绍，补水效果很好能用一段时间，用完再来买，正常没什么过敏反应都不知道说什么，干嘛再说那么多字才给我京豆?,,,美白黑炭面膜,,11:28.5,
****桑,PLUS会员,"<div class=""comment-star star5""></div>",很好用，敷完皮肤滑滑的，买了四盒用完两盒了，补水修复效果很好。,,,【提亮焕肤】美白保湿黑面膜,2021/12/31 21:43,11:28.5,
浮***1,PLUS会员,"<div class=""comment-star star5""></div>",用了很多品牌的面膜，选择最多的依旧是美迪惠尔，一方面是因为不过敏，另外一方面是由于其出类拔萃的补水能力，这款面膜除去补水成分外，还特意添加了烟酰胺和神经酰胺的成分，长期使用确实能够提亮肤色。,,,美白黑炭面膜,,11:28.6,
****5,,"<div class=""comment-star star5""></div>",趁活动的时候购买的，这款是我最喜欢的。补水效果很好，而且还可以祛祛黑头。京东物流又很快，而且送货上门，服务态度也很好，一直使用的都是这款面膜，查过了是正品，所以很信赖。活动购买的价格也很优惠。下次还会再来的,,,【焕白因子】美白保湿黑面膜,,11:28.6,
****1,PLUS会员,"<div class=""comment-star star5""></div>",此款面膜和其他面膜配套买的，用完之后感觉皮肤水水的，营养液吸收的特别好，整个脸又白又嫩，而且价格特别合适，我都后悔屯少了，期待下次活动,,,【提亮焕肤】美白保湿黑面膜,2021/11/24 18:46,11:28.7,
是***吖,,"<div class=""comment-star star5""></div>",用了一周才来评价的，用着很舒服，味道也好闻，精华液也很多。总之是很满意啦！以后就认准你们家了！,,,美白黑炭面膜,,11:28.9,
z***8,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜是我超级喜欢的一款，每晚睡前一帖很是享受，有时候贴着快睡着了就懒得起来洗，第二天脸上也是水润润的。黑色美白效果超好。所以每次京东活动就多囤几盒。,,,【提亮焕肤】美白保湿黑面膜,2021/9/23 0:03,11:29.0,
****p,PLUS会员,"<div class=""comment-star star5""></div>",买了无数次了，好评也写了无数次了，美迪惠尔补水面膜一直以来的挚爱之宝，品质有保障，补水效果超好，水水润润，过敏性皮肤的最佳选择。,【提亮焕肤】美白保湿黑面膜,2022/2/20 19:25,,,11:29.0,
u***s,,"<div class=""comment-star star5""></div>",第一次用这款面膜，效果还不知道，面膜很服贴，用了也不会过敏，物流也特别快,,,【补水提亮】美白保湿黑面膜,2020/9/18 21:51,11:29.1,
d***e,PLUS会员,"<div class=""comment-star star5""></div>",这款自从前几年被种草后，然后还特地拖韩国的朋友带回来，使用后一直不能忘怀，哈哈哈哈，黑色的面膜会吸出很多脏脏的东西，特别保湿，用完后洗脸完，皮肤真的亮了好多啊，哈哈哈哈，自从用过后一直被惦记嫩嫩哒哈哈哈,,,【补水提亮】美白保湿黑面膜,2020/6/10 17:58,11:29.1,
****8,,"<div class=""comment-star star5""></div>",很喜欢美迪惠尔的面膜，这次是回购！精华很多，吸收也挺好的，趁着有活动，抓紧囤一波！这次买了三盒。可以肆无忌惮的使用了！哈哈！,,,美白黑炭面膜,,11:29.2,
张***u,PLUS会员,"<div class=""comment-star star5""></div>",第二次购买了，真的超级好用，我和妈妈都特别特别喜欢，非常水嫩，效果很好。,,,美白黑炭面膜10片,2018/5/20 15:50,11:29.2,
****6,PLUS会员,"<div class=""comment-star star5""></div>",太喜欢了，多次回购了，这次618超级便宜，一下子买了五盒。美白效果还是挺明显的，而且也不刺激皮肤，很多精华液，希望继续多点优惠,,,【提亮焕肤】美白保湿黑面膜,2021/7/1 15:07,11:29.3,
****w,PLUS会员,"<div class=""comment-star star5""></div>",6.18时买的，补水非常好，晚上用完／，第二天皮肤超级好，光滑水润，这次又回购,,,【提亮焕肤】美白保湿黑面膜,2021/8/4 14:27,11:29.3,
****r,PLUS会员,"<div class=""comment-star star5""></div>",已经关照这个牌子的面膜有一阵子了，看评论都说不错特补水，于是买来试一试，销量高一定有它的好品质因素存在，坚信大家不会无缘无故大家跟风买的，终于迎来一年一度的双11，大量囤货够用好一阵子了，用的好再来买，以后就常年用它了。,,,【焕白因子】美白保湿黑面膜,,11:29.4,
****j,PLUS会员,"<div class=""comment-star star5""></div>",我个人觉得这是一款自用很好的面膜，不贵，实惠，特别是在促销的时候超级划算。所以每次我都会屯一些。没用过的小伙伴可以试试。,,,【美白提亮焕肤】美白保湿黑面膜,2021/3/11 21:34,11:29.6,
****r,PLUS会员,"<div class=""comment-star star5""></div>",每天晚上敷一个，不用洗脸，第二天早上起床皮肤都是水嫩水嫩的，很好吸收，每天一片,,,,,11:29.7,
D***p,,"<div class=""comment-star star5""></div>",一连贴了几天来评价，涂上去味道清淡，很贴肤，保湿效果非常好?……我本来不爱贴面膜，前几天脸缺水到干裂脱皮，才想起来买一盒面膜救急，连续贴了三天了，脸恢复过来了……,,,美白黑炭面膜10片,2018/1/29 14:52,11:29.7,
****s,,"<div class=""comment-star star5""></div>",特别好用，我是那种一干就会长痘痘的肤质，一直用这个都挺好的，皮肤保持的很好，也不会出油，痘痘也不敢冒出来哦,,,美白黑炭面膜10片,2018/8/20 10:03,11:29.8,
奏***啦,,"<div class=""comment-star star5""></div>",京东物流很快，价格也非常的划算。很贴合脸部，精华的量也很多。很好用！,,,【焕白因子】美白保湿黑面膜,,11:29.8,
