用户名,会员,星级,评论,类型1,类型2,评论时间1,评论时间2,采集时间,评论时间3
无***起,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：很好，一直都在使用这家的面膜，物美价廉，补水效果一级。其他特色：美迪惠尔面膜很不错，面膜纸质地软糯，精华液超丰富，而且非常服帖，上脸效果很好，不同的面膜有不同的功效，比如可以修复淡斑，美白提亮，抗衰老,,,,,2022-04-24 11:27:17.786,
大***寶,,"<div class=""comment-star star5""></div>",非常的水润然后，以前皮肤非常的油，一直坚持用这个面膜，以后，嗯出油没那么厉害了，觉得补水杠杠的,,茶树面膜10片,,2017-12-03 19:28,2022-04-24 11:27:17.840,
k***P,,"<div class=""comment-star star5""></div>",面膜纸薄很贴合脸型～而且精华液也挺多，一直都用这个牌子的面膜，很不错。。。面膜纸薄很贴合脸型～而且精华液也挺多，一直都用这个牌子的面膜，很不错。肯定会回购的～,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:17.886,
我***啊,,"<div class=""comment-star star5""></div>",看了好多测评买的，没有失望哦，里面成份什么的都很好，有鱼腥草的味道，还有防伪标签和防伪小吸铁真的是很耿直了！一下子买了四十片，面膜盒子被塞的满**，瞬间有了安全感哈哈哈哈哈。晚上试用了一下也不错，就是我的额头，，一如既往的点大。。。,,,,,2022-04-24 11:27:17.936,
小***1,,"<div class=""comment-star star5""></div>",面膜很好，很细腻，有痘痘的时候敷很好，只不过快递包装有些简陋,,茶树面膜10片,,2016-12-17 10:41,2022-04-24 11:27:17.984,
B***e,PLUS会员,"<div class=""comment-star star5""></div>",一直用这款，补水效果很不错，水分也特别多，性价比很高的一款面膜,,茶树面膜10片,,2018-04-04 08:33,2022-04-24 11:27:18.034,
小***滒,PLUS会员,"<div class=""comment-star star5""></div>",据说这个牌子很好用，还没用，不知道效果如何，送货上门，方便快捷。,,茶树面膜10片,,2018-10-23 09:24,2022-04-24 11:27:18.089,
刘***爱,,"<div class=""comment-star star5""></div>",很补水祛痘没发现可能用的时间不长不过很喜欢买了四盒,,茶树面膜10片,,2017-07-30 13:53,2022-04-24 11:27:18.145,
****p,,"<div class=""comment-star star5""></div>",面膜敷完之后感觉很不错，反正感觉棒棒哒，后期效果，再多用几次，就知道了,,茶树面膜10片,,2018-06-24 14:01,2022-04-24 11:27:18.623,
****生,PLUS会员,"<div class=""comment-star star5""></div>",大油皮用起来还挺舒服的，去完角质立刻敷一片凉的面膜超级爽，吸收还挺好的，精华液很多，面膜纸也是很能吸住精华的那种，不会乱流，而且很服帖，晚上用一片，第二天早晨确实能看到油光减少。面膜还是挺贴合的。就是额头感觉短了点，也可能是因为我的额头太大了。用完之后如果觉得还好我会回购的。时间还是可以的。,,茶树面膜,,,2022-04-24 11:27:18.691,
g***7,PLUS会员,"<div class=""comment-star star5""></div>",这个，用完之后，很舒服，觉得很不错，不愧是大品牌，点个赞，支持下，用了2天了，后期有问题，会追加,,茶树面膜10片,,2017-07-31 08:13,2022-04-24 11:27:18.781,
新***r,,"<div class=""comment-star star5""></div>",买了好几次了，很不错，现在面膜就一直用这个了。这次一下买了两盒，不错,,茶树面膜10片,,2017-05-11 19:36,2022-04-24 11:27:18.817,
月***-,PLUS会员,"<div class=""comment-star star5""></div>",物流和价格都好评绿色的没用过是买给男朋友的刚刚用了黄色的感觉精华不是很多蓝色的里面精华就很多绿色的还没用,,【调理水油平衡】茶树面膜,,2021-03-04 23:45,2022-04-24 11:27:18.857,
_***_,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：薄薄的，很舒服使用感受：贴完觉得皮肤都光滑发亮适合肤质：干性皮肤和油性皮肤都能用的补水效果：补水不错，第二天化妆很好上妆贴合效果：薄薄的很服帖，贴着去洗衣服都不会掉下来其他特色：精华液挺多的，用着挺好的,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:18.897,
C***r,PLUS会员,"<div class=""comment-star star5""></div>",还没用。不过包装很干净。快递很快。等后期使用看看。,,茶树面膜10片,,2018-09-03 17:25,2022-04-24 11:27:18.962,
Y***5,PLUS会员,"<div class=""comment-star star5""></div>",用了三贴了，个人感觉很好用，之前皮肤很好，后来工作原因毛孔变大出油，用了之后效果不错,,茶树面膜10片,,2018-02-12 14:02,2022-04-24 11:27:19.043,
c***5,,"<div class=""comment-star star5""></div>",已经多次购买了，一直在用着，感觉还是很不错，好评。,,【镇定祛痘】茶树面膜,,,2022-04-24 11:27:19.103,
****3,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：软软的使用感受：补水强适合肤质：混合皮，很友好补水效果：强贴合效果：我这个大脸，完美贴合,,,,,2022-04-24 11:27:19.162,
W***E,PLUS会员,"<div class=""comment-star star5""></div>",保湿好用价格实惠，以前经常买，面膜纸不会很厚，没有香精味，会回购,,,,,2022-04-24 11:27:19.581,
j***l,PLUS会员,"<div class=""comment-star star5""></div>",适合肤质：有痘痘可以用哦第二天就消除了呢产品质感：包装超好看使用感受：每隔两日敷一次补水效果：每天敷完嫩嫩的,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:19.647,
h***6,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜很柔软舒适，现在的天气很干燥，存储了一些一天贴一片保湿,,【镇定舒缓】茶树面膜,,2022-04-07 16:09,2022-04-24 11:27:19.704,
****2,PLUS会员,"<div class=""comment-star star5""></div>",因为春节，发货比较晚，今天试用了一片，感觉很好，补水很强大,,茶树面膜10片,,,2022-04-24 11:27:19.760,
t***9,PLUS会员,"<div class=""comment-star star5""></div>",前几日有活动，买了一盒这款水油平衡型面膜，用了后感觉真的效果不错，控油看得见。盒子打开后，拿取也很方，京东又有活动，所以又买了两盒。绿色包装，颜色清新，很适合春天。,,【水油平衡】茶树面膜,,2021-04-04 15:38,2022-04-24 11:27:19.808,
****F,PLUS会员,"<div class=""comment-star star5""></div>",不错不错，没有出现其他评价中说的那种精华很少的情况，补水效果也挺好的，贴合效果也不错，使用后没有不良反应，没有珠光膜，面膜也柔软光滑。我的皮肤属于混合型那种，用起来还不错，计划一周两三次吧，祛痘还没起效，目前来说很满意,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:19.865,
m***爽,PLUS会员,"<div class=""comment-star star5""></div>",首先宝贝的性价比很高的，每次都会先试用再评价的！京东配送绝对一流的，送货速度快，配送员服务态度特别好，每样东西都是送货上门，为京东的商品和服务点赞！,,茶树面膜,,,2022-04-24 11:27:19.936,
u***m,PLUS会员,"<div class=""comment-star star5""></div>",特别舒服，真心好用，祛痘印效果应该还可以，因为感觉痘痘平了,,茶树面膜10片,,,2022-04-24 11:27:19.996,
****j,,"<div class=""comment-star star5""></div>",很喜欢这个之前用了补水的，这次试试绿茶的可以吗，希望有效果，而且价格很香,,【调理水油平衡】茶树面膜,,2021-01-22 19:52,2022-04-24 11:27:20.045,
c***t,,"<div class=""comment-star star5""></div>",我超级喜欢绿色和蓝色的这两盒，每次都买这两盒再加别的颜色一盒，不喜欢黑色的，感觉用完有点粘，别的用的都还挺好的,,茶树面膜,,,2022-04-24 11:27:20.099,
g***1,PLUS会员,"<div class=""comment-star star5""></div>",做活动一下买了几盒，春天到了，皮肤干燥，摸着粗糙，缺水严重，赶紧买面膜，一条两片，补水效果很好，没有刺激，下次还会光顾。,【水油平衡】茶树面膜,,2021-04-19 10:36,,2022-04-24 11:27:20.515,
z***杰,PLUS会员,"<div class=""comment-star star5""></div>",经济实惠的一款面膜效果也是非常的好无限回购对一款面膜，补水效果：水**补水效果第一名,,【调理水油平衡】茶树面膜,,2021-03-02 12:03,2022-04-24 11:27:20.588,
4***m,PLUS会员,"<div class=""comment-star star5""></div>",哇哇哇很快就收到了！之前用过粉色的晚上试这个补水跟茶树的！,,茶树面膜10片,,2017-09-02 11:33,2022-04-24 11:27:20.634,
暖***丿,PLUS会员,"<div class=""comment-star star5""></div>",通过朋友的介绍买的这款面膜，非常好用，用完很补水，皮肤会变得很好，自己用了非常好，给妈妈也买了两盒一起用，在京东购物很划算，非常方便，尤其是在活动期间购买，非常满意，用完还会继续回购的，满意满意满意。,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:20.676,
****u,,"<div class=""comment-star star5""></div>",很棒，不错，已经第好几次在京东买了，是正品，至少让朋友从香港带回来的面膜一样，很不错，信任京东自营，,,茶树面膜10片,,2018-06-18 06:11,2022-04-24 11:27:20.756,
x***6,PLUS会员,"<div class=""comment-star star5""></div>",做活动买的价格很划算，有痘痘冒出贴完第二天感觉有缓解，每次敷完脸都感觉嫩嫩的,,茶树面膜,,,2022-04-24 11:27:20.797,
j***g,,"<div class=""comment-star star5""></div>",贴合效果：贴合效果好，补水够了，性价比很高,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:20.838,
小***3,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜真的很不错，买了一个蓝色那款，又买了这款，这款不仅有保湿效果，还有绿色这款，有茶树精华，长痘痘应该很不错的效果。,,【调理水油平衡】茶树面膜,,2021-01-28 02:25,2022-04-24 11:27:20.884,
花***画,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜用了很多年了，一直回购中。效果方面看我回购的次数就知道了。而且价格便宜。很香，很香，真的很香,,,,,2022-04-24 11:27:20.930,
****f,,"<div class=""comment-star star5""></div>",我是痘痘肌，洗完澡用了一次效果可以，很敷贴，然后补水效果挺好的，有一点提亮肤色的效果，价格也可以了，建议购买,,,,,2022-04-24 11:27:20.988,
j***m,PLUS会员,"<div class=""comment-star star5""></div>",东东不错，性价比超级好，一次买了4盒，物流也快，次日达！这款没用过，试一下，好了再多囤点。说是让一周用三到四次，试着坚持下，看看效果咋样：),,【水油平衡】茶树面膜,,2021-05-14 14:47,2022-04-24 11:27:21.419,
会***a,PLUS会员,"<div class=""comment-star star5""></div>",每样都买了一盒，换着用，补水保湿修复美白，效果很期待。,,【水油平衡】茶树面膜,,2021-06-20 20:56,2022-04-24 11:27:21.479,
a***s,,"<div class=""comment-star star5""></div>",很棒的面膜用了感觉更好才用了一两次如果用的还可以的话会考虑再次购买的很棒~~~~,,茶树面膜10片,,2017-05-03 14:45,2022-04-24 11:27:21.535,
l***8,PLUS会员,"<div class=""comment-star star5""></div>",特意用了几次才来评论，很好用的面膜，是正品，原来用过它家那个经典蓝色袋补水面膜，这个绿色的也很好用，补水效果很赞，有淡淡清香，精华很多，面膜纸柔软又服帖，晚上敷上，第二天脸都是润润的不干，而且皮肤没有任何不适感。看到京东搞活动就买了两种，送货很快，包装结实，很满意！,,,,,2022-04-24 11:27:21.584,
枪***魂,PLUS会员,"<div class=""comment-star star5""></div>",有活动就买咯很好用网购越来越多，几乎每天都有包裹。每次写评论都感觉有点费神耗力。一度不想评论，但是又觉得对好的商品和服务不公平。因此，在这里写下这么一段话，对各位给我提供了优质商品和良好服务的商家表示感谢，谢谢你们为中国经济的快速健康发展作出的巨大贡献，感谢你们用辛勤的工作给消费者带来的满意。就商品来说，质量没得说，很符合预期。物流速度很快，超预期表现，感谢送货的先生不辞辛劳送到家门，辛苦了。整体满意，好评！,,茶树面膜,,,2022-04-24 11:27:21.630,
x***1,PLUS会员,"<div class=""comment-star star5""></div>",用了一段时间过来请假的，用起来很方便，也很舒服，活动价格很美丽,,,,,2022-04-24 11:27:21.685,
****0,PLUS会员,"<div class=""comment-star star5""></div>",看评价都很好，做活动买了几盒…价格很实惠，今天第一天用，感觉还不错，清凉…设计的也很贴肤…坚持看看效果再反馈,,,,,2022-04-24 11:27:21.741,
四***r,,"<div class=""comment-star star5""></div>",没用过听说这个牌子不错，京东打5折买来试试，早上下单，下午就到了真是神速，晚上用了一片面膜很滑，没有什么刺痛感，会回购的。,,茶树面膜10片,,,2022-04-24 11:27:21.797,
比***哟,PLUS会员,"<div class=""comment-star star5""></div>",适合肤质：所有肤质使用感受：有镇定肌肤的作用，抗舒缓的效果，用了也不会引起痘痘和暗疮，反而能做到一定的修复作用！产品质感：质地清爽不黏腻，有淡淡的茶树味道很好闻其他特色：这个茶树面膜有平衡肌肤油脂分泌的作用。个人觉得很适合那些油脂分泌过旺的人！,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:21.848,
****。,PLUS会员,"<div class=""comment-star star5""></div>",使用感受：茶树面膜成份有消炎的功效，平衡油脂，调节皮肤水油平衡。我是每周用两贴，每次洗完澡会贴一贴，服帖度很好，大小也正合适，贴上的感觉很轻薄，不会感觉特别厚重。面膜嘛，都是必须坚持使用的，一帖两贴的也不会改善皮肤状态，护肤就要贵在坚持，个人是比较推荐这款面膜。适合油皮，混油皮。干性皮肤还是建议以补水保湿为主。敏感肌联系需要做过敏感测试再使用。,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:21.912,
u***t,PLUS会员,"<div class=""comment-star star5""></div>",很补水的说，京东购买很方便且划算，痘痘肌肤敏感肌肤都可使用,,【水油平衡】茶树面膜,,2021-10-03 00:21,2022-04-24 11:27:22.342,
h***2,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：补水效果不错纸质量好精华液够多喜欢蓝色的补水更好些使用感受：性皮肤用完可以洗下脸适合肤质：个肤质都适合补水效果：膜就是补水别的没啥用贴合效果：很贴合好用其他特色：活动的时候买很划算,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:22.393,
张***3,PLUS会员,"<div class=""comment-star star5""></div>",这款是控油的，贴在脸上很清凉，有一股淡淡绿茶的味道,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:22.434,
S***o,,"<div class=""comment-star star5""></div>",好用唉，冰冰凉凉，敷完舒舒服服，精华液的量也刚好不会滴滴答，二十分钟的舒缓时间很不错了,,,,,2022-04-24 11:27:22.484,
****c,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：不论是包装还是面膜布质感都很好使用感受：精华液不黏腻，用完后皮肤不易起痘痘，在我身上有比较好的调理皮肤水油平衡的效果适合肤质：本人是混合偏油，感觉很好,,【调理水油平衡】茶树面膜,,2021-03-15 14:53,2022-04-24 11:27:22.532,
出***国,PLUS会员,"<div class=""comment-star star5""></div>",我已经用了一盒了，一共买了三盒，用起来感觉还不错，好吸收不油腻质地算是比较清薄的，我是大混合性皮肤，老公是大油性皮肤，皮肤毛孔粗糙，特别油，但是我们两个都可以用这个面膜，基本的补水和美白工作还是可以的，而且物美价廉，支持,,【镇定肌肤】茶树面膜,,2020-08-08 09:02,2022-04-24 11:27:22.582,
****K,,"<div class=""comment-star star5""></div>",用起来挺舒服的，精华没有特别多，刚刚好，旁边还有向上提拉的一部分，感觉把脸一下就兜住了，上脸真的舒服,,,,,2022-04-24 11:27:22.623,
p***2,,"<div class=""comment-star star5""></div>",发货很快，第二天就收到了，快递员也辛苦，下着雨送来的。这款除了补水应该主要是敏感肌肤发痘期间可以敷一下抑制控痘。四盒搞活动囤的，不错。,,【水油平衡】茶树面膜,,2021-08-03 19:35,2022-04-24 11:27:22.662,
小***1,PLUS会员,"<div class=""comment-star star5""></div>",买了三款都特别好用，非常值得推荐，特别安全，很舒服，不错?很好,,【镇定舒缓】茶树面膜,,2021-11-10 21:44,2022-04-24 11:27:22.700,
u***c,,"<div class=""comment-star star5""></div>",这款非常好用，无线回购的，里面的面膜贴材质很好，薄厚适中，精华很多，补水效果超级好，适合任何皮肤的，新出的茶树效果也超级好，对痘痘肌有净化的作用，里面含有积雪草提取物，薰衣草提取物，好用好用，好用，好用，好用，好用，好用！！,,茶树面膜,,,2022-04-24 11:27:22.764,
z***y,,"<div class=""comment-star star5""></div>",产品质感：面膜很紧实使用感受：很清爽不闷痘适合肤质：我是干油皮补水效果：还可以，敷完皮肤很通透贴合效果：面膜有点大，但是还是很服帖的,,【镇定肌肤】茶树面膜,,2020-08-04 08:06,2022-04-24 11:27:23.187,
****d,PLUS会员,"<div class=""comment-star star5""></div>",赶上活动，买了一盒，感觉买少了，坐等下一次活动。他们家的祛痘面膜比肌美精家的好太多了，精华液很多，贴在脸上很舒服，淡淡的茶树油香味，有镇静痘痘的效果。用了四片，痘痘没在长，原来的痘痘还在期待效果吧。是正品，坚定完毕。,,茶树面膜10片,,2016-10-04 17:46,2022-04-24 11:27:23.250,
u***k,PLUS会员,"<div class=""comment-star star5""></div>",控油不错，而且包装很好，是正品，皮肤滑滑的哈哈哈哈总之特别棒喜欢,,茶树面膜10片,,2018-04-23 00:22,2022-04-24 11:27:23.299,
****6,,"<div class=""comment-star star5""></div>",最晚下的单、今天中午就收到了、物流真快、这款产品真心的好用，清爽补水?、对于油性皮肤的我来说真是救星！值得信赖购买！,,茶树面膜10片,,2018-07-18 12:23,2022-04-24 11:27:23.353,
u***k,,"<div class=""comment-star star5""></div>",满199-100活动买的，算下来很便宜很便宜了，买了10盒，屯着。这个味道闻起来就很舒服，超级好用，推荐~,,茶树面膜,,,2022-04-24 11:27:23.401,
y***6,,"<div class=""comment-star star5""></div>",这款面膜是茶树成分，具有很好的消炎针定的效果，主要针对痘痘皮肤，我的皮肤痘痘比较多的，也有闭合性粉刺，这款面膜用起来很补水，也有阵定的效果，已经用这个牌子的面膜好几年了，没有过敏的反应，京东物流也快，支持。,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:23.456,
W***儿,,"<div class=""comment-star star5""></div>",物流很给力，客服态度好，我属油性皮肤，正好夏季用，清爽不油腻,,茶树面膜10片,,2018-06-03 17:26,2022-04-24 11:27:23.510,
s***e,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：薄款的，使用感受：祛痘很有效果适合肤质：混合油性贴合效果：很服帖补水效果：消炎,,【调理水油平衡】茶树面膜,,2020-12-13 10:30,2022-04-24 11:27:23.562,
y***y,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：第一用没有出现过敏情况。使用感受：面膜比较服贴。质感很薄。适合肤质：油性皮肤，干性皮肤都可以用。补水效果：补水可以。,,,,,2022-04-24 11:27:23.617,
小***西,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：之前就用过啊质感很好补水效果：补水效果也是相当好,,茶树面膜,,,2022-04-24 11:27:23.691,
故***i,,"<div class=""comment-star star5""></div>",很好用，一下子囤了好多，敷完脸很滑，精华也蛮多的,,茶树面膜,,,2022-04-24 11:27:24.133,
憨***S,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：面膜纸很服帖，有一种磨砂感，面膜纸上有美迪惠尔的logo使用感受：以前用过蓝盒补水那款，也是中国最火的那款，但是看韩国的采访，其实这款是韩国人买的最多的，感觉还不错，没有什么刺激的感觉，闻起来也很舒服，贴合效果：很贴合，面膜纸也够大,茶树面膜,,,,2022-04-24 11:27:24.209,2019-09-17 17:16
****a,,"<div class=""comment-star star5""></div>","昨天到的，昨晚用了才来评价的，效果不错，用完皮肤很舒服，水嫩水嫩的，而且很贴合,大爱",,茶树面膜10片,,2017-06-19 17:04,2022-04-24 11:27:24.256,
蟾***楚,PLUS会员,"<div class=""comment-star star5""></div>",物流简直了，非常的快，双十一下单，第二三天就收到了，东西很好，非常满意,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:24.299,
y***5,,"<div class=""comment-star star5""></div>",昨晚下单，今天上午就到货了，京东快递神速！面膜还没用，用后再来追评。,,【水油平衡】茶树面膜,,2021-08-25 11:07,2022-04-24 11:27:24.344,
超***m,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：很水润，很保湿，一直以来常用的面膜，使用感受：每三天贴一次，很舒服，很水润，适合肤质：干皮，油皮，感觉都很实用，保湿效果很不错，补水效果：很好，很水润，贴合效果：贴在脸上，大小刚刚好其他特色：618活动力度很大，屯了好几盒，一直在用的面膜，比实体店便宜,,【镇定肌肤】茶树面膜,,2020-06-24 03:25,2022-04-24 11:27:24.393,
一***晶,PLUS会员,"<div class=""comment-star star5""></div>",来来来来来来来来来又来下单京东下单没查询正品否信息京东超级划算哈哈哈哈买了一堆哈哈盒子压了点也无妨,,茶树面膜10片,,2018-08-21 20:53,2022-04-24 11:27:24.435,
u***t,,"<div class=""comment-star star5""></div>",产品质感：产品质感：非常好使用感受：非常好适合肤质：非常好贴合效果：非常好补水效果：非常好,,【镇定肌肤】茶树面膜,,2020-11-26 17:06,2022-04-24 11:27:24.496,
起***了,PLUS会员,"<div class=""comment-star star5""></div>",买来祛痘的，效果还是有一点的，也很清爽，味道也挺好闻的。,,茶树面膜10片,,2017-08-18 17:03,2022-04-24 11:27:24.541,
_***m,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：质感还是很出色的使用感受：可能我比较缺水，所以我用起来感觉8分钟左右就用干了，不过确实皮肤是舒缓了很多。适合肤质：我是油痘肌，用着没有任何影响，甚至是长痘的时候用都无妨。贴合效果：贴合效果满分?。补水效果：茶树油精华对于油痘肌还是很友好的，确实坚持用，能改善痘肌。,,【镇定肌肤】茶树面膜,,2020-07-28 11:48,2022-04-24 11:27:24.591,
矢***渝,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：水水的使用感受：很不错适合肤质：不过敏贴合效果：很好补水效果：很不错,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:25.011,
h***8,PLUS会员,"<div class=""comment-star star5""></div>",看评价说这个牌子的面膜补水效果很好，就买了三款不同功效的面膜，用了一次绿色控油的，面膜纸比较厚实，与皮肤贴合紧密，无不适感。继续用了再来评价。,,【调理水油平衡】茶树面膜,,2021-03-13 19:38,2022-04-24 11:27:25.062,
丑***l,,"<div class=""comment-star star5""></div>",看着挺好的物流很给力还没有用第一次用不知道效果怎么样期待中~,,茶树面膜10片,,2018-03-07 12:46,2022-04-24 11:27:25.118,
菊***3,,"<div class=""comment-star star5""></div>",美迪惠尔的面膜不用说了，性价比超高，很便宜，优惠力度天天有，感觉一年到头这款面膜都在搞活动，每天敷都不心疼，这个牌子的面膜我大概买过几百张了，姐妹们面膜不要敷太久，太久了对皮肤不好，最长15分钟就差不多了。反正是我会继续回购的一个牌子。,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:25.173,
甜***4,,"<div class=""comment-star star5""></div>",面膜很服帖，营养液也很多。敷完以后不黏腻，直接用护肤品都可以，第一次用感觉还不错，期待长久用的效果。,,茶树面膜10片,,2018-06-08 11:13,2022-04-24 11:27:25.227,
****f,,"<div class=""comment-star star5""></div>",我是油皮！上脸很舒服贴合度也很好！补水控油非常适合我喜欢！,,茶树面膜,,,2022-04-24 11:27:25.280,
u***r,PLUS会员,"<div class=""comment-star star5""></div>",没有去痘印的效果，也很难敷，很不方便，补水可以,,茶树面膜,,,2022-04-24 11:27:25.330,
青***啦,,"<div class=""comment-star star5""></div>",很好，感觉是正品，而且精华液恰到好处，不喜欢太多了，这样正好,,茶树面膜10片,,2016-12-18 20:25,2022-04-24 11:27:25.385,
A***姐,,"<div class=""comment-star star5""></div>",包装挺好感觉用完水水的非常好以后就用这个了，以前用蓝色的看起来绿色的更适合我,,茶树面膜10片,,2017-06-14 14:21,2022-04-24 11:27:25.440,
s***-,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：面膜很透气。用了脸很清爽凉凉的，贴合度也很好使用感受：很舒服用起来保湿效果特别好适合肤质：应该都合适吧，这个自己也不太清楚补水效果：不睡着时感觉还特别棒，第2天早上醒来感觉很好。脸特别光滑贴合效果：我的材质特别好，挺贴合的，贴合度很完美其他特色：总之还行，还OK。,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:25.500,
****b,PLUS会员,"<div class=""comment-star star5""></div>",有封口的看着不错的迫不及待准备敷面膜咯物流很快，11号下的单12号就送到了,,茶树面膜10片,,2017-11-13 12:40,2022-04-24 11:27:25.928,
u***l,,"<div class=""comment-star star5""></div>",看看不错！快递真快晚上买第二天早上就到了,,【镇定肌肤】茶树面膜,,2020-11-10 10:42,2022-04-24 11:27:25.995,
R***O,PLUS会员,"<div class=""comment-star star5""></div>",趁着活动来入几盒面膜～以前都是用这三个，感觉十分好用～日常补补水什么的还是不错的哦(´-ω-`)～里面精华刚刚好，也很好吸收～,,【调理水油平衡】茶树面膜,,2021-02-28 22:31,2022-04-24 11:27:26.037,
欠***地,,"<div class=""comment-star star5""></div>",试过了才来评价，补水效果很好，面膜轻薄透气！,,【水油平衡】茶树面膜,,2021-04-05 12:48,2022-04-24 11:27:26.084,
u***8,,"<div class=""comment-star star5""></div>",精华液很少，适合放到冰箱再拿出来镇静用，10分钟左右的量。,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:26.126,
****f,,"<div class=""comment-star star5""></div>",贴合效果：非常的贴合肌肤，不错，抱着试试的心态，没有让我失望,,,,,2022-04-24 11:27:26.170,
可***9,PLUS会员,"<div class=""comment-star star5""></div>",前前后后在这里边买了六七盒面膜。一直在用他家的，本人敏感皮肤。用这款感觉很不错值得回购。,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:26.217,
D***7,PLUS会员,"<div class=""comment-star star5""></div>",包装颜色很好看，所以不知道是不是心理作用，感觉比别的好,,,,,2022-04-24 11:27:26.285,
****2,,"<div class=""comment-star star5""></div>",感觉不错，活动购买比较划算，量也足，包装好，送货很快。,,茶树面膜10片,,2017-07-20 18:15,2022-04-24 11:27:26.328,
A***贝,,"<div class=""comment-star star5""></div>",每次出门晒了之后到家都会贴一片，直接放冰箱，广州天气太燥热啦，我是油痘敏感肌，平衡油脂分泌，补水，镇静修复效果真的可以，淡淡的茶树味儿，每张膜布有美迪惠尔的大logo，建议大家在其他平台买的要好好比较一下正品哦，每一贴面膜包装带上都有防伪的标签,,,,,2022-04-24 11:27:26.377,
b***y,PLUS会员,"<div class=""comment-star star5""></div>",超级控油，对痘痘也挺有效果的。满199减100活动的时候买的，超值。。囤了一堆，哇哈哈,,茶树面膜10片,,2016-12-26 13:00,2022-04-24 11:27:26.798,
-***木,,"<div class=""comment-star star5""></div>",适合肤质：混合痘痘肌补水效果：够用使用感受：没有紧绷感舒服产品质感：不错贴合效果：很服帖太适合我了脸上冒的痘痘一周敷了三次就消下去超多会继续回购便宜活动可以提前通知多好懒癌患者,,,,,2022-04-24 11:27:26.851,
托***场,,"<div class=""comment-star star5""></div>",买了四十片，放冰箱里屯着慢慢用，之前一直在用，祛痘效果很好，吸收效果不错，大品牌，用起来很放心，质量非常好，赶上活动购买非常的划算非常值得信赖的品牌，质量有保障，价格还亲民，相当满意，长痘人居家必备,,【水油平衡】茶树面膜,,2021-06-03 18:36,2022-04-24 11:27:26.909,
****m,PLUS会员,"<div class=""comment-star star5""></div>",面膜很贴脸型，这点比美即强，单片用出的效果表现不出什么，没啥感觉,,控油战痘茶树面膜25ml*10,,2016-06-19 09:32,2022-04-24 11:27:26.960,
****2,PLUS会员,"<div class=""comment-star star5""></div>",一直都有在用的面膜品牌，这个牌子面膜补水保湿效果针不戳。为了囤货所以都有买，很好用呀。精华的量刚刚好，也比较容易清洗干净。,,【调理水油平衡】茶树面膜,,2020-12-28 12:25,2022-04-24 11:27:27.024,
灰***4,PLUS会员,"<div class=""comment-star star5""></div>",现在的小姑娘真的都太会保养了，以至于让我有点情何以堪了，我身边的室友也都特别的爱美，小面膜天天晚上都敷，我觉得我也得开始美起来了，后来室友给我推荐的美迪惠尔，感觉还不错。挺丝滑的：敷上去之后皮肤滑滑的，给我的感觉就像抹了牛奶一样，然后还有一点冰爽的感觉，面膜的精华液也很多。补水效果好：我敷完面膜脸上滑滑嫩嫩的，然后可以水润好几天，好喜欢呢，皮肤也不那么暗黄了，觉得还是挺不错的。,,【镇定祛痘】茶树面膜,,,2022-04-24 11:27:27.072,
七***音,PLUS会员,"<div class=""comment-star star5""></div>",这款据说是在韩国最火的，成分好可以镇静肌肤使用感受：真的很舒服，淡淡的绿茶香味，比起基础补水的哪一款我更喜欢这个补水效果：还可以！适合肤质：混油真爱面膜，敷完就按摩一下，我觉得不用怎么洗，真的一点都不粘腻这款我应该会回购的，下次再来,,【镇定祛痘】茶树面膜,,,2022-04-24 11:27:27.124,
