用户名,会员,星级,评论,类型1,评论时间1,类型2,评论时间2,采集时间,评论时间3
b***2,,"<div class=""comment-star star5""></div>",产品质感：薄，透，服帖，好用使用感受：保湿，买了好多次，好用适合肤质：我是中性肤质，T次部位容易出油，用着很多错补水效果：效果很好，一天一片，水灵通透贴合效果：很服帖其他特色：买了很多次，一直在囤货。之前一直没有评价，蓝色，黄色袋装的都好用，洗脸时候热水一泡，美美用一张，享受,,,【弹力紧致】胶原蛋白面膜,,23:31.8,
G***6,PLUS会员,"<div class=""comment-star star5""></div>",多次回购，日常补水特别好，价格也很优惠，活动力度很大，已经推荐给身边的朋友们跟同事们每天一张，基础补水，日常使用足够了,,,【盈润光滑弹嫩】胶原蛋白面膜,2021/2/1 19:23,23:31.9,
流***斯,PLUS会员,"<div class=""comment-star star5""></div>",面膜收到了，活动的时候买的，价格非常的合适，嗯，这个胶原蛋白的贴上，嗯，非常的舒服。面膜纸的质量也非常的好，时尚的logo比较喜欢，味道也比较好，嗯，会继续回购，京东物流很快，一直在京东上买东西，体验感非常的好,,,【莹润肌肤】胶原蛋白面膜,,23:31.9,
然***有,PLUS会员,"<div class=""comment-star star5""></div>",真的是太好了，至从用了这个面膜感觉人都得到了升华。从来没有用过这么高端的产品，连续敷了几天，觉得自己也变得高端了。以后闺蜜聚会我可以自豪的说我用的是美迪惠尔面膜，终于不用羡慕他们用MG面膜的人了，哼。不说了，本仙女要去敷面膜了。,,,【盈润光滑弹嫩】胶原蛋白面膜,2020/12/28 19:21,23:32.0,
H***2,,"<div class=""comment-star star5""></div>",信任京东自营！正品伪品自己也不会分，既然来买了那就不要去怀疑！送货速度京东一直都是最好的！618活动很实惠！199-100！这款面膜已经使用了，薄薄一张，很多精液，连脖子都给涂上了，面膜也很贴服，用起来很舒服～没不良反应～精液吸收也挺好的～15分钟后面膜也是软软带湿的～很好(?▽?),,,胶原蛋白面膜10片,2018/6/3 1:26,23:32.0,
球***哦,PLUS会员,"<div class=""comment-star star5""></div>",用了两次后才来评价，效果真不错，应为是痘痘皮肤平时特别油，用了两次后痘痘少了脸也清爽了好多，非常满意,,,胶原蛋白面膜,,23:32.3,
c***6,PLUS会员,"<div class=""comment-star star5""></div>",水润芬芳！！！用了感觉很好！！！一周忙碌下来用一下，满满的不足水分！！！冰箱放一下，再敷面膜，超带感！！！京东自营配送很给力！,,,【光滑弹嫩】胶原蛋白面膜,2021/6/5 20:24,23:32.4,
****9,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：白色丝质状，有韧性使用感受：还好，使用方便适合肤质：干性皮肤补水效果：很好，敷完脸上水水的贴合效果：好其他特色：韩国进口的，价格不便宜,,,【弹力紧致】胶原蛋白面膜,,23:32.4,
f***i,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：面膜质地平滑亲肤柔软，品质优良使用感受：面膜的精华液含量适宜，不多不少，敷完面膜之后，皮肤水水润润，光滑细腻，敷完面膜感觉舒服适合肤质：混合性皮肤适用，没有过敏及不适感补水效果：补水效果棒棒哒，一张面膜，足够补充一天脸部所需水分和营养物质贴合效果：面膜设计合理，与皮肤贴合程度高其他特色：面膜够大，同样适合男生使用，这点很优秀,,,【弹力紧致】胶原蛋白面膜,,23:32.5,
****7,,"<div class=""comment-star star5""></div>",之前囤了补水的，效果非常非常的好。这次再买了两盒补胶原蛋白的，还没开始用，就冲着这个品牌，跟之前用补水的那个效果，相信这个效果也是杠杠的。179块钱4盒，本来想再囤4盒的，但超过4盒系统就按原价了，无耐放弃。期待使用效果哈。,,,【弹力紧致】胶原蛋白面膜,,23:32.5,
****n,,"<div class=""comment-star star5""></div>",特别好的面膜，我是敏感肌，就用这个面膜不过敏，自从用这个面膜脸部水润有光泽，感活动买非常划算！性价比最！还会再来！,,,【光滑弹嫩】胶原蛋白面膜,2021/6/2 19:59,23:32.5,
****1,PLUS会员,"<div class=""comment-star star5""></div>",这个牌子的面膜用了几年了，自从用了这款面膜就没买过其他牌子的了，搞活动买很划算，一盒才三十多，但是补水保湿效果很不错，用后脸不会紧绷不干燥，有时候懒都没有进行后续的护肤，到第二天脸也不干。,,,【提亮紧致】胶原蛋白面膜,2020/11/25 18:17,23:32.6,
朱***n,,"<div class=""comment-star star5""></div>",面膜布很服帖，本人敏感肌，这个牌子面膜很舒服，屯了很多,,,【光滑弹嫩】胶原蛋白面膜,2021/9/26 18:00,23:32.6,
a***n,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜是和黑色的面膜一起做活动买的，非常的划算，用起来也很舒服，补水效果特别好，和脸的贴合度也很好，用完之后皮肤像喝饱了水一样，变得水水嫩嫩的，皮肤状态非常好，希望通过坚持使用，皮肤状态能变得好一点，京东物流也是很给力,,,【弹力紧致】胶原蛋白面膜,,23:32.7,
胖***7,PLUS会员,"<div class=""comment-star star5""></div>",看见好多人用这个，一买买好多，我也心动了，正好搞活动，169元4件，赶紧下单。使用日期到2023年，日期还是很新的，很满意！,,,【光滑弹嫩】胶原蛋白面膜,2021/4/11 17:37,23:32.7,
十***码,PLUS会员,"<div class=""comment-star star5""></div>",回购产品！胶原蛋白是我最喜欢的系列了！颜值在线味道也很好闻，用完很湿润很有光泽！感觉全年龄段都可以用，赶上活动打折性价比也很高！,,,【光滑弹嫩】胶原蛋白面膜,2021/5/10 23:36,23:33.1,
m***6,PLUS会员,"<div class=""comment-star star5""></div>",用这个牌子的面膜已经一年了，真的挺好用的。面膜纸薄，精华很多。每次敷完后，袋里剩余的精华还能再往脸上擦两遍。吸收效果也不错。每次赶上活动我都会买几盒,,,胶原蛋白面膜,,23:33.1,
c***a,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：超级水润使用感受：胶原蛋白这款用完面部光滑，很舒服适合肤质：我是中性皮肤，用完很舒服补水效果：补水效果挺好的贴合效果：贴合不错其他特色：双十一物流超级快，趁着优惠赶紧囤货～,,,【提亮紧致】胶原蛋白面膜,2020/11/19 23:57,23:33.2,
静***豆,,"<div class=""comment-star star5""></div>",这款面膜呢很不错，我是朋友推荐然后过来用的，嗯，然后呢包装也很快，因为它是京东自营的，也可以放心购买，用完之后皮肤就是水嫩嫩的，因为我刚出了月子，然后用这款面膜的话，也没有说任何的不适应或者不舒服，推荐使用吧。,【弹力紧致】胶原蛋白面膜,,,,23:33.2,2019/11/3 17:56
****z,,"<div class=""comment-star star5""></div>",1111真给力100多就买了4盒40块可以用好久了！一直都在用美迪惠尔所有系列的面膜真的超级好用！尤其喜欢胶原蛋白的这一款！用完会继续回购！,,,【提亮紧致】胶原蛋白面膜,2020/11/12 19:17,23:33.3,
高***啊,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：挺好的，纸张也没有出现什么翻车现象使用感受：大学到现在一直断断续续都有用，非常好适合肤质：本人是敏感肌肤，这一款能用补水效果：日常补水完全足够啦，冬天也是够用的,,,【盈润光滑弹嫩】胶原蛋白面膜,2021/2/16 19:26,23:33.3,
u***r,PLUS会员,"<div class=""comment-star star5""></div>",补水的和胶原蛋白的两种组合购买的，相比其他平台和线下更是便宜不少，两种面膜都很好用，黄色的这个用的更多一点，真的不错，一片才几块钱,,,【光滑弹嫩】胶原蛋白面膜,2021/4/21 13:57,23:33.4,
****q,PLUS会员,"<div class=""comment-star star5""></div>",买的预售款，夏天来了，适合用这种材质的面膜敷上冰冰凉凉的特别舒服，冬天用的是睡眠面膜，这个敷脸上太冰。这款面膜补水效果特别好，用了以后皮肤滑滑，水润润的，每日一片可以改善皮肤，相当不错，趁现在还有活动，下单再买点囤着,,,【莹润肌肤】胶原蛋白面膜,,23:33.4,
虹***酒,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：一直用美迪惠尔，贵在坚持为了补水，质量杠杠滴使用感受：紧致细腻，比较舒服，滋润无刺激。适合大众人群适合肤质：大众人群均可没有附加效果，为了美白和补水皮肤会好点补水效果：补水完美贴合效果：贴合比较舒适，要有耐心，满满的挺好贴对着镜子其他特色：物美价廉，比较亲民,,,【弹力紧致】胶原蛋白面膜,,23:33.4,
****c,PLUS会员,"<div class=""comment-star star5""></div>",胶原蛋白面膜补水效果很好，里边精华液很多，卖了3回了，给赞,【弹力紧致】胶原蛋白面膜,,,,23:33.5,2019/11/13 17:16
范***威,PLUS会员,"<div class=""comment-star star5""></div>",推荐大家来购买这款面膜，这款面膜的补水效果十分的明显用完之后，脸上有光泽非常的水润，具有弹性效果，非常好京东的物流，速度也很快前一天，下单的第二天，下午就送到了给京东的物流五星好评，而且京东双十一期间的价格十分的优惠，一下子买了好多盒可以用很久很久，推荐大家来购买这款面膜五星好评。,,,【提亮紧致】胶原蛋白面膜,2020/11/15 12:13,23:34.2,
A***6,PLUS会员,"<div class=""comment-star star5""></div>",这个是美迪惠尔新胶原蛋白面膜，与黑的不同，每片少了1ML，用起来感觉差不多，没有任何不适感觉，吸收很好，面部很清爽不油腻，成分很多不说了，看图片。,,,【光滑弹嫩】胶原蛋白面膜,2021/12/29 22:00,23:34.2,
繁***去,PLUS会员,"<div class=""comment-star star5""></div>",不错，面膜是分两段的，杜绝了起皱，敷上脸很平整，本来一到冬天脸就会很干，贴了两次面膜就不干了，效果很好！,,,胶原蛋白面膜10片,2018/2/8 21:52,23:34.3,
Y***逸,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：特别水润补水效果：特别好，还剩好多水，可以抹抹胳膊腿儿啥的贴合效果：大脸也合适,,,【莹润肌肤】胶原蛋白面膜,,23:34.3,
a***g,PLUS会员,"<div class=""comment-star star5""></div>",挺好用的这个用了很多年了，每年春秋天天气干燥的时候敷一片立马第二天就觉得很舒服。京东自营的用起来很放心，前些年这个牌子的假货好多！但是一直坚持京东自营购买很是放心，这次参加秒杀又可以满减非常的划算。日期也很新鲜，可以慢慢用，隔一天用一次这种干燥天气皮肤再也不干了。还会回购！,,,【弹力紧致】胶原蛋白面膜,,23:34.3,
宝***哲,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：产品质感很清爽不油腻不，修复舒缓肌肤的功效，适合肤质：适合肌肤有点小问题，需要及时修复的。补水效果：补水效果也很好，我觉得和***那款差不多，贴合效果：贴合度很好，很容易就贴好的，使用感受：总之很超值，很不错的。,,,【莹润肌肤】胶原蛋白面膜,,23:34.4,
****s,PLUS会员,"<div class=""comment-star star5""></div>",第一次购买和使用此款面膜，面膜纸很薄，精华液比较丰富，敷到脸上水润润的。不是敏感肌肤，所以没有过敏，做了光子嫩肤美容师建议用纯补水的面膜。这款感觉还不错?,,,【光滑弹嫩】胶原蛋白面膜,2021/6/19 8:21,23:34.4,
秋***然,PLUS会员,"<div class=""comment-star star5""></div>",使用感受：面膜轻薄服贴适合肤质：用过后没有过敏现象补水效果：太赞了其他特色：物流配送及时，给快递小哥点赞,,,【提亮紧致】胶原蛋白面膜,2020/7/5 20:13,23:34.4,
那***7,,"<div class=""comment-star star5""></div>",这款面膜补水效果很好，活动价格优惠力度大，比在韩国买还便宜！晚上用完之后脸蛋软软的，第二天早晨醒来脸还是软软嫩嫩的，每晚坚持敷或者隔天敷一片，效果还是很明显的。我的脸皮肤比较松弛，买这款紧致皮肤的希望能有所改善。总之这款是平价面膜里很好用的了。,【弹力紧致】胶原蛋白面膜,,,,23:34.5,2019/12/24 18:53
朦***哒,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：用了好多年这个确实不错很舒服黄色的比蓝色的更舒服些使用感受：真便宜147四盒白给似的不错不错适合肤质：补水就可以了真棒补水效果：不用别的用补水就好,,,【提亮紧致】胶原蛋白面膜,2020/10/29 13:58,23:34.5,
R***O,PLUS会员,"<div class=""comment-star star5""></div>",给家里人买的，用过之后感觉还不错，进口的面膜比医院里面国产的面膜还便宜，哈哈。京东物流一直都很不错，用完了看有活动可以再买来用用,,,【光滑弹嫩】胶原蛋白面膜,2021/4/5 10:44,23:34.9,
蓝***灬,PLUS会员,"<div class=""comment-star star5""></div>",使用感受：本**肤挺干的，用洗面奶洗完之后经常起干皮，用了几次面膜，脸也不起干皮了。补水效果：补水效果很不错，用完脸嫩嫩的。贴合效果：脸部基本能覆盖完。,,,【光滑弹嫩】胶原蛋白面膜,2021/11/22 16:46,23:35.0,
1***g,PLUS会员,"<div class=""comment-star star5""></div>",用完以后脸部感觉非常舒服，摸起来滑滑的，而且面膜设计非常暖心，下巴和脸颊后都有开口，敷面膜的时候更容易贴合，非常不错呢！还会继续回购,,,【提亮紧致】胶原蛋白面膜,2020/11/8 14:47,23:35.0,
l***l,PLUS会员,"<div class=""comment-star star5""></div>",很好用的面膜，很贴合，个人温面膜上的精华液有些少，最多15分钟就要取下面膜，不然面膜会干在脸上。效果还不错。用起来挺清爽,,,【提亮紧致】胶原蛋白面膜,2020/10/27 5:43,23:35.0,
*****,,"<div class=""comment-star star5""></div>",很好用的一个牌子，营养液比较多，而不腻，吸收很快。而且价格也合适。,,,【光滑弹嫩】胶原蛋白面膜,2021/8/10 11:09,23:35.1,
苏***x,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：非常细腻柔软使用感受：每2天敷一片，敷完脸上皮肤都变好适合肤质：我的肤质不是很好，适合所有肤质的人群。补水效果：挺不错的，水润保湿。贴合效果：我的脸贴上正合适，非常好。,,,【光滑弹嫩】胶原蛋白面膜,2022/1/3 9:39,23:35.2,
殇***情,PLUS会员,"<div class=""comment-star star5""></div>",面膜收到了，一直用的美迪惠尔的面膜，实惠而且效果特别好，东西是正品无疑，使用方便效果明显，最主要的是活动买的，价格实在，值得购买呦,,,【光滑弹嫩】胶原蛋白面膜,2021/10/25 13:11,23:35.2,
****容,,"<div class=""comment-star star5""></div>",趁着搞活动，买了一大堆，各个系列都想试一下，补充胶原蛋白的，保湿的，增白的，补充维生素的，心想敷了面膜，总比不敷强，打开，香香的味道，不浓正合适，满满的精华液，敷完后感觉皮肤好好，用完还来，物流也很快的。,,,【光滑弹嫩】胶原蛋白面膜,2021/6/22 9:05,23:35.2,
岁***g,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜超好用的，里面的精华液很多，敷面膜都不会干的，三件很优惠。,,,【光滑弹嫩】胶原蛋白面膜,2021/3/31 9:40,23:35.3,
9***6,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：个人觉得质感非常不错。使用感受：这个感受因人而异，我用完感觉皮肤挺舒服的。适合肤质：本人是偏油性肤质，用了觉得挺适合的。补水效果：补水效果比较明显，听朋友推荐买了在高原用效果挺好的。贴合效果：贴合效果要看个人，比较正常那种。其他特色：个人感觉黄色比蓝色更好用一点儿。,,,【弹力紧致】胶原蛋白面膜,,23:35.3,
****_,,"<div class=""comment-star star5""></div>",身边朋友都在用也买来试试果然还不错膜布材质好很柔软敷完皮肤有紧致感我是敏感性肌肤用完没有过敏现象赶上活动买的还算划算.,,,胶原蛋白面膜10片,2017/5/10 14:11,23:35.7,
泡***0,PLUS会员,"<div class=""comment-star star5""></div>",搞活动屯的，价格很实惠?，是正品，灰常满意，质地柔软而且很服帖，精华液也多，想入手的姐妹不要犹豫可以入手哦?产品质感：很软很服帖使用感受：精华液多贴合效果：很服帖,,,【光滑弹嫩】胶原蛋白面膜,2022/4/10 12:58,23:35.7,
王***5,,"<div class=""comment-star star5""></div>",这么快速度很快。产品质感：很好就是不保湿使用感受：很好适合肤质：很好,,,【盈润光滑弹嫩】胶原蛋白面膜,2021/1/10 13:39,23:35.8,
已***時,,"<div class=""comment-star star5""></div>",产品质感：温和，不会刺激肌肤，对皮肤敏感友好使用感受：近几年，复购率和用量都很不小。适合肤质：油皮、补水效果：还可吧，冬季太干，改变没啥贴合效果：很nice，不会无由头的扶起等,,,【弹力紧致】胶原蛋白面膜,,23:35.8,
l***e,PLUS会员,"<div class=""comment-star star5""></div>",一直用美迪惠尔的面膜，多次回购了。是用过的面膜中，性价比和使用感受都很不错的一款。用完脸上很舒服，不油腻，补水保湿滋润效果很好，洗过以后很清爽，每次用完皮肤感觉真的有变化。这次京东活动也比较给力，还送了安瓶套装，很开心！,,,【莹润肌肤】胶原蛋白面膜,,23:35.8,
****n,PLUS会员,"<div class=""comment-star star5""></div>",京东自营厂品一如既往的好，正品有保障，物流也非常给力，下单第二天就到货了！包装完好无破损，厂品质感很好！补水效果非常好??,,,【盈润光滑弹嫩】胶原蛋白面膜,2021/3/9 10:19,23:35.9,
东***d,PLUS会员,"<div class=""comment-star star5""></div>",双十一搞活动买的，大概每盒四十多，感觉还是非常实惠的，打开之后精华液很充沛，比较注重细节，额头、下巴、两颊、眼角都开了口，面膜纸不会皱巴，贴合效果较好，跟蓝色补水的效果感觉不明显，可能贴完感觉会不一样一些，最近的使用经验表示，要经常敷效果才会更加明显,,,【弹力紧致】胶原蛋白面膜,,23:35.9,
在***天,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：整洁，清晰。使用感受：膜薄通透。比较服帖。适合肤质：干性补水效果：很润。敷后许久觉得很滋润。贴合效果：贴合很亲其他特色：清香不俗。,,,【莹润肌肤】胶原蛋白面膜,,23:36.0,
r***6,PLUS会员,"<div class=""comment-star star5""></div>",面膜很好用，价格也不贵，补水非常好，这个季节两天用一片很合适，补水保湿很满意。活动价格很便宜，一次囤了四盒，京东自营送货上门，很方便！,,,【提亮紧致】胶原蛋白面膜,2020/10/18 17:40,23:36.0,
阡***0,PLUS会员,"<div class=""comment-star star5""></div>",适合肤质：我的是混合性皮肤，一直也有用这种，感觉还不错，原先用的是蓝色的，这次加多两种，看看效果如何。物流很快，送货前会有信息，很赞，态度可以。,胶原蛋白面膜,,,,23:36.0,2019/8/31 11:09
好***字,PLUS会员,"<div class=""comment-star star5""></div>",面膜布很舒服，补水效果不错，不足之处是感觉液体偏少，刚敷上感觉就要干适合肤质：补水哪种肤质都需要产品质感：补水效果不错使用感受：敷完感觉皮肤Q弹Q弹的,,,【光滑弹嫩】胶原蛋白面膜,2021/11/15 20:55,23:36.4,
****4,,"<div class=""comment-star star5""></div>",产品质感：外表看起来很大牌，颜色舒适，今晚试试什么感觉。看评论说补水效果不错，现在这样的宅在家里，天天空调吹着，皮肤干的很，缺水，就靠面膜撑了，不屯点面膜都不厚用了。速度超级快，上单，下午就到了，不得不说这速度，真是盖的。,,,【弹力紧致】胶原蛋白面膜,,23:36.4,
u***8,,"<div class=""comment-star star5""></div>",使用感受：这款面膜是经朋友介绍购买的。贴起来服服帖帖的，很舒服极了，本人觉得很好用。这次做活动，159元三盒。真的很划算，所以就囤了几盒。送一盒给朋友。他也说挺好用的。下次再搞活动，再买多几盒。放着，有空就多敷面膜。,,,【弹力紧致】胶原蛋白面膜,,23:36.5,
****咪,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜冬季补水棒棒的，北方的天气暖气足很干燥，用这个感觉皮肤特别润，水水的很舒服，包装也很可爱，回购款产品，继续保持，皮肤湿润就靠它了。,,,【提亮紧致】胶原蛋白面膜,2020/11/26 15:19,23:36.5,
自***_,,"<div class=""comment-star star5""></div>",一共买了三盒，两盒黄色的很好，精华很多。蓝色补水也不错，一直信赖这个牌子，京东自营错不了！！！,,,胶原蛋白面膜,,23:36.5,
k***a,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：爽滑细腻，柔软舒适使用感受：保湿补水，美白修复，精华很多适合肤质：本人偏干性肌肤，购入三款，都试过了，用后水润光滑补水效果：补水效果很好，冬季寒冷，敷片面膜比狂拍柔肤水效果要好贴合效果：贴合面部肌肤，走动时也不会掉落其他特色：优惠活动买的，性价比超高，快递小哥很负责，物流超快,,,【盈润光滑弹嫩】胶原蛋白面膜,2020/12/27 21:56,23:36.6,
儒***莲,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：拿到感觉手感很好很软轻薄使用感受：水分很充足用完脸上嫩嫩滑滑的加强了弹力使肌肤紧致多了希望还有淡纹的效果适合肤质：适合所有肌肤补水效果：补水锁水效果特别好贴合效果：贴合效果特别服帖不想有的面膜贴上去皱皱巴巴的其他特色：味道没有刺鼻味道我是偏干性肌肤特别好,,,【弹力紧致】胶原蛋白面膜,,23:36.6,
快***圈,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：质量很好，包装很好，优惠特别大，所以买了很多，可以使用很久啦，就是物美价廉使用感受：很补水，每次用完脸都感觉好舒服适合肤质：中干性皮肤补水效果：特别补水,,,,,23:36.7,
_***E,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：以前一直用的这个，这次看着有活动又来买了，跟以前买的一样。很好用，做完皮肤感觉好多了。贴合效果：贴个效果也不错。面膜纸不是很薄，中等吧。不过也很好用，补水效果：补水效果也不错。不做面膜感觉脸很粗糙，用过以后觉得很光滑。很喜欢。一个周做两三次就够了。,,,【弹力紧致】胶原蛋白面膜,,23:36.7,
****1,PLUS会员,"<div class=""comment-star star5""></div>",之前用过美迪惠尔蓝色盒子的，很好用，感觉吸收很好，这次搞活动果断下单买了两盒，胶原蛋白面膜用过后效果很好，皮肤嫩嫩的，补水效果不错，容易吸收。跟老公一起用挺好，主要是这个面膜比我之前用过的大些，可以盖住老公的脸?,,,【弹力紧致】胶原蛋白面膜,,23:36.8,
****f,,"<div class=""comment-star star5""></div>",用着还不错，只用了最常用的补水的那个，下次试下别的功效的。这次一下买了四盒，不知道双十一会不会更便宜，没等到双十一就入手了，无法价格保护，不好，如果也能价格保护好就更好了。产品质感：跟细，很贴合。适合肤质：本人是干性皮肤，需要补水，买了去暗沉，提亮，和补水的贴合效果：很贴合，就是眼部空的太大,,,【弹力紧致】胶原蛋白面膜,,23:37.1,
康***8,PLUS会员,"<div class=""comment-star star5""></div>",无数次回购的一款面膜，超级好用，搞活动的时候价格又合适，几块钱一片用起来不心疼。保湿很好，赞赞赞,,,胶原蛋白面膜,,23:37.2,
滴***宝,PLUS会员,"<div class=""comment-star star5""></div>",四件158元，超值价，性价比超高。产品质感：光滑细腻，水润滋养补水效果：补水效果非常不错，坚持一周用1次适合肤质：适合各种肤质使用感受：用后皮肤光滑细腻，超清爽。,,,【光滑弹嫩】胶原蛋白面膜,2022/4/3 7:30,23:37.2,
馨***1,,"<div class=""comment-star star5""></div>",很早听说这个牌子，但是第一次用，这两天脸非常干，擦乳液都疼，连续用了三天面膜终于得到缓解，很舒服，很滋润，明星产品果然名不虚传。,,,【光滑弹嫩】胶原蛋白面膜,2021/3/24 17:20,23:37.3,
w***4,,"<div class=""comment-star star5""></div>",面膜的质量非常好，贴上很服帖，补充胶原蛋白，补水效果都很好，袋子中的精华液也非常多，基本上可以每次贴到20分钟之前，在再次涂上精华液，第2天皮肤感觉很有弹性，会持续关注的，希望店家多搞点活动，有活动再囤点儿,,,【弹力紧致】胶原蛋白面膜,,23:37.3,
s***h,PLUS会员,"<div class=""comment-star star5""></div>",用起来很温和，不刺激皮肤，精华液挺多，活动力度挺大，非常值得购买，物流很快，一次愉快的购物,,,【光滑弹嫩】胶原蛋白面膜,2021/5/11 17:58,23:37.4,
琪***3,PLUS会员,"<div class=""comment-star star5""></div>",这个真的好好用啊好好好好用，每次敷完洗脸后脸都润润的。眼周的细纹都淡化了不少，面膜还是经常敷才好啊不然护肤品小效果大打折扣，很喜欢在京东买东西，到货快，送到家门口很棒很好，超级喜欢这个面膜，无限回购的一款，便宜，天天敷也不心疼，棒棒哒,,,胶原蛋白面膜,,23:37.4,
沫***8,PLUS会员,"<div class=""comment-star star5""></div>",天气干燥，急需补水，之前用过这款面膜，非常不错，趁着搞活动，赶紧下单，非常划算。晚上下单，第二天上午就到了，而且到货包装完好，非常干净。这款面膜非常贴合，精华多，无刺激，味道好闻，也好吸收。,,,【光滑弹嫩】胶原蛋白面膜,2021/12/3 17:37,23:37.5,
j***4,,"<div class=""comment-star star5""></div>",这款面膜用起来很服帖很舒服，精华液非常多，多出来的可以抹腿上。用完后非常保湿，脸也很有弹性。重点是性价比非常高，活动的时候多囤几盒。,,,【提亮紧致】胶原蛋白面膜,2020/11/8 17:01,23:37.5,
g***u,PLUS会员,"<div class=""comment-star star5""></div>",520促销活动优惠价格购买的，比平日购买价格便宜很多。老婆大人很喜欢，基本明天用一片，保湿补水滋润效果很好，用完之后还会再来买。,,,【光滑弹嫩】胶原蛋白面膜,2021/5/21 19:15,23:37.5,
仙***1,,"<div class=""comment-star star5""></div>",好用比我用的其他面膜好用10倍???我喜欢敷面膜早晚各一片而且很清爽有清新味很好闻买家服务很好包装很赞发货物流超级快当天发第二天就到货了面膜贴很可爱真心好用这几天用了我皮肤每天都水灵灵的下次还会来买,,,胶原蛋白面膜10片,2018/6/15 7:14,23:37.9,
笑***呀,PLUS会员,"<div class=""comment-star star5""></div>",吸收效果好，精华也很足，上面的印花logo显出来就说明可以揭掉了，设计非常棒。价格公道，出门携带也便捷。买了几种型号的，轮着用，哈哈,,,【光滑弹嫩】胶原蛋白面膜,2021/6/9 17:14,23:37.9,
D***g,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：质感非常的一般呀，感觉没有蓝色的那款补水的好用使用感受：使用起来很一般，现货不是很明显适合肤质：适合干性皮肤，油性皮肤用了感觉好油腻补水效果：补水效果真的很一般贴合效果：贴合的效果还算可以,,,【光滑弹嫩】胶原蛋白面膜,2021/9/22 19:18,23:37.9,
小***脑,PLUS会员,"<div class=""comment-star star5""></div>",适合肤质：混油皮、干皮都适用使用感受：之前一直用蓝色包装的，看这个有提亮肤色淡化细纹的功效就买回来试试，确实挺补水的，精华的量也很足，敷完水水嫩嫩的！会回购,,,【光滑弹嫩】胶原蛋白面膜,2021/11/6 9:16,23:38.0,
u***8,,"<div class=""comment-star star5""></div>",补水效果挺不错的，每次趁着有活动囤了很多呢！贴合面部，精华也很多，用完特别清爽舒适，感觉比较适合偏干性皮肤。京东送货实在是快，爱了！,,,【盈润光滑弹嫩】胶原蛋白面膜,2020/12/11 23:54,23:38.0,
我***多,,"<div class=""comment-star star5""></div>",产品质感：滋润使用感受：很好适合肤质：均适合补水效果：好贴合效果：好这款面膜是我一直都有购买的。产品不管是从包装还是到产品本身都是非常好的！这款面膜有美白补水效果，保湿性也很好！我每次睡觉前敷上20分钟，你会发现皮肤白亮了！确实不错。值得信赖的品牌。,,,【弹力紧致】胶原蛋白面膜,,23:38.1,
****7,PLUS会员,"<div class=""comment-star star5""></div>",一直用这款面膜，非常好用，而且精华特别多，针对我这种干皮来说补水保湿效果超级好，用来用去还是觉得美迪惠尔面膜最好用，而且也针对敏感肌肤，一般在活动时候囤货超级划算，买一送一，几乎几盒几盒囤货，放在家里慢慢用。,,,【提亮紧致】胶原蛋白面膜,2020/6/15 23:41,23:38.1,
****j,PLUS会员,"<div class=""comment-star star5""></div>",这款深层补水保湿补水面膜提亮肤色紧致毛孔面膜。超级赞，效果也很不错，没用过的可以尝试一下。美迪惠尔爆品出名。东西很不错。,,,【盈润光滑弹嫩】胶原蛋白面膜,2021/1/6 14:12,23:38.2,
周***间,PLUS会员,"<div class=""comment-star star5""></div>",一次性买了六盒，已经用的差不多了，挺好用的，敏感肌用也没有任何不良反应，所以应该是都可以用的吧，以后还会买他家的产品的，打折的时候也比较划算。超级贴合皮肤，用完之后很水润，所以补水效果还可以，产品包装也很有特色呀。,,,【提亮紧致】胶原蛋白面膜,2020/8/11 14:31,23:38.2,
唐***r,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：产品质感很棒的一款面膜使用感受：感受还可以，贴合肌肤，很舒服适合肤质：干皮适合用补水效果：补水很棒，非常喜欢贴合效果：贴合效果也不错呢，喜欢其他特色：囤了许多的面膜，非常喜欢啦,,,【光滑弹嫩】胶原蛋白面膜,2022/1/21 18:35,23:38.3,
u***r,,"<div class=""comment-star star5""></div>",产品质感：柔软细腻使用感受：皮肤水润，迅速解决干皮问题适合肤质：所有肤质补水效果：补水效果：补水效果超强，第二天上妆效果特别好贴合效果：百分百贴合其他特色：精华超多,,,【弹力紧致】胶原蛋白面膜,,23:38.6,
