用户名,会员,星级,评论,类型1,评论时间1,类型2,评论时间2,采集时间,评论时间3
雨***丶,PLUS会员,"<div class=""comment-star star5""></div>",面膜这种东西就不用说啦，生活必备品，每天洗完澡敷一敷干净又卫生脸蛋划得不行非常补水，还能防上海美白，去痘太不错了吧。。非常满意,,,【收缩毛孔】毛孔紧致黑面膜,2021-11-13 09:09,2022-04-23 20:05:06.394,
C***4,,"<div class=""comment-star star5""></div>",使用过N多款面膜，这款是我比较中意哒，感觉很好用，皮肤吸收的很不错，第二天早起感觉皮肤很好，而且价格也还可以，这次又买了三盒，暂时能用一段时间了！,,,毛孔紧致黑炭面膜10片,2017-09-23 11:06,2022-04-23 20:05:06.447,
乌***东,,"<div class=""comment-star star5""></div>",一直购买，非常好用，好用好用好用好用好用好用好用好用好用好用好用好用好用好用好用,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:06.502,
u***6,PLUS会员,"<div class=""comment-star star5""></div>",回购好几回了。京东快递服务不错。产品包装用心，到手无破损。质量也不错，这款面膜用了之后，个人感觉毛孔真的可以变细，还有就是清洁度很不错。补水效果也很好，晚上用了以后，稍微用清水冲洗下，涂上润肤乳，第二天早上水嫩细腻。价格也不贵。,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:06.567,
骆***事,PLUS会员,"<div class=""comment-star star5""></div>",使用感受：用完后滑滑的嫩嫩的，挺好的。适合肤质：任何肤质都可以吧，我的油性肤质挺适合的。补水效果：用完后水嫩嫩的，补水效果好。贴合效果：贴合很到位，也很方便。其他特色：一次过囤了不少货，用完要购买。,,,【紧致肌肤】毛孔紧致黑面膜,2020-10-25 11:29,2022-04-23 20:05:07.000,
****5,PLUS会员,"<div class=""comment-star star5""></div>",还没用冲着这个牌子去的很久之前用过感觉不错昨天正好看到有活动一次买了5盒总价打4折嗯嗯不错不错性价比很高比之前便宜多了而且送货快今天就到了最近熬夜多准备一天用一片试试看期待效果,,,【紧致肌肤】毛孔紧致黑面膜,2020-09-15 22:10,2022-04-23 20:05:07.052,
柠***-,PLUS会员,"<div class=""comment-star star5""></div>",面膜很好用质感柔软感觉补水效果不过一直回购的,,,【紧致肌肤】毛孔紧致黑面膜,2020-08-21 07:48,2022-04-23 20:05:07.089,
清***5,,"<div class=""comment-star star5""></div>",味道很好闻，补水效果非常好，很清爽，不油腻，值得信赖的品牌护肤品，我会再回购的,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:07.136,
****2,PLUS会员,"<div class=""comment-star star5""></div>",物流超级快，前一天晚上拍第二天就到了，快递员特别好，好评！晚上直接敷了个，水润润的很不错，买了6盒够用一阵子了，好评好评！,,,【清洁收缩毛孔】毛孔紧致黑面膜,2021-02-21 08:20,2022-04-23 20:05:07.176,
何***姐,,"<div class=""comment-star star5""></div>",产品质感：很棒使用感受：挺舒服的很贴合适合肤质：都可补水效果：很明显其他特色：性价比很高,,,,,2022-04-23 20:05:07.222,
酒***忆,,"<div class=""comment-star star5""></div>",快递小哥哥说话非常好听，非常喜欢这种服务态度，质量也是非常的棒，我也非常的喜欢，奈斯不错的选择，明确要求正品，正品有保证，想买的抓紧入手，不要错过这么好的东西，补水效果真的好，还可以紧致皮肤，好用很不错,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-02 20:00,2022-04-23 20:05:07.272,
甜***4,,"<div class=""comment-star star5""></div>",面膜很服帖，营养液也很多。敷完以后不黏腻，直接用护肤品都可以，第一次用感觉还不错，期待长久用的效果。,,,毛孔紧致黑炭面膜10片,2018-06-08 11:13,2022-04-23 20:05:07.345,
慧***雨,PLUS会员,"<div class=""comment-star star5""></div>",使用后感觉很舒服，面膜够大，男女都可以用，活动价购买信价比高，京东物流棒棒哒。,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:07.389,
k***j,,"<div class=""comment-star star5""></div>",这个款我比较喜欢脸上长痘敷上一片有效果的痘痘就消了补水效果也非常好第一次使用这个面膜以后还会回购,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:07.443,
****b,,"<div class=""comment-star star5""></div>",产品好用，精油特别多，保湿效果杠杠的，这是我第二次购买，物流快，好评,【紧致细腻】毛孔紧致黑面膜,,,,2022-04-23 20:05:07.850,2019-12-16 18:37
稚***稚,PLUS会员,"<div class=""comment-star star5""></div>",之前购买的这个牌子的补水面膜，感觉特别水润，很补水，味道也很好闻，就说尝试一下其他功能的面膜，收到后就迫不及待试了一片，感觉比普通的面膜更好贴，这次趁活动购买了不少，活动力度特别的大，囤了很多，够用一阵子了，物流也很给力,,,【紧致肌肤】毛孔紧致黑面膜,2020-08-31 23:15,2022-04-23 20:05:07.894,
u***k,PLUS会员,"<div class=""comment-star star5""></div>",买了好几套这款产品，用起来真不错，面膜贴合脸部，营养液易吸收，用完之后脸色好很多，心情也号很多，美美的睡个觉。,,,【紧致肌肤】毛孔紧致黑面膜,2020-06-25 18:53,2022-04-23 20:05:07.953,
z***1,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：是正品。本身自己是敏感肌肤根本不敢网购面膜。但是这一款面膜是回购了无数次的一款了使用感受：用起来很舒服不过敏适合肤质：自己是敏感皮肤。油性痘痘机适合我用补水效果：补水效果不错。无数次回购贴合效果：贴合度很好。值得信赖其他特色：京东物流速度很快如果送到家门口就更好了,,,【紧致肌肤】毛孔紧致黑面膜,2020-08-26 08:19,2022-04-23 20:05:08.019,
****O,,"<div class=""comment-star star5""></div>",第一次买就是买的一盒白的，一盒黑的，觉得效果特别好，用完之后再用其他的感觉都不如这个，现在又是买了一盒黑的，一个白的都快用完一盒了，效果依然好，推荐推荐推荐,,,毛孔紧致黑炭面膜10片,2017-10-11 15:23,2022-04-23 20:05:08.080,
苏***神,PLUS会员,"<div class=""comment-star star5""></div>",目前这款家里人已经用了4片了，去黑头效果还是可以的，连我妈没事都拿去用，我感觉我这几天又??补货了，消耗速度太快了！艾,,,【收缩毛孔】毛孔紧致黑面膜,2021-03-18 17:35,2022-04-23 20:05:08.140,
还***你,PLUS会员,"<div class=""comment-star star5""></div>",面膜很好，用一次性买了酒盒相亲用纯正优雅无不良诱惑，有好货城产品质地细腻，均匀射雕自然产品泡沫细腻容易清洗洗后皮肤的话不干燥不紧绷使用后，皮肤上会留下一层薄的皮肤么，不会造成拖着对皮肤作用温和不会引起刺激作用，一直在用美的会儿面膜没有换过。去黑头的面膜，超级棒油漆，放冰箱里冰一下扶到脸上超舒服，缓解一天疲劳还能有效去黑头补水也可以。,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:08.213,
****l,,"<div class=""comment-star star5""></div>",面膜很划算，天天晚上贴也不会心疼贵！说实话真的很补水。我几乎是天天晚上在贴所以买也就是几盒几盒的买。,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:08.278,
不***0,,"<div class=""comment-star star5""></div>",好用！以为这个是美白的，原来是清洁紧致毛孔的，没事，也挺好哈哈，精华没有其他面膜那么糊，蛮稀的，应该很容易吸收，敷上去一刹那闻到有种针水的味道，敷上后淡淡的香味！喜欢！效果应该不会差！在用！正品100分！,,,毛孔紧致黑炭面膜10片,2018-06-04 01:14,2022-04-23 20:05:08.335,
加***y,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔的这款面膜很薄，听说这款黑炭面膜可以紧致毛孔，吸附脏东西，个人认为美迪惠尔系列的这款黑炭面膜最好用，用完皮肤很光滑，里面的营养物质很丰富，趁活动价入手，性价比超高的，京东物流次日达，还送货****超级棒，支持京东自营哦……,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:08.396,
烟***-,PLUS会员,"<div class=""comment-star star5""></div>",以前用的都是蓝色补水那款，这款清洁紧致毛孔的还是第一次用，信赖这个牌子很久了！女生的脸真的需要保养，推荐购买,,,【紧致肌肤】毛孔紧致黑面膜,2020-10-26 09:22,2022-04-23 20:05:09.049,
****a,PLUS会员,"<div class=""comment-star star5""></div>",一直使用这款面膜，精华液充足，连脖子都可以用上，敷上很服贴，滋润和保湿效果不错，品牌质量也有保障，每次活动都会囤一些，性价比超高！,,,【收缩毛孔】毛孔紧致黑面膜,2021-12-27 12:38,2022-04-23 20:05:09.092,
危***地,PLUS会员,"<div class=""comment-star star5""></div>",适合肤质：本人混油皮。补水效果：一般，没有很惊喜，比国内的大部分牌子好。贴合效果：很贴合。使用感受：日常补水也可以了。一分钱一分货。性价比还可以吧，也回购了几次。,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-12 16:39,2022-04-23 20:05:09.129,
****l,,"<div class=""comment-star star5""></div>",以前买过这个品牌，美迪惠尔的面膜，用起来很舒服无刺激，这次是回购，赶上双十一有优惠活动所以囤了好多买了4盒，应该够用半年了,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-14 19:57,2022-04-23 20:05:09.178,
1***c,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：这款有美白成分。包装高档精美使用感受：非常滋润，美白还补水适合肤质：适合所有肤质的人，过敏肌也超适用补水效果：补水效果非常好，精华液特别多贴合效果：面膜纸很薄，而且很服帖，不会滑膜其他特色：非常好，建议大家购买,,,【紧致细腻】毛孔紧致黑炭面膜,,2022-04-23 20:05:09.220,
r***N,,"<div class=""comment-star star5""></div>",还可以，速度很快。。。柔软很服帖，敷完不会感觉太脏，适合油性痘痘，皮肤长痘时候用起来可以镇静改善痘痘作用，深层补水很可以的,,,【收缩毛孔】毛孔紧致黑面膜,2021-11-23 13:05,2022-04-23 20:05:09.257,
****b,PLUS会员,"<div class=""comment-star star5""></div>",一直信赖一个牌子的面膜，也用也很久，很贴合精华很多敷在脸上很舒服不刺激，多余的精华可以涂脖子上，面膜纸很舒服厚实，,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:09.306,
m***a,,"<div class=""comment-star star5""></div>",昨天用了一下，很喜欢黑面膜的质感。比较温和，我是敏感皮，最担心脸会泛红，但是这款面膜上脸不会过敏泛红。补水也不错。五星好评！,,,毛孔紧致黑炭面膜10片,,2022-04-23 20:05:09.361,
小***0,PLUS会员,"<div class=""comment-star star5""></div>",买了好几次了，非常非常的划算，比商场里便宜不少，用过之后才知道，比其他的韩国某几个品牌强太多了，用上之后真的感觉到很舒服，应该早买好了，非常满意，家里原本还有几个韩国别的牌子的面膜，用了这个之后，其他的都送人了，这个真的不错，而且还有活动，希望京东这个面膜的活动不断！？！！哈哈哈喜欢的赶紧下手吧，真的挺好用的,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:09.408,
槿***娘,,"<div class=""comment-star star5""></div>",用了一下，感觉很不错，敷着很舒服，没有什么不适应的，也没有异样，挺不错的,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:09.458,
R***糖,PLUS会员,"<div class=""comment-star star5""></div>",作为面膜控来说，这是一款很好用的黑面膜，美白效果很好，以前出去玩的时候买了一堆，京东上搞活动又很划算，赶紧囤货囤起来，面膜不得不买啊,,,,,2022-04-23 20:05:09.863,
M***睿,,"<div class=""comment-star star5""></div>",快递的配送速度好快啊，挺好的，包装也很好的。一直在用这个品牌的面膜，个人觉得挺好用的，值得信赖，用完了我还会再来买的哈哈。,,,【收缩毛孔】毛孔紧致黑面膜,2021-03-28 09:15,2022-04-23 20:05:09.920,
辣***果,,"<div class=""comment-star star5""></div>",晚上十点多下的单，第二天九点多快递就送到了，物流很快，一直都很相信京东，用这款面膜两三年了，一直都挺好用的，之前用的是蓝色款的，现在换了个粉色的黑膜，也很好用，很补水，敷完面膜之后脸滑滑的现在家里一抽屉满满的都是这种面膜，价格便宜，179块钱才四盒,,,,,2022-04-23 20:05:09.972,
苏***i,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：舒服使用感受：很适合我适合肤质：我是干敏皮补水效果：补水！是正品很好用，双十一价格便宜了很多，性价比超高，真的特别划算，包装也很高端大气上档次，非常值得购买！！,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-04 18:10,2022-04-23 20:05:10.025,
风***6,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：薄薄的一片，很服帖，精华也在上面好吸收，使用日期到2023年二月，还蛮新鲜的,,,,,2022-04-23 20:05:10.075,
S***呀,PLUS会员,"<div class=""comment-star star5""></div>",很好非常好用。之前买贵了京东也给退了差价。我感觉用起来还是很不错的一口气买了七盒。慢慢用。保湿效果很好。相信京东。快递也超快。还给了两盒给我妈。,,,,,2022-04-23 20:05:10.128,
****B,,"<div class=""comment-star star5""></div>",拍了7盒都用完了黑色感觉比蓝色效果更好精华很多补水没有过敏的症状继续回购,,,,,2022-04-23 20:05:10.207,
u***2,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：面膜挺好的，贴脸上大小也刚好适合肤质：中性、干性皮肤补水效果：补水效果非常好！我皮肤比较干，一天一片。,,,,,2022-04-23 20:05:10.264,
守***心,PLUS会员,"<div class=""comment-star star5""></div>",补水效果：补水效果很好，第二天脸上都是水灵灵的使用感受：敷在脸上凉凉的，很舒服，黑头也有改善有,,,,,2022-04-23 20:05:10.322,
肉***7,PLUS会员,"<div class=""comment-star star5""></div>",买了好几种美迪惠尔的面膜这种是黑色的里面含有备长炭成分专门吸附皮肤里的脏东西然后还有海葡萄成分保湿紧致肌肤可以很好的修复受损的肌肤并且还可以改善黑头京东服务也特别好物流超级快多块好爽的京东服务五星好评~,,,,,2022-04-23 20:05:10.389,
9***n,PLUS会员,"<div class=""comment-star star5""></div>",适合肤质：我是中性偏干皮肤使用感受：一直用这个牌子面膜，很好，产品质感：厚薄很好，质感光滑补水效果：蛮好贴合效果：刚好,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:10.691,
妍***A,PLUS会员,"<div class=""comment-star star5""></div>",面膜到货了，非常好用，应该是正品，搞活动时候买的超值，补水效果好，京东自营就是让人放心，棒棒哒！面膜到货了，非常好用，应该是正品，搞活动时候买的超值，补水效果好，京东自营就是让人放心，棒棒哒！,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-02 17:15,2022-04-23 20:05:10.739,
****k,PLUS会员,"<div class=""comment-star star5""></div>",看见妥妥的好评，又正在做活动买的，很划算哦！夏天要多补水，用后再来追评！快递太给力了，当天就到了，赞一个！,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:10.785,
十***x,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：夏季和换季时可以贴贴，补水很快，不干燥。使用感受：挺好闻的，里面的精华液也很多，面膜纸薄，但是不容易破，服帖。适合肤质：油皮的。补水效果：感觉脸部很水润，保湿效果不错。贴合效果：挺贴合的。其他特色：质量非常好，与描述的完全一致，非常满意，真的很喜欢，完全超出期望值，到的很快。,,,【紧致肌肤】毛孔紧致黑面膜,2020-06-11 11:16,2022-04-23 20:05:10.824,
l***3,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：他们家的面膜物美价廉，很高级的感觉使用感受：使用后明显感觉皮肤细腻了很多，也许是好久没敷面膜了，敷一次效果特别明显，而且不是那种刚敷完感觉好，是会持续到第二天都会感觉皮肤比之前好适合肤质：我是混合型皮肤，偏油性补水效果：这款主打清洁补水，还需继续使用再观察哪个效果更好贴合效果：完全贴合,【紧致细腻】毛孔紧致黑面膜,,,,2022-04-23 20:05:10.873,2020-03-10 20:14
c***a,PLUS会员,"<div class=""comment-star star5""></div>",一直都用这个品牌的面膜，趁着活动，囤了十几个，不同功效的，这个清洁面膜很是不错，敷完很润，很舒服，以后还会回购的，???,,,【收缩毛孔】毛孔紧致黑面膜,2021-12-23 10:19,2022-04-23 20:05:10.922,
u***s,,"<div class=""comment-star star5""></div>",最给力的是物流，当天晚上下单，第二天就到了，第一次用这款面膜，效果还不知道，用了也没有过敏现象，很贴合,,,【紧致肌肤】毛孔紧致黑面膜,2020-09-18 21:49,2022-04-23 20:05:10.968,
疯***释,PLUS会员,"<div class=""comment-star star5""></div>",产品质感很不错，滑滑的，贴上脸特别清凉，用起来也很不错的，听周边朋友都说不错，就买来试试了，毕竟最近熬夜什么的，太忙什么的都没有时间打理。,,,【收缩毛孔】毛孔紧致黑面膜,2021-11-24 10:27,2022-04-23 20:05:11.017,
官***儿,PLUS会员,"<div class=""comment-star star5""></div>",使用感受：保湿效果好，用了很多次了，多次回购，不过敏，用起来很舒服，补水,,,【收缩毛孔】毛孔紧致黑面膜,2021-09-10 14:07,2022-04-23 20:05:11.062,
F***0,PLUS会员,"<div class=""comment-star star5""></div>",第二次买美迪惠尔的面膜，听闻这个品牌很久了，一直没买来试过，这一开始就一发不可收拾，一连买了两款，这款是去黑头紧致毛孔的，话说回来，这个去黑头细毛孔一直都是个大难题，从来没找到什么特别有效的产品和方式，这次也是抱着试试的心态买的，究竟好不好用用再说吧。,,,【紧致肌肤】毛孔紧致黑面膜,2020-09-18 01:05,2022-04-23 20:05:11.109,
****Z,,"<div class=""comment-star star5""></div>",使用感受：用了之后皮肤很滑润哦，补水效果：对于皮肤比较的人，建议你们购买哦，这个补水真的非常不错哦,,,【紧致肌肤】毛孔紧致黑面膜,2020-09-03 23:27,2022-04-23 20:05:11.532,
****v,PLUS会员,"<div class=""comment-star star5""></div>",面膜是自己用，之前就用过几次，感觉不错，好用，这次是搞活动买的，划算，开心，快递很好哦,,,毛孔紧致黑炭面膜10片,,2022-04-23 20:05:11.576,
旧***g,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜已经在京东回购了好几次了，面膜纸很服帖，精华也很多，贴在脸上很舒服，15分钟之后面膜纸也不干，可见精华液超多，已经推荐给身边的朋友，重要的事情说三遍，买它，买它，买它，一定要买它，贴面膜去咯。,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:11.632,
****g,,"<div class=""comment-star star5""></div>",产品质感：打开包装拿到手里是非常的细滑，精华很多。使用感受：可以有效的提亮肤色，保湿效果非常的好，晚上用了第二天的肌肤非常的细滑滋润。适合肤质：适合所有的肤质，我是敏感肌用后没有不适感补水效果：补水效果很好贴合效果：非常的贴合面部，大小正好合适其他特色：物所超值,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:11.686,
M***n,,"<div class=""comment-star star5""></div>",产品质感：好用使用感受：很好用补水效果：good贴合效果：很好,,,,,2022-04-23 20:05:11.741,
不***9,PLUS会员,"<div class=""comment-star star5""></div>",面膜贴了一段时间了，这个面膜很不错！贴完以后，脸部感觉很紧凑，摸起来很光滑。,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:11.798,
c***u,PLUS会员,"<div class=""comment-star star5""></div>",京东活动力度超大的赶紧下单囤货两款都是心头好贴肤不刺激改善有效果配送极速包装保护很好赞,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:11.848,
呆***1,PLUS会员,"<div class=""comment-star star5""></div>",补水效果很好双十一几个划算买了好多盒本**肤属于过敏体质但是用了这款没有什么异常反应比较温和吧还不错哦赞,,,【收缩毛孔】毛孔紧致黑面膜,2021-11-24 00:49,2022-04-23 20:05:11.903,
****s,PLUS会员,"<div class=""comment-star star5""></div>",敷到脸上感觉水嫩嫩的，而且精华液特别多，保湿效果很不错的说，，真的是很薄很水嫩，喜欢的朋友可以放心购买了，我皮肤还很容易过敏的，用了这个很舒服，零负担。,,,毛孔紧致黑炭面膜10片,2017-08-09 13:19,2022-04-23 20:05:11.956,
****d,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：无限次回购，价格亲民使用感受：完美，补水效果明显适合肤质：任何肌肤，无可挑剔补水效果：非常明显，用完皮肤水嫩,,,,,2022-04-23 20:05:12.021,
苗***4,PLUS会员,"<div class=""comment-star star5""></div>",第一次用美迪惠尔的时候是用的我姐的，当时用完觉得好水嫩，简直就是我大干皮的福音啊，而且本人脸相对比较大，美迪惠尔的是真心的服帖我的脸型，用了三年了，只要有活动就买，囤起来，买的最多的还是补水的，美白的都是参着用的，怎么说吧，这个牌子我觉得挺好的，最起码我用着很适合我的皮肤，服帖我的脸型，而且京东的活动向来很优惠，实在。喜欢，希望京东多有活动，让我一直用下去啊。,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:12.446,
u***t,PLUS会员,"<div class=""comment-star star5""></div>",性价比很高，这个补水效果很好，这个敷很好用，很滋润，用了也不紧绷，水水嫩嫩的，敷在脸上超舒服，超水润，尤其放在冰箱上冰一下，凉凉的，精华特别多，敷完之后，感觉脸部很水润，保湿效果不错，脸部也变得有弹性了，相信这款面膜能让我的皮肤越来越好。试了一下，感觉味道超级好闻～拿出来没有黏糊糊的感觉，敷到脸上精华液也不会到处流，感觉软软的薄薄一层很舒服，用完以后吸收的很好～性价比却很高。,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:12.487,
s***0,PLUS会员,"<div class=""comment-star star5""></div>",赶上促销活动太合适啦，看过生产日期了，都是到2022或2023年的，这款面膜里面的精华很多，最近皮肤干燥，正好多贴几次，改善一下皮肤问题，一直购买这个品牌的面膜，有活动的话还会再囤货......送货速度很快?,,,【紧致肌肤】毛孔紧致黑面膜,2020-10-18 07:57,2022-04-23 20:05:12.527,
****弘,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：品质一级棒，包装也不错，物流很快，而且价格合理，很实惠，很喜欢使用感受：去油去黑头全指望这个适合肤质：适合油性皮肤补水效果：补水效果也是很棒棒哒贴合效果：敷在脸上就像自己的皮肤一样其他特色：总之一句话，好好好,,,【紧致肌肤】毛孔紧致黑面膜,2020-08-08 10:42,2022-04-23 20:05:12.590,
****f,PLUS会员,"<div class=""comment-star star5""></div>",毛孔紧致，黑面膜。毛孔细小很关键。没有毛孔会先很年轻，所以在补水美白的基础上一定要做缩毛孔面膜。尤其是夏天出汗以后，娶上一张并面膜。很棒。,,,【收缩毛孔】毛孔紧致黑面膜,2021-06-20 18:59,2022-04-23 20:05:12.634,
S***南,PLUS会员,"<div class=""comment-star star5""></div>",京东购物越来越方便，已经离不开的感觉，家里粮米油盐，护肤清洁保健日常用品等等都在京东购买家用电器也是配送很好售后也不错非常方便赞一个！,,,毛孔紧致黑炭面膜10片,2017-12-14 09:36,2022-04-23 20:05:12.677,
****s,,"<div class=""comment-star star5""></div>",这个很舒服，用了很保湿，最喜欢用这款了补水效果：不错不错贴合效果：很贴合,,,,,2022-04-23 20:05:12.727,
z***5,PLUS会员,"<div class=""comment-star star5""></div>",第一次买这个面膜，不知道效果怎样，看评论还不错呢，纠结了好久，还是选了它，信任京东的品质，我不是过敏肌，这个用来补水的，最近有点儿干燥，肌肤缺水也容易出油，期待效果，京东的速度很快，棒棒哒。大爱京东啦,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:12.781,
****f,,"<div class=""comment-star star5""></div>",用了几次感觉还不错，精华液很足，很贴肤，用完后皮肤水水嫩嫩的，非常满意，还会在回购的。,,,毛孔紧致黑炭面膜10片,2018-09-25 08:42,2022-04-23 20:05:12.826,
刘***0,PLUS会员,"<div class=""comment-star star5""></div>",质量挺好，物流也很快，赞！宝贝收到了，和描述一样，很喜欢五星好评，非常好！想不到那么快就到了！?看起来还不错，包装的很仔细，价格也非常公道，还会继续买买买！?双十一的货收到后就拆开用了，质量很好，东西和官网买的没区别！值得购买的产品，做工非常精细，比想象中的好，推荐大家尝试,,,【清洁收缩毛孔】毛孔紧致黑面膜,2020-12-14 18:49,2022-04-23 20:05:12.873,
虎***宝,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：面膜是日常生活中不可或缺的，一款好产品在家做比在外面省事不少，生活间隙就能搞定。双十一搞活动，这品牌一直用放心，就趁着活动入手了四种颜色面膜。这款以前没用过，所以很是期待。使用感受：京东快递第二天送到家后各样都拆开试试，这款感觉也是不错的，不比以前经常买的蓝色差。适合肤质：油性皮肤用着很干爽。补水效果：补水效果还是不错的。贴合效果：紧贴脸孔，不用担心掉落，你要做的就是闭目养神。,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:13.272,
天***苗,PLUS会员,"<div class=""comment-star star5""></div>",粉粉的包装盒，看着就让人心情愉悦。包装严实，介绍的很清楚。独立包装，里面的包装是淡粉色的，这款是毛孔紧致的黑膜，升级款，上脸很服帖，温和不刺激,,,【收缩毛孔】毛孔紧致黑面膜,2021-11-04 10:08,2022-04-23 20:05:13.319,
会***6,PLUS会员,"<div class=""comment-star star5""></div>",使用感受：早上起来敷一片，大干皮瞬间觉得水润润的贴合效果：与我的脸型很搭，站着躺着都舒服，眼睛那里发现正合适补水效果：感觉补水效果蛮好的，敷完了以后没有干干的感觉，挺适合我们这种大干皮的其他特色：性价比超高哦,,,【紧致细腻】毛孔紧致黑炭面膜,,2022-04-23 20:05:13.372,
u***7,,"<div class=""comment-star star5""></div>",以前都是让别人带的蓝色的保湿款，这次又买了黑色的收缩毛孔保湿的和白泥面膜，白泥面膜用过后皮肤不紧崩，感觉黑头也比之前少了很多，买了4盒有优惠比单买便宜很多，价格上比托人带便宜多了，保湿挺不错，性价比挺高的，整体满意。,,,【收缩毛孔】毛孔紧致黑面膜,2022-01-27 18:45,2022-04-23 20:05:13.425,
****v,PLUS会员,"<div class=""comment-star star5""></div>",面膜收到啦，物流非常快哈，一直用这个牌子的面膜，补水效果非常好，有很多个系列，我这款是毛孔紧致黑面膜，敷上去非常服帖，很舒服，用完还会继续回购,,,【收缩毛孔】毛孔紧致黑面膜,2022-03-11 16:25,2022-04-23 20:05:13.496,
****7,PLUS会员,"<div class=""comment-star star5""></div>",补水效果挺好的，刚试了下，活动时候价格也特别的实惠，快递也快，还特别的方便，不错，以后会经常光顾的，直接送到家门口，挺方便,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-04 20:24,2022-04-23 20:05:13.547,
l***4,,"<div class=""comment-star star5""></div>",包装盒已经扔了，用了一片，效果很好哦！水水的，保湿效果超赞哦！感觉毛孔都小了呢?不知道是不是心理作用哈哈。这个牌子的面膜真的值得拥有。品质自然没的说，畅销多年，相信很多人都用过。只有亲身体验才有发言权，相信自己的眼睛和体验就对了,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:13.605,
千***L,,"<div class=""comment-star star5""></div>",补水效果很不错，用着也不油腻，趁双十一买的，物流还挺快的，划算,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:13.662,
h***1,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：感觉有点薄，没有之前用的饱和度大使用感受：比较细腻适合肤质：任何肤质补水效果：很好,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-24 20:09,2022-04-23 20:05:13.713,
爱***者,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔的面膜从去韩国交换学习以来就一直很喜欢，不粘腻，又很补水，绿色的黄色的棕色的和蓝色的都用过，这个黑色的还没有用过，这次在京东买了两个黑色的试试，昨天拆开用了一张了，面膜纸不是很厚，比较服帖，用起来感觉日常补水够够的了，赞下京东物流吧，有着急用的东西一般还是京东才行啊(?????????),,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:13.776,
m***逗,PLUS会员,"<div class=""comment-star star5""></div>",冲着实惠去买的哦，感觉很划算，一个三八妇女节给自己囤了一大堆的面膜，但是不出意外的话也用不了多久，毕竟女人有事没事就爱爱敷面膜，尤其换季时节，干燥的很，多敷敷补水面总归是有点用的，希望用完皮肤美美哒美美哒！,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:14.521,
昵***仙,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：很薄，面膜不会粘的特别紧！非常适合皮肤使用感受：舒服，用完后我一般不去清洗，直接揉开让皮肤吸收！补水效果：一直用这个牌子在，补水效果还是可以的，后期有更好的效果再来追加其他特色：对于我这种学生党可以消费的起面膜,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:14.570,
